,FAM131C (348487)
ACH-000004,0.21298038213124876
ACH-000005,0.0039080063310622595
ACH-000007,-0.04727490622881533
ACH-000009,-0.0675001154993074
ACH-000011,0.15508332012906184
ACH-000012,-0.09888903386339623
ACH-000013,-0.07382621480612712
ACH-000014,-0.024434222345371646
ACH-000015,0.04735208061235485
ACH-000017,0.05854696495104718
ACH-000018,0.03979311625801505
ACH-000019,0.27114958230263353
ACH-000021,-0.06538935892391079
ACH-000022,-0.1500430952348148
ACH-000025,-0.036559654605274335
ACH-000028,-0.00046576719593029923
ACH-000030,-0.09333982174032443
ACH-000035,-0.059930424552437675
ACH-000036,0.08361443593081926
ACH-000037,0.010398848751326824
ACH-000039,0.12214773859070632
ACH-000040,-0.017017955327619374
ACH-000041,0.15918046028490818
ACH-000042,-0.151884616311022
ACH-000045,-0.035635108353948584
ACH-000047,-0.2394914248802731
ACH-000052,0.03289266295038856
ACH-000053,-0.0912141656903914
ACH-000054,0.01812510232631226
ACH-000055,-0.016140386224633506
ACH-000060,0.052530542887072686
ACH-000067,-0.03625006592632074
ACH-000070,-0.07175145950822062
ACH-000075,0.1268353691394336
ACH-000078,0.1056547601953718
ACH-000082,0.055546507900521125
ACH-000085,0.05197415908632934
ACH-000086,-0.19928194707139066
ACH-000087,-0.14634114428218534
ACH-000092,-0.13662621406519018
ACH-000095,-0.04305546104531165
ACH-000097,-0.0136525348822927
ACH-000098,0.039734778086603986
ACH-000099,0.054198047081060303
ACH-000108,-0.07457009043945764
ACH-000113,0.007608060234562493
ACH-000116,0.02863181476606204
ACH-000118,-0.008847421996189255
ACH-000120,0.05348290407417424
ACH-000123,-0.06058510478723071
ACH-000127,-0.03487764093873452
ACH-000128,-0.12091034073503022
ACH-000132,-0.052060849391976895
ACH-000133,-0.08331405482180528
ACH-000137,-0.14997922715593134
ACH-000138,-0.006985493076970765
ACH-000142,-0.032968575282850736
ACH-000143,0.13190676552016511
ACH-000146,0.041040843959993134
ACH-000148,-0.06491573764133356
ACH-000150,-0.40598071176169853
ACH-000152,-0.02536962620059251
ACH-000153,-0.13157230308566387
ACH-000159,-0.13252582351357914
ACH-000160,0.0018604601992397649
ACH-000163,0.007597300242824109
ACH-000167,-0.1499616225869286
ACH-000168,-0.15531761508165712
ACH-000169,0.12641346845973792
ACH-000178,-0.006144044638172168
ACH-000183,-0.04178875266281335
ACH-000188,0.004176772653330844
ACH-000189,-0.15901809513554685
ACH-000190,-0.03628094093425887
ACH-000198,-0.026743986309762283
ACH-000203,-0.14517093800343694
ACH-000204,0.03468792858673752
ACH-000206,0.15509234868244434
ACH-000207,0.20447864814522929
ACH-000208,-0.07836145064774781
ACH-000210,0.05613197469157038
ACH-000211,0.006665257073830246
ACH-000215,-0.05659994466554433
ACH-000221,0.04645194469180999
ACH-000222,-0.10354836379433588
ACH-000223,0.0257752875791114
