,ATAD2B (54454)
ACH-000004,0.09402662581317163
ACH-000005,0.025521971467319368
ACH-000007,0.06981555336941465
ACH-000009,0.17819663310891315
ACH-000011,0.2188746652809856
ACH-000012,0.21628680088535648
ACH-000013,0.12124445607138393
ACH-000014,0.0018733800361512968
ACH-000015,0.2567968987679123
ACH-000017,0.1463260472209825
ACH-000018,0.073742157457539
ACH-000019,0.1630342159806042
ACH-000021,0.1283044586733175
ACH-000022,0.2083369489237613
ACH-000025,0.0011611683592183794
ACH-000028,0.06044761770532792
ACH-000030,0.15687002528667088
ACH-000035,0.15757224962748104
ACH-000036,-0.1468446601396375
ACH-000037,-0.033535599283557496
ACH-000039,0.08401849017435183
ACH-000040,0.045244287444605145
ACH-000041,-0.08131401908038048
ACH-000042,0.04078808685160947
ACH-000045,0.0563510875857479
ACH-000047,0.10443512535926544
ACH-000052,0.11738357748616356
ACH-000053,0.0954744318218948
ACH-000054,0.10142373556543748
ACH-000055,0.1570439731725629
ACH-000060,0.04279035248370976
ACH-000067,0.035749234677726706
ACH-000070,0.03517915087809501
ACH-000075,0.1534772906047592
ACH-000078,0.047767839199672826
ACH-000082,0.07734572271758812
ACH-000085,0.07233214512207622
ACH-000086,0.17383532718969866
ACH-000087,0.10686902073503687
ACH-000092,0.03538596664988613
ACH-000095,0.024129502625455018
ACH-000097,0.012739043950456587
ACH-000098,0.15054723746150314
ACH-000099,0.0926207727335562
ACH-000108,-0.039438026069149916
ACH-000113,0.02873916501264993
ACH-000116,0.043868824202923776
ACH-000118,0.1561559186842382
ACH-000120,-0.06441336062497491
ACH-000123,0.032231226896372575
ACH-000127,0.08515671083452292
ACH-000128,0.0775220241423475
ACH-000132,0.0830473911298412
ACH-000133,0.07519358231575507
ACH-000137,0.13136353399800532
ACH-000138,0.16189707986312687
ACH-000142,0.1050756097351381
ACH-000143,-0.027935267024367976
ACH-000146,0.1076226203539786
ACH-000148,0.1275616579283379
ACH-000150,0.1589053834385605
ACH-000152,0.09794826577009128
ACH-000153,0.2307004480746967
ACH-000159,0.1953421703905508
ACH-000160,0.36830211205303215
ACH-000163,0.08545696937276713
ACH-000167,0.20403017095974016
ACH-000168,0.04186505369703075
ACH-000169,0.09561887461574076
ACH-000178,0.04068052960320445
ACH-000183,0.16078607075285992
ACH-000188,0.03058217708732124
ACH-000189,-0.06905123358246149
ACH-000190,0.416133778486628
ACH-000198,0.07290012100884294
ACH-000203,0.3588146832285611
ACH-000204,0.2765120079189439
ACH-000206,0.11570280317823255
ACH-000207,0.06412887400575938
ACH-000208,0.12974195347233292
ACH-000210,0.107824409756503
ACH-000211,0.1917442560140458
ACH-000215,0.04193868574336411
ACH-000221,0.2120222114798423
ACH-000222,0.027877212144173484
ACH-000223,0.08726889674092238
ACH-000226,-0.001956787006437089
ACH-000227,0.036577600737810086
ACH-000228,0.12630775950502982
ACH-000231,0.042701508234432126
ACH-000232,0.04905045303657049
ACH-000233,0.1907660156819875
ACH-000234,0.10429987817609383
ACH-000235,0.0998169895406824
ACH-000237,0.02404067686771124
ACH-000238,0.09740626215447326
ACH-000242,0.044010526942463865
ACH-000243,0.030605002470171706
ACH-000244,-0.24334100296647695
ACH-000246,0.07353748498622399
ACH-000248,0.0784613482603407
ACH-000250,0.15263505352172038
ACH-000251,0.1189928035736372
ACH-000252,0.01436943752796591
ACH-000253,0.0033282252143862234
ACH-000255,0.028873436532766306
ACH-000256,0.09883289372717254
ACH-000257,-0.058180846221346776
ACH-000258,0.02803434994107249
ACH-000259,0.10052307857741184
ACH-000260,0.21679937447154415
ACH-000261,0.10502400391565084
ACH-000262,0.13762427405080546
ACH-000263,-0.1176044980689752
ACH-000264,0.1239889234307617
ACH-000265,0.054427281901466236
ACH-000266,0.026684532065527674
ACH-000272,0.08919196521434054
ACH-000274,-0.010886868017402629
ACH-000277,0.10629651935617004
ACH-000278,0.11385886798895775
ACH-000279,0.09055943645869838
ACH-000280,0.18676450976513695
ACH-000281,0.090282662755907
ACH-000288,0.04709739475081138
ACH-000291,0.05055449282274426
ACH-000293,0.07490846753835502
ACH-000294,0.18952965320079732
ACH-000295,-0.1433606690156466
ACH-000296,0.23496390862086025
ACH-000302,0.1337146231905371
ACH-000304,0.10146683055311967
ACH-000307,0.052511196939270616
ACH-000308,0.08795380445611575
ACH-000310,0.09301821866998514
ACH-000311,0.16436995081672676
ACH-000312,0.04551588340442505
ACH-000315,0.1020126897570918
ACH-000316,0.12413507842172382
ACH-000317,0.0968699662689233
ACH-000318,0.09325711295489422
ACH-000319,0.2240715632055308
ACH-000320,0.01494294649674778
ACH-000322,0.12217152710800015
ACH-000323,0.03721889988667594
ACH-000324,0.06533249571450182
ACH-000329,0.15151269101057846
ACH-000330,0.2302342215009927
ACH-000331,-0.004499191176538893
ACH-000332,0.03153653376149379
ACH-000334,-0.010223347120504912
ACH-000335,0.007956078306278197
ACH-000336,-0.0016270871078296512
ACH-000337,0.14309614888597996
ACH-000338,0.14272181736715198
ACH-000339,0.1791432649217963
ACH-000341,0.1321827584467437
ACH-000348,0.05798655406459
ACH-000350,0.16870973167045747
ACH-000352,0.33039282388734376
ACH-000356,0.22368308937909206
ACH-000361,0.199654856089735
ACH-000362,0.10778927071267913
ACH-000363,0.08050148799296143
ACH-000364,0.12370190275053415
ACH-000365,0.0673569353315218
ACH-000366,0.11025513523166884
ACH-000368,0.039191904898079215
ACH-000374,0.1253327812966578
ACH-000375,0.2795102263214761
ACH-000376,0.02310740009022952
ACH-000381,0.0236165906551936
ACH-000383,0.11594364443771225
ACH-000387,0.015841646642386124
ACH-000389,0.08519364087608056
ACH-000390,0.0400073856596064
ACH-000393,0.016257487938157456
ACH-000395,0.17679949737498438
ACH-000396,0.13252939871799838
ACH-000397,-0.00816495727452697
ACH-000401,0.16343504899507494
ACH-000402,0.5545623543497151
ACH-000403,0.04059361835304265
ACH-000404,0.13941584305714272
ACH-000406,0.1077174665515236
ACH-000407,0.21293361846449074
ACH-000408,0.3322111399776454
ACH-000410,0.16740330992844593
ACH-000411,0.0611397814244404
ACH-000414,0.016872296079952092
ACH-000415,0.1201292369032026
ACH-000416,0.07997758239287081
ACH-000420,0.1869272579375987
ACH-000421,0.19896841364244053
ACH-000424,0.016939444146492896
ACH-000425,0.02049564278349595
ACH-000426,0.2663099215021793
ACH-000427,0.13720835052765326
ACH-000433,0.2340798898157569
ACH-000435,-0.15680642216444107
ACH-000436,0.2621321064215291
ACH-000444,-0.00415014137695441
ACH-000445,0.18414760119592494
ACH-000448,0.056516377374984224
ACH-000450,0.18140483300244897
ACH-000452,0.11470903720237947
ACH-000454,-0.06692605130490502
ACH-000458,0.15435545593765762
ACH-000459,0.20504380303061207
ACH-000460,0.23183151185575496
ACH-000461,0.14142841980240375
ACH-000463,0.1834207471086279
ACH-000464,0.06204351838229685
ACH-000466,0.05751779746506805
ACH-000467,0.15830967675930527
ACH-000468,0.2064505009936398
ACH-000469,0.03536636300815993
ACH-000470,0.07270159476360688
ACH-000471,0.12158994399520755
ACH-000472,0.09741847503550287
ACH-000473,0.12267556062279936
ACH-000475,-0.0034926087463282565
ACH-000476,0.17058080415121954
ACH-000477,0.14487868682112545
ACH-000479,-0.14731697531220042
ACH-000480,0.038869041764331945
ACH-000481,0.09120519565130797
ACH-000483,0.11675065268804838
ACH-000484,-0.0672839579333211
ACH-000485,-0.03708394303681382
ACH-000486,0.1219122734298234
ACH-000487,0.09706146682884874
ACH-000488,0.12347408812044725
ACH-000490,0.08647385879554538
ACH-000491,0.020932220031892428
ACH-000495,-0.0489702978850147
ACH-000496,0.16310297565798404
ACH-000499,0.15577634679061833
ACH-000500,0.28318214004250525
ACH-000502,0.12946718784560024
ACH-000503,0.191222863792616
ACH-000505,0.012339044902003243
ACH-000507,-0.02805478797002696
ACH-000510,0.12437011173038752
ACH-000511,0.11631051698414012
ACH-000512,0.09252564241798893
ACH-000516,0.11598917135698927
ACH-000517,0.1097463869132519
ACH-000518,0.05107332206992622
ACH-000520,0.10139238171977684
ACH-000521,0.12130620219609575
ACH-000522,0.12246715288184827
ACH-000524,0.13857206669344313
ACH-000527,0.1370906438108235
ACH-000528,0.16908232739843507
ACH-000537,0.15171578755868054
ACH-000541,-0.12435112044007475
ACH-000542,0.08588090045011748
ACH-000544,0.058276705897174715
ACH-000545,0.10447643913053398
ACH-000547,-0.11528324635093865
ACH-000548,0.07197484380238954
ACH-000549,0.25003688358671866
ACH-000550,0.14861589439178646
ACH-000552,0.13770889873387976
ACH-000556,0.09518936354499198
ACH-000557,0.06870580403418644
ACH-000569,0.039616315501234865
ACH-000570,0.08363582143236761
ACH-000571,0.07344796856982959
ACH-000573,0.03697672273807742
ACH-000576,0.007528266653097289
ACH-000579,0.07986821690387592
ACH-000580,0.2914467691534939
ACH-000584,0.1986688631270432
ACH-000585,0.1210418622606482
ACH-000588,0.2152696378329424
ACH-000589,0.12359597507168647
ACH-000591,0.13155466277796968
ACH-000593,0.2042994379353914
ACH-000600,0.17938833188318634
ACH-000601,0.027638713126327426
ACH-000605,0.1368605757436375
ACH-000606,0.14932394064574678
ACH-000608,0.051513528904612686
ACH-000614,-0.021750457719853337
ACH-000616,0.2393002433323065
ACH-000618,0.12581726093499718
ACH-000619,0.2545593500536458
ACH-000620,0.08108367891451343
ACH-000621,0.09910675893064017
ACH-000622,0.06477030562394476
ACH-000623,0.09124959875892732
ACH-000624,0.04029640216729676
ACH-000627,0.06267896584393823
ACH-000630,-0.010567281305082023
ACH-000631,0.1102697912640544
ACH-000632,0.06182256602141165
ACH-000633,0.2070569579618386
ACH-000637,0.1567187914552125
ACH-000638,0.14008856343552595
ACH-000646,0.19697264707797227
ACH-000647,0.14391290979183394
ACH-000648,0.059631707063611726
ACH-000649,0.06410218733372694
ACH-000651,0.06934114893740928
ACH-000652,0.10981554606495136
ACH-000653,0.0132175321895223
ACH-000657,0.17634609101858625
ACH-000658,0.03894275825416122
