,VTN (7448)
ACH-000004,-0.09200752873964192
ACH-000005,-0.21617175180850745
ACH-000007,-0.2781987882253225
ACH-000009,-0.3703567807631429
ACH-000011,-0.1581475770122524
ACH-000012,-0.2631674070877289
ACH-000013,-0.15835471059820286
ACH-000014,-0.12911011017277213
ACH-000015,-0.03856051699486547
ACH-000017,-0.1992383254083234
ACH-000018,-0.13664214429728042
ACH-000019,-0.40532246785844256
ACH-000021,-0.1561898304357138
ACH-000022,-0.3102298187054507
ACH-000025,0.015932673354650106
ACH-000028,-0.10912296458873487
ACH-000030,-0.2362129506960736
ACH-000035,-0.16456628833015258
ACH-000036,-0.1429961610995624
ACH-000037,-0.1913344666881459
ACH-000039,-0.09008347126059107
ACH-000040,-0.11835981506257914
ACH-000041,-0.2716134197254815
ACH-000042,-0.00950620799391588
ACH-000045,-0.1144572008542365
ACH-000047,-0.10170359826547422
ACH-000052,-0.1944972627795969
ACH-000053,-0.16630854929928582
ACH-000054,-0.062446108768446265
ACH-000055,-0.2738857377631942
ACH-000060,-0.19119459204286812
ACH-000067,-0.11813325833832515
ACH-000070,-0.14661151530066954
ACH-000075,-0.1176880641192625
ACH-000078,-0.06265624710638412
ACH-000082,-0.11552063567822435
ACH-000085,-0.1083405640457687
ACH-000086,-0.1477437819573364
ACH-000087,-0.09843315565525657
ACH-000092,0.14382918184801452
ACH-000095,-0.18197525440388115
ACH-000097,-0.09006649576215067
ACH-000098,-0.13482224434743628
ACH-000099,-0.13716715589756673
ACH-000108,-0.14565004241802748
ACH-000113,-0.07446202804938715
ACH-000116,-0.10406307800620106
ACH-000118,-0.1343415041309852
ACH-000120,-0.2588250755190745
ACH-000123,-0.008041468196799897
ACH-000127,-0.03600195921666361
ACH-000128,-0.2838769963544833
ACH-000132,-0.07696711259826375
ACH-000133,-0.060783050641962065
ACH-000137,-0.04634492848778126
ACH-000138,-0.13935233772480654
ACH-000142,-0.2094948121866156
ACH-000143,-0.2425554999140519
ACH-000146,-0.1865163173636255
ACH-000148,-0.14412893171799432
ACH-000150,-0.08848760824004406
ACH-000152,-0.15119157948819847
ACH-000153,-0.12729244632741546
ACH-000159,-0.17067301280070218
ACH-000160,-0.08084637408024327
ACH-000163,-0.18421331028455096
ACH-000167,-0.06014786903848182
ACH-000168,-0.014073334175410006
ACH-000169,-0.18014878236354345
ACH-000178,-0.014392679297912884
ACH-000183,-0.03491711666161333
ACH-000188,-0.2417353721643451
ACH-000189,-0.0648842704718491
ACH-000190,-0.3169432449922162
ACH-000198,-0.1644372223045749
ACH-000203,-0.19637125944382008
ACH-000204,-0.09281437482173407
ACH-000206,-0.14793991117392255
ACH-000207,-0.32933368414658626
ACH-000208,-0.4303422350655216
ACH-000210,-0.14738254871292306
ACH-000211,-0.26535346496199713
ACH-000215,-0.18441619147914373
ACH-000221,-0.0797554598224588
ACH-000222,-0.11016055583086404
ACH-000223,-0.19847607648096585
ACH-000226,-0.12077369233268193
ACH-000227,-0.0908179254146938
ACH-000228,-0.04256519130349372
ACH-000231,-0.10676056040552173
ACH-000232,-0.09530213801886032
ACH-000233,-0.09363484590153698
ACH-000234,-0.20591170979537973
ACH-000235,-0.11821290160824445
ACH-000237,-0.052372366493623146
ACH-000238,0.0317484773688471
ACH-000242,0.044395844481140284
ACH-000243,-0.21978197256287507
ACH-000244,-0.09544112415772882
ACH-000246,-0.10458066165886301
ACH-000248,-0.3303631074487597
ACH-000250,-0.05443127085917703
ACH-000251,-0.2595120132971439
ACH-000252,-0.09610848910675834
ACH-000253,-0.17045290018800946
ACH-000255,-0.2281313774241971
ACH-000256,-0.2918918918913926
ACH-000257,-0.06364718472676495
ACH-000258,-0.11746641945736297
ACH-000259,-0.23068585631756697
ACH-000260,-0.09989359175454976
ACH-000261,-0.0737009740804133
ACH-000262,-0.10082338320296066
ACH-000263,0.09543493737399572
ACH-000264,-0.19693701809187408
ACH-000265,-0.13048645792161098
ACH-000266,-0.060072397500615826
ACH-000272,-0.10269271450043106
ACH-000274,-0.12859767795993451
ACH-000277,-0.08453078321848267
ACH-000278,-0.09672600999849704
ACH-000279,-0.14097049145248908
ACH-000280,-0.09671217176384307
ACH-000281,-0.1470380912260148
ACH-000288,-0.2546155631994229
ACH-000291,-0.10879659362456376
ACH-000293,-0.05575829888272748
ACH-000294,-0.0954459470870561
ACH-000295,-0.07907365006344941
ACH-000296,-0.2896406442435344
ACH-000302,-0.15625534765595864
ACH-000304,0.16166000417009627
ACH-000307,-0.2252565334132821
ACH-000308,-0.06519014815167018
ACH-000310,-0.12627461178028218
ACH-000311,-0.24722994481156765
ACH-000312,-0.15457402303743245
ACH-000315,0.000232592960278166
ACH-000316,-0.17352851436742395
ACH-000317,-0.1575187845855224
ACH-000318,-0.051593406139337036
ACH-000319,-0.1651284961949935
ACH-000320,0.07006716424944846
ACH-000322,-0.3690005715574341
ACH-000323,-0.2927354017790521
ACH-000324,-0.08371451531042143
ACH-000329,-0.24913167314906934
ACH-000330,-0.12940582891433686
ACH-000331,0.02373700737694512
ACH-000332,-0.09763554222088136
ACH-000334,-0.1701575383089254
ACH-000335,-0.13102387986808214
ACH-000336,-0.13982028356753134
ACH-000337,-0.3401599729553
ACH-000338,-0.7415853830147615
ACH-000339,-0.2913356521212027
ACH-000341,-0.2797579947749762
ACH-000348,-0.1608861319524106
ACH-000350,-0.12951438730824635
ACH-000352,-0.17492848545263387
ACH-000356,-0.2105098943236624
ACH-000361,-0.08246502675072467
ACH-000362,0.00288203628877742
ACH-000363,-0.13388745018670253
ACH-000364,-0.17598868398080902
ACH-000365,-0.1273505144541216
ACH-000366,-0.1931270573721112
ACH-000368,-0.009665572387817624
ACH-000374,-0.15167756985767075
ACH-000375,-0.2994512635222892
ACH-000376,0.0011053742514927297
ACH-000381,-0.21918436407234795
ACH-000383,-0.22173205682266933
ACH-000387,-0.17501523047143647
ACH-000389,-0.07017484377205017
ACH-000390,-0.2911922829829135
ACH-000393,-0.054664912912690065
ACH-000395,0.06481324284192917
ACH-000396,-0.19110379243921102
ACH-000397,-0.005825064665181679
ACH-000401,-0.12939962628216362
ACH-000402,-0.11076513516484893
ACH-000403,-0.264783334109017
ACH-000404,-0.1918718793670559
ACH-000406,-0.08211650249512001
ACH-000407,-0.0989145700330504
ACH-000408,-0.278705554461425
ACH-000410,-0.07126931959708398
ACH-000411,-0.04765109333833833
ACH-000414,-0.1948363765623397
ACH-000415,-0.32367025629938123
ACH-000416,-0.1479989921518589
ACH-000420,-0.13928563311691694
ACH-000421,-0.13926738629485774
ACH-000424,-0.16296222905604538
ACH-000425,-0.20174805333079612
ACH-000426,-0.24248349132622565
ACH-000427,-0.31013879889756096
ACH-000433,-0.27688436259523225
ACH-000435,-0.4960974044796767
ACH-000436,-0.2729096281304843
ACH-000444,-0.1139047929965001
ACH-000445,-0.08637093201153605
ACH-000448,-0.014587775908452663
ACH-000450,-0.16599311779166662
ACH-000452,-0.1461121192187114
ACH-000454,0.0712391707736062
ACH-000458,-0.12376145619495098
ACH-000459,-0.2052339479874975
ACH-000460,0.002573514398525569
ACH-000461,-0.12057352604849154
ACH-000463,-0.02513345510720706
ACH-000464,-0.050470601339053435
ACH-000466,-0.12942879228535695
ACH-000467,-0.27381316774188397
ACH-000468,-0.12398067455006295
ACH-000469,-0.0899983658051398
ACH-000470,-0.17124098113304626
ACH-000471,-0.237259696540931
ACH-000472,-0.189034716068422
ACH-000473,-0.10731229139095257
ACH-000475,-0.1283102056999599
ACH-000476,-0.003924759683594916
ACH-000477,-0.0697920900896028
ACH-000479,-0.1324684752156283
ACH-000480,-0.08059177659147089
ACH-000481,-0.10035777034099587
ACH-000483,0.011568774965470627
ACH-000484,-0.14440234355522175
ACH-000485,-0.11067807129657056
ACH-000486,-0.17376384908517756
ACH-000487,-0.16044644727628374
ACH-000488,-0.07901019693054173
ACH-000490,-0.05760529326367831
ACH-000491,-0.19563488140451685
ACH-000495,-0.29162549762170903
ACH-000496,-0.06850362971343084
ACH-000499,-0.20523699404578644
ACH-000500,0.21909944045316992
ACH-000502,-0.03844697107618463
ACH-000503,0.029199664921233118
ACH-000505,-0.11336164814664705
ACH-000507,-0.32532124249457384
ACH-000510,-0.15754969671526556
ACH-000511,-0.16092946669579167
ACH-000512,-0.02725660951998914
ACH-000516,-0.18130698219458768
ACH-000517,-0.10081564821734436
ACH-000518,-0.07949729495245914
ACH-000520,-0.2310011100011881
ACH-000521,-0.2623055407277691
ACH-000522,-0.09967343867382002
ACH-000524,-0.2361809059955164
ACH-000527,-0.11496169037722287
ACH-000528,-0.029334467848019814
ACH-000537,-0.1819288747084351
ACH-000541,0.03432862591184959
ACH-000542,-0.2191418036314148
ACH-000544,-0.20385152971383666
ACH-000545,-0.07402895272962029
ACH-000547,-0.22649995927351715
ACH-000548,-0.1284076987572451
ACH-000549,-0.2513452776855874
ACH-000550,0.014460204582689156
ACH-000552,-0.2132673652950325
ACH-000556,-0.11912342407105275
ACH-000557,-0.28244100931358784
ACH-000569,-0.05013471396514706
ACH-000570,-0.18184689548621752
ACH-000571,-0.19261244517123366
ACH-000573,-0.02977976166179573
ACH-000576,0.022572947079441845
ACH-000579,0.06973630154225106
ACH-000580,-0.13904601800819108
ACH-000584,-0.19939332054363795
ACH-000585,0.00037575016332623123
ACH-000588,-0.43656834465398936
ACH-000589,-0.29209668766410163
ACH-000591,-0.02929800965648664
ACH-000593,-0.1389024989305053
ACH-000600,-0.15553146269266235
ACH-000601,-0.1931589979470195
ACH-000605,-0.2750453837932752
ACH-000606,-0.1486119261388883
ACH-000608,-0.09544939422742786
ACH-000614,-0.13768632099051015
ACH-000616,-0.17393581586777052
ACH-000618,-0.12038377827487776
ACH-000619,-0.03797561187535147
ACH-000620,-0.13888041400275036
ACH-000621,-0.13308447013760313
ACH-000622,-0.041626899601123764
ACH-000623,-0.3023800087818049
ACH-000624,-0.13743850179460854
ACH-000627,-0.12378498256287597
ACH-000630,-0.03476931829772854
ACH-000631,-0.3425465205119589
ACH-000632,-0.1911721200308576
ACH-000633,-0.10182801251551203
