,VPS9D1 (9605)
ACH-000004,-0.11825482136680532
ACH-000005,0.1463518825505623
ACH-000007,-0.2012407364065451
ACH-000009,-0.016899056160788174
ACH-000011,-0.18727160026645656
ACH-000012,-0.16392969956987613
ACH-000013,-0.11820018253109035
ACH-000014,-0.06154739155833582
ACH-000015,-0.11192815286551464
ACH-000017,-0.01427830985086634
ACH-000018,0.006706723465009608
ACH-000019,-0.1973883873153432
ACH-000021,-0.16662307775200672
ACH-000022,-0.1983647970000679
ACH-000025,-0.08498454699296548
ACH-000028,-0.13290804244852136
ACH-000030,-0.04058163148544563
ACH-000035,0.1222346368117816
ACH-000036,-0.30351768103322324
ACH-000037,-0.06320154029460343
ACH-000039,-0.1918851607960619
ACH-000040,0.037821374262207656
ACH-000041,0.04664813397585666
ACH-000042,-0.07323418259356325
ACH-000045,-0.13417860419087788
ACH-000047,-0.3013220278577191
ACH-000052,-0.10387541960696414
ACH-000053,-0.037354942391348386
ACH-000054,-0.11810537105632064
ACH-000055,-0.2342555831112563
ACH-000060,-0.20856834497838808
ACH-000067,-0.11531461544791302
ACH-000070,-0.1220924683846985
ACH-000075,0.0716581486432783
ACH-000078,-0.028655688207445525
ACH-000082,-0.04730502171241603
ACH-000085,-0.038745641350376114
ACH-000086,-0.047712774320575635
ACH-000087,-0.1683324370218701
ACH-000092,-0.0271118245867711
ACH-000095,-0.10645753686792032
ACH-000097,-0.15192811200080505
ACH-000098,0.051286416677087616
ACH-000099,-0.12341650029149685
ACH-000108,-0.3428896975249305
ACH-000113,-0.09821692968206752
ACH-000116,-0.008493746898372708
ACH-000118,-0.023692312286669744
ACH-000120,-0.18113406054383688
ACH-000123,0.07736182091504164
ACH-000127,-0.10487438279713203
ACH-000128,-0.018622019975878385
ACH-000132,-0.03633991294988802
ACH-000133,0.02342838728810298
ACH-000137,-0.2582143855275868
ACH-000138,-0.2790099613811401
ACH-000142,-0.12359352759651845
ACH-000143,-0.09698900371337103
ACH-000146,-0.09002715776500801
ACH-000148,0.026122428287839342
ACH-000150,-0.2514362443292009
ACH-000152,-0.18354623060418726
ACH-000153,-0.021230579917182205
ACH-000159,0.02830446351486146
ACH-000160,-0.05758282000717092
ACH-000163,0.0008736736298273804
ACH-000167,0.15258401964419316
ACH-000168,-0.19961932052977185
ACH-000169,-0.1387241582188979
ACH-000178,-0.11666916747712976
ACH-000183,-0.06075632309003798
ACH-000188,-0.10098045156547646
ACH-000189,0.07594632215132477
ACH-000190,-0.11478289734534652
ACH-000198,-0.06132130338889823
ACH-000203,-0.13096845038411495
ACH-000204,-0.12746495291604376
ACH-000206,-0.04204833947700752
ACH-000207,-0.017020051804651198
ACH-000208,-0.12811362852735486
ACH-000210,0.17356935369870274
ACH-000211,-0.15064121185142634
ACH-000215,-0.0589629331688726
ACH-000221,-0.10911832536468548
ACH-000222,-0.1204490285257998
ACH-000223,-0.14443585128109926
ACH-000226,0.09869667217087276
ACH-000227,-0.0569059858435581
ACH-000228,-0.08095789398989832
ACH-000231,-0.03625169366134125
ACH-000232,-0.0780844876310305
ACH-000233,-0.22208350829018567
ACH-000234,-0.09436740178612696
ACH-000235,-0.1871736535995445
ACH-000237,-0.1718065740774056
ACH-000238,-0.1935856625603004
ACH-000242,0.05910228674217069
ACH-000243,-0.08713761293986406
ACH-000244,-0.13929322917567066
ACH-000246,-0.05570316649362616
ACH-000248,0.0239436298035295
ACH-000250,-0.16682423259301715
ACH-000251,-0.08211082536437021
ACH-000252,-0.058082033923852736
ACH-000253,-0.2394118045028323
ACH-000255,0.0019167003592991485
ACH-000256,0.028041924671279184
ACH-000257,0.01458882790506439
ACH-000258,-0.18283121798933646
ACH-000259,-0.14946580755634628
ACH-000260,-0.02853859812465885
ACH-000261,-0.0067748593231758865
ACH-000262,0.013893385630183571
ACH-000263,-0.0416284574596421
