,ANKS1B (56899)
ACH-000004,0.03074220427234354
ACH-000005,0.042789995272453744
ACH-000007,0.21884178281053715
ACH-000009,0.04596881580219357
ACH-000011,0.13033094997319858
ACH-000012,0.07971436334182268
ACH-000013,0.07290811005747087
ACH-000014,-0.07920135338832833
ACH-000015,0.07418661063703838
ACH-000017,0.12842457735251467
ACH-000018,0.042705866216797984
ACH-000019,0.1407025401372053
ACH-000021,-0.00800053524520462
ACH-000022,0.0954429785194185
ACH-000025,0.010643854897832138
ACH-000028,0.21585342707499047
ACH-000030,0.06645303932182646
ACH-000035,0.028558175266201212
ACH-000036,0.09006682129991345
ACH-000037,0.07077369195818048
ACH-000039,0.07492071983085376
ACH-000040,0.08337911666480277
ACH-000041,0.08152900374450188
ACH-000042,0.10623599704446623
ACH-000045,0.04790220950477499
ACH-000047,0.18556215053808225
ACH-000052,-0.055681715029149065
ACH-000053,0.14394769961692386
ACH-000054,0.010867473899682588
ACH-000055,0.16858307135875902
ACH-000060,0.01330029496899686
ACH-000067,0.13954924653889927
ACH-000070,0.12556749120062194
ACH-000075,-0.03781438496680428
ACH-000078,0.07439951309875496
ACH-000082,0.06673490751431584
ACH-000085,0.2808610736907541
ACH-000086,-0.13489952710108885
ACH-000087,0.19506383017518625
ACH-000092,0.03447568167133399
ACH-000095,0.1058570304296835
ACH-000097,0.14525016915023972
ACH-000098,0.1001524435829392
ACH-000099,0.04442596381878873
ACH-000108,0.04651684722093463
ACH-000113,0.3010632506099884
ACH-000116,0.10357927630699428
ACH-000118,-0.02144025424378993
ACH-000120,0.11272456103766135
ACH-000123,0.14485201502590808
ACH-000127,0.07253619313368015
ACH-000128,0.004017914511097923
ACH-000132,0.15566524514373015
ACH-000133,-0.012284947833566377
ACH-000137,0.1422925659263659
ACH-000138,0.10668953259205856
ACH-000142,0.12196656918640388
ACH-000143,0.04736624165274591
ACH-000146,-0.0025359572889268713
ACH-000148,0.09822004785556654
ACH-000150,0.13136857491777434
ACH-000152,0.011476474029190943
ACH-000153,0.16343111277336414
ACH-000159,0.15371067404268118
ACH-000160,-0.04138592915186184
ACH-000163,0.06844622126173239
ACH-000167,-0.3210208424024861
ACH-000168,-0.13492036820419245
ACH-000169,0.07020416554507669
ACH-000178,0.18766826706806025
ACH-000183,0.01988593483513064
ACH-000188,0.02896041030491537
ACH-000189,0.10021645464430064
ACH-000190,0.044517065005099485
ACH-000198,0.1572135796340417
ACH-000203,0.1522337900892367
ACH-000204,0.022545825453863168
ACH-000206,-0.11192680389677152
ACH-000207,0.17349574426525213
ACH-000208,0.2694899337303664
ACH-000210,-0.152995260317082
ACH-000211,0.11898934978203984
ACH-000215,-0.009899303877181192
ACH-000221,0.12707732647550668
ACH-000222,-0.08641235150980102
ACH-000223,0.11648286534798286
ACH-000226,0.026199175800535403
