,MAML1 (9794)
ACH-000004,-0.11643759836603873
ACH-000005,-0.04828783453147264
ACH-000007,-0.20819265831061093
ACH-000009,-0.12681554224669625
ACH-000011,-0.01600343363533865
ACH-000012,-0.026336180240887925
ACH-000013,-0.1763030759316018
ACH-000014,-0.20642262185954796
ACH-000015,-0.017903673009639832
ACH-000017,-0.10152912697433952
ACH-000018,-0.2708229348685102
ACH-000019,-0.2494955727369983
ACH-000021,-0.21391107798408715
ACH-000022,-0.18936479027310346
ACH-000025,-0.12757521909709232
ACH-000028,-0.20094455165537414
ACH-000030,-0.10077675575972407
ACH-000035,-0.1468532507998205
ACH-000036,-0.030656867383138695
ACH-000037,-0.045696631355183835
ACH-000039,-0.3776249263746511
ACH-000040,-0.0760875844472286
ACH-000041,0.02222370748237171
ACH-000042,-0.1826535024667816
ACH-000045,-0.6490162728132681
ACH-000047,-0.09406032746590323
ACH-000052,-0.2802871172728891
ACH-000053,-0.15585902485045536
ACH-000054,-0.12250681374124806
ACH-000055,-0.02874226957953441
ACH-000060,-0.047735195451926685
ACH-000067,-0.011522459882323987
ACH-000070,-0.39648403971574137
ACH-000075,-0.23725407912495106
ACH-000078,-0.10762418487762276
ACH-000082,-0.1209704277203364
ACH-000085,-0.015951362540367015
ACH-000086,-0.05648556066352136
ACH-000087,-0.27948774721402875
ACH-000092,0.033581821595496074
ACH-000095,-0.19520382159531569
ACH-000097,-0.1778707923803319
ACH-000098,0.10461589461140756
ACH-000099,-0.1537942239499482
ACH-000108,-0.11829664333286108
ACH-000113,-0.20811475804528806
ACH-000116,0.028958549968431457
ACH-000118,0.11009670484283303
ACH-000120,-0.1813144648134424
ACH-000123,-0.17009407274249147
ACH-000127,-0.2101083368859808
ACH-000128,-0.10519283282684326
ACH-000132,-0.23557269342033166
ACH-000133,-0.06444001924946015
ACH-000137,-0.10605362020514617
ACH-000138,-0.1372501512531346
ACH-000142,-0.20314582219011165
ACH-000143,-0.08072642713204989
ACH-000146,-0.2393818764048618
ACH-000148,-0.1292553476623588
ACH-000150,-0.0665107031260168
ACH-000152,-0.033371467631028086
ACH-000153,-0.006288628097395371
ACH-000159,-0.11762221315716292
ACH-000160,0.0676637218886785
ACH-000163,0.21189414790598016
ACH-000167,0.5025068605724987
ACH-000168,-0.12755018242735627
ACH-000169,-0.14817246775363707
ACH-000178,-0.025452296801661948
ACH-000183,-0.19387884571120706
ACH-000188,0.0002105521886113945
ACH-000189,-0.10551038471586156
ACH-000190,0.07002929393067425
ACH-000198,-0.3996398909488227
ACH-000203,0.25301924823557753
ACH-000204,0.02775350299639985
ACH-000206,-0.06174322945557914
ACH-000207,-0.04821923174885023
ACH-000208,-0.09596279559148584
ACH-000210,-0.25466501657095997
ACH-000211,-0.17907113107419936
ACH-000215,-0.09303102794953888
ACH-000221,-0.10162964004620942
ACH-000222,-0.11065666564963783
ACH-000223,-0.1482337792342347
ACH-000226,0.06544725293968519
ACH-000227,-0.14539130446057846
ACH-000228,-0.20387532888082835
ACH-000231,-0.11730455562458905
ACH-000232,-0.14654314361603446
ACH-000233,-0.3439467259009416
ACH-000234,-0.3804486942200668
ACH-000235,-0.035505573335465355
ACH-000237,-0.10722463586130747
ACH-000238,-0.1278476621219146
ACH-000242,0.3531624974814995
ACH-000243,-0.1025655085239669
ACH-000244,-0.12181382078129928
ACH-000246,-0.0939544060987287
ACH-000248,-0.13539847829376594
ACH-000250,-0.05202447588166398
ACH-000251,-0.3369380113162813
ACH-000252,-0.10385663487779666
ACH-000253,-0.0499029818968428
ACH-000255,-0.06861351596094357
ACH-000256,-0.13461881643475565
ACH-000257,-0.11478255743934908
ACH-000258,-0.1230263156471027
ACH-000259,-0.11456044948491925
ACH-000260,-0.21881205068693727
ACH-000261,-0.05079454848057741
ACH-000262,-0.17879831356736794
ACH-000263,-0.08912400883790976
ACH-000264,-0.033247881240778564
ACH-000265,-0.0429986662581185
ACH-000266,-0.11194139893276868
ACH-000272,-0.10037970201515407
ACH-000274,-0.1213839449447668
ACH-000277,-0.0617166418960037
ACH-000278,0.024947844053062027
ACH-000279,-0.21768862868220046
ACH-000280,-0.0665204727461315
ACH-000281,-0.21906518530225932
ACH-000288,-0.08704902584400735
ACH-000291,-0.2745316529151072
ACH-000293,-0.17053181753620106
ACH-000294,-0.051743084800188105
ACH-000295,-0.14073759937062322
ACH-000296,-0.001634114659174197
ACH-000302,-0.10279318060154938
ACH-000304,-0.297698142969886
ACH-000307,-0.06612256104117963
ACH-000308,-0.13387394611570722
ACH-000310,-0.2101829935370357
ACH-000311,-0.1979453505147473
ACH-000312,-0.14146942499571574
ACH-000315,-0.16252516080877696
ACH-000316,-0.0851325987344226
ACH-000317,-0.1264599314916504
ACH-000318,-0.12950435310595407
ACH-000319,-0.1217320338551003
ACH-000320,-0.20329981306920486
ACH-000322,-0.03942770849722328
ACH-000323,-0.16380115231668968
ACH-000324,-0.1440233219254575
ACH-000329,-0.13126792254397324
ACH-000330,-0.14175277950022444
ACH-000331,-0.03809655296872618
ACH-000332,-0.20808076860586613
ACH-000334,0.008570003978273425
ACH-000335,-0.16318939884249867
ACH-000336,-0.255351706798476
ACH-000337,-0.4649723821179705
ACH-000338,-0.795908484046029
ACH-000339,-0.11513252008559825
ACH-000341,0.08304992463120685
ACH-000348,-0.07660202527017697
ACH-000350,-0.42024118660238574
ACH-000352,-0.07393779445490037
ACH-000356,-0.026990602346589357
ACH-000361,-0.1348160096589267
ACH-000362,-0.4770489388754305
ACH-000363,0.010973413794107026
ACH-000364,0.07262115723348549
ACH-000365,-0.30650826937522496
ACH-000366,-0.11945987435116742
ACH-000368,-0.13041078144059387
ACH-000374,-0.13103984305079747
ACH-000375,-0.06627858049684489
ACH-000376,-0.18124924863835604
ACH-000381,-0.2513591699795113
ACH-000383,-0.11830850188455085
ACH-000387,-0.1086338166551037
ACH-000389,-0.11452022373653024
ACH-000390,-0.3668253590682228
ACH-000393,-0.1183379511662091
ACH-000395,-0.007084709554694758
ACH-000396,0.07951820239413279
ACH-000397,-0.08265205463831249
ACH-000401,-0.147951666452161
ACH-000402,-0.29489909698923994
ACH-000403,-0.20077351693124712
ACH-000404,-0.05823676297985025
ACH-000406,0.04244770011271931
ACH-000407,-0.1142080818604881
ACH-000408,-0.07761267596568876
ACH-000410,-0.1689259161607757
ACH-000411,-0.08800937483239961
ACH-000414,-0.08118115754216683
ACH-000415,-0.03843519450734824
ACH-000416,0.032888701770081324
ACH-000420,-0.2390621210647753
ACH-000421,0.09128522421003256
ACH-000424,-0.1846875065745713
ACH-000425,-0.12213067754775002
ACH-000426,0.02805600422613146
ACH-000427,0.12279085047462825
ACH-000433,-0.1385343815996604
ACH-000435,-0.40043658567525103
ACH-000436,-0.1441629786733679
ACH-000444,-0.10601608117881152
ACH-000445,-0.15736783773105167
ACH-000448,-0.07564035022461925
ACH-000450,-0.2355146908460217
ACH-000452,-0.13016941733400236
ACH-000454,-0.037139657089331375
ACH-000458,-0.005498788309210749
ACH-000459,0.15030723477171865
ACH-000460,-0.07027726095819031
ACH-000461,0.09090230188982923
ACH-000463,-0.1777608400064626
ACH-000464,-0.14551633086490562
ACH-000466,0.008144423759778427
ACH-000467,-0.006889229196180172
ACH-000468,-0.1453680730143379
ACH-000469,-0.03971218577244767
ACH-000470,-0.13265679407500902
