,PROSER1 (80209)
ACH-000004,-0.1351186898927381
ACH-000005,-0.3599194256041105
ACH-000007,-0.18256094981883644
ACH-000009,0.02371517189309559
ACH-000011,0.08966981646204428
ACH-000012,-0.16075656635491686
ACH-000013,-0.036070271780314515
ACH-000014,-0.1520933238837104
ACH-000015,-0.03236861695745945
ACH-000017,-0.0235478184558077
ACH-000018,-0.11523163164891563
ACH-000019,0.07952879132833675
ACH-000021,-0.09004460766304713
ACH-000022,-0.057356947806027125
ACH-000025,-0.05688400504704599
ACH-000028,0.04504530727769677
ACH-000030,-0.04816450766013474
ACH-000035,-0.22236988228291196
ACH-000036,-0.15026100343342985
ACH-000037,-0.08053719149147102
ACH-000039,0.006066830369610303
ACH-000040,-0.059294771769562285
ACH-000041,-0.13224548589582394
ACH-000042,-0.11772677054474655
ACH-000045,-0.08212487324332955
ACH-000047,-0.0030706955063331525
ACH-000052,-0.1868229643144323
ACH-000053,-0.0020105773762403873
ACH-000054,-0.12756105481160493
ACH-000055,-0.06817185947025119
ACH-000060,-0.0996072278435975
ACH-000067,-0.1321164610821354
ACH-000070,-0.12400590721217873
ACH-000075,-0.03754801242960775
ACH-000078,-0.012288504985508007
ACH-000082,-0.05955145864020912
ACH-000085,-0.0012210243369014321
ACH-000086,-0.14513560116343838
ACH-000087,-0.0986272476909232
ACH-000092,-0.04685548839422018
ACH-000095,-0.2513347746654147
ACH-000097,-0.15340623281012128
ACH-000098,0.0589167518239367
ACH-000099,-0.13366992864375188
ACH-000108,-0.13602074142205672
ACH-000113,-0.1605635591954124
ACH-000116,-0.07545486805461488
ACH-000118,0.012546379161084231
ACH-000120,-0.1809505996284636
ACH-000123,-0.029456366504776725
ACH-000127,-0.10099152240676516
ACH-000128,-0.1833930295222372
ACH-000132,-0.1061182580607124
ACH-000133,-0.10222533733826496
ACH-000137,0.05846204501050362
ACH-000138,-0.1792023824972243
ACH-000142,-0.06924121838460254
ACH-000143,-0.12975640886638132
ACH-000146,-0.15215419168474167
ACH-000148,-0.1326163670881906
ACH-000150,-0.13338945412392755
ACH-000152,-0.10734263625025038
