,PCDHGC3 (5098)
ACH-000004,-0.3054578949278974
ACH-000005,-0.6142856582679259
ACH-000007,0.00971214088489256
ACH-000009,-0.07369541487891093
ACH-000011,-0.1084917637137842
ACH-000012,-0.15605167066972667
ACH-000013,-0.14391359462856934
ACH-000014,-0.15222110839974526
ACH-000015,-0.3522907475385019
ACH-000017,-0.0957022079171838
ACH-000018,-0.07838948006464062
ACH-000019,-0.3058166056581434
ACH-000021,-0.17081349789909142
ACH-000022,-0.2365402200261311
ACH-000025,-0.042923126698897536
ACH-000028,-0.09760257661178767
ACH-000030,-0.12448940935464292
ACH-000035,-0.12501030257396975
ACH-000036,-0.19173207092455435
ACH-000037,-0.2607810281344714
ACH-000039,-0.3515878337972465
ACH-000040,-0.11936493233159425
ACH-000041,-0.001664281486444631
ACH-000042,-0.22513619897326906
ACH-000045,-0.23923262726997466
ACH-000047,-0.2021365005694173
ACH-000052,-0.16863267530172366
ACH-000053,-0.2634520954364665
ACH-000054,-0.2860365861799667
ACH-000055,-0.2736636557255969
ACH-000060,-0.2354837384449285
ACH-000067,-0.28164950955664503
ACH-000070,-0.0501155461535032
ACH-000075,0.07580891592604709
ACH-000078,-0.04979874445078294
ACH-000082,-0.18102940835628706
ACH-000085,-0.05691049851727392
ACH-000086,-0.2950821944135727
ACH-000087,-0.0680100102036463
ACH-000092,-0.07481386048911191
ACH-000095,-0.14718157827217362
ACH-000097,-0.21213896236628452
ACH-000098,-0.2282919666198132
ACH-000099,-0.2424180560685171
ACH-000108,-0.19510013490340472
ACH-000113,-0.14385648014317898
ACH-000116,-0.14793835403185007
ACH-000118,-0.27389071016168903
ACH-000120,-0.2866515931929439
ACH-000123,-0.1672225368065692
ACH-000127,-0.19966646804908145
ACH-000128,-0.10707701689889744
ACH-000132,-0.2186335406051752
ACH-000133,-0.1146900391073154
ACH-000137,-0.2461275313938957
ACH-000138,-0.21882088491247131
ACH-000142,-0.2294471177161933
ACH-000143,-0.18334029728560086
ACH-000146,-0.16451166155359728
ACH-000148,-0.14833858034700062
ACH-000150,-0.11669665776724793
ACH-000152,-0.14323158580458314
ACH-000153,-0.23416763380185945
ACH-000159,-0.11947729544217313
ACH-000160,-0.1462446541481376
ACH-000163,-0.19592449519012187
ACH-000167,-0.6465271589273495
ACH-000168,-0.22161451453331305
ACH-000169,-0.1371872812488977
ACH-000178,-0.157527260781182
ACH-000183,-0.25001613311367743
ACH-000188,-0.12269801993654895
ACH-000189,-0.1064150200170202
ACH-000190,-0.20916118568548472
ACH-000198,-0.1915054966997885
ACH-000203,-0.054994893055578434
ACH-000204,-0.2424009312424913
ACH-000206,-0.1781260088014932
ACH-000207,-0.2973317116856872
ACH-000208,-0.0936635538779534
ACH-000210,-0.2630638704241463
ACH-000211,-0.13634714470914222
ACH-000215,-0.1767665657925228
ACH-000221,-0.18078288921388566
ACH-000222,-0.28814439400803604
ACH-000223,-0.12271090414628005
ACH-000226,-0.12039294521559606
ACH-000227,-0.02088949425475798
ACH-000228,-0.20915119578388028
ACH-000231,-0.13068182947223506
ACH-000232,-0.2754582161486655
ACH-000233,-0.2887332762031999
ACH-000234,-0.3068882558949231
ACH-000235,-0.21631315381300872
ACH-000237,-0.09588372762996183
ACH-000238,-0.111093381067634
ACH-000242,0.059055245679607564
ACH-000243,-0.20511544141227706
