,MTFR1L (56181)
ACH-000374,-0.058325918412265726
ACH-000375,-0.04136914197109305
ACH-000376,-0.17261400601000873
ACH-000381,-0.04547996121135701
ACH-000383,-0.07181462893921288
ACH-000387,-0.20127961418693635
ACH-000389,-0.15265022733894806
ACH-000390,-0.06288041203340858
ACH-000393,-0.1182943254068448
ACH-000395,-0.18572863097632544
ACH-000396,-0.06944560966196509
ACH-000397,-0.045424699966340035
ACH-000401,-0.15483334343743682
ACH-000402,-0.1977399928834921
ACH-000403,-0.12304819570282563
ACH-000404,0.15840972689746596
ACH-000406,-0.05594886555088116
ACH-000407,-0.1308946011082178
ACH-000408,-0.1177368458867538
ACH-000410,-0.17506647689789942
ACH-000411,-0.09562080312334093
ACH-000414,-0.05210460167294431
ACH-000415,-0.09765674192690199
ACH-000416,-0.17712664597809927
ACH-000420,-0.1728648330454326
ACH-000421,-0.1728016776045524
ACH-000424,-0.1584914706050374
ACH-000425,-0.12635316809466093
ACH-000426,-0.05571164571093063
ACH-000427,0.0629063975709092
ACH-000433,0.033700492335707814
ACH-000435,-0.019851887322261216
ACH-000436,0.028705568442999038
ACH-000444,-0.08803507745457913
ACH-000445,-0.1483485596171814
ACH-000448,-0.073062993284623
ACH-000450,-0.10000347317630504
ACH-000452,-0.14198466170433285
ACH-000454,-0.07120991456663275
ACH-000458,-0.13310707996142804
ACH-000459,-0.1567378769021233
ACH-000460,-0.12692854090335254
ACH-000461,-0.2863757133859094
ACH-000463,-0.03748487543339585
ACH-000464,-0.2422278924744221
ACH-000466,0.042579119350585164
ACH-000467,-0.1536928853232403
ACH-000468,0.010311110024035551
ACH-000469,-0.1266380639360524
ACH-000470,-0.12439083178796526
ACH-000471,-0.0584893136307098
ACH-000472,-0.0226205730596378
ACH-000473,-0.02202465367385985
ACH-000475,-0.125093550537563
ACH-000476,-0.11609103683508408
ACH-000477,-0.03189052048563711
ACH-000479,-0.18358146933489874
ACH-000480,-0.21824470747861224
ACH-000481,-0.09248584072569284
ACH-000483,-0.1970252896288984
ACH-000484,-0.17350170791655267
ACH-000485,-0.13618325493201722
ACH-000486,-0.13105270658360332
ACH-000487,-0.23263873551576456
ACH-000488,-0.14187957944930435
ACH-000490,-0.15173864990450886
ACH-000491,-0.2550582598842945
ACH-000495,-0.02809951505855094
ACH-000496,-0.06629151087162269
ACH-000499,-0.15421382252151436
ACH-000500,-0.4414617465837855
ACH-000502,-0.034232860861436704
ACH-000503,-0.11691406824030336
ACH-000505,-0.08444481793325531
ACH-000507,-0.18914627200594536
ACH-000510,-0.10777916666273783
ACH-000511,-0.2337640804419193
ACH-000512,-0.09529172129181736
ACH-000516,-0.09720465201782512
ACH-000517,-0.07348964618461334
ACH-000518,-0.16314094318560854
ACH-000520,-0.2254247101066117
ACH-000521,-0.32174669439039216
ACH-000522,-0.18105952434082545
ACH-000524,-0.122805732301408
ACH-000527,-0.10702205179523233
ACH-000528,-0.1928809092162203
ACH-000537,-0.030130111899397526
ACH-000541,-0.1050725979704231
ACH-000542,-0.029830415772675763
ACH-000544,-0.1110818056409636
ACH-000545,-0.1037534916435141
ACH-000547,-0.2711669419647708
ACH-000548,-0.07574150047704717
ACH-000549,-0.007635041715635588
ACH-000550,-0.29589883170135045
ACH-000552,-0.10778059216870864
ACH-000556,-0.10459421931188068
ACH-000557,-0.02155326070840634
ACH-000569,-0.047799267328195824
ACH-000570,-0.1714964994114825
ACH-000571,-0.05228731791633227
ACH-000573,-0.07966235311994549
ACH-000576,-0.16723043865677506
ACH-000579,-0.07954335223841652
ACH-000580,-0.07559685900082246
ACH-000584,-0.08652687107946437
ACH-000585,-0.1302113422532757
ACH-000588,-0.10057449289279596
ACH-000589,-0.030999447299088444
ACH-000591,-0.1221636406552968
ACH-000593,-0.1616987073756838
ACH-000600,-0.031157658454548463
ACH-000601,-0.1321024227293524
ACH-000605,-0.09961036568077003
ACH-000606,-0.07865609231588604
ACH-000608,-0.045526737120106936
ACH-000614,-0.08031615190957818
ACH-000616,-0.18226232575678195
ACH-000618,-0.06693847241908789
ACH-000619,-0.16370750321935226
ACH-000620,-0.1015341621927678
ACH-000621,-0.1750167657859687
ACH-000622,-0.1817118227841787
ACH-000623,-0.08998737517815572
ACH-000624,-0.12182056840806535
ACH-000627,-0.3418463057696677
ACH-000630,-0.19518199033469824
ACH-000631,-0.2880318311811715
ACH-000632,-0.2089485692042121
ACH-000633,-0.07587284235097043
ACH-000637,-0.1808258438330661
ACH-000638,-0.20618904440183655
ACH-000646,-0.1377404049380197
ACH-000647,0.02925604373549044
ACH-000648,0.034406756585698715
ACH-000649,-0.12214271388996895
ACH-000651,-0.08562995694453006
ACH-000652,-0.025033368219290718
ACH-000653,-0.13925216266597815
ACH-000657,-0.10871163987485044
ACH-000658,0.003042743651820355
ACH-000661,-0.08362909662656577
ACH-000662,-0.17662864687650526
ACH-000663,-0.0897093791971716
ACH-000665,-0.08250705000396237
ACH-000671,-0.18484901262176856
ACH-000672,-0.06030096481131252
ACH-000673,-0.10892711177256063
ACH-000676,-0.09721053749139873
ACH-000677,-0.14540958669173992
ACH-000681,0.005257596468996916
ACH-000683,-0.18985872917806731
ACH-000684,-0.058383166529469316
ACH-000688,-0.1503299390962642
ACH-000693,-0.09308117583021187
ACH-000694,-0.15801070548435794
ACH-000695,-0.3268799819650406
ACH-000696,-0.15948179133847884
ACH-000697,-0.2377676314551836
ACH-000699,-0.3215972581074761
ACH-000701,-0.15149173796534576
ACH-000706,-0.09979804664626298
ACH-000711,-0.10984062060712436
ACH-000713,-0.04632931587815328
ACH-000714,-0.11851072728068927
ACH-000718,-0.1397285474944869
ACH-000720,-0.12266172841574835
ACH-000721,-0.1437695925711693
ACH-000724,0.13336250084466467
ACH-000725,-0.08583243225647989
ACH-000732,-0.13160958310498347
ACH-000734,-0.06453742020691619
ACH-000735,-0.2473273558462809
ACH-000736,-0.21846705392713006
ACH-000738,-0.10697854157429254
ACH-000746,-0.03707102683782093
ACH-000747,-0.1962637853023828
ACH-000748,-0.08613661092225572
ACH-000753,-0.09678990179628433
ACH-000756,-0.10909280692513107
ACH-000757,-0.13256312837418815
ACH-000758,-0.1107748321850076
ACH-000760,-0.3791913312114989
ACH-000762,0.012269959539345043
ACH-000763,-0.1576526931481335
ACH-000764,0.08347308615060299
ACH-000765,-0.14622898607644932
ACH-000766,-0.05117225666506778
ACH-000767,-0.1692585880789354
ACH-000768,-0.07833073787713334
ACH-000769,-0.3129986882822513
ACH-000770,-0.14777291876750606
ACH-000771,-0.07988044889257713
ACH-000773,-0.09911158082090446
ACH-000776,-0.08013025881618922
ACH-000777,-0.09681727054483602
ACH-000778,0.022494520070872014
ACH-000781,-0.045337776449949005
ACH-000782,-0.11564630902670843
ACH-000783,-0.14497910354355875
ACH-000784,-0.10744742868387837
ACH-000785,-0.24587409942013005
ACH-000787,-0.07581717837502892
ACH-000788,-0.07837890106656317
ACH-000791,-0.11980624939100905
ACH-000792,-0.08322008648043296
ACH-000794,-0.08939354198816553
ACH-000796,-0.08602856932226646
ACH-000798,-0.2315992119149945
ACH-000799,-0.21926454051494526
ACH-000800,-0.13855085499691572
ACH-000802,-0.034293126160689524
ACH-000804,-0.15569327469256358
ACH-000805,-0.216285306585422
ACH-000809,-0.011977685614481906
ACH-000810,-0.31281162641843724
ACH-000811,-0.1873430693133428
ACH-000817,-0.2598805271528176
ACH-000819,-0.13701374504618585
ACH-000820,-0.13392785760529402
ACH-000821,-0.07426309711134897
ACH-000822,0.003946823410589451
ACH-000823,-0.14650160575233534
ACH-000824,-0.09816713389210227
ACH-000827,-0.0743293595790564
ACH-000829,-0.020994647797991983
ACH-000831,-0.26013821964368883
ACH-000832,-0.020395840349106697
ACH-000833,-0.06326024324979022
ACH-000834,-0.10930861585922226
ACH-000835,-0.10166682570700893
ACH-000836,-0.07956597077031714
ACH-000837,-0.07812833193326227
ACH-000838,-0.12859117031674688
ACH-000839,-0.1459996812188119
ACH-000840,-0.16908808017782667
ACH-000841,-0.041183617511617816
ACH-000843,-0.0816000673688934
ACH-000846,-0.07555271573649164
ACH-000847,-0.1503983624816922
ACH-000848,-0.13928349805793344
ACH-000849,-0.1534852907797769
ACH-000851,-0.299118735878262
ACH-000855,-0.1473183234932777
ACH-000856,-0.1687282097398976
ACH-000858,-0.09804436537625946
ACH-000859,-0.1144351111664116
ACH-000861,-0.22323437887628925
ACH-000862,-0.041855321974726405
ACH-000865,-0.05464190224419384
ACH-000866,-0.11501259221723498
ACH-000867,-0.016760275529489832
ACH-000869,-0.03099783249755468
ACH-000872,-0.12900271333372346
ACH-000873,-0.1259168118181346
ACH-000876,-0.08530374101688477
ACH-000878,-0.010305536164517423
ACH-000880,-0.03863414831524931
ACH-000881,0.03713393001354929
ACH-000882,-0.15680652994975453
ACH-000884,-0.2573168587599361
ACH-000885,-0.24739652641395235
ACH-000887,-0.24860798145803575
ACH-000889,-0.0271680101378598
ACH-000896,-0.005631454300375836
ACH-000898,-0.04712077671019524
ACH-000900,-0.2084692732927071
ACH-000901,-0.22032393007913334
ACH-000905,-0.11431568959638128
ACH-000906,-0.06643355853656886
ACH-000907,-0.19202090919703396
ACH-000910,-0.2813561174054101
ACH-000911,-0.08732010505067889
ACH-000912,-0.20526656788532646
ACH-000913,-0.11458046633633125
ACH-000915,-0.09094912897840267
ACH-000916,-0.13733546532572133
ACH-000917,-0.0565086338560193
ACH-000920,-0.3560170765915212
ACH-000921,-0.2894653887341342
ACH-000924,-0.1921172269509261
ACH-000926,0.023622000028755297
ACH-000928,-0.12405993293178302
ACH-000929,-0.14203674438633368
ACH-000932,-0.1678889769107536
ACH-000935,-0.10847539141202857
ACH-000936,-0.1712290455605044
ACH-000937,-0.1104795354062987
ACH-000938,-0.1170450335682323
ACH-000939,-0.12628824249611087
ACH-000941,-0.05273849233224613
ACH-000943,-0.1030019765762901
ACH-000946,-0.0610353134090404
ACH-000947,-0.07713714554349012
ACH-000948,-0.1243413187818538
ACH-000950,-0.27839783821029657
ACH-000953,-0.1487498392998705
ACH-000954,-0.12674194855275722
ACH-000957,-0.03573052475375748
ACH-000958,-0.12077963287639107
ACH-000960,-0.09588379385186943
ACH-000963,-0.1852843390901967
ACH-000968,-0.1077294398971085
ACH-000969,-0.17617145347051003
ACH-000972,0.10590641891300454
ACH-000973,-0.10597977247594703
ACH-000974,-0.057907841408831685
ACH-000978,-0.2089648152233168
ACH-000984,-0.16709645543580146
ACH-000986,-0.1958141655003197
ACH-000988,-0.012914721656385849
ACH-000993,-0.3476808737608047
ACH-000994,-0.1822899695764095
ACH-000996,-0.18114891582267134
ACH-001001,-0.2259816931725056
ACH-001020,-0.2736411350341164
ACH-001028,-0.06596036228248478
ACH-001031,-0.11821878721642058
ACH-001038,-0.120010859766753
ACH-001048,-0.1330359289162128
ACH-001050,-0.1036429028897106
ACH-001053,-0.15474251524466773
ACH-001054,-0.19708109874386245
ACH-001061,-0.123801715334519
ACH-001067,-0.1802099577663124
ACH-001075,0.031473635870654056
ACH-001096,-0.109423675222216
ACH-001111,-0.2637808379811969
ACH-001119,0.05795931968415378
ACH-001128,0.048870179562714014
ACH-001134,-0.2537674147167364
ACH-001151,-0.10122163801063053
ACH-001163,-0.11682740494538453
ACH-001164,-0.07251044164868406
ACH-001183,0.11294758796874155
ACH-001192,-0.1303654369425136
ACH-001193,-0.1528616901781404
ACH-001196,-0.27322664837449184
ACH-001197,0.02353268116003571
ACH-001205,-0.22420258677470947
ACH-001211,-0.1224669022493412
ACH-001212,-0.16584439044939886
ACH-001228,-0.0943069633501188
ACH-001232,-0.1899836554474851
ACH-001239,-0.17717580535239486
ACH-001270,-0.22681020986731426
ACH-001274,-0.1109898804168326
ACH-001275,-0.12496797249925873
ACH-001277,0.012579228247142438
ACH-001278,-0.048860145118424264
ACH-001280,-0.15187762992329099
ACH-001283,0.009900181324548566
ACH-001289,-0.17110565540994502
ACH-001300,-0.1604795608099764
ACH-001301,-0.08454550564667998
ACH-001302,0.06398428579686809
ACH-001306,-0.13306966120223335
ACH-001318,-0.0802066313147393
ACH-001322,-0.1912142604284871
ACH-001328,-0.11648976723169058
ACH-001332,-0.04456868377641108
ACH-001336,-0.1463408663542839
ACH-001346,-0.03309268592667068
ACH-001353,-0.05340948448404382
ACH-001354,-0.298718600028532
ACH-001367,-0.034805886629306136
ACH-001368,-0.15314097987562186
ACH-001374,-0.07547380345391168
ACH-001377,-0.03401475366577965
ACH-001380,-0.14589039384783636
ACH-001391,-0.195668099204532
ACH-001408,0.03612488485412867
ACH-001430,0.2500962504869745
ACH-001431,-0.056554473009095274
ACH-001450,-0.23762084527235505
ACH-001496,-0.017749785874756646
ACH-001500,-0.2423188589015643
ACH-001523,-0.1883834925363552
ACH-001532,-0.09086629673947094
ACH-001550,-0.10581881130723693
ACH-001552,-0.12237400570691975
ACH-001554,-0.026300145903345454
ACH-001654,-0.13975491139074755
ACH-001735,-0.13225618226377595
ACH-001736,-0.03131553991809051
ACH-001737,-0.13446818201902064
ACH-001740,-0.07775155359962795
ACH-001745,-0.10519102525867567
ACH-001765,-0.07915848910529845
