,ARID5B (84159)
ACH-000004,0.0178956248469648
ACH-000005,0.04834725619289852
ACH-000007,-0.26494369923654343
ACH-000009,-0.3225567805885308
ACH-000011,-0.303892469209273
ACH-000012,-0.11749623796512118
ACH-000013,-0.022578494306919758
ACH-000014,-0.04207288423551656
ACH-000015,-0.12047067256266765
ACH-000017,0.020719283218236236
ACH-000018,-0.2539170666236173
ACH-000019,0.06163633431982889
ACH-000021,0.10389260910863407
ACH-000022,-0.1310174532703527
ACH-000025,0.06415157924885757
ACH-000028,-0.16245624418534949
ACH-000030,-0.22259187706193045
ACH-000035,-0.12391822215462335
ACH-000036,-0.02017117829056865
ACH-000037,0.06848213920033225
ACH-000039,0.08094576175449679
ACH-000040,-0.1469663296942337
ACH-000041,-0.13491020343606833
ACH-000042,-0.1075161853999498
ACH-000045,0.07517230589116948
ACH-000047,-0.17570985300578432
ACH-000052,-0.015203389453848791
ACH-000053,0.10007429567308422
ACH-000054,-0.006935196504907586
ACH-000055,0.12378226888909655
ACH-000060,-0.1288810223228882
ACH-000067,-0.18900607084759272
ACH-000070,0.14305850408159193
ACH-000075,0.027722810829420373
ACH-000078,-0.08730878424639929
ACH-000082,-0.039930540913928864
ACH-000085,0.05285169857982047
ACH-000086,-0.07183968754878232
ACH-000087,0.030559419474668174
ACH-000092,-0.07415031034913053
ACH-000095,-0.05666451854009185
ACH-000097,-0.04193054203435958
ACH-000098,0.032061399345264925
ACH-000099,-0.059375104412951074
ACH-000108,-0.04409682973772549
ACH-000113,0.02765945536265096
ACH-000116,0.045977651877621685
ACH-000118,0.02626522814584375
ACH-000120,-0.13434415196292854
ACH-000123,-0.29611545113467463
ACH-000127,-0.06667729063654346
ACH-000128,0.004847061612438322
ACH-000132,-0.0688775695951842
ACH-000133,0.014736630416776529
ACH-000137,0.016777704207188597
ACH-000138,0.05173948396151649
ACH-000142,-0.042030897326522536
ACH-000143,-0.24779788633198604
ACH-000146,0.06420744040223618
ACH-000148,-0.05157541419864499
ACH-000150,0.1069057202075689
ACH-000152,-0.04122382816856398
ACH-000153,-0.22978418621170865
ACH-000159,-0.18503906505302795
ACH-000160,0.3566345189095422
ACH-000163,-0.1742233300748602
ACH-000167,0.5827509890313611
ACH-000168,0.051578181319818464
ACH-000169,0.15041704861186314
ACH-000178,-0.01141078391735078
ACH-000183,-0.04409360324771355
ACH-000188,0.10474284016654704
ACH-000189,-0.026961005166701076
ACH-000190,0.20918806029052728
ACH-000198,-0.018533944380722683
ACH-000203,-0.6118020086216445
ACH-000204,-0.0988263670912735
ACH-000206,-0.030211755871400438
ACH-000207,-0.1984701498124387
ACH-000208,0.07141021041956011
ACH-000210,0.018939697717735345
ACH-000211,-0.025376193196779143
ACH-000215,-0.0696997576831804
ACH-000221,-0.07289561753874342
ACH-000222,0.1958872340837661
ACH-000223,-0.11737562873578015
ACH-000226,0.032348169322343974
ACH-000227,-0.1619470177508056
ACH-000228,-0.14138758743559995
ACH-000231,-0.12904677366539033
ACH-000232,-0.018649905195724573
ACH-000233,-0.0063815125952041115
ACH-000234,-0.0018103101774970703
ACH-000235,-0.0143828128427448
ACH-000237,-0.0490260915434158
ACH-000238,0.05794549561299205
ACH-000242,0.12778845672515618
ACH-000243,-0.023528157247860542
ACH-000244,0.2719887123387016
ACH-000246,-0.06954709218985518
ACH-000248,-0.15868340062656694
ACH-000250,-0.07035753671590488
ACH-000251,-0.08483434389608861
ACH-000252,0.092729974354336
ACH-000253,0.020363507568935152
ACH-000255,-0.055495674637527116
ACH-000256,-0.06447720797799224
ACH-000257,-0.007956288263108994
ACH-000258,-0.04573606326526738
ACH-000259,0.007078366820682344
ACH-000260,-0.04868060069917314
ACH-000261,-0.035259972552888576
ACH-000262,0.09813166518832048
ACH-000263,-0.3538894189577873
ACH-000264,-0.005031067306169077
ACH-000265,-0.021884331890549537
ACH-000266,0.04321123673624087
ACH-000272,-0.10972410427573276
ACH-000274,0.1186213746346785
ACH-000277,0.03782633351124134
ACH-000278,0.033312855419816934
ACH-000279,-0.032033572214339695
ACH-000280,0.03594702326140434
ACH-000281,-0.036879026942188635
ACH-000288,0.002521083830464455
ACH-000291,0.03785151503423602
ACH-000293,-0.14453746105559231
