,ATCAY (85300)
ACH-000324,-0.2323810519279237
ACH-000329,-0.19056038605345008
ACH-000330,-0.2635371985022029
ACH-000331,-0.04827554319127498
ACH-000332,-0.1788738913253458
ACH-000334,-0.04004977471491697
ACH-000335,-0.21516577930441105
ACH-000336,-0.051392977297855566
ACH-000337,-0.2921422581366648
ACH-000338,0.16881780655848794
ACH-000339,-0.14586709611093535
ACH-000341,-0.3069723267670666
ACH-000348,-0.17251820948773153
ACH-000350,-0.2572850506179481
ACH-000352,-0.2290690363312786
ACH-000356,0.06479503516094907
ACH-000361,-0.28335544887114106
ACH-000362,-0.19758201091119126
ACH-000363,-0.17587392713886596
ACH-000364,-0.5090699796882566
ACH-000365,-0.3240844652714848
ACH-000366,-0.2779314137006744
ACH-000368,-0.12882980876510775
ACH-000374,-0.08686567591353643
ACH-000375,-0.15191340617438195
ACH-000376,-0.0304864486450111
ACH-000381,-0.26070161397071545
ACH-000383,-0.20290716426972194
ACH-000387,-0.20770469865147825
ACH-000389,-0.13249472278789096
ACH-000390,-0.19523589300888924
ACH-000393,-0.2161416357020316
ACH-000395,0.013026738932822308
ACH-000396,-0.11831732309799355
ACH-000397,-0.14054353137993358
ACH-000401,-0.4408125009080393
ACH-000402,-0.10273443655841123
ACH-000403,-0.1774949164708752
ACH-000404,-0.033677032062894734
ACH-000406,-0.22339115061290504
ACH-000407,-0.2701501110296392
ACH-000408,-0.17356526750134715
ACH-000410,-0.1870799985746145
ACH-000411,-0.09218518928657338
ACH-000414,-0.15012710963194606
ACH-000415,-0.10890390156273304
ACH-000416,-0.25271052005402983
ACH-000420,-0.0999462324798645
ACH-000421,-0.30233165023155706
ACH-000424,-0.07006430606053295
ACH-000425,-0.17150104730866572
ACH-000426,-0.38899070081542425
ACH-000427,-0.12715204327508556
ACH-000433,-0.2645057052924606
ACH-000435,0.1481909647447291
ACH-000436,-0.2966200220799129
ACH-000444,-0.22173244368552306
ACH-000445,-0.2567380853078547
ACH-000448,-0.12766569839919062
ACH-000450,-0.013510694228959657
ACH-000452,-0.15752200679414702
ACH-000454,-0.050107689979718935
ACH-000458,-0.14787771834730615
ACH-000459,-0.2573826584717325
ACH-000460,-0.19013864726604127
ACH-000461,-0.17030167113522565
ACH-000463,-0.14756168286691013
ACH-000464,-0.19717082642355716
ACH-000466,-0.1272304470718626
ACH-000467,-0.016069429680697463
ACH-000468,-0.2497902665656363
ACH-000469,-0.08892361620472973
ACH-000470,-0.01271558329874825
ACH-000471,-0.08784044748836659
ACH-000472,-0.13831064267310075
ACH-000473,-0.2271518598850264
ACH-000475,-0.21696159372459434
ACH-000476,-0.12955967777361774
ACH-000477,-0.2380564453154291
ACH-000479,-0.1664557258504053
ACH-000480,-0.05643235256151007
ACH-000481,-0.15981501818882407
ACH-000483,-0.3484168714763084
ACH-000484,-0.015303171264761785
ACH-000485,-0.16673063126592494
ACH-000486,-0.16369028222245202
ACH-000487,-0.0549827353816056
ACH-000488,-0.17087424927288222
ACH-000490,-0.20056256524157587
ACH-000491,-0.1796188302029322
ACH-000495,-0.16661648422385256
ACH-000496,-0.16354059264868384
ACH-000499,-0.2837732518416634
ACH-000500,-0.556975825889622
ACH-000502,-0.0644440188412288
ACH-000503,-0.1033232067337852
ACH-000505,-0.2245619342914124
ACH-000507,-0.09690242431782473
ACH-000510,-0.17212765165290825
ACH-000511,-0.13561984971248406
ACH-000512,-0.0940149024677063
ACH-000516,-0.16397968426673173
ACH-000517,-0.25878363296280266
ACH-000518,-0.18608658758483435
ACH-000520,0.04890551797806368
ACH-000521,-0.18770677412875966
ACH-000522,-0.20055351199905508
ACH-000524,-0.22213137892271528
ACH-000527,-0.13879765822468282
ACH-000528,-0.24757243096475
ACH-000537,-0.18512689723891895
ACH-000541,0.2481599692386838
ACH-000542,-0.2106790606683747
ACH-000544,-0.03961544341350098
ACH-000545,-0.3395827785513668
ACH-000547,-0.24375669108616105
ACH-000548,-0.027676990519380645
ACH-000549,-0.3069900604874881
ACH-000550,-0.08496250029741989
ACH-000552,-0.19927072047525404
ACH-000556,-0.31066142251629936
ACH-000557,-0.287639595005329
ACH-000569,-0.20193658819391794
ACH-000570,-0.10442649929700053
ACH-000571,-0.16097364545606907
ACH-000573,-0.18241067103271424
ACH-000576,-0.2511705695573095
ACH-000579,-0.07032046820156551
ACH-000580,-0.2018574012459904
ACH-000584,-0.2215404431997748
ACH-000585,-0.2905574309671756
ACH-000588,-0.21562200428292735
ACH-000589,-0.208087750246882
ACH-000591,-0.15178679568478684
ACH-000593,-0.18780168398198524
ACH-000600,-0.3139336948425077
ACH-000601,-0.19925491268618709
ACH-000605,-0.3117292100264309
ACH-000606,-0.11300997589085147
ACH-000608,-0.2312404720630792
ACH-000614,-0.14497052480563724
ACH-000616,-0.10106616842506386
ACH-000618,-0.1271561333697599
ACH-000619,-0.16420072410645833
ACH-000620,-0.19593732428140126
ACH-000621,-0.24848762725554024
ACH-000622,-0.2329022236571489
ACH-000623,-0.18843432310388766
ACH-000624,-0.2383822624085373
ACH-000627,-0.2203056720320592
ACH-000630,-0.1864532722069994
ACH-000631,-0.39620550436073454
ACH-000632,-0.14109901052250046
ACH-000633,-0.16267224366760796
ACH-000637,-0.18706894421398967
ACH-000638,-0.24938285066371416
ACH-000646,-0.1739550733221398
ACH-000647,-0.10359159466838302
ACH-000648,-0.14766329402492712
ACH-000649,-0.16348866687806446
ACH-000651,-0.18379488492752105
ACH-000652,-0.04459197649134754
ACH-000653,-0.2403419273176553
ACH-000657,-0.22614099165768556
ACH-000658,-0.2070991327891056
ACH-000661,-0.1437995129419243
ACH-000662,-0.2123959448240476
ACH-000663,-0.20927604974229105
ACH-000665,-0.25529600274043235
ACH-000671,-0.08203494172188454
ACH-000672,0.03352213550252401
ACH-000673,-0.1580777660614376
ACH-000676,-0.1329315253284892
ACH-000677,-0.2471098640907164
ACH-000681,-0.07438678175913935
ACH-000683,-0.2290852457375305
ACH-000684,-0.27121884537281604
ACH-000688,-0.2448953822660645
ACH-000693,-0.2018551977569752
ACH-000694,-0.07010249516471583
ACH-000695,-0.3043327359105354
ACH-000696,-0.21845353176657467
ACH-000697,-0.1769454045306295
ACH-000699,-0.1514891075875042
ACH-000701,-0.09968833662885933
ACH-000706,-0.2827862076186535
ACH-000711,-0.21446944366924411
ACH-000713,-0.11931899796150455
ACH-000714,-0.2607374540708527
ACH-000718,-0.008123853512070517
ACH-000720,-0.13470147044980696
ACH-000721,-0.2360575151960504
ACH-000724,-0.19485312151266704
ACH-000725,-0.18520359459377453
ACH-000732,-0.0827375158764264
ACH-000734,-0.235656192589224
ACH-000735,-0.18631678839902371
ACH-000736,-0.0604633443090276
ACH-000738,-0.15769938635158112
ACH-000746,-0.2677519726877156
ACH-000747,-0.33449004369000895
ACH-000748,-0.2905993997767321
ACH-000753,-0.15753055785939676
ACH-000756,-0.15400211675196285
ACH-000757,-0.2907205079607742
ACH-000758,-0.19840402742348592
ACH-000760,-0.08137649454560454
ACH-000762,-0.07274565303827812
ACH-000763,-0.14444440186122318
ACH-000764,-0.2693976283575463
ACH-000765,-0.11592883995188864
ACH-000766,-0.1074533077803074
ACH-000767,-0.19415893544993326
ACH-000768,-0.11129282951396902
ACH-000769,-0.369114996942272
ACH-000770,-0.2062013378236229
ACH-000771,-0.15930571724633685
ACH-000773,0.07538232997734487
ACH-000776,-0.0013096371017446995
ACH-000777,-0.1143596625538786
ACH-000778,-0.2269685337221501
ACH-000781,-0.2608668578481431
ACH-000782,-0.2564921586914624
ACH-000783,-0.11614902268074248
ACH-000784,-0.16859066624508345
ACH-000785,-0.1230474411125493
ACH-000787,-0.200610347408142
ACH-000788,-0.1541607831109508
ACH-000791,-0.14426534003418728
ACH-000792,-0.17996041368941998
ACH-000794,-0.14950928006437034
ACH-000796,-0.1444031209634777
ACH-000798,-0.260613962095121
ACH-000799,-0.14953682483646089
ACH-000800,-0.37139274365586494
ACH-000802,-0.19736974406741464
ACH-000804,-0.15975460241122785
ACH-000805,-0.13519154489678806
ACH-000809,-0.182683648357536
ACH-000810,-0.1400271964279201
ACH-000811,-0.2407703739136536
ACH-000817,-0.08053284935974812
ACH-000819,-0.25422671137014513
ACH-000820,-0.4573675393156711
ACH-000821,-0.3873850233551214
ACH-000822,-0.10430540590106888
ACH-000823,-0.3155404326251729
ACH-000824,-0.15268067472338284
ACH-000827,-0.19363090695512886
ACH-000829,-0.1838475009810452
ACH-000831,-0.24940080415428725
ACH-000832,-0.15195573818580368
ACH-000833,-0.293941476789628
ACH-000834,0.07507086346912094
ACH-000835,-0.15757725245651238
ACH-000836,-0.29395317649135905
ACH-000837,-0.10343767093624204
ACH-000838,-0.05913467285158005
ACH-000839,-0.09960500285572246
ACH-000840,-0.07497447648598833
ACH-000841,-0.27868300774818666
ACH-000843,-0.2692628027268018
ACH-000846,-0.1221935445434016
ACH-000847,-0.25953648693878
ACH-000848,-0.1499747714840894
ACH-000849,-0.13694454035321368
ACH-000851,-0.16392942662000398
ACH-000855,-0.035636693914058624
ACH-000856,-0.13081958930916154
ACH-000858,-0.28123023207524184
ACH-000859,-0.1269487225641975
ACH-000861,-0.2303389003112958
ACH-000862,-0.04800146334327508
ACH-000865,-0.22068227328914453
ACH-000866,-0.005847764431877416
ACH-000867,-0.2516788134077621
ACH-000869,-0.2148617081497702
ACH-000872,-0.2929807530436279
ACH-000873,-0.2996438519740418
ACH-000876,-0.17832135197730264
ACH-000878,-0.08183750225149193
ACH-000880,-0.05111067300230898
ACH-000881,-0.10164263180706318
ACH-000882,-0.32626606855008994
ACH-000884,-0.15016951415416013
ACH-000885,-0.2492837186632267
ACH-000887,-0.16962624439633728
ACH-000889,-0.2044769311978456
ACH-000896,-0.1083422277716956
ACH-000898,-0.13049387474537574
ACH-000900,-0.25407971016203845
ACH-000901,-0.2733110666453225
ACH-000905,-0.18371253374619634
ACH-000906,-0.2132649844534712
ACH-000907,-0.0752944939045535
ACH-000910,-0.1308803258881985
ACH-000911,-0.18536092436450566
ACH-000912,-0.3345208093102486
ACH-000913,-0.06489857508602097
ACH-000915,-0.2653444156516321
ACH-000916,-0.10330605379016318
ACH-000917,-0.35300810343375943
ACH-000920,0.006589326935073293
ACH-000921,-0.08949095999755917
ACH-000924,-0.10806421509276502
ACH-000926,-0.12815037915325542
ACH-000928,-0.13801115269370692
ACH-000929,-0.3632527774905724
ACH-000932,-0.299003154664552
ACH-000935,-0.0013736320573773178
ACH-000936,-0.23311347041976405
ACH-000937,-0.18031609068593848
ACH-000938,-0.4031376455135094
ACH-000939,-0.3704919056067687
ACH-000941,-0.3674186212152573
ACH-000943,-0.31674848703839065
ACH-000946,-0.14660802722800814
ACH-000947,-0.2988916671201972
ACH-000948,-0.056653816624654414
ACH-000950,-0.23313436082901404
ACH-000953,-0.2779915391273945
ACH-000954,-0.024618227797302626
ACH-000957,-0.12272015917430044
ACH-000958,0.0014527512498644474
ACH-000960,-0.29332000494131016
ACH-000963,-0.1281721969766122
ACH-000968,-0.12292749669567787
ACH-000969,-0.16941537622637434
ACH-000972,-0.20532494517505764
ACH-000973,-0.15313479999485233
ACH-000974,-0.07932890396590618
ACH-000978,-0.10724406930896786
ACH-000984,-0.2608624500078313
ACH-000986,0.01182220665395938
ACH-000988,-0.1632757004974518
ACH-000993,-0.24671245148369125
ACH-000994,-0.09440560459056817
ACH-000996,-0.07176513764509428
ACH-001001,-0.10403798200295003
ACH-001020,-0.3553493783481773
ACH-001028,-0.16327234105071858
ACH-001031,-0.2180441201022586
ACH-001038,-0.14182991676813805
ACH-001048,-0.12667230097708182
ACH-001050,-0.056800650316994834
ACH-001053,-0.3748814166313436
ACH-001054,-0.13858250585134674
ACH-001061,-0.12166090587330855
ACH-001067,-0.14564320332881334
ACH-001075,-0.10537134494323344
ACH-001096,-0.2134060457540375
ACH-001111,-0.4180754538180669
ACH-001119,-0.2303872137097855
ACH-001128,-0.08387360937501923
ACH-001134,-0.0701013561130051
ACH-001151,-0.1951541186380084
ACH-001163,-0.11783181306409644
ACH-001164,-0.20248598238813345
ACH-001183,-0.391045031096724
ACH-001192,-0.07051520184570767
ACH-001193,-0.2998483804081338
ACH-001196,-0.021852480424564686
ACH-001197,-0.1847159114674408
ACH-001205,-0.10940589866456704
ACH-001211,-0.2514800253826017
ACH-001212,-0.11741999099675893
ACH-001228,-0.08567819516536636
ACH-001232,-0.10278078300193152
ACH-001239,-0.14891559457344716
ACH-001270,-0.28822193770285404
ACH-001274,-0.1522728393809446
ACH-001275,-0.1534750435414304
ACH-001277,-0.2641930312581368
ACH-001278,-0.18466381811717766
ACH-001280,0.04665269068872742
ACH-001283,-0.12039075952651528
ACH-001289,-0.21431888334402704
ACH-001300,-0.1603564398257934
ACH-001301,0.0591814025971921
ACH-001302,-0.15184137130541467
ACH-001306,-0.09732009185046604
ACH-001318,-0.28641847960877964
ACH-001322,-0.3518965876434436
ACH-001328,-0.16581186397083944
ACH-001332,-0.3158767950886934
ACH-001336,-0.0976766867495158
ACH-001346,-0.14413276068813494
ACH-001353,-0.20531498214166155
ACH-001354,-0.32568489615028323
ACH-001367,-0.13529768799019348
ACH-001368,-0.29220848725635257
ACH-001374,-0.2148838042169395
ACH-001377,-0.1291250887527867
ACH-001380,-0.267651404664215
ACH-001391,-0.30294973486938115
ACH-001408,-0.20311263213887767
ACH-001430,-0.10754089827523444
ACH-001431,-0.3263068445757847
ACH-001450,-0.14722125467457262
ACH-001496,-0.13506902365587653
ACH-001500,-0.3605414453976055
ACH-001523,-0.2163298847030597
ACH-001532,-0.1993327496042902
ACH-001550,-0.09733448578955388
ACH-001552,-0.16981794144895213
ACH-001554,-0.26202093346079697
ACH-001654,-0.2473268731351085
ACH-001735,-0.2561879974632649
ACH-001736,-0.23968154960473306
ACH-001737,-0.4096954649579646
ACH-001740,-0.05191243161024822
ACH-001745,-0.20081979895891555
ACH-001765,-0.23986399970272465
