,ALKBH1 (8846)
ACH-000004,-0.06867286076309317
ACH-000005,-0.30564482473268323
ACH-000007,-0.1512488576086691
ACH-000009,-0.2788931721269069
ACH-000011,-0.4138766121029631
ACH-000012,-0.015450980358181363
ACH-000013,-0.2416201049180865
ACH-000014,-0.11334805550768876
ACH-000015,-0.08785586319324183
ACH-000017,-0.22448055141545825
ACH-000018,-0.5495861091720189
ACH-000019,-0.08330258922596999
ACH-000021,-0.029019012205861738
ACH-000022,-0.14966852774549252
ACH-000025,-0.22943792385297834
ACH-000028,-0.238733332922976
ACH-000030,-0.09568682132920577
ACH-000035,-0.14277326329676615
ACH-000036,-0.2028642148680869
ACH-000037,-0.2233399846990381
ACH-000039,-0.0036934852898212467
ACH-000040,-0.3187116272418692
ACH-000041,-0.21597928990048765
ACH-000042,-0.38994853160380666
ACH-000045,-0.061425846597859976
ACH-000047,-0.25580436547725943
ACH-000052,-0.5093502073263865
ACH-000053,-0.01796673265504194
ACH-000054,-0.1378926349663057
ACH-000055,-0.1313962314219455
ACH-000060,-0.31641862508988244
ACH-000067,-0.1828991492140156
ACH-000070,-0.33136004931427937
ACH-000075,-0.21159539599516344
ACH-000078,-0.04774432413007432
ACH-000082,-0.23187990311701284
ACH-000085,-0.4082157010142
ACH-000086,-0.23972304627354746
ACH-000087,-0.1906975230465857
ACH-000092,-0.21151413275043732
ACH-000095,-0.2612535384354687
ACH-000097,-0.2473665178451396
ACH-000098,-0.21706898991212706
ACH-000099,-0.19735610952964613
ACH-000108,-0.2322772217678877
ACH-000113,-0.36315783704542026
ACH-000116,-0.14994109569386854
ACH-000118,-0.12758856029727333
ACH-000120,-0.16274062244111626
ACH-000123,-0.28733057804497025
ACH-000127,-0.11825334189770913
ACH-000128,-0.455767957047562
ACH-000132,-0.39012915131505815
ACH-000133,-0.2206041953469816
ACH-000137,-0.2078343565095124
ACH-000138,-0.1911461627138795
ACH-000142,-0.014047072320373187
ACH-000143,-0.20995800600443426
ACH-000146,-0.04942161318160602
ACH-000148,-0.21299810770550706
ACH-000150,-0.32050957322196616
ACH-000152,-0.25457438737895904
ACH-000153,-0.1293481225377828
ACH-000159,-0.21096875084159286
ACH-000160,0.07580937499251633
ACH-000163,-0.06929004862867398
ACH-000167,0.8591957262753209
ACH-000168,-0.4123180312547334
ACH-000169,-0.17719301107196012
ACH-000178,-0.2305861377116762
ACH-000183,0.11570440608782225
ACH-000188,-0.20753681266044904
ACH-000189,-0.0077948682576156544
ACH-000190,0.2829152779198407
ACH-000198,-0.2940307166335009
ACH-000203,-0.3458191786663136
ACH-000204,-0.08449547604837393
ACH-000206,-0.5364186723535562
ACH-000207,-0.13549496297846034
ACH-000208,-0.015481727648564153
ACH-000210,-0.16145878424535748
ACH-000211,-0.3499336212271233
ACH-000215,-0.2945084367902503
ACH-000221,0.10064010940564436
ACH-000222,-0.11381835568181722
ACH-000223,-0.22879369849057604
ACH-000226,-0.16971000719489246
ACH-000227,-0.1385728469877146
ACH-000228,-0.07546818003416475
ACH-000231,-0.2864702876684794
ACH-000232,-0.2573518450818817
ACH-000233,-0.1988628445732654
ACH-000234,-0.25344043109225245
ACH-000235,-0.2175838899972218
ACH-000237,-0.03948097863725111
ACH-000238,-0.12940775030227808
ACH-000242,-0.4067892594994614
ACH-000243,-0.16708929317973714
