,GLOD4 (51031)
ACH-000004,-0.20214836556566132
ACH-000005,0.1679912224858268
ACH-000007,-0.005681566921546103
ACH-000009,0.00939891450552741
ACH-000011,-0.0305608565769168
ACH-000012,-0.07039576232843192
ACH-000013,-0.08454944388057138
ACH-000014,-0.0007803342450623023
ACH-000015,-0.1103469097105012
ACH-000017,-0.05907591704404716
ACH-000018,-0.09315177651917698
ACH-000019,-0.09446728918933008
ACH-000021,-0.04086232914197552
ACH-000022,-0.12306938254676375
ACH-000025,-0.07541476520953012
ACH-000028,-0.15957841022410904
ACH-000030,0.033974922307850035
ACH-000035,0.0036007809548738758
ACH-000036,-0.13634177693460114
ACH-000037,0.08952108309983793
ACH-000039,0.03119562777040145
ACH-000040,-0.18101363065864795
ACH-000041,-0.0001998425727029017
ACH-000042,-0.13471771771182475
ACH-000045,-0.0917852246734844
ACH-000047,-0.08235343659042002
ACH-000052,-0.18340969852557146
ACH-000053,0.016094171071071712
ACH-000054,-0.07685642344326732
ACH-000055,0.12325418059271727
ACH-000060,-0.14275059313120958
ACH-000067,-0.08510631380876336
ACH-000070,-0.13441293522249806
ACH-000075,-0.24961924673059466
ACH-000078,-0.09830077478390596
ACH-000082,-0.19657801435738265
ACH-000085,0.07378777977896264
ACH-000086,-0.008461098702911956
ACH-000087,0.0221999757751141
ACH-000092,-0.019313601748515992
ACH-000095,-0.06624560903233694
ACH-000097,-0.02611065874789311
ACH-000098,-0.13747854277138755
ACH-000099,-0.14807015482141636
ACH-000108,-0.1460388215001167
ACH-000113,-0.0801073998999471
ACH-000116,-0.052095152892101884
ACH-000118,-0.1295058644189423
ACH-000120,-0.15847515963856568
ACH-000123,-0.06958553129753514
ACH-000127,-0.023963949925995917
ACH-000128,0.05480039931741965
ACH-000132,-0.2756913749585965
ACH-000133,-0.1305797461798917
ACH-000137,-0.10518420140023016
ACH-000138,-0.1248116935195411
ACH-000142,-0.006859839517015474
ACH-000143,-0.03735774225492406
ACH-000146,-0.028578651161192018
ACH-000148,-0.043341985538987216
ACH-000150,-0.2402826290924033
ACH-000152,-0.09151112499638477
ACH-000153,0.07748369132739383
ACH-000159,-0.11072959838360408
ACH-000160,0.18237950593382896
ACH-000163,0.09727057649535256
ACH-000167,0.7615397955302183
ACH-000168,-0.0038766949341074147
ACH-000169,-0.10423710792069273
ACH-000178,-0.015348530253948669
ACH-000183,0.06600155744604509
ACH-000188,0.00947162710289656
ACH-000189,0.1499934851134182
ACH-000190,0.2364094881695397
ACH-000198,-0.032935214035270416
ACH-000203,0.0841132805781588
ACH-000204,-0.08538354583470482
ACH-000206,-0.1845324405158621
ACH-000207,-0.042825811865231884
ACH-000208,-0.19833932513578426
ACH-000210,0.10356267813162204
ACH-000211,-0.05700677901740998
ACH-000215,-0.03112092615958477
ACH-000221,0.06624464622413798
ACH-000222,-0.02918287824185355
ACH-000223,-0.004480830769467365
ACH-000226,0.057195321706219736
ACH-000227,0.007685419214710161
ACH-000228,-0.08924005478446466
ACH-000231,-0.12148385212855775
ACH-000232,-0.046669383354357344
ACH-000233,-0.10555636936642193
ACH-000234,-0.057997708191277426
ACH-000235,-0.009670825268353896
ACH-000237,0.030528813133977036
ACH-000238,-0.0965953294963526
ACH-000242,-0.13140759025604493
ACH-000243,0.021367628773538403
ACH-000244,-0.07691669318329335
ACH-000246,-0.12982097787109276
ACH-000248,-0.05155656886621527
ACH-000250,-0.057607712696877124
ACH-000251,-0.09705553348186996
ACH-000252,0.08094955827261764
ACH-000253,-0.046314545587186416
ACH-000255,0.018690921626326715
ACH-000256,-0.15863800844320047
ACH-000257,-0.05068768782769432
ACH-000258,-0.13956184838886018
ACH-000259,-0.04969694213694386
ACH-000260,-0.1537627364460163
ACH-000261,0.009433493153815132
ACH-000262,-0.21794156199145484
ACH-000263,0.061144925748519416
ACH-000264,0.003209633447003607
ACH-000265,-0.019702970070515972
ACH-000266,-0.06627409441932673
ACH-000272,-0.13177186725365994
ACH-000274,-0.09625706163664097
ACH-000277,-0.1414878091013343
ACH-000278,0.0510384622615022
ACH-000279,-0.02818879412315258
ACH-000280,-0.0821898088220835
ACH-000281,-0.15646964284166226
ACH-000288,-0.1157177124292742
ACH-000291,-0.009252305079478112
ACH-000293,-0.07580959286280038
ACH-000294,-0.009250543010109009
ACH-000295,-0.24389247903420505
ACH-000296,-0.052327270468908116
ACH-000302,0.008126291804753084
ACH-000304,0.02472941583692136
ACH-000307,-0.0441425087461133
ACH-000308,-0.026915447015685712
ACH-000310,-0.09375540917431392
ACH-000311,-0.049027233628923465
ACH-000312,-0.14193920484206662
ACH-000315,0.04122189255011945
ACH-000316,-0.14308871862936515
ACH-000317,0.024021766603742577
ACH-000318,-0.060914224398030674
ACH-000319,-0.31389263177174154
ACH-000320,-0.025689438437443337
ACH-000322,-0.028959788576494287
ACH-000323,-0.003405244279949429
ACH-000324,-0.13447834674934256
ACH-000329,-0.09637583440897493
ACH-000330,-0.030492358437048388
ACH-000331,-0.30738523461813405
ACH-000332,-0.11286554065579993
ACH-000334,0.040203570077290036
ACH-000335,0.04676237260600796
ACH-000336,0.03768858729304003
ACH-000337,-0.08410611709928195
ACH-000338,-0.09223318991527236
ACH-000339,-0.06485608112830521
ACH-000341,-0.12979823386800907
ACH-000348,0.023303886232117595
ACH-000350,-0.11351391653274535
ACH-000352,-0.030120388941037756
ACH-000356,-0.04204670721089376
ACH-000361,-0.3482795619564353
ACH-000362,0.0665435883249037
ACH-000363,-0.030549071090365632
ACH-000364,-0.043229923914040604
ACH-000365,-0.035691980685152294
ACH-000366,-0.10506478564247168
ACH-000368,-0.06178496783595406
ACH-000374,-0.01765766534075876
ACH-000375,-0.04211837523749305
ACH-000376,-0.03256746497072638
ACH-000381,0.04165339418968389
ACH-000383,-0.07037489643201295
ACH-000387,0.01376136066338668
ACH-000389,-0.14330231642903776
ACH-000390,0.05560528476538077
ACH-000393,-0.22461670065576336
ACH-000395,-0.04811585375740017
ACH-000396,-0.11821917573429867
ACH-000397,-0.15164746741348434
ACH-000401,-0.1264832283128798
ACH-000402,0.015283740520773276
ACH-000403,0.0016883926407699151
ACH-000404,0.03168331787090665
ACH-000406,0.000920971611244417
ACH-000407,-0.08761767126897776
ACH-000408,-0.14238219290571064
ACH-000410,-0.009458706586161995
ACH-000411,-0.263348839863484
ACH-000414,0.013755455010580786
ACH-000415,-0.03187385174404924
ACH-000416,0.02301965566406448
ACH-000420,-0.2184062914985205
ACH-000421,0.013726170629137191
ACH-000424,-0.11238631751165336
ACH-000425,-0.07640006026348753
ACH-000426,0.037959793938191766
ACH-000427,-0.0985572706896608
ACH-000433,-0.010069089554380434
ACH-000435,-0.01213585195402455
ACH-000436,0.0371547992843556
ACH-000444,-0.10544691177832058
ACH-000445,-0.3321294145627816
ACH-000448,-0.03434920926003967
ACH-000450,-0.036986044736812065
ACH-000452,-0.10508964374366536
ACH-000454,0.11451561997879482
ACH-000458,-0.2424614906972773
ACH-000459,0.06816309888036168
ACH-000460,-0.004554684086234306
ACH-000461,-0.10119267848038037
ACH-000463,-0.10436282613869728
ACH-000464,-0.12303220515521705
ACH-000466,-0.24053095544220246
ACH-000467,-0.115438530699331
ACH-000468,-0.030391781484144762
ACH-000469,-0.026102957902485218
ACH-000470,-0.07760225235785198
ACH-000471,-0.14529421430759346
ACH-000472,0.04968087070718926
ACH-000473,-0.09971811392317947
ACH-000475,-0.1170535454473569
ACH-000476,-0.12790341206914416
ACH-000477,-0.10083632483667404
ACH-000479,0.027632058622351862
ACH-000480,0.10209853754786236
ACH-000481,0.06895534143123548
ACH-000483,0.06962118379072664
ACH-000484,-0.2579304543951477
ACH-000485,-0.07957194841643138
ACH-000486,-0.04782610782531322
ACH-000487,-0.15559140361456966
ACH-000488,-0.08638288988992729
ACH-000490,0.061094676521801124
ACH-000491,0.07031768262890548
ACH-000495,-0.02177932268842124
ACH-000496,-0.14813171767575806
ACH-000499,0.0786349347085048
ACH-000500,-0.06656302701607547
ACH-000502,-0.0855240261154788
ACH-000503,-0.030294749320538574
ACH-000505,-0.03649901945585186
ACH-000507,-0.07358741756991549
ACH-000510,-0.04102381651740989
ACH-000511,0.01417956548536484
ACH-000512,0.12181243925159665
ACH-000516,-0.0574985504249234
ACH-000517,-0.07712484545581846
ACH-000518,-0.008462390027494044
ACH-000520,-0.18935517380583344
ACH-000521,0.01495742388263279
ACH-000522,-0.03615724477389903
ACH-000524,-0.05773617217259934
ACH-000527,0.015326760177387062
ACH-000528,-0.11702220185923545
ACH-000537,-0.08753106431322634
ACH-000541,0.0027164566560685835
ACH-000542,-0.06785611710370912
ACH-000544,0.016187639059742995
ACH-000545,0.04170971623028517
ACH-000547,0.016184339851471625
ACH-000548,-0.018791980356756176
ACH-000549,-0.013626011758701602
ACH-000550,-0.12404778638822116
ACH-000552,0.07723509742113745
ACH-000556,-0.11037791203854984
ACH-000557,-0.01219300446797416
ACH-000569,-0.4399396474098648
ACH-000570,-0.06676144691619737
ACH-000571,-0.029576087422352088
ACH-000573,-0.07581871984699302
ACH-000576,-0.059060110072601577
ACH-000579,-0.07915091961477952
ACH-000580,0.03189757318946452
ACH-000584,-0.02716402942814146
ACH-000585,-0.030844371808255014
ACH-000588,0.044404912518639934
ACH-000589,-0.04588795509801871
ACH-000591,0.10835151822136464
ACH-000593,-0.0921766741247139
ACH-000600,-0.11584118341427545
ACH-000601,-0.0988267374222983
ACH-000605,-0.04848496035435993
ACH-000606,0.07077238189938749
ACH-000608,0.018585201639158645
ACH-000614,-0.017364179456482286
ACH-000616,-0.06368686717497574
ACH-000618,0.09461699057953764
ACH-000619,-0.0749138049040262
ACH-000620,-0.1384293887542318
ACH-000621,-0.06355098486075225
ACH-000622,0.011103362084038202
ACH-000623,0.016464339799851832
ACH-000624,-0.08795939733235697
ACH-000627,-0.05130976258014612
ACH-000630,-0.06564030639055116
ACH-000631,0.020060296441496758
ACH-000632,-0.05345308764089703
ACH-000633,-0.13001074645702815
ACH-000637,-0.030932800772309223
ACH-000638,-0.02204196614495683
ACH-000646,-0.3062301397334878
ACH-000647,-0.045976049783101734
ACH-000648,-0.1162318653777069
ACH-000649,-0.01602879087553749
ACH-000651,-0.13232821516050206
ACH-000652,-0.016083690923010725
ACH-000653,-0.16359565431617645
ACH-000657,-0.14946205717835098
ACH-000658,-0.045509544385296974
ACH-000661,-0.07508634249198992
ACH-000662,-0.14541793496933056
ACH-000663,-0.16365560782935598
ACH-000665,0.029424843624111487
ACH-000671,-0.05663885546414424
