,HAX1 (10456)
ACH-000167,-0.3144727051414289
ACH-000168,-0.3309107634841174
ACH-000169,-0.3769186851809849
ACH-000178,-0.386834556892367
ACH-000183,-0.3001098236602709
ACH-000188,-0.3093627668889425
ACH-000189,-0.4767788640754614
ACH-000190,-0.4740887613963486
ACH-000198,-0.4009897333215966
ACH-000203,-0.7657449941414005
ACH-000204,-0.38665295257961146
ACH-000206,-0.3435726753599688
ACH-000207,-0.2167531978082569
ACH-000208,-0.3172990718538521
ACH-000210,-0.4296832410081999
ACH-000211,-0.2989975872330273
ACH-000215,-0.33838069990101793
ACH-000221,-0.2466392869510274
ACH-000222,-0.23044460675668585
ACH-000223,-0.3797462056091892
ACH-000226,-0.6410200943712582
ACH-000227,-0.2528105305454894
ACH-000228,-0.3650545678158851
ACH-000231,-0.2574149039299167
ACH-000232,-0.3846154088456767
ACH-000233,-0.42162290179138734
ACH-000234,-0.2467365892475281
ACH-000235,-0.29682925068861843
ACH-000237,-0.3546808717351236
ACH-000238,-0.17979385351884458
ACH-000242,-0.7207823048355446
ACH-000243,-0.2486194177566597
ACH-000244,-0.16943228002756006
ACH-000246,-0.3715248408271544
ACH-000248,-0.2241994054267276
ACH-000250,-0.3101262580588754
ACH-000251,-0.3898796358285174
ACH-000252,-0.4249644575844688
ACH-000253,-0.30217503710314986
ACH-000255,-0.34605898627966514
ACH-000256,-0.3041148851897273
ACH-000257,-0.5267998564768253
ACH-000258,-0.3149106104758702
ACH-000259,-0.2661391893764053
ACH-000260,-0.23315434753500935
ACH-000261,-0.2004986256598165
ACH-000262,-0.32256406882911304
ACH-000263,-0.19411066486141249
ACH-000264,-0.30114865149365444
ACH-000265,-0.35638457787013833
ACH-000266,-0.28483777997155885
ACH-000272,-0.4267109235762944
ACH-000274,-0.3343641286337094
ACH-000277,-0.31800604695827817
ACH-000278,-0.3969532316059823
ACH-000279,-0.2603207136676154
ACH-000280,-0.2867182083692553
ACH-000281,-0.4789871007296751
ACH-000288,-0.3791614122128232
ACH-000291,-0.3184380320685978
ACH-000293,-0.27875881160722177
ACH-000294,-0.21407023301969788
ACH-000295,-0.3859376764958746
ACH-000296,-0.4408105922969956
ACH-000302,-0.27338177240060285
ACH-000304,-0.2948693527060342
ACH-000307,-0.15643612370387106
ACH-000308,-0.4883636309720505
ACH-000310,-0.23746390121877115
ACH-000311,-0.3219820266333768
ACH-000312,-0.256171173522506
ACH-000315,-0.4809418650231794
ACH-000316,-0.2766855241076149
ACH-000317,-0.2194832955651093
ACH-000318,-0.20565973056763368
ACH-000319,-0.3505573885061961
ACH-000320,-0.2076764818561104
ACH-000322,-0.30677792999405945
ACH-000323,-0.3588722489747602
ACH-000324,-0.3002768040426777
ACH-000329,-0.4168855780127397
ACH-000330,-0.3431389410959215
ACH-000331,-0.2551677440723882
ACH-000332,-0.3412166547443361
ACH-000334,-0.24911311887560575
ACH-000335,-0.18291969958078366
ACH-000336,-0.3423056188448185
ACH-000337,-0.4942019105334358
ACH-000338,-0.10327194251628677
ACH-000339,-0.20067167011696035
ACH-000341,-0.2710918259498332
ACH-000348,-0.3468101845187161
ACH-000350,-0.3595080421000185
ACH-000352,-0.31419694993563896
ACH-000356,-0.3033401862744466
ACH-000361,-0.4704392266618896
ACH-000362,-0.13596107749463512
ACH-000363,-0.2523878227774221
ACH-000364,-0.2972262069273233
ACH-000365,-0.3383280018525754
ACH-000366,-0.3128314849739802
ACH-000368,-0.3073445683634719
ACH-000374,-0.6485558167799972
ACH-000375,-0.18703187025593387
ACH-000376,-0.5061345998645408
ACH-000381,-0.542239395870477
ACH-000383,-0.31664419313899456
ACH-000387,-0.2747455524579492
ACH-000389,-0.3663830518624231
ACH-000390,-0.4156075482089559
ACH-000393,-0.3610060413242943
ACH-000395,-0.3559429109233885
ACH-000396,-0.5796194995391494
ACH-000397,-0.2916230864792529
ACH-000401,-0.3062198848412622
ACH-000402,-0.4002050965367793
ACH-000403,-0.3335487351353842
ACH-000404,-0.1064569490809721
ACH-000406,-0.2995243100915645
ACH-000407,-0.3043858323145465
ACH-000408,-0.26655016089612976
ACH-000410,-0.6255961089384274
ACH-000411,-0.3584527912006677
ACH-000414,-0.34493302053590363
ACH-000415,-0.4670782236926341
ACH-000416,-0.34899289743575435
ACH-000420,-0.29844348156926315
ACH-000421,-0.37539928599922623
ACH-000424,-0.3030394215823799
ACH-000425,-0.2712412087100191
ACH-000426,-0.3939723210380397
ACH-000427,-0.41611655982290185
ACH-000433,-0.4825823553459477
ACH-000435,-0.5248158780301594
ACH-000436,-0.280123536780547
ACH-000444,-0.2381570337002666
ACH-000445,-0.4986551410505005
ACH-000448,-0.3705935743118413
ACH-000450,-0.4509269843787472
ACH-000452,-0.32608639375322274
ACH-000454,-0.4379866192552732
ACH-000458,-0.3894509927286164
ACH-000459,-0.3092608227454758
ACH-000460,-0.21609812846719129
ACH-000461,-0.17021092189149406
ACH-000463,-0.34330558499154074
ACH-000464,-0.3631388823246509
ACH-000466,-0.03342558902252544
ACH-000467,-0.3657528129169413
ACH-000468,-0.3001647908936462
ACH-000469,-0.2084356816677016
ACH-000470,-0.3730065149191154
ACH-000471,-0.18380427308117087
ACH-000472,-0.30941143172075103
ACH-000473,-0.15499330456978186
ACH-000475,-0.4272922624313809
ACH-000476,-0.2697204080030474
ACH-000477,-0.25950390224217235
ACH-000479,-0.6236179300470065
ACH-000480,-0.5077140541965804
ACH-000481,-0.3391377436525996
ACH-000483,-0.3784953215406563
ACH-000484,-0.3833268739481528
ACH-000485,-0.2592788091756566
ACH-000486,-0.5681970374284503
ACH-000487,-0.2401808523883717
ACH-000488,-0.5847543052737109
ACH-000490,-0.4666736626553023
ACH-000491,-0.3692641660091369
ACH-000495,-0.22538436243829754
ACH-000496,-0.32491587715814113
ACH-000499,-0.3513610673199666
ACH-000500,-1.0631345362816116
ACH-000502,-0.27546509249175377
ACH-000503,-0.4078612103037647
ACH-000505,-0.2998379075676365
ACH-000507,-0.4811400062148918
ACH-000510,-0.4356274520304342
ACH-000511,-0.3368364301569217
ACH-000512,-0.2701816868795649
ACH-000516,-0.3056589540851027
ACH-000517,-0.3544467206660987
ACH-000518,-0.4829453661890586
ACH-000520,-0.25809480622901604
ACH-000521,-0.3149306153713725
ACH-000522,-0.4601094329907324
ACH-000524,-0.3902096091443009
ACH-000527,-0.34396924027935544
ACH-000528,-0.3754895264944001
ACH-000537,-0.21824755889919806
ACH-000541,-0.4712252927461999
ACH-000542,-0.3785286069435416
ACH-000544,-0.3758865782428276
ACH-000545,-0.3498639190062923
ACH-000547,-0.4905076623979107
ACH-000548,-0.4986637354948872
ACH-000549,-0.36332595655350175
ACH-000550,-0.27676524543517544
ACH-000552,-0.4529386233210298
ACH-000556,-0.4054108856003497
ACH-000557,-0.3124436862694929
ACH-000569,-0.3240554770101462
ACH-000570,-0.2378394605300721
ACH-000571,-0.3665647666440122
ACH-000573,-0.3924123393132243
ACH-000576,-0.15282967667160866
ACH-000579,-0.29865025080272994
ACH-000580,-0.11680448598962576
ACH-000584,-0.2637907036396431
ACH-000585,-0.2523060036076788
ACH-000588,-0.5503329147326819
ACH-000589,-0.3183453931229132
ACH-000591,-0.1139613453735954
ACH-000593,-0.3637785818113128
ACH-000600,-0.406385519208914
ACH-000601,-0.34485966478926006
ACH-000605,-0.39491154822164737
ACH-000606,-0.812755756930605
ACH-000608,-0.3001270412750887
ACH-000614,-0.19293731013235926
ACH-000616,-0.25477330390874786
ACH-000618,-0.19902831509775307
ACH-000619,-0.331054229883991
ACH-000620,-0.3683856394740591
ACH-000621,-0.29242090813003485
ACH-000622,-0.30936312937734856
ACH-000623,-0.3452989925084778
ACH-000624,-0.2962508754900933
ACH-000627,-0.5166586101255122
ACH-000630,-0.4327016171639688
ACH-000631,-0.2609119505271661
ACH-000632,-0.13649957143984628
ACH-000633,-0.391332220654348
ACH-000637,-0.2735335522828564
ACH-000638,-0.3463878036373807
ACH-000646,-0.3403379953973514
ACH-000647,-0.4543480700364392
ACH-000648,-0.471349030517659
ACH-000649,-0.3158977755834088
ACH-000651,-0.2178053726776518
ACH-000652,-0.3883090117400956
ACH-000653,-0.64316132980871
ACH-000657,-0.4498415492985508
ACH-000658,-0.5806024782296269
ACH-000661,-0.08189954892951944
ACH-000662,-0.5756342159645602
ACH-000663,-0.2344916142007984
ACH-000665,-0.3748072503562929
ACH-000671,-0.32359125227941604
ACH-000672,-0.3104297572264495
ACH-000673,-0.3492624407039389
ACH-000676,-0.4040205548876246
ACH-000677,-0.3848218482524586
ACH-000681,-0.34812929934816184
ACH-000683,-0.656545416400131
ACH-000684,-0.19389161689794168
ACH-000688,-0.19666721156243686
ACH-000693,-0.5898248754211869
ACH-000694,-0.2320870769083693
ACH-000695,-0.1968089372577601
ACH-000696,-0.3320355636104115
ACH-000697,-0.32934465010916264
ACH-000699,-0.3690137783391321
ACH-000701,-0.4251466492849808
ACH-000706,-0.4522694534233097
ACH-000711,-0.42404797879189904
ACH-000713,-0.4262482574085181
ACH-000714,-0.2545448002493655
ACH-000718,-0.332159739395645
ACH-000720,-0.2943534756896791
ACH-000721,-0.20443794966207965
ACH-000724,-0.4086980562392844
ACH-000725,-0.5357752129623541
ACH-000732,-0.4718652475830854
ACH-000734,-0.3333220816834133
ACH-000735,-0.4220325949058641
ACH-000736,-0.42955830402744144
ACH-000738,-0.20989807090183085
ACH-000746,-0.4886087951120812
ACH-000747,-0.6860443313837139
ACH-000748,-0.24640444114865434
ACH-000753,-0.4277536240770025
ACH-000756,-0.4399620698298691
ACH-000757,-0.3752170950834066
ACH-000758,-0.3380085957760129
ACH-000760,-0.4047786872617385
ACH-000762,-0.41477338040791456
ACH-000763,-0.33474684865666143
ACH-000764,-0.3907791897318166
ACH-000765,-0.3291088130965347
ACH-000766,-0.3509597172016193
ACH-000767,-0.4713713048703477
ACH-000768,-0.18866041403088327
ACH-000769,-0.3675744795366036
ACH-000770,-0.3803961512643013
ACH-000771,-0.28282791542100594
ACH-000773,-0.5171785953867128
ACH-000776,-0.3534531831106216
ACH-000777,-0.250248468837873
ACH-000778,-0.21721367300070973
ACH-000781,-0.38360730650500535
ACH-000782,-0.24090136784175115
ACH-000783,-0.3278890829624264
ACH-000784,-0.3641239247958565
ACH-000785,-0.5802296696098517
ACH-000787,-0.5373597965955295
ACH-000788,-0.2856122267166473
ACH-000791,-0.25763988048978964
ACH-000792,-0.3091566917214653
ACH-000794,-0.3251880949562573
ACH-000796,-0.2463913906591408
ACH-000798,-0.18409962263550586
ACH-000799,-0.3871049670581071
ACH-000800,-0.453638665342765
ACH-000802,-0.3593720774595772
ACH-000804,-0.4113504461440929
ACH-000805,-0.3003602018215176
ACH-000809,-0.4101192839237477
ACH-000810,-0.458960298638763
ACH-000811,-0.38944022152250335
ACH-000817,-0.5106583994892316
ACH-000819,-0.29421790945671755
ACH-000820,-0.3698141142100471
ACH-000821,-0.3446252254387472
ACH-000822,-0.3138424899443705
ACH-000823,-0.3562768599186409
ACH-000824,-0.34634750785995183
ACH-000827,-0.22145267578281808
ACH-000829,-0.4534205610348718
ACH-000831,-0.2363783085181875
ACH-000832,-0.44928554180817387
ACH-000833,-0.5291229676828638
ACH-000834,-0.24277168194606555
ACH-000835,-0.25237751329303804
ACH-000836,-0.4641944685443295
ACH-000837,-0.31665329917148904
ACH-000838,-0.4064757692248151
ACH-000839,-0.324242094861716
ACH-000840,-0.4778813916198074
ACH-000841,-0.2220467921467591
ACH-000843,-0.41246187494381803
ACH-000846,-0.3339703047930665
ACH-000847,-0.2395626256683781
ACH-000848,-0.2993005235740925
ACH-000849,-0.38670381219180827
ACH-000851,-0.28650832959205497
ACH-000855,-0.4991969862019688
ACH-000856,-0.24916719089156786
ACH-000858,-0.217639838973764
ACH-000859,-0.3629499989633391
ACH-000861,-0.5320521030766169
ACH-000862,-0.31935967807468874
ACH-000865,-0.3841029711642064
ACH-000866,-0.3571072114027918
ACH-000867,-0.39772091634103146
ACH-000869,-0.5978024384523876
ACH-000872,-0.2596866962734105
ACH-000873,-0.384730158814307
ACH-000876,-0.4114790827927872
ACH-000878,-0.2609568797822556
ACH-000880,-0.19051789649631046
ACH-000881,-0.6284490736733158
ACH-000882,-0.3807904535710587
ACH-000884,-0.29952997169929824
ACH-000885,-0.3566865374501181
ACH-000887,-0.3366284776326027
ACH-000889,-0.2403549431911007
ACH-000896,-0.3443361861072643
ACH-000898,-0.3391932599339396
ACH-000900,-0.32039074208586144
ACH-000901,-0.3519574226448891
ACH-000905,-0.3790658891740079
ACH-000906,-0.2316201991358751
ACH-000907,-0.20472929255215785
ACH-000910,-0.26645044002953977
ACH-000911,-0.19964155075015808
ACH-000912,-0.3367697068355437
ACH-000913,-0.38297940888033777
ACH-000915,-0.3289479052798924
ACH-000916,-0.5420323875855891
ACH-000917,-0.3660206162546155
ACH-000920,-0.2318056897978383
ACH-000921,-0.3231642978233821
ACH-000924,-0.5088140772935459
ACH-000926,-0.4399798031952578
ACH-000928,-0.3711046839899385
ACH-000929,-0.6552152864282599
ACH-000932,-0.198608385294549
ACH-000935,-0.5080141067621037
ACH-000936,-0.4010782401122832
ACH-000937,-0.2042189223768371
ACH-000938,-0.16527753323806807
ACH-000939,-0.2490983650462979
ACH-000941,-0.5429216411325319
ACH-000943,-0.8058003913358592
ACH-000946,-0.4402389987688577
ACH-000947,-0.35655842785965663
ACH-000948,-0.3832358558110781
ACH-000950,-0.29560163129274464
ACH-000953,-0.2451736073523351
ACH-000954,-0.5096771205690305
ACH-000957,-0.04205605516115861
ACH-000958,-0.3801547040029019
ACH-000960,-0.6037226868286666
ACH-000963,-0.4535118876544973
ACH-000968,-0.3848418136708388
ACH-000969,-0.5967714763137677
ACH-000972,-0.44434051653934703
ACH-000973,-0.3263050248024521
ACH-000974,-0.3600211670465647
ACH-000978,-0.3541351754285095
ACH-000984,-0.40669549162720825
ACH-000986,-0.3661633715319026
ACH-000988,-0.5319515825831501
ACH-000993,-0.5545260045717065
ACH-000994,-0.495007260500298
ACH-000996,-0.3929970652312389
ACH-001001,-0.4750689176907837
ACH-001020,-0.3336113268726342
ACH-001028,-0.5582927420791088
ACH-001031,-0.3066912067688501
ACH-001038,-0.2718422135679053
ACH-001048,-0.18412325283953776
ACH-001050,-0.3078863544539087
ACH-001053,-0.2857650829824789
ACH-001054,-0.3348728679620723
ACH-001061,-0.603234421102873
ACH-001067,-0.20203787004793453
ACH-001075,-0.24197295901339824
ACH-001096,-0.2444968324956273
ACH-001111,-0.2902652600853061
ACH-001119,-0.3782748791533801
ACH-001128,-0.05485097732667212
ACH-001134,-0.20047738306057586
ACH-001151,-0.35993114892446004
ACH-001163,-0.4798829773814056
ACH-001164,-0.3271669189323756
ACH-001183,-0.4330657063767816
ACH-001192,-0.3906296353561282
ACH-001193,-0.4307715573036777
ACH-001196,-0.3933073257983189
ACH-001197,-0.4745950908919368
ACH-001205,-0.2836121682420464
ACH-001211,-0.3658402819346946
ACH-001212,-0.08150943730777067
ACH-001228,-0.41947445606402817
ACH-001232,-0.3463200746947168
ACH-001239,-0.30601198972450017
ACH-001270,-0.3574330387388047
ACH-001274,-0.19966878987653688
ACH-001275,-0.18013551631152114
ACH-001277,-0.3764649935705123
ACH-001278,-0.5312582414832941
ACH-001280,-0.43774923392634457
ACH-001283,-0.3328884269362581
ACH-001289,-0.2371039426467363
ACH-001300,-0.22251555884949265
ACH-001301,-0.2794707828965777
ACH-001302,-0.24959344526971594
ACH-001306,-0.3279370858489462
ACH-001318,-0.483370466307558
ACH-001322,-0.43140975066460974
ACH-001328,-0.2188213939959157
ACH-001332,-0.5383902764615535
ACH-001336,-0.29519167806047536
ACH-001346,-0.25091837259095723
ACH-001353,-0.250903518283665
ACH-001354,-0.4507068064167565
ACH-001367,-0.12530114887814486
ACH-001368,-0.366142141370186
ACH-001374,-0.33798537736011786
ACH-001377,-0.4738443018660351
ACH-001380,-0.37250891404580855
ACH-001391,-0.32662357751423177
ACH-001408,-0.28517035361148685
ACH-001430,-0.0580402186435145
ACH-001431,-0.3245352098658542
ACH-001450,-0.600046676327909
ACH-001496,-0.3379669594156908
ACH-001500,-0.4197670954165935
ACH-001523,-0.57092360296241
ACH-001532,-0.4210961167168052
ACH-001550,-0.26908152757708803
ACH-001552,-0.35985901106962964
ACH-001554,-0.33440151900729764
ACH-001654,-0.3689544251233193
ACH-001735,-0.3221862953453577
ACH-001736,-0.3822703315855788
ACH-001737,-0.04268737764082022
ACH-001740,-0.2845944399781435
ACH-001745,-0.3087628367653337
ACH-001765,-0.4325148084584088
