,LSM14A (26065)
ACH-000163,-0.2264465783469929
ACH-000167,-0.39436247653772777
ACH-000168,0.10917475974920736
ACH-000169,-0.12553020554080707
ACH-000178,-0.3737533722337281
ACH-000183,-0.08706892305880952
ACH-000188,-0.2345626900440223
ACH-000189,-0.22448033818666974
ACH-000190,-0.08640600275984499
ACH-000198,-0.23031839995635436
ACH-000203,-0.4545650511480728
ACH-000204,-0.1736500527495285
ACH-000206,-0.02933455399468061
ACH-000207,-0.2636014738398252
ACH-000208,-0.3323420904541751
ACH-000210,-0.5066746139319949
ACH-000211,-0.3674262294874437
ACH-000215,-0.1967924687162516
ACH-000221,-0.2481630364653174
ACH-000222,-0.2613397149574701
ACH-000223,-0.27962484072357224
ACH-000226,-0.15830373094621664
ACH-000227,-0.2479857162504808
ACH-000228,-0.2532659612708017
ACH-000231,-0.22908832639984336
ACH-000232,-0.31356786339615994
ACH-000233,-0.28417435166501914
ACH-000234,-0.28466012257148243
ACH-000235,-0.38854086134908544
ACH-000237,-0.4434968228185137
ACH-000238,-0.2408206685840379
ACH-000242,-0.2995153705088913
ACH-000243,-0.2970171848842829
ACH-000244,-0.15905313598162302
ACH-000246,-0.4957241002768676
ACH-000248,-0.09037641469118952
ACH-000250,-0.20438046986195865
ACH-000251,-0.4553753193112517
ACH-000252,-0.26087331040775114
ACH-000253,-0.26565107251469816
ACH-000255,-0.31850073131304285
ACH-000256,-0.4278499736049653
ACH-000257,0.08018801225434427
ACH-000258,-0.12767381265713384
ACH-000259,-0.18459563567309245
ACH-000260,-0.3533458708166684
ACH-000261,-0.3412435711490769
ACH-000262,-0.35797754119866954
ACH-000263,-0.19374577162162504
ACH-000264,-0.13535759918415574
ACH-000265,-0.2437706260078292
ACH-000266,-0.22795498257384156
ACH-000272,-0.19281324857981574
ACH-000274,-0.3901568080866222
ACH-000277,-0.3461632039608289
ACH-000278,-0.32965383600018944
ACH-000279,-0.1922498950322931
ACH-000280,-0.3479008665600421
ACH-000281,-0.3882645143218899
ACH-000288,-0.12263977111673333
ACH-000291,-0.3771675472327842
ACH-000293,-0.5497832992205507
ACH-000294,-0.1170172276124508
ACH-000295,-0.1848735903066
ACH-000296,-0.13827949119495855
ACH-000302,-0.4225849272758895
ACH-000304,-0.19837914470928014
ACH-000307,-0.3081931656696106
ACH-000308,-0.3378894145280535
ACH-000310,-0.20859177283223787
ACH-000311,-0.3095552760421245
ACH-000312,-0.10062130760999922
ACH-000315,-0.2607046804095212
ACH-000316,-0.086195824237496
ACH-000317,-0.2450476752235284
ACH-000318,-0.4523850086855219
ACH-000319,-0.27555465045830346
ACH-000320,0.0022939306640955386
ACH-000322,-0.1370520271941534
ACH-000323,-0.19771552960072067
ACH-000324,-0.2907611768078969
ACH-000329,-0.19346582524110847
ACH-000330,-0.2761060094496023
ACH-000331,-0.2673847039859893
ACH-000332,-0.2919255088804679
ACH-000334,-0.12890443114817368
ACH-000335,-0.20379155696166035
ACH-000336,-0.15446670677701124
ACH-000337,-0.11180354053489384
ACH-000338,-0.0941241371552235
ACH-000339,-0.2455807311748103
ACH-000341,-0.31306799598316354
ACH-000348,-0.21489613685932726
ACH-000350,-0.2271657903699829
ACH-000352,-0.18670590226388445
ACH-000356,-0.3137138103427625
ACH-000361,-0.2701847966285951
ACH-000362,-0.21954551487721213
ACH-000363,-0.050493875100272964
ACH-000364,-0.25276976104161186
ACH-000365,0.0228035273534364
ACH-000366,-0.4127291026568719
ACH-000368,-0.2422555133185467
ACH-000374,0.04290354299010244
ACH-000375,-0.2304818272711626
ACH-000376,-0.09912409576880793
ACH-000381,-0.1046380072229478
ACH-000383,-0.28966806868106165
ACH-000387,-0.1610619280764869
ACH-000389,-0.21617860447034706
ACH-000390,-0.15132080322698593
ACH-000393,-0.21546303924569155
ACH-000395,-0.35714550351304675
ACH-000396,-0.6040861078458802
ACH-000397,-0.35733048459393785
ACH-000401,-0.3824150834108512
ACH-000402,-0.16512912197966947
ACH-000403,-0.4515458107411138
ACH-000404,-0.19897083149979095
ACH-000406,-0.19439552601880886
ACH-000407,-0.08886578799074715
ACH-000408,-0.20688739208629656
ACH-000410,-0.1515739628293968
ACH-000411,-0.3587817188841033
ACH-000414,-0.2865587623269376
ACH-000415,-0.08296680695753242
ACH-000416,-0.2647860828047252
ACH-000420,-0.16309255809763
ACH-000421,-0.34212646439359146
ACH-000424,-0.24184217781875916
ACH-000425,-0.0849823417174918
ACH-000426,-0.16305504654583342
ACH-000427,-0.39306596953702977
ACH-000433,-0.3862807749748197
ACH-000435,-0.28997066026835505
ACH-000436,-0.19898981209855549
ACH-000444,-0.30369476651671096
ACH-000445,-0.2004288787618751
ACH-000448,-0.35673927245472625
ACH-000450,-0.11635438141569072
ACH-000452,-0.2689789741564009
ACH-000454,-0.3697352339659292
ACH-000458,-0.19790400575690006
ACH-000459,-0.26909931487879296
ACH-000460,-0.17787204042173665
ACH-000461,-0.13683307920869436
ACH-000463,-0.3369581878963265
ACH-000464,-0.3295008464967076
ACH-000466,-0.417415570811918
ACH-000467,-0.2331862735381541
ACH-000468,-0.3040216070756324
ACH-000469,-0.07395580970187679
ACH-000470,-0.23929886190745495
ACH-000471,-0.1993108818678893
ACH-000472,-0.4013400169968022
ACH-000473,-0.3744696325988378
ACH-000475,-0.24142648866140404
ACH-000476,-0.05897050196627671
ACH-000477,-0.29218439165818993
ACH-000479,-0.016484724904419858
ACH-000480,-0.221690574607875
ACH-000481,-0.09802953012832953
ACH-000483,-0.06055969977318033
ACH-000484,-0.25259225490357456
ACH-000485,-0.4680418088367879
ACH-000486,-0.4919769128579903
ACH-000487,-0.3570193582956888
ACH-000488,-0.3071225889475996
ACH-000490,-0.4371323227929014
ACH-000491,-0.2501774697115925
ACH-000495,-0.17880246306113867
ACH-000496,-0.2648770152821381
ACH-000499,-0.2120588810751536
ACH-000500,-0.4256696172412401
ACH-000502,-0.25697288144195496
ACH-000503,-0.35197295821063074
ACH-000505,-0.3434356016708169
ACH-000507,-0.0809160059422922
ACH-000510,-0.5386270262159761
ACH-000511,-0.2737102862791489
ACH-000512,-0.3447004254005644
ACH-000516,-0.03957567826345108
ACH-000517,-0.22703380379796145
ACH-000518,-0.1536437450660547
ACH-000520,-0.1480776320143829
ACH-000521,-0.2729893916312037
ACH-000522,-0.2847013260310321
ACH-000524,-0.2305364271185776
ACH-000527,-0.2503220124736068
ACH-000528,-0.194905126551808
ACH-000537,-0.10441396619978796
ACH-000541,-0.43633310310003337
ACH-000542,-0.3751242967924797
ACH-000544,-0.2793997712046721
ACH-000545,-0.19897164116317687
ACH-000547,-0.2611320374589116
ACH-000548,-0.3537901049718685
ACH-000549,-0.2894553612056649
ACH-000550,-0.2824140665096129
ACH-000552,-0.3488041843068544
ACH-000556,-0.2604123978223512
ACH-000557,0.017781340603025633
ACH-000569,-0.21854329778124815
ACH-000570,-0.19201005876144955
ACH-000571,-0.3073234120559827
ACH-000573,-0.08585958641151918
ACH-000576,0.032157221299523954
ACH-000579,-0.02497082951552935
ACH-000580,-0.14697988767773484
ACH-000584,-0.28009890044530866
ACH-000585,-0.3472703802352076
ACH-000588,-0.062372812855898636
ACH-000589,-0.2490933290478149
ACH-000591,-0.34624625262306946
ACH-000593,-0.13785022568000765
ACH-000600,-0.3192542164243797
ACH-000601,-0.2747399781161844
ACH-000605,-0.13641042247115967
ACH-000606,-0.09386619132774783
ACH-000608,-0.3013445014376245
ACH-000614,-0.4738132054649712
ACH-000616,-0.2285536171585089
ACH-000618,-0.21208720059370892
ACH-000619,-0.17311689356215318
ACH-000620,-0.3233071372155375
ACH-000621,-0.1220031748285038
ACH-000622,-0.13015710435931935
ACH-000623,-0.10070205728490586
ACH-000624,-0.20151485122748525
ACH-000627,-0.25342791783698576
ACH-000630,-0.21930443260590288
ACH-000631,-0.3242159446972642
ACH-000632,-0.19281078856907474
ACH-000633,-0.19272381188194676
ACH-000637,-0.1910338024126183
ACH-000638,-0.2501080354854324
ACH-000646,-0.2505007853746892
ACH-000647,-0.22496432468857164
ACH-000648,-0.1937936450799607
ACH-000649,-0.2628037733405009
ACH-000651,-0.2173557810238771
ACH-000652,-0.2780885577187945
ACH-000653,-0.178272789994653
ACH-000657,-0.4307624680648682
ACH-000658,-0.2433011580177196
ACH-000661,-0.22231619578437448
ACH-000662,0.03255100760048577
ACH-000663,-0.2722127812812761
ACH-000665,-0.2542774014841228
ACH-000671,-0.06564999626831675
ACH-000672,-0.3445052506871384
ACH-000673,-0.18547034345041075
ACH-000676,-0.2776111279013461
ACH-000677,-0.3346696613960171
ACH-000681,-0.3686034525379815
ACH-000683,-0.1203397768984369
ACH-000684,-0.2738349502176025
ACH-000688,-0.19967938904066046
ACH-000693,-0.2577668489750453
ACH-000694,-0.3383495774596157
ACH-000695,-0.3931072653205175
ACH-000696,-0.33352227177078875
ACH-000697,-0.3900745975633876
ACH-000699,-0.2482527040166873
ACH-000701,-0.3671937291299103
ACH-000706,-0.17468898029784125
ACH-000711,-0.21691508809527527
ACH-000713,-0.4485914386853768
ACH-000714,-0.2754975733035128
ACH-000718,-0.2486126514227316
ACH-000720,-0.19064585295851
ACH-000721,-0.2284628206518137
ACH-000724,-0.3803256151708969
ACH-000725,-0.3327330802285585
ACH-000732,-0.14282322579858087
ACH-000734,-0.3569552939623357
ACH-000735,-0.4598528006600166
ACH-000736,-0.2122562950690103
ACH-000738,-0.3244092919650525
ACH-000746,-0.2497323708453685
ACH-000747,-0.098142093208966
ACH-000748,-0.2019010221915869
ACH-000753,-0.28407628988796524
ACH-000756,-0.5114763968374266
ACH-000757,-0.16352047307930334
ACH-000758,-0.2430148517275096
ACH-000760,-0.2446373760647705
ACH-000762,-0.10194464146650303
ACH-000763,-0.11935226213229193
ACH-000764,-0.08071898064715978
ACH-000765,-0.16836262416327272
ACH-000766,-0.2953470001161421
ACH-000767,-0.1115753482749319
ACH-000768,-0.4427216757210735
ACH-000769,-0.2459008092328856
ACH-000770,-0.11660811572746925
ACH-000771,-0.3709409601770829
ACH-000773,-0.3984749775928441
ACH-000776,-0.3566256872742173
ACH-000777,-0.3383161855218656
ACH-000778,-0.1552096655468363
ACH-000781,-0.2523564656588011
ACH-000782,-0.03995890792423644
ACH-000783,-0.2932833495690054
ACH-000784,-0.2608571152695644
ACH-000785,-0.25401630923961355
ACH-000787,-0.3273733258496879
ACH-000788,-0.2955572237088535
ACH-000791,-0.292431521773016
ACH-000792,-0.3343913330284412
ACH-000794,-0.3805631535602129
ACH-000796,-0.3669508277027079
ACH-000798,-0.45029609025818057
ACH-000799,-0.14323161338116627
ACH-000800,-0.4122934287930818
ACH-000802,-0.26927547442574795
ACH-000804,-0.2784644042159763
ACH-000805,-0.2289375376311708
ACH-000809,-0.3785016144990173
ACH-000810,-0.2567610077770857
ACH-000811,-0.1857095490076928
ACH-000817,-0.3742988713210823
ACH-000819,-0.38551198241254503
ACH-000820,-0.07344112759462246
ACH-000821,-0.2839733613898697
ACH-000822,-0.4678698203380346
ACH-000823,-0.3678180169288304
ACH-000824,-0.2960039252233159
ACH-000827,-0.3676072106278816
ACH-000829,-0.3689864906048676
ACH-000831,-0.3650825859126185
ACH-000832,-0.1079932770787437
ACH-000833,-0.1313322065672485
ACH-000834,-0.1957695256879416
ACH-000835,-0.2328834044198537
ACH-000836,-0.2463444301849408
ACH-000837,-0.2122945626453271
ACH-000838,0.2302714482229983
ACH-000839,-0.20981271187706085
ACH-000840,-0.0873077140251598
ACH-000841,-0.09002840863991449
ACH-000843,-0.16783306842462636
ACH-000846,0.02559544570905372
ACH-000847,-0.3692851674242331
ACH-000848,-0.14166872806468572
ACH-000849,-0.12585014758150773
ACH-000851,-0.1951034602687858
ACH-000855,-0.2713261750506564
ACH-000856,-0.2628968115996335
ACH-000858,-0.17130679997881176
ACH-000859,-0.2519826075949757
ACH-000861,-0.4254020896573503
ACH-000862,-0.30225973107754417
ACH-000865,-0.1403863206688548
ACH-000866,-0.3301059495404642
ACH-000867,-0.12600777092549864
ACH-000869,-0.3840538314392057
ACH-000872,-0.03808527529495681
ACH-000873,-0.34922592540598146
ACH-000876,-0.3490802470791545
ACH-000878,-0.27007244428702165
ACH-000880,-0.4983523861262914
ACH-000881,-0.33652182379725226
ACH-000882,-0.1391596197421685
ACH-000884,-0.09098061912070664
ACH-000885,-0.18575545817816694
ACH-000887,-0.13622994941247038
ACH-000889,-0.2257974209454789
ACH-000896,-0.2968770678075308
ACH-000898,-0.3395026486165796
ACH-000900,-0.2388242496887741
ACH-000901,-0.23847642033336736
ACH-000905,-0.3357052454020665
ACH-000906,-0.3451603577265953
ACH-000907,-0.12536558752131305
ACH-000910,-0.16745231735077007
ACH-000911,-0.27145093320220137
ACH-000912,-0.3699805590409314
ACH-000913,-0.4957634532194016
ACH-000915,-0.3278028068548069
ACH-000916,-0.25479786874500354
ACH-000917,-0.1045882537847464
ACH-000920,-0.14446179900788164
ACH-000921,-0.4622061131226469
ACH-000924,-0.1257993042939307
ACH-000926,-0.3087233979395433
ACH-000928,-0.20629091259876697
ACH-000929,-0.4091282774345713
ACH-000932,-0.3608237535861497
ACH-000935,-0.5004844001670089
ACH-000936,-0.3923944845537241
ACH-000937,-0.2568848292947569
ACH-000938,-0.15358914579440952
ACH-000939,-0.21574687809195836
ACH-000941,-0.3389271872675611
ACH-000943,-0.1877240395065615
ACH-000946,-0.30679677973160635
ACH-000947,-0.33123516540482845
ACH-000948,-0.2607774771920809
ACH-000950,-0.290667842889728
ACH-000953,-0.1309879349762584
ACH-000954,-0.030932091714414838
ACH-000957,-0.21387254446492684
ACH-000958,-0.2643010547866747
ACH-000960,-0.1619756228583433
ACH-000963,-0.4956778206039646
ACH-000968,-0.3339546529536415
ACH-000969,-0.2802322275839424
ACH-000972,-0.15963901319856452
ACH-000973,-0.07811932687763999
ACH-000974,-0.331916784118714
ACH-000978,-0.2440547944992606
ACH-000984,-0.30027183204812524
ACH-000986,-0.1959087664199279
ACH-000988,-0.2695548073813984
ACH-000993,-0.28272933790368865
ACH-000994,-0.4009874966509121
ACH-000996,-0.4372063521860035
ACH-001001,-0.29399219132940685
ACH-001020,-0.18266305880153044
ACH-001028,-0.2902803231805028
ACH-001031,-0.5956718560756108
ACH-001038,-0.26607489536805623
ACH-001048,-0.2753518652714679
ACH-001050,-0.293905637386146
ACH-001053,0.0009771539646026485
ACH-001054,-0.2645118139049813
ACH-001061,-0.20887100259593705
ACH-001067,-0.33416408016953497
ACH-001075,-0.3961892128859208
ACH-001096,-0.14747423153021322
ACH-001111,-0.3759799973109785
ACH-001119,-0.2665540937691763
ACH-001128,-0.2944130809151355
ACH-001134,-0.1444841344750912
ACH-001151,-0.014802925667067262
ACH-001163,-0.2832966194055913
ACH-001164,-0.3242231518736535
ACH-001183,-0.27642972774821617
ACH-001192,-0.29767001382220065
ACH-001193,-0.4111603157957697
ACH-001196,-0.09103908365925842
ACH-001197,-0.025083241488384745
ACH-001205,-0.5109278843350591
ACH-001211,-0.10451716058955626
ACH-001212,-0.20530935579749585
ACH-001228,-0.21745323779603426
ACH-001232,-0.2254149025245953
ACH-001239,-0.09323046591598326
ACH-001270,-0.1527638937177655
ACH-001274,-0.274565571557585
ACH-001275,-0.30000880700352456
ACH-001277,0.09405703703331797
ACH-001278,-0.18078451344795454
ACH-001280,-0.23273837384042656
ACH-001283,-0.3769132349209065
ACH-001289,-0.4583223162169394
ACH-001300,-0.2778480890518002
ACH-001301,-0.14286835261090766
ACH-001302,-0.2349072977299577
ACH-001306,-0.15572241226488534
ACH-001318,-0.008714390520654855
ACH-001322,-0.2993916163259398
ACH-001328,-0.15581409227540258
ACH-001332,-0.15659175273595008
ACH-001336,-0.06995442443727681
ACH-001346,-0.2137565298689346
ACH-001353,-0.44966113784034906
ACH-001354,-0.07241040062989086
ACH-001367,-0.298568598229825
ACH-001368,-0.18930232549615747
ACH-001374,0.2864731529407288
ACH-001377,-0.3716226234327637
ACH-001380,-0.33791035377392914
ACH-001391,-0.44118367008772574
ACH-001408,-0.19088817595333865
ACH-001430,-0.35102175098127475
ACH-001431,-0.21767098133584267
ACH-001450,0.21435646363510727
ACH-001496,-0.1732149854649093
ACH-001500,-0.17927058727682196
ACH-001523,-0.2743598197726676
ACH-001532,-0.456671163400506
ACH-001550,-0.25977438473493225
ACH-001552,-0.19102945069358415
ACH-001554,-0.3155228297668439
ACH-001654,-0.4431815527981961
ACH-001735,-0.18205425829150973
ACH-001736,-0.1293359539463224
ACH-001737,-0.28243694283661996
ACH-001740,-0.14483359482333424
ACH-001745,-0.2404586816857009
ACH-001765,-0.2777541731862086
