,NFATC2IP (84901)
ACH-000320,-0.3859434271881603
ACH-000322,-0.7184200123051034
ACH-000323,-0.5686452811250798
ACH-000324,-0.19370958086829884
ACH-000329,-0.2545193564634529
ACH-000330,-0.3231511143288176
ACH-000331,-0.4427555521423882
ACH-000332,-0.6871469314578663
ACH-000334,-0.2516049510095552
ACH-000335,-0.21606819615230866
ACH-000336,-0.2291834972817925
ACH-000337,-0.5306879098223478
ACH-000338,-0.7014232314132932
ACH-000339,-0.34642296735822903
ACH-000341,-0.3126115556992139
ACH-000348,-0.5803412460105708
ACH-000350,-0.4930372242617332
ACH-000352,-0.3044173775362665
ACH-000356,-0.6509289290598436
ACH-000361,-0.5260956772605068
ACH-000362,-0.5088848994009003
ACH-000363,-0.3621601625265564
ACH-000364,-0.31068006847493723
ACH-000365,-0.3530586769698865
ACH-000366,-0.2656898251793613
ACH-000368,-0.5455551441545924
ACH-000374,-0.6022086754683909
ACH-000375,-0.2867285971129217
ACH-000376,-0.19281853597755766
ACH-000381,-0.2505703775782009
ACH-000383,-0.22595482895001376
ACH-000387,-0.4687543769826409
ACH-000389,-0.33346143391125355
ACH-000390,-0.3395004428660668
ACH-000393,-0.32415553495273136
ACH-000395,-0.23381308672566656
ACH-000396,-0.3352420466546213
ACH-000397,-0.4240373117019185
ACH-000401,-0.5929705832051547
ACH-000402,-0.02015442549127476
ACH-000403,-0.22521960258106266
ACH-000404,-0.3718322267519899
ACH-000406,-0.4149121795185912
ACH-000407,-0.4783460448044483
ACH-000408,-0.3689533841043762
ACH-000410,-0.43743173179252864
ACH-000411,-0.4642761824347628
ACH-000414,-0.3047477514226235
ACH-000415,-0.4639963476727297
ACH-000416,-0.4567986389729426
ACH-000420,-0.5821035060994242
ACH-000421,-0.2070629396753219
ACH-000424,-0.5563792496912215
ACH-000425,-0.5454806103064206
ACH-000426,-0.19901777558996195
ACH-000427,-0.3779918337107228
ACH-000433,-0.5241158841381155
ACH-000435,-0.6501312677114682
ACH-000436,-0.3399278948428777
ACH-000444,-0.33086142943670593
ACH-000445,-0.4722839201125422
ACH-000448,-0.3521327819045193
ACH-000450,-0.36713240466478136
ACH-000452,-0.3727246592435538
ACH-000454,-0.4007824061455941
ACH-000458,-0.5594632088335896
ACH-000459,-0.3237844475652297
ACH-000460,-0.28797159912873754
ACH-000461,-0.276259066040787
ACH-000463,-0.38351643362890997
ACH-000464,-0.2270893251930028
ACH-000466,-0.026932699912069858
ACH-000467,-0.3101401915328325
ACH-000468,-0.2225864605284769
ACH-000469,-0.3022262763793951
ACH-000470,-0.1824313838918199
ACH-000471,-0.3064147639338449
ACH-000472,-0.3774199776225162
ACH-000473,-0.454083676282225
ACH-000475,-0.31419936428272155
ACH-000476,-0.3873931822062665
ACH-000477,-0.2725146459107239
ACH-000479,-0.23326822354228546
ACH-000480,-0.5066436296055877
ACH-000481,-0.26510566940235875
ACH-000483,-0.698325094827341
ACH-000484,-0.26922761617142915
ACH-000485,-0.2020332132631407
ACH-000486,-0.5375366613152347
ACH-000487,-0.18326673471293853
ACH-000488,-0.4009071746228303
ACH-000490,-0.3784511262527834
ACH-000491,-0.29003632403885776
ACH-000495,-0.31561252524838657
ACH-000496,-0.4245839485107128
ACH-000499,-0.5456534893547753
ACH-000500,-0.011735824065521958
ACH-000502,-0.30782349000516085
ACH-000503,-0.5804065727738363
ACH-000505,-0.4878392096429831
ACH-000507,-0.33142814763613104
ACH-000510,-0.4904681402111178
ACH-000511,-0.3661414434828296
ACH-000512,-0.2284011951030885
ACH-000516,-0.4817370992147884
ACH-000517,-0.3221089763781708
ACH-000518,-0.3362114972451278
ACH-000520,-0.4594011158840029
ACH-000521,-0.4310133184494071
ACH-000522,-0.5267724427174103
ACH-000524,-0.21855916366531508
ACH-000527,-0.4013654327855897
ACH-000528,-0.29798675549881865
ACH-000537,-0.37548553713189264
ACH-000541,-0.5893148464675037
ACH-000542,-0.3800510108804088
ACH-000544,-0.3242519522560621
ACH-000545,-0.3452978524644857
ACH-000547,-0.3676852372616564
ACH-000548,-0.4731831304257702
ACH-000549,-0.3214227111768206
ACH-000550,-0.3739225560455112
ACH-000552,-0.19940540472999385
ACH-000556,-0.3907670882629999
ACH-000557,-0.25908744712716003
ACH-000569,-0.3658971318706675
ACH-000570,-0.23369775520819894
ACH-000571,-0.3807047311922146
ACH-000573,-0.2717135542891988
ACH-000576,-0.4418192730457414
ACH-000579,-0.4748082164546733
ACH-000580,-0.3003444907186206
ACH-000584,-0.4914439641971882
ACH-000585,-0.4421611827065803
ACH-000588,-0.2638278397712137
ACH-000589,-0.2833947901721578
ACH-000591,-0.329416375766977
ACH-000593,-0.3088802373099997
ACH-000600,-0.3505800854680593
ACH-000601,-0.3540649820172951
ACH-000605,-0.44489951523487775
ACH-000606,-0.30383786161822585
ACH-000608,-0.3007580577293446
ACH-000614,-0.42063504659603057
ACH-000616,-0.45533848952802
ACH-000618,-0.2599847984657885
ACH-000619,-0.34301038311392895
ACH-000620,-0.3823399349310922
ACH-000621,-0.6803979904457045
ACH-000622,-0.35292366717661205
ACH-000623,-0.3503912641493181
ACH-000624,-0.505389579540959
ACH-000627,-0.15062690251233868
ACH-000630,-0.2640318955022532
ACH-000631,-0.26133612421255664
ACH-000632,-0.3467968001913369
ACH-000633,-0.4547654588103505
ACH-000637,-0.6869390388393309
ACH-000638,-0.28239012910192746
ACH-000646,-0.4191472796458733
ACH-000647,-0.3054471075049017
ACH-000648,-0.4522137937687231
ACH-000649,-0.1676808104148542
ACH-000651,-0.2595562785526121
ACH-000652,-0.16680993454710835
ACH-000653,-0.6000363621995106
ACH-000657,-0.4430728158291001
ACH-000658,-0.415125069678344
ACH-000661,-0.297599560490672
ACH-000662,-0.1168110866633131
ACH-000663,-0.3088187657150637
ACH-000665,-0.4007748697958923
ACH-000671,-0.5353775410549345
ACH-000672,-0.39842010582568776
ACH-000673,-0.4115311251473937
ACH-000676,-0.36954824277214776
ACH-000677,-0.33475743158623633
ACH-000681,-0.33007576350137857
ACH-000683,-0.4580204291886985
ACH-000684,-0.450162645673816
ACH-000688,-0.4288859447722295
ACH-000693,-0.4165648144758189
ACH-000694,-0.2781696262914057
ACH-000695,-0.2851997528138331
ACH-000696,-0.36151000233185104
ACH-000697,-0.5716976309014851
ACH-000699,-0.6868550552921432
ACH-000701,-0.32431255070720155
ACH-000706,-0.3257637996692637
ACH-000711,-0.33754769205814283
ACH-000713,-0.6152976284166918
ACH-000714,-0.887379273984857
ACH-000718,-0.3417736663593921
ACH-000720,-0.2056871270504245
ACH-000721,-0.4031010873326503
ACH-000724,-0.4695489845276507
ACH-000725,-0.5246004660653459
ACH-000732,-0.4490722485659837
ACH-000734,-0.22807947927138325
ACH-000735,-0.3680372244685484
ACH-000736,-0.5417455695146164
ACH-000738,-0.3678097394038841
ACH-000746,-0.3847387035579989
ACH-000747,-0.2772407928059719
ACH-000748,-0.28243237258947745
ACH-000753,-0.4105520255886959
ACH-000756,-0.3593582975189018
ACH-000757,-0.355404710343884
ACH-000758,-0.6159419507163539
ACH-000760,-0.4927008377579611
ACH-000762,-0.24456046759958364
ACH-000763,-0.23265633634316996
ACH-000764,-0.4061147101719328
ACH-000765,-0.2621984464342003
ACH-000766,-0.5009158350078405
ACH-000767,-0.3986474764987461
ACH-000768,-0.3754382000878578
ACH-000769,-0.18699587078362515
ACH-000770,-0.2278174320147673
ACH-000771,-0.34365557164815597
ACH-000773,-0.5561557774630012
ACH-000776,-0.2841515376527817
ACH-000777,-0.2695882777178777
ACH-000778,-0.4194939396690327
ACH-000781,-0.2533053231917711
ACH-000782,-0.3368124129364582
ACH-000783,-0.42455221838260304
ACH-000784,-0.3422278666146452
ACH-000785,-0.362933010729169
ACH-000787,-0.2491162220806128
ACH-000788,-0.35614117588243765
ACH-000791,-0.2304306050021464
ACH-000792,-0.2458338874264585
ACH-000794,-0.4314683481530735
ACH-000796,-0.3589206898804017
ACH-000798,-0.1737367004832174
ACH-000799,-0.4952538699324748
ACH-000800,-0.4505388074546325
ACH-000802,-0.38139153822882704
ACH-000804,-0.35393415944139006
ACH-000805,-0.5357840856169699
ACH-000809,-0.2883865226242989
ACH-000810,-0.3311103397698631
ACH-000811,-0.3378598640533845
ACH-000817,-0.2804936454244322
ACH-000819,-0.3234218734625877
ACH-000820,-0.3315553853430359
ACH-000821,-0.6163245795628526
ACH-000822,-0.21167814005758945
ACH-000823,-0.18953054954828286
ACH-000824,-0.2778223516320896
ACH-000827,-0.426391962626867
ACH-000829,-0.4623942341539881
ACH-000831,-0.08951250756282704
ACH-000832,-0.441819231094462
ACH-000833,-0.35486550465042177
ACH-000834,-0.3644882420316512
ACH-000835,-0.34055748995664903
ACH-000836,-0.32729147654632235
ACH-000837,-0.3021010875023352
ACH-000838,-0.19481198440892286
ACH-000839,-0.2666679612582903
ACH-000840,-0.5395232450443848
ACH-000841,-0.2592522598693973
ACH-000843,-0.24554628163211875
ACH-000846,-0.530059461158192
ACH-000847,-0.2312541655945419
ACH-000848,-0.30819597477708033
ACH-000849,-0.5683054244480653
ACH-000851,-0.4181776356997161
ACH-000855,-0.22076070325843344
ACH-000856,-0.4164653903986157
ACH-000858,-0.3187548104767073
ACH-000859,-0.2243252381347824
ACH-000861,-0.4054015856420979
ACH-000862,-0.22114553267879475
ACH-000865,-0.2295970453606013
ACH-000866,-0.4297618376772793
ACH-000867,-0.4350200379978315
ACH-000869,-0.5769530506505142
ACH-000872,-0.5429720820763374
ACH-000873,-0.16931440157221572
ACH-000876,-0.4033838317854533
ACH-000878,-0.08473366512509235
ACH-000880,-0.2812327304830368
ACH-000881,-0.26442523784415034
ACH-000882,-0.2318208979736265
ACH-000884,-0.5674716296317976
ACH-000885,-0.297995983116613
ACH-000887,-0.26072342721647696
ACH-000889,-0.33434430040213514
ACH-000896,-0.28606924587691096
ACH-000898,-0.4190207004594652
ACH-000900,-0.4965606261393238
ACH-000901,-0.6344200592301712
ACH-000905,-0.3984873492335566
ACH-000906,-0.28341745811352753
ACH-000907,-0.5385343500896149
ACH-000910,-0.3599728691747668
ACH-000911,-0.45639778941949005
ACH-000912,-0.3314321271266502
ACH-000913,-0.3253990496098724
ACH-000915,-0.2297288131648909
ACH-000916,-0.09676446181558357
ACH-000917,-0.537320987117511
ACH-000920,-0.3872755329983049
ACH-000921,-0.2592500807125854
ACH-000924,-0.32237828958387216
ACH-000926,-0.3637282447549681
ACH-000928,-0.5071984547122346
ACH-000929,-0.5629366090795187
ACH-000932,-0.3768315851620552
ACH-000935,-0.4609232493649259
ACH-000936,-0.43289719899312623
ACH-000937,-0.3169672151227237
ACH-000938,-0.2716289884804669
ACH-000939,-0.4209008893801395
ACH-000941,-0.3544903024180582
ACH-000943,-0.4292899849603703
ACH-000946,-0.19282121929650864
ACH-000947,-0.3254207901427768
ACH-000948,-0.3865134003054273
ACH-000950,-0.32644089915840074
ACH-000953,-0.3474417847149863
ACH-000954,-0.28589815490085113
ACH-000957,-0.2562975427227559
ACH-000958,-0.4598991089688384
ACH-000960,-0.2845101323349544
ACH-000963,-0.3374991484648372
ACH-000968,-0.3312507829235357
ACH-000969,-0.2566165091508718
ACH-000972,-0.2836600370604556
ACH-000973,-0.4466857713771661
ACH-000974,-0.2693607585609683
ACH-000978,-0.5840634645611482
ACH-000984,-0.4847776680233757
ACH-000986,-0.31992923994697314
ACH-000988,-0.4141374109087546
ACH-000993,-0.5647701410556629
ACH-000994,-0.4733177524560632
ACH-000996,-0.21184775602304373
ACH-001001,-0.3328075825642886
ACH-001020,-0.5401655782413647
ACH-001028,-0.18530291585938666
ACH-001031,-0.39752197265010814
ACH-001038,-0.5343632002195466
ACH-001048,-0.3066941643058105
ACH-001050,-0.2527185409777929
ACH-001053,-0.41573848388780027
ACH-001054,-0.3890432061588156
ACH-001061,-0.3366897006252313
ACH-001067,-0.3751827001674613
ACH-001075,-0.3072167858790677
ACH-001096,-0.3499579485150473
ACH-001111,-0.34393963954752665
ACH-001119,-0.4586524660006346
ACH-001128,-0.5108832624030614
ACH-001134,-0.3817129435279824
ACH-001151,-0.37586006089971147
ACH-001163,-0.38613752637713
ACH-001164,-0.43607364771545376
ACH-001183,-0.2571186281017703
ACH-001192,-0.4200735610379566
ACH-001193,-0.3398675447712823
ACH-001196,-0.6133163849619649
ACH-001197,-0.21649138975719692
ACH-001205,-0.5746893647142765
ACH-001211,-0.4016568790571137
ACH-001212,-0.4547624130453672
ACH-001228,-0.6608350806019754
ACH-001232,-0.4071541101265295
ACH-001239,-0.33141550397477937
ACH-001270,-0.4895975262924418
ACH-001274,-0.3650170399175969
ACH-001275,-0.7175891985254627
ACH-001277,-0.3801618657881178
ACH-001278,-0.353702776584962
ACH-001280,-0.3508508523072674
ACH-001283,-0.3591564717414595
ACH-001289,-0.2535205478208843
ACH-001300,-0.17900773481733934
ACH-001301,-0.3534771563667448
ACH-001302,-0.36701918491225305
ACH-001306,-0.45635329176769895
ACH-001318,-0.3974704862511797
ACH-001322,-0.7124712197251023
ACH-001328,-0.23650433348083702
ACH-001332,-0.4302867059754293
ACH-001336,-0.5823553588369229
ACH-001346,-0.2690653677098808
ACH-001353,-0.2499018484240446
ACH-001354,-0.09972030464114758
ACH-001367,-0.5160188453862267
ACH-001368,-0.3832846359339812
ACH-001374,-0.2820616373364543
ACH-001377,-0.393842953872706
ACH-001380,-0.16065033996437544
ACH-001391,-0.3211529673568915
ACH-001408,-0.3261337733889679
ACH-001430,-0.5211472877321611
ACH-001431,-0.2334064690396074
ACH-001450,-0.3419162875500199
ACH-001496,-0.34442345296932925
ACH-001500,-0.1879227300456334
ACH-001523,-0.4778137138614616
ACH-001532,-0.4210309270156807
ACH-001550,-0.17107948573304593
ACH-001552,-0.2804744135463765
ACH-001554,-0.2629419435838708
ACH-001654,-0.3023916454459609
ACH-001735,-0.2998380927806596
ACH-001736,-0.2693008299651561
ACH-001737,-0.1934970680069628
ACH-001740,-0.3289191337119811
ACH-001745,-0.2938399643041161
ACH-001765,-0.35456818079877384
