,ARTN (9048)
ACH-000004,-0.1515646828407623
ACH-000005,-0.18574983589976696
ACH-000007,-0.052920317966455216
ACH-000009,-0.13228827570113544
ACH-000011,-0.2223815544675509
ACH-000012,-0.09098658489833464
ACH-000013,-0.049807590361586135
ACH-000014,-0.0126246919342588
ACH-000015,0.10416340969188707
ACH-000017,0.08428390373154948
ACH-000018,-0.013792143989211124
ACH-000019,-0.04175316274526482
ACH-000021,-0.05374842579999265
ACH-000022,-0.06446552256866453
ACH-000025,-0.11652258102050672
ACH-000028,0.15310760362530668
ACH-000030,-0.11200608691653513
ACH-000035,-0.07147186316454486
ACH-000036,0.07898433541967735
ACH-000037,0.004926119518833533
ACH-000039,0.05329788625869633
ACH-000040,-0.07427957934801477
ACH-000041,-0.14591324433035335
ACH-000042,-0.04279922615538402
ACH-000045,-0.08517101929320403
ACH-000047,-0.11110623012147
ACH-000052,0.0701627507140706
ACH-000053,-0.0067190958961783395
ACH-000054,-0.1472368023531344
ACH-000055,0.04666934009449589
ACH-000060,-0.19684906192478616
ACH-000067,-0.0607141508654347
ACH-000070,0.11717168261455292
ACH-000075,0.016036079318466973
ACH-000078,0.03771488689069375
ACH-000082,-0.14032557111890992
ACH-000085,-0.2354665769227105
ACH-000086,-0.2694930621999036
ACH-000087,-0.11239866696454777
ACH-000092,-0.24493387492813354
ACH-000095,-0.0380881667304437
ACH-000097,-0.03363440563765722
ACH-000098,0.05382665753173471
ACH-000099,-0.07369325500215634
ACH-000108,-0.17129082594547845
ACH-000113,-0.13624748203228346
ACH-000116,-0.028557830133877787
ACH-000118,-0.009043717390330292
ACH-000120,-0.07619978417694326
ACH-000123,-0.04186206950663239
ACH-000127,0.0035620605273417494
ACH-000128,0.005563928520516072
ACH-000132,-0.20513127882092505
ACH-000133,-0.09698678104705323
ACH-000137,-0.0402446974398719
ACH-000138,0.004228944064121448
ACH-000142,-0.026116287189654943
ACH-000143,0.11846814781334128
ACH-000146,-0.0012592073263487044
ACH-000148,-0.1511567537870119
ACH-000150,-0.1271004052096927
ACH-000152,-0.02125318240396446
ACH-000153,-0.2451404767152676
ACH-000159,0.046825975561800105
ACH-000160,0.02565477246524113
ACH-000163,-0.0975787061878999
ACH-000167,-0.2210786535852256
ACH-000168,-0.007362427009609362
ACH-000169,-0.052941095596199236
ACH-000178,-0.03926305642040445
ACH-000183,-0.04532789784317124
ACH-000188,-0.1131010067563646
ACH-000189,0.15520069156063754
ACH-000190,-0.06535286678013963
ACH-000198,-0.1044151672116196
ACH-000203,-0.3890961333187489
ACH-000204,0.053125426043039096
ACH-000206,0.01979979156573864
ACH-000207,-0.2836068640163859
ACH-000208,-0.2664293626540578
ACH-000210,-0.0031896683275447354
ACH-000211,-0.052388565208593335
ACH-000215,-0.18759860586589733
ACH-000221,0.1094772696317769
ACH-000222,0.09763803683447804
ACH-000223,-0.042981947469922975
ACH-000226,-0.02716779279224856
ACH-000227,-0.12081995968440976
ACH-000228,-0.13308991462727104
ACH-000231,-0.08481014962156051
ACH-000232,0.061562609756990364
ACH-000233,0.03892192232610492
ACH-000234,-0.04197921894748885
ACH-000235,-0.04453428297477244
ACH-000237,-0.021999551186468902
ACH-000238,-0.30855826265246955
ACH-000242,0.09807200853981557
ACH-000243,-0.011549876955643471
ACH-000244,-0.06361304296990332
ACH-000246,-0.06737954686610459
ACH-000248,-0.024799608091058613
ACH-000250,-0.058408488525141015
ACH-000251,-0.22125938034398812
ACH-000252,-0.011285509869585037
ACH-000253,-0.002923008233806865
ACH-000255,-0.0817320124663034
ACH-000256,-0.1117291200193757
ACH-000257,0.14151466022860112
ACH-000258,0.12832213715899726
ACH-000259,-0.11135178999023558
ACH-000260,-0.016154420049952496
ACH-000261,-0.023040280696716924
ACH-000262,0.011012345393967338
ACH-000263,-0.22385346721905267
ACH-000264,-0.1031879186886538
ACH-000265,0.041165015068398
ACH-000266,-0.045664504260988566
ACH-000272,-0.022185353032443074
ACH-000274,-0.20007903698562124
ACH-000277,0.03384967389522363
ACH-000278,-0.058971237783156424
ACH-000279,-0.08991024021222699
ACH-000280,-0.06445802085684339
ACH-000281,0.06328064736561388
ACH-000288,-0.1861387366935289
ACH-000291,0.050244603391881686
ACH-000293,0.0624012009082188
ACH-000294,0.05341039040832792
ACH-000295,-0.18372230326234776
ACH-000296,0.04395923073189777
ACH-000302,-0.1477694083510698
ACH-000304,-0.037967936643407627
ACH-000307,0.017796710466124827
ACH-000308,-0.0434264302329638
ACH-000310,0.0380966655528586
ACH-000311,-0.08435695102920901
ACH-000312,-0.09763026812806763
ACH-000315,-0.019988858220215608
ACH-000316,0.11626888792136217
ACH-000317,-0.1397147117374307
ACH-000318,-0.1680937210985384
ACH-000319,-0.044247292857097054
ACH-000320,-0.16092477873141914
ACH-000322,-0.08760641755481616
ACH-000323,-0.050937362054117
ACH-000324,-0.025854361660308082
ACH-000329,0.1255054210142158
ACH-000330,-0.08779778848473621
ACH-000331,-0.16669281603677702
ACH-000332,-0.05918406230071846
ACH-000334,-0.0437213537984629
ACH-000335,-0.2633168038475941
ACH-000336,-0.031701534011847436
ACH-000337,-0.26292817236638744
ACH-000338,0.4367356464518815
ACH-000339,0.013621945011912854
ACH-000341,-0.0457051829091882
ACH-000348,-0.16597644484963753
ACH-000350,-0.009273605761405408
ACH-000352,0.003940294025552741
ACH-000356,-0.288390920751417
ACH-000361,-0.027438374391475
ACH-000362,-0.12567628119318305
ACH-000363,0.01982524921565388
ACH-000364,-0.06161560057976859
ACH-000365,-0.07369039464926899
ACH-000366,-0.07239929139604477
ACH-000368,0.057085397097905416
ACH-000374,0.0038301332093596523
ACH-000375,-0.056865306699269785
ACH-000376,-0.20851968859956568
ACH-000381,-0.1411202365724455
ACH-000383,-0.1595782783189537
ACH-000387,-0.18741446013082896
ACH-000389,-0.15133334848425742
ACH-000390,-0.06110801122818647
ACH-000393,-0.05655174095794674
ACH-000395,-0.054260110224034035
ACH-000396,0.05292064810707438
ACH-000397,-0.0219820853833466
ACH-000401,-0.09450888536917028
ACH-000402,-0.2438333956136348
ACH-000403,-0.09513000433365164
ACH-000404,-0.4276565828924124
ACH-000406,-0.09496973596492712
ACH-000407,-0.15330576264689874
ACH-000408,-0.2000278923499638
ACH-000410,-0.16983158935999074
ACH-000411,-0.24284740319040946
ACH-000414,-0.19797429271251804
ACH-000415,-0.20983361578829687
ACH-000416,-0.07283951658062142
ACH-000420,0.007479909708029659
ACH-000421,-0.08887381096620546
ACH-000424,0.06888833250319149
ACH-000425,-0.039116121053312886
ACH-000426,-0.050268627584840506
ACH-000427,-0.08101229376417479
ACH-000433,-0.08285992949105858
ACH-000435,-0.027022326029657158
ACH-000436,-0.11125921781976524
ACH-000444,0.015170968239064784
ACH-000445,-0.12486431271910325
ACH-000448,0.002124623977636368
ACH-000450,-0.3350024193381504
ACH-000452,-0.052270785204145714
ACH-000454,-0.046636051241904834
ACH-000458,-0.004172397621199928
ACH-000459,-0.004296777210469341
ACH-000460,0.07846169325837041
