,LTB4R2 (56413)
ACH-000222,-0.20366485492755973
ACH-000223,-0.2653974383373548
ACH-000226,-0.4299650824229168
ACH-000227,-0.12183461754624407
ACH-000228,-0.6492163130776424
ACH-000231,-0.4040146796774484
ACH-000232,-0.295464970370437
ACH-000233,-0.1863836254685932
ACH-000234,-0.21881842405482269
ACH-000235,-0.28438133366652313
ACH-000237,-0.15941491310027625
ACH-000238,-0.4582934471775797
ACH-000242,-0.39371606605157
ACH-000243,-0.3620997490666208
ACH-000244,-0.2618908873051385
ACH-000246,-0.4667721181831906
ACH-000248,-0.579649929140734
ACH-000250,-0.3600512219743877
ACH-000251,-0.4753508532611335
ACH-000252,-0.3649209437633475
ACH-000253,-0.3108542525250672
ACH-000255,-0.3586037711787014
ACH-000256,-0.36917174091863136
ACH-000257,-0.4486317211592509
ACH-000258,-0.2392307669349969
ACH-000259,-0.2521655996763945
ACH-000260,-0.4123558370024001
ACH-000261,-0.30293528743333165
ACH-000262,-0.6519744192478639
ACH-000263,-0.32023180864814754
ACH-000264,-0.3913974389191707
ACH-000265,-0.30908140607958223
ACH-000266,-0.3585678682928585
ACH-000272,-0.2737601997678948
ACH-000274,-0.3580446528686667
ACH-000277,-0.3445094327886754
ACH-000278,-0.43002601006245067
ACH-000279,-0.36154682538951416
ACH-000280,-0.5639256214847396
ACH-000281,-0.1840421104683064
ACH-000288,-0.3475318483053243
ACH-000291,-0.2888143902368288
ACH-000293,-0.4419478742395981
ACH-000294,-0.5683641345981377
ACH-000295,-0.18117284574561213
ACH-000296,-0.4426554558720695
ACH-000302,-0.3303559952389732
ACH-000304,-0.3540796441370107
ACH-000307,-0.3843935659888891
ACH-000308,-0.393682402160576
ACH-000310,-0.3643864539394889
ACH-000311,-0.505744654826288
ACH-000312,-0.4267219469360258
ACH-000315,-0.5588188060501761
ACH-000316,-0.34959753990783937
ACH-000317,-0.3597600083661806
ACH-000318,-0.4457562215843425
ACH-000319,-0.1829356171489089
ACH-000320,-0.08401041064011379
ACH-000322,-0.4259164075161251
ACH-000323,-0.34975432495652337
ACH-000324,-0.4458683148636401
ACH-000329,-0.30604350769925365
ACH-000330,-0.3742305706200429
ACH-000331,-0.29347530381747805
ACH-000332,-0.2226329788698881
ACH-000334,-0.492108138913181
ACH-000335,-0.1057876507419392
ACH-000336,-0.14272219095714972
ACH-000337,-0.4142240941377819
ACH-000338,-0.5786910724342327
ACH-000339,-0.3457998768334684
ACH-000341,-0.41469062884255387
ACH-000348,-0.3975779222398601
ACH-000350,-0.4311059925828185
ACH-000352,-0.4230039706477292
ACH-000356,-0.6173035552902107
ACH-000361,-0.4530199987364558
ACH-000362,-0.5097073740960142
ACH-000363,-0.17812207655872767
ACH-000364,-0.22440469377347508
ACH-000365,-0.2963052481517561
ACH-000366,-0.4579256985366596
ACH-000368,-0.4777583306343679
ACH-000374,-0.3274995009355998
ACH-000375,-0.3526852875613667
ACH-000376,-0.3480340634392195
ACH-000381,-0.4501079183659034
ACH-000383,-0.3923189638406944
ACH-000387,-0.34915760805558793
ACH-000389,-0.219546815302802
ACH-000390,-0.35246982232739826
ACH-000393,-0.4487169460370297
ACH-000395,-0.4236410168704407
ACH-000396,-0.3042109588987374
ACH-000397,-0.4321485576879629
ACH-000401,-0.2543532376052338
ACH-000402,-0.7435223718860511
ACH-000403,-0.428467137070961
ACH-000404,-0.6443050106950832
ACH-000406,-0.32797351551344817
ACH-000407,-0.452620720987976
ACH-000408,-0.25038639393080603
ACH-000410,-0.21056872682289385
ACH-000411,-0.3058225407043958
ACH-000414,-0.3745410153221094
ACH-000415,-0.5321620303855015
ACH-000416,-0.3728649707365295
ACH-000420,-0.4217232664482746
ACH-000421,-0.2869020970784456
ACH-000424,-0.2706810272014599
ACH-000425,-0.3131918936755857
ACH-000426,-0.3926283928684737
ACH-000427,-0.3481322206051053
ACH-000433,-0.6260165396495785
ACH-000435,-0.07723072249311766
ACH-000436,-0.2712306502917957
ACH-000444,-0.3726809177352009
ACH-000445,-0.3441206308677151
ACH-000448,-0.3410927599882374
ACH-000450,-0.3938448369571722
ACH-000452,-0.3126964032201869
ACH-000454,-0.4395309855186832
ACH-000458,-0.3674412459064299
ACH-000459,-0.4851980452070554
ACH-000460,-0.3334788072831543
ACH-000461,-0.44786807860096617
ACH-000463,-0.474681816668474
ACH-000464,-0.3734608077153469
ACH-000466,-0.4444244754869062
ACH-000467,-0.37104206236273135
ACH-000468,-0.3513260754666966
ACH-000469,-0.32533969456153355
ACH-000470,-0.4276499666464973
ACH-000471,-0.5202410268475208
ACH-000472,-0.3446102452931232
ACH-000473,-0.3857327694679306
ACH-000475,-0.5152665067750907
ACH-000476,-0.3667676114273407
ACH-000477,-0.5211386779569199
ACH-000479,-0.4114315558156816
ACH-000480,-0.28090969650499786
ACH-000481,-0.6646114168828077
ACH-000483,-0.4026200692377029
ACH-000484,-0.3956147250039739
ACH-000485,-0.5014778876820689
ACH-000486,-0.6288065987420423
ACH-000487,-0.18261702115952788
ACH-000488,-0.31049371277198995
ACH-000490,-0.4047843262843761
ACH-000491,-0.3338255227027599
ACH-000495,-0.2532721227435591
ACH-000496,-0.353189938828876
ACH-000499,-0.26803273991094423
ACH-000500,0.09642451635228734
ACH-000502,-0.4189892033190277
ACH-000503,-0.3060637394254063
ACH-000505,-0.3489942029360085
ACH-000507,-0.3626090714747922
ACH-000510,-0.3699466116251428
ACH-000511,-0.2938963810483449
ACH-000512,-0.4470613365398632
ACH-000516,-0.30801105781399396
ACH-000517,-0.3059999630663856
ACH-000518,-0.4631898993994985
ACH-000520,-0.4002331961334753
ACH-000521,-0.1392306286857148
ACH-000522,-0.38413457176340604
ACH-000524,-0.5064799036466349
ACH-000527,-0.2559936787738775
ACH-000528,-0.2803058020166365
ACH-000537,-0.5072942519295311
ACH-000541,-0.2391718108676969
ACH-000542,-0.20775397456037525
ACH-000544,-0.4511425641355982
ACH-000545,-0.4906372324834881
ACH-000547,-0.24782118742278506
ACH-000548,-0.28165312268375503
ACH-000549,-0.18764066870617305
ACH-000550,-0.31667557600971097
ACH-000552,-0.4462833968392169
ACH-000556,-0.3395459676983858
ACH-000557,-0.3221533302208103
ACH-000569,-0.2392182263325268
ACH-000570,-0.3758469214211769
ACH-000571,-0.4776995153537375
ACH-000573,-0.3721684271621745
ACH-000576,-0.35903132050992737
ACH-000579,-0.2756533711438883
ACH-000580,-0.4468649802574595
ACH-000584,-0.4601051089923593
ACH-000585,-0.25418314685229626
ACH-000588,-0.3407160012482331
ACH-000589,-0.24402726968671426
ACH-000591,-0.51347494868028
ACH-000593,-0.1864229911632809
ACH-000600,-0.3657553661511201
ACH-000601,-0.3065043774586565
ACH-000605,-0.2222995116982331
ACH-000606,-0.3551603950338135
ACH-000608,-0.4185908590267227
ACH-000614,-0.35954091737723143
ACH-000616,-0.4193863045076983
ACH-000618,-0.22478046682151914
ACH-000619,-0.3712632964949905
ACH-000620,-0.4132759012335805
ACH-000621,-0.2787405010307588
ACH-000622,-0.4123192754814633
ACH-000623,-0.4978276333076783
ACH-000624,-0.5316480257485302
ACH-000627,-0.3459487534715585
ACH-000630,-0.3261344294472565
ACH-000631,-0.40336172177753743
ACH-000632,-0.4456755992070098
ACH-000633,-0.32868498582179817
ACH-000637,-0.2329459902265011
ACH-000638,-0.3756454250716925
ACH-000646,-0.16626188509691867
ACH-000647,-0.32969189445476177
ACH-000648,-0.3129281113593214
ACH-000649,-0.3274837361333481
ACH-000651,-0.2593141271996503
ACH-000652,-0.20834241801613132
ACH-000653,-0.3123027419944091
ACH-000657,-0.379526504208748
ACH-000658,-0.13406152590243972
ACH-000661,-0.4238777612792229
ACH-000662,-0.5389767246388976
ACH-000663,-0.4278794737761232
ACH-000665,-0.3508197617123385
ACH-000671,-0.2308811683359752
ACH-000672,-0.7927603286408543
ACH-000673,-0.22112077046252776
ACH-000676,-0.27096348541531795
ACH-000677,-0.5407058506775362
ACH-000681,-0.3933008422884998
ACH-000683,-0.29134722959254045
ACH-000684,-0.4732877220399185
ACH-000688,-0.31958417439017706
ACH-000693,-0.31961784872278154
ACH-000694,-0.5219068917806874
ACH-000695,-0.2946011193931816
ACH-000696,-0.19539373895094125
ACH-000697,-0.6062019463700831
ACH-000699,-0.4716284651078019
ACH-000701,-0.3225741365573518
ACH-000706,-0.36743296921400265
ACH-000711,-0.4598601921444406
ACH-000713,-0.4089063960861269
ACH-000714,-0.4495151298272959
ACH-000718,-0.3733074005160914
ACH-000720,-0.3869670107420891
ACH-000721,-0.4366208337258756
ACH-000724,-0.3104652064540587
ACH-000725,-0.565227249841745
ACH-000732,-0.3440089276154936
ACH-000734,-0.3267611468894537
ACH-000735,-0.24452258973715396
ACH-000736,-0.4221130948951406
ACH-000738,-0.4555861809123084
ACH-000746,-0.43531452719229263
ACH-000747,-0.4821192247214999
ACH-000748,-0.3539628739566667
ACH-000753,-0.22239021487968552
ACH-000756,-0.5281666977090864
ACH-000757,-0.4246874895050688
ACH-000758,-0.4172826914614055
ACH-000760,-0.42448921936821815
ACH-000762,-0.4956616405733537
ACH-000763,-0.29070540217571805
ACH-000764,-0.2295866198893118
ACH-000765,-0.4487797371880148
ACH-000766,-0.3713009179085177
ACH-000767,-0.3655096898453407
ACH-000768,-0.4730420098837338
ACH-000769,-0.3792414026785971
ACH-000770,-0.5155145468540929
ACH-000771,-0.2328343796726272
ACH-000773,-0.4567856198351726
ACH-000776,-0.439063044786932
ACH-000777,-0.21579579581199484
ACH-000778,-0.2548875499623088
ACH-000781,-0.2983640929130071
ACH-000782,-0.4193423078550617
ACH-000783,-0.566068667247218
ACH-000784,-0.23116944383323915
ACH-000785,-0.23854250362320698
ACH-000787,-0.4286854326622356
ACH-000788,-0.3423217782977705
ACH-000791,-0.30345126730173744
ACH-000792,-0.4808266051559286
ACH-000794,-0.4653200230750229
ACH-000796,-0.4058019965624424
ACH-000798,-0.3787872378000651
ACH-000799,-0.2893553305073897
ACH-000800,-0.00775204236610348
ACH-000802,-0.3426055194393047
ACH-000804,-0.4665029103917543
ACH-000805,-0.5090425637369214
ACH-000809,-0.3845582689573264
ACH-000810,-0.25822338735473466
ACH-000811,-0.3417392082858944
ACH-000817,-0.3372739053514314
ACH-000819,-0.251465324989662
ACH-000820,-0.5678758585156644
ACH-000821,-0.4732968545534866
ACH-000822,-0.3718480072972455
ACH-000823,-0.4974367452467451
ACH-000824,-0.4356419282655357
ACH-000827,-0.3177029563858974
ACH-000829,-0.6833965876712693
ACH-000831,-0.3788552764008965
ACH-000832,-0.4064418140947546
ACH-000833,-0.4377702331736122
ACH-000834,-0.1612763857546863
ACH-000835,-0.34844924724322385
ACH-000836,-0.2925104053734216
ACH-000837,-0.4053956334653992
ACH-000838,-0.5452907061151017
ACH-000839,-0.5054961848786885
ACH-000840,0.030397675193559112
ACH-000841,-0.2810729278202981
ACH-000843,-0.3320650401514287
ACH-000846,-0.49986316198689795
ACH-000847,-0.3020525547032118
ACH-000848,-0.4720757253092413
ACH-000849,-0.4529541376740274
ACH-000851,-0.5653200847633629
ACH-000855,-0.4632621376182788
ACH-000856,-0.4916241789869018
ACH-000858,-0.282472586180699
ACH-000859,-0.6332598989354411
ACH-000861,-0.5076660460332775
ACH-000862,-0.26063874403976034
ACH-000865,-0.29211609529162075
ACH-000866,-0.2014815974490697
ACH-000867,-0.3588415298572156
ACH-000869,-0.4811311198762362
ACH-000872,-0.17561689639130745
ACH-000873,-0.4064145936361347
ACH-000876,-0.4182926320681949
ACH-000878,-0.39084824448460825
ACH-000880,-0.4678230348735659
ACH-000881,-0.2962677516444613
ACH-000882,-0.17941268867007978
ACH-000884,-0.3519388840367501
ACH-000885,-0.4743452983182528
ACH-000887,-0.32171567990916994
ACH-000889,-0.3989085712129555
ACH-000896,-0.4905925077739687
ACH-000898,-0.3404925469382939
ACH-000900,-0.3766505613216881
ACH-000901,-0.29607242046380644
ACH-000905,-0.33583267444397275
ACH-000906,-0.39449211417400615
ACH-000907,-0.5019473677776635
ACH-000910,-0.15763162372939427
ACH-000911,-0.4583493301431708
ACH-000912,-0.5055034643201015
ACH-000913,-0.3877787558875308
ACH-000915,-0.3709236139930913
ACH-000916,-0.4636546457439238
ACH-000917,-0.7364356743204247
ACH-000920,-0.3226758831380801
ACH-000921,-0.3387008574872125
ACH-000924,-0.15413964613198544
ACH-000926,-0.27131709226773104
ACH-000928,-0.4568392348879662
ACH-000929,-0.3716902155930925
ACH-000932,-0.6241430925278578
ACH-000935,-0.4149093485177461
ACH-000936,-0.4227876949933968
ACH-000937,-0.3099982479327363
ACH-000938,-0.3880414698727802
ACH-000939,-0.33644767865758785
ACH-000941,-0.508548324703181
ACH-000943,-0.3065101361895757
ACH-000946,-0.279404460676252
ACH-000947,-0.20266492105087652
ACH-000948,-0.3535463958376286
ACH-000950,-0.21062901996018596
ACH-000953,-0.4661339041568648
ACH-000954,-0.7863830487762163
ACH-000957,-0.4752593330779733
ACH-000958,-0.2190846789710435
ACH-000960,-0.3604790725296193
ACH-000963,-0.5107690467752798
ACH-000968,-0.27304535787513023
ACH-000969,-0.4327011641951447
ACH-000972,-0.4915356413023319
ACH-000973,-0.2094647543279204
ACH-000974,-0.23502313802295874
ACH-000978,-0.3095331743253228
ACH-000984,-0.17851439293017246
ACH-000986,-0.5175640148764161
ACH-000988,-0.3551821954949748
ACH-000993,-0.3811535930350381
ACH-000994,-0.3951318635537162
ACH-000996,-0.4340917370342948
ACH-001001,-0.4266378486663422
ACH-001020,-0.3566642019958299
ACH-001028,-0.4059059513489445
ACH-001031,-0.18232780177168795
ACH-001038,-0.2904057226438547
ACH-001048,-0.4351429971043601
ACH-001050,-0.29259069949323496
ACH-001053,-0.3774864415421545
ACH-001054,-0.34415820833937444
ACH-001061,-0.4840600924490973
ACH-001067,-0.39148647706906864
ACH-001075,-0.22148616452525813
ACH-001096,-0.1278478775812518
ACH-001111,-0.5324395635299797
ACH-001119,-0.19123207673389864
ACH-001128,-0.3226815401942685
ACH-001134,-0.4393519724748138
ACH-001151,-0.2639423275162868
ACH-001163,-0.4173439969172053
ACH-001164,-0.3291879107807805
ACH-001183,-0.4614978612358139
ACH-001192,-0.4929869928138953
ACH-001193,-0.4740597734597013
ACH-001196,-0.459002936753429
ACH-001197,-0.4731127948646002
ACH-001205,-0.49045974166174705
ACH-001211,-0.3938645576928991
ACH-001212,-0.690667302508599
ACH-001228,-0.2834445519584612
ACH-001232,-0.4090243862240407
ACH-001239,-0.3553932477847949
ACH-001270,-0.5558464754025183
ACH-001274,-0.4526236355084224
ACH-001275,-0.3569003634358063
ACH-001277,-0.3717163934795429
ACH-001278,-0.40679325811838174
ACH-001280,-0.0622421245155009
ACH-001283,-0.4963205776713346
ACH-001289,-0.5741329658151385
ACH-001300,-0.2443413066470588
ACH-001301,-0.30120339952171005
ACH-001302,-0.4213463079412912
ACH-001306,-0.19085169876752747
ACH-001318,-0.2700695300132644
ACH-001322,-0.37979264013433217
ACH-001328,-0.5307665322714227
ACH-001332,-0.4730489624796136
ACH-001336,-0.2182776799227825
ACH-001346,-0.5775533374330042
ACH-001353,-0.32451389322136603
ACH-001354,-0.32962260044608005
ACH-001367,-0.318992764672476
ACH-001368,-0.3746505601934932
ACH-001374,-0.3672138630308093
ACH-001377,-0.3606569550019228
ACH-001380,-0.4552511106883572
ACH-001391,-0.13764275686473362
ACH-001408,-0.5969329189559167
ACH-001430,-0.026572726822368168
ACH-001431,-0.3375541131781637
ACH-001450,-0.5380150361178357
ACH-001496,-0.3259941512670582
ACH-001500,-0.28436488441262586
ACH-001523,-0.26529862075181765
ACH-001532,-0.2598306527509153
ACH-001550,-0.6025271613485971
ACH-001552,-0.3085596212509012
ACH-001554,-0.41860144375922304
ACH-001654,-0.30337798226632506
ACH-001735,-0.16927417657836044
ACH-001736,-0.2556818930420451
ACH-001737,-0.3922474343437258
ACH-001740,-0.3288764970818629
ACH-001745,-0.4524853263818444
ACH-001765,-0.3998388733893331
