,SPTBN4 (57731)
ACH-000004,-0.10377444981897732
ACH-000005,-0.2377778607813341
ACH-000007,-0.1589016386742816
ACH-000009,-0.15434148996784175
ACH-000011,-0.2184804748032153
ACH-000012,-0.08715588730644827
ACH-000013,-0.13169480366169525
ACH-000014,-0.27148794636854284
ACH-000015,-0.1993568768704071
ACH-000017,-0.0868247175149711
ACH-000018,-0.07043237733513708
ACH-000019,-0.3532948952305772
ACH-000021,-0.21053407288147855
ACH-000022,-0.0682827006892179
ACH-000025,0.07166211943338363
ACH-000028,-0.2653623921204336
ACH-000030,-0.14210268612255952
ACH-000035,-0.21850242753524735
ACH-000036,0.01210654794176714
ACH-000037,-0.06420931137599054
ACH-000039,-0.13324440355657216
ACH-000040,-0.1667482830360648
ACH-000041,-0.10796848533958836
ACH-000042,-0.15035654282868485
ACH-000045,-0.17333228940751885
ACH-000047,-0.15142768347120367
ACH-000052,-0.15520479601895926
ACH-000053,-0.2075372570889597
ACH-000054,-0.08568078396860926
ACH-000055,-0.2006882007961976
ACH-000060,0.09379916161052278
ACH-000067,-0.20224029182948267
ACH-000070,-0.3198990555573897
ACH-000075,-0.21138726210596764
ACH-000078,0.03971993301064985
ACH-000082,-0.06817260684460331
ACH-000085,-0.109631830317895
ACH-000086,-0.14927716051883458
ACH-000087,-0.20244487061602653
ACH-000092,-0.10385936664393673
ACH-000095,-0.12387603880455565
ACH-000097,-0.3223980117509187
ACH-000098,-0.09911596762728037
ACH-000099,-0.1453409147976911
ACH-000108,-0.1967351661118269
ACH-000113,-0.1845652584370984
ACH-000116,-0.14209616513099532
ACH-000118,-0.16654922951211315
ACH-000120,-0.10910957554097704
ACH-000123,-0.10344894435981504
ACH-000127,-0.16225308059397753
ACH-000128,-0.268548793668615
ACH-000132,-0.09323250512304557
ACH-000133,-0.06956917093211883
ACH-000137,-0.27553246013950106
ACH-000138,-0.165249679367399
ACH-000142,-0.2040403838214856
ACH-000143,-0.02714764438638506
ACH-000146,-0.2318549484735693
ACH-000148,-0.11659404554266264
ACH-000150,0.15161455787887512
ACH-000152,-0.05389219093489736
ACH-000153,-0.11574224923450074
ACH-000159,-0.05527289288746917
ACH-000160,-0.20551842747300614
ACH-000163,0.12042815451090892
ACH-000167,-0.07348959522022593
ACH-000168,-0.0939841190787526
ACH-000169,-0.1267875723641933
ACH-000178,-0.16082699671932954
ACH-000183,-0.01576155789846725
ACH-000188,-0.09530233071574233
ACH-000189,-0.02776887472666804
ACH-000190,-0.4673718695960297
ACH-000198,-0.04465200571341345
ACH-000203,-0.18899467054714925
ACH-000204,-0.0803293788934044
ACH-000206,-0.09365113000912144
ACH-000207,-0.08663103754654919
ACH-000208,0.03376892089074609
ACH-000210,-0.2200958440364467
ACH-000211,-0.10009963188873837
ACH-000215,-0.034696727863496236
ACH-000221,-0.34705888288591497
ACH-000222,-0.04081184427540355
ACH-000223,-0.1144427014016785
ACH-000226,-0.1325529089128509
ACH-000227,0.017980585089917775
ACH-000228,-0.0899742598505678
ACH-000231,-0.007156118786560356
ACH-000232,-0.08128308988359853
ACH-000233,-0.14130049561602098
ACH-000234,-0.22314570288612465
ACH-000235,-0.2394325706695134
ACH-000237,-0.0751826514873475
ACH-000238,0.05843407158190651
ACH-000242,-0.2982464214667882
ACH-000243,-0.044745615536109805
ACH-000244,0.15899100869544233
ACH-000246,-0.15490013531767932
ACH-000248,-0.1592865490826638
ACH-000250,-0.20434716098846625
ACH-000251,0.01799729983804024
ACH-000252,-0.09122631160228692
ACH-000253,-0.07919166346777619
ACH-000255,-0.2586315402573094
ACH-000256,-0.20216773414901448
ACH-000257,-0.13343669095508176
ACH-000258,0.022666423513553274
ACH-000259,-0.1480994975301224
ACH-000260,-0.23169203473600736
ACH-000261,-0.12643513778360174
ACH-000262,-0.1455726140528588
ACH-000263,-0.09637927760535224
ACH-000264,-0.020696376039358196
ACH-000265,-0.10022033034369117
ACH-000266,-0.16659892640513246
ACH-000272,-0.030356497579793494
ACH-000274,-0.04406623423361386
ACH-000277,-0.2772476345260257
ACH-000278,-0.0751388988516898
ACH-000279,-0.1383887515800938
ACH-000280,-0.39324897579763146
ACH-000281,-0.02919519270419081
ACH-000288,-0.02560091850515906
ACH-000291,-0.1737463381990033
ACH-000293,-0.4630410113995356
ACH-000294,-0.1790987978529107
ACH-000295,0.08279479783133882
ACH-000296,0.03143596911764441
ACH-000302,-0.18124895662204896
ACH-000304,-0.094798526878041
ACH-000307,-0.224610064250806
ACH-000308,-0.22426290910697186
ACH-000310,-0.06500648617323374
ACH-000311,-0.18457385014346925
ACH-000312,-0.17895681442692324
ACH-000315,-0.3402286289181655
ACH-000316,0.17840600732206952
ACH-000317,0.04807507542021994
ACH-000318,-0.18727866542014954
ACH-000319,-0.1774166577836636
ACH-000320,-0.06259398892098414
ACH-000322,0.08441643502950201
ACH-000323,-0.09608330391989564
ACH-000324,-0.23417467695081434
ACH-000329,-0.060945302942081926
ACH-000330,-0.12138393721301315
ACH-000331,0.02279570913665734
ACH-000332,-0.17583601602164786
ACH-000334,-0.2308086127247589
ACH-000335,0.02696031897460259
ACH-000336,-0.1357807977310757
ACH-000337,-0.20975535390795386
ACH-000338,-0.15198006678407064
ACH-000339,-0.15290541967517274
ACH-000341,-0.07306695808930916
ACH-000348,-0.07678992680283339
ACH-000350,-0.1067726141532474
ACH-000352,-0.0392344782895631
ACH-000356,-0.2734687823610321
ACH-000361,0.02842495887785655
ACH-000362,-0.13319591579004442
ACH-000363,0.003410083759731161
ACH-000364,-0.12506307299047126
ACH-000365,-0.13388650689140855
ACH-000366,-0.17952218925138988
ACH-000368,-0.1912872826727725
ACH-000374,-0.007549460902180977
ACH-000375,-0.3813891406964688
ACH-000376,-0.0601440994915972
ACH-000381,-0.17966471004970122
ACH-000383,-0.15166952778006898
ACH-000387,-0.1397947628771087
ACH-000389,-0.21472201433847354
ACH-000390,-0.2096515787499917
ACH-000393,-0.03163391397785138
ACH-000395,-0.13681776926024927
ACH-000396,0.09887299132309944
ACH-000397,-0.2079856257051894
ACH-000401,-0.11026037563044018
ACH-000402,0.0752492196212113
ACH-000403,-0.0340408333054654
ACH-000404,-0.17512306156887855
ACH-000406,-0.15004630808878672
ACH-000407,-0.2586159368348687
ACH-000408,-0.3865927866715097
ACH-000410,-0.14029669101281372
ACH-000411,-0.08296234860225203
ACH-000414,-0.07298662950973027
ACH-000415,-0.11974118613604053
ACH-000416,-0.0953752816576648
ACH-000420,-0.21511497810349967
ACH-000421,-0.11584050889802305
ACH-000424,-0.06542084930098843
ACH-000425,0.02104692383431874
ACH-000426,-0.22514591740195494
ACH-000427,-0.02561755183131937
ACH-000433,-0.06384403861034395
ACH-000435,-0.4333516344789679
ACH-000436,-0.08246243886864286
ACH-000444,0.026149216338056308
ACH-000445,-0.16402605184755878
ACH-000448,-0.1400162572331182
ACH-000450,0.08243492436115253
ACH-000452,-0.12862965134578574
ACH-000454,-0.0716710207143059
ACH-000458,-0.1442278849491343
ACH-000459,-0.057471432744777215
ACH-000460,-0.14660194853764674
ACH-000461,-0.25440279504895336
ACH-000463,-0.1834740172322743
ACH-000464,0.04254749804779247
ACH-000466,0.01722212205186966
ACH-000467,-0.08254027318492539
ACH-000468,-0.3431216087684517
ACH-000469,-0.12578319303045882
ACH-000470,-0.2449104368943979
ACH-000471,-0.22306226542698246
ACH-000472,-0.1754493685588668
ACH-000473,-0.3723705538876875
ACH-000475,-0.06829560860569232
ACH-000476,-0.21514049186440068
ACH-000477,-0.2941499792811625
ACH-000479,0.3425059332425305
ACH-000480,0.001684706871069682
ACH-000481,-0.08765532376685692
ACH-000483,-0.12299831722185015
ACH-000484,-0.3078079491519382
ACH-000485,-0.1529202496573636
ACH-000486,-0.2971481087716624
ACH-000487,-0.2057900491283342
ACH-000488,-0.12721612365100546
ACH-000490,-0.20424888819345208
ACH-000491,-0.2028068602364748
ACH-000495,0.09452080293066112
ACH-000496,-0.143595141638706
ACH-000499,-0.16637514180144894
ACH-000500,-0.20564314016959973
ACH-000502,-0.12619625062066658
ACH-000503,0.08558838982256825
ACH-000505,-0.10672981842603983
ACH-000507,-0.05914522287392289
ACH-000510,-0.3635131025982021
ACH-000511,-0.09513654252970996
ACH-000512,0.01282136590137839
ACH-000516,-0.1490011721230561
ACH-000517,-0.2655061340342448
ACH-000518,-0.27948500855214004
ACH-000520,-0.2440744015496192
ACH-000521,-0.20156356693508773
ACH-000522,-0.1509137371137228
ACH-000524,-0.2797843180063184
ACH-000527,-0.23051835529761144
ACH-000528,-0.11323476918107706
ACH-000537,0.036417607906520766
ACH-000541,-0.3982059799178157
ACH-000542,-0.21167603703607296
ACH-000544,0.01049438213292046
ACH-000545,-0.09956355127636916
ACH-000547,-0.30156487177796204
ACH-000548,-0.0009917928788688401
ACH-000549,-0.08241776347520552
ACH-000550,-0.05472898373810447
ACH-000552,-0.10704600041585867
ACH-000556,-0.21263952098900568
ACH-000557,-0.15199592357512787
ACH-000569,-0.09221305630653512
ACH-000570,0.0684041802361132
ACH-000571,-0.21142122965061969
ACH-000573,-0.13485609070926513
ACH-000576,-0.12336257484456772
ACH-000579,-0.1814589772744976
ACH-000580,-0.12359671358847442
ACH-000584,-0.1943422905528469
ACH-000585,-0.1827881044515592
ACH-000588,-0.15476940609849826
ACH-000589,-0.17701264886387233
ACH-000591,-0.05412963154782272
ACH-000593,-0.07727701471016686
ACH-000600,-0.17530684147075526
ACH-000601,-0.08474586790064648
ACH-000605,-0.16388811980768686
ACH-000606,-0.12772771929260726
ACH-000608,-0.13585395915136772
ACH-000614,-0.1457766170852675
ACH-000616,-0.1310658550074635
