,MTRNR2L5 (100463289)
ACH-000004,-0.012486875994480472
ACH-000005,0.15034446288971615
ACH-000007,-0.030084800036366943
ACH-000009,-0.01471903648200459
ACH-000011,-0.02522130870830372
ACH-000012,-0.0411917318144308
ACH-000013,0.10573700275791342
ACH-000014,-0.10637601099353527
ACH-000015,-0.06992967174325741
ACH-000017,-0.016014360435655024
ACH-000018,-0.18223094277538787
ACH-000019,-0.029330936734520436
ACH-000021,0.028657327396971532
ACH-000022,-0.06082515214943659
ACH-000025,-0.3511233587165546
ACH-000028,-0.09487524553103883
ACH-000030,-0.2972321676401427
ACH-000035,-0.14087669262159747
ACH-000036,0.039969100112194365
ACH-000037,0.025101350444641398
ACH-000039,-0.015404569752879156
ACH-000040,-0.04793130513154499
ACH-000041,0.041928984884352
ACH-000042,-0.15413997638593524
ACH-000045,0.08123030604506545
ACH-000047,-0.03134946582719056
ACH-000052,-0.0565545533075018
ACH-000053,-0.08992658400150473
ACH-000054,0.0379193072262372
ACH-000055,-0.17792446450127758
ACH-000060,-0.13142431564764512
ACH-000067,-0.09558249050368274
ACH-000070,-0.23550102739031098
ACH-000075,-0.024545140035491967
ACH-000078,-0.014575334898776778
ACH-000082,-0.024659093819414928
ACH-000085,-0.1249248428502197
ACH-000086,-0.09096245010611817
ACH-000087,-0.05138050844905294
ACH-000092,-0.023001138700864742
ACH-000095,-0.029978521286299367
ACH-000097,-0.05865576153306608
ACH-000098,-0.08395871652781632
ACH-000099,-0.06765772596189501
ACH-000108,-0.021334977090703592
ACH-000113,-0.0035290074924194826
ACH-000116,-0.03336565398603278
ACH-000118,-0.00989175897517964
ACH-000120,-0.013136757494248686
ACH-000123,-0.07255578548346603
ACH-000127,-0.09713673719656933
ACH-000128,-0.14960129701400196
ACH-000132,-0.12684561981317174
ACH-000133,-0.07053412478151205
ACH-000137,-0.01845440107954824
ACH-000138,0.09225116070806373
ACH-000142,0.053753795442772014
ACH-000143,-0.0517779457833296
ACH-000146,-0.06924294148839807
ACH-000148,-0.11168220540524293
ACH-000150,0.006661873802820895
ACH-000152,-0.17420530944811055
ACH-000153,-0.05800382224327171
ACH-000159,-0.05148604940984016
ACH-000160,-0.11896410713949765
ACH-000163,-0.03662119711182391
ACH-000167,0.12549359991658585
ACH-000168,0.23364388204455164
ACH-000169,-0.0015342434270218062
ACH-000178,0.01661621615638463
ACH-000183,0.0030755621546622327
ACH-000188,-0.10698479105530256
ACH-000189,-0.005428425100844878
ACH-000190,-0.1426756470048295
ACH-000198,-0.07340729004474325
ACH-000203,-0.5863189710434292
ACH-000204,-0.10583178825843298
ACH-000206,-0.3906099001676063
ACH-000207,0.0923588951612071
ACH-000208,-0.019094426314126996
ACH-000210,0.2893760322789664
ACH-000211,-0.08401187693630892
ACH-000215,0.0035580853908133525
ACH-000221,-0.10270351305465734
ACH-000222,0.02328191479308234
ACH-000223,-0.0660848068757488
ACH-000226,-0.090457266425911
ACH-000227,-0.15283645421966813
ACH-000228,-0.14655737157980794
ACH-000231,-0.04515992456766271
ACH-000232,-0.118980246446399
ACH-000233,0.033691872752061286
ACH-000234,-0.0005512973699915176
ACH-000235,-0.0130789203232002
ACH-000237,-0.1464463296390666
ACH-000238,-0.007818881914074989
ACH-000242,0.006130216495019733
ACH-000243,-0.06911998883913781
ACH-000244,-0.09132955801863796
ACH-000246,0.038965759830926684
ACH-000248,-0.08186437729918614
ACH-000250,-0.08119805794015182
ACH-000251,0.04889535972816108
ACH-000252,0.005138049716296775
ACH-000253,-0.033019195563419174
ACH-000255,-0.13510149667388127
ACH-000256,-0.04335435258306528
ACH-000257,-0.2456142853132179
ACH-000258,0.03478405452462828
ACH-000259,-0.034931072167071496
ACH-000260,-0.024243576590615837
ACH-000261,-0.1514342949058344
ACH-000262,-0.10038365914107156
ACH-000263,0.0966720920567753
ACH-000264,-0.1403715737452181
ACH-000265,-0.13381536581653347
ACH-000266,-0.05623982765806117
ACH-000272,-0.07984900462697324
ACH-000274,0.009378012925410885
ACH-000277,0.0337080198926999
ACH-000278,-0.034288096338131686
ACH-000279,-0.05546605199812992
ACH-000280,0.059616397931796274
ACH-000281,-0.01702946357046594
ACH-000288,-0.12181738986584455
ACH-000291,-0.1420350027871369
ACH-000293,-0.12929483571833628
ACH-000294,-0.3071894080390131
ACH-000295,-0.13002294943597878
ACH-000296,-0.3088507606173731
ACH-000302,-0.02152891531990456
ACH-000304,-0.020283696946145437
ACH-000307,-0.014920146343064896
ACH-000308,-0.03991762730407413
ACH-000310,-0.13651571483226074
ACH-000311,-0.11600756355587165
ACH-000312,-0.10632034832845992
ACH-000315,-0.1586124008125672
ACH-000316,0.02100417447541721
ACH-000317,-0.05978626628526321
ACH-000318,-0.0020342341004033764
ACH-000319,0.0016674473257410009
ACH-000320,-0.12080717147791313
ACH-000322,-0.06486590155452372
ACH-000323,-0.08524452098986139
ACH-000324,-0.16547820953112635
ACH-000329,-0.0621380398674876
ACH-000330,-0.1053746088304332
ACH-000331,-0.27086433743408905
ACH-000332,-0.03385710820204785
ACH-000334,-0.21795888065256613
ACH-000335,-0.21122693797900025
ACH-000336,0.05529349949553095
ACH-000337,-0.05595858881657791
ACH-000338,-0.02613449414355909
ACH-000339,-0.1050192111846274
ACH-000341,-0.009777653116038598
ACH-000348,-0.08083869993344314
ACH-000350,-0.07720261722840746
ACH-000352,-0.045732553551422986
ACH-000356,-0.19562515794051547
ACH-000361,-0.07656387047753875
ACH-000362,-0.02848540663056425
ACH-000363,0.024652443926311763
ACH-000364,-0.14465137653259455
ACH-000365,-0.03750765101614946
ACH-000366,-0.1181383105334679
ACH-000368,-0.026046998532811325
ACH-000374,-0.1465748970045258
ACH-000375,-0.1957393580716668
ACH-000376,0.00220803087264545
ACH-000381,0.05719616825209214
ACH-000383,-0.0836520212356832
ACH-000387,-0.028319787925197293
ACH-000389,-0.15388567378908274
ACH-000390,-0.04244839820361132
