,SNRNP48 (154007)
ACH-000004,-0.13768970785780882
ACH-000005,-0.3319293688824433
ACH-000007,-0.5532454817177987
ACH-000009,-0.2892588054111921
ACH-000011,-0.32169793202719665
ACH-000012,-0.7313278375803344
ACH-000013,-0.6378700006670719
ACH-000014,-0.4526504163615501
ACH-000015,-0.2944627694442184
ACH-000017,-0.3956944896374635
ACH-000018,-0.6642170187566232
ACH-000019,-0.1869123903129105
ACH-000021,-0.2925659416153626
ACH-000022,-0.5425993605193409
ACH-000025,-0.3961018233971622
ACH-000028,-0.5350042314443423
ACH-000030,-0.5139187678959979
ACH-000035,-0.2008356552856506
ACH-000036,-0.5020703685967489
ACH-000037,-0.41672085489746896
ACH-000039,-0.5569869220750864
ACH-000040,-0.5216543807316755
ACH-000041,-0.4981236446943719
ACH-000042,-0.6287874285493265
ACH-000045,-0.4211523957862492
ACH-000047,-0.6415692243665474
ACH-000052,-0.4361135771443747
ACH-000053,-0.5312266708178724
ACH-000054,-0.4942037852013345
ACH-000055,-0.7323107444544721
ACH-000060,-0.33790149884900744
ACH-000067,-0.6335368830331692
ACH-000070,-0.39500901503917
ACH-000075,-0.6368682680944957
ACH-000078,-0.42115101333338417
ACH-000082,-0.4728776102818431
ACH-000085,-0.7243862129218869
ACH-000086,-0.4225098863476077
ACH-000087,-0.4734216393109574
ACH-000092,-0.5559713127617837
ACH-000095,-0.4135217873427007
ACH-000097,-0.36922296952265743
ACH-000098,-0.16346682395746115
ACH-000099,-0.44900890881050254
ACH-000108,-0.5397900104023033
ACH-000113,-0.5366987770508396
ACH-000116,-0.41107184525825297
ACH-000118,-0.6282420884435888
ACH-000120,-0.5308986328927752
ACH-000123,-0.4887647145983331
ACH-000127,-0.5057792112631815
ACH-000128,-0.4802678656037401
ACH-000132,-0.3884909079590109
ACH-000133,-0.7379254856689736
ACH-000137,-0.3243060514893882
ACH-000138,-0.3493436743934947
ACH-000142,-0.4449222163717606
ACH-000143,-0.5266910190855857
ACH-000146,-0.6685289110891427
ACH-000148,-0.3948290376412649
ACH-000150,-0.047359671680321236
ACH-000152,-0.3805434440174783
ACH-000153,-0.6917818055220778
ACH-000159,-0.6279723788365946
ACH-000160,-0.5236485869135626
ACH-000163,-0.5958085823492777
ACH-000167,-1.0356180469789191
ACH-000168,-0.6496977096136499
ACH-000169,-0.7961497979164814
ACH-000178,-0.5820913063026344
ACH-000183,-0.5872408295154464
ACH-000188,-0.5446525886272758
ACH-000189,-0.6589276494448139
ACH-000190,-0.6565477708889449
ACH-000198,-0.3054595088167775
ACH-000203,-0.4264149285380724
ACH-000204,-0.3600856843973729
ACH-000206,-0.3165616734983035
ACH-000207,-0.4488791871571834
ACH-000208,-0.7344547057562583
ACH-000210,-0.6143278483417753
ACH-000211,-0.4516097649051116
ACH-000215,-0.6023165203917749
ACH-000221,-0.5419604631012195
ACH-000222,-0.6128423259204547
ACH-000223,-0.34457791270106786
ACH-000226,-0.3293095459156305
ACH-000227,-0.4138771371776167
ACH-000228,-0.5122232217923767
ACH-000231,-0.5349345436866092
ACH-000232,-0.5004437266163861
ACH-000233,-0.4893380057291548
ACH-000234,-0.5146576241996187
ACH-000235,-0.5954904240015741
ACH-000237,-0.5232123671138135
ACH-000238,-0.6114096353244245
ACH-000242,0.0037652068892025116
ACH-000243,-0.5313294488129628
ACH-000244,-0.8769848724989328
ACH-000246,-0.5902925910085082
ACH-000248,-0.4135325767621218
ACH-000250,-0.4050369198788736
ACH-000251,-0.5102914207478773
ACH-000252,-0.4891964995920297
ACH-000253,-0.6241081685952935
ACH-000255,-0.6890866845045894
ACH-000256,-0.3828722624403608
ACH-000257,-0.5993155458613606
ACH-000258,-0.4258919395917632
ACH-000259,-0.5717927951285661
ACH-000260,-0.6877859920892772
ACH-000261,-0.5944245339377787
ACH-000262,-0.3969388774017039
ACH-000263,-0.09554166198949868
ACH-000264,-0.8104072856763913
ACH-000265,-0.4506210301754881
ACH-000266,-0.5545463903133615
ACH-000272,-0.3168143107201616
ACH-000274,-0.4346769869466417
ACH-000277,-0.5986053343887453
ACH-000278,-0.6563225453610567
ACH-000279,-0.4498906384290091
ACH-000280,-0.659438809865921
ACH-000281,-0.5610583539936199
ACH-000288,-0.4386556020087025
ACH-000291,-0.4038589548545733
ACH-000293,-0.6059034427880535
ACH-000294,-0.2332744141647236
ACH-000295,-0.10349500427545788
ACH-000296,-0.3837651937343375
ACH-000302,-0.4272158279902707
ACH-000304,-0.39180328389769387
ACH-000307,-0.4611488817178873
ACH-000308,-0.09057097077564608
ACH-000310,-0.4009124401153103
ACH-000311,-0.5140818460106188
ACH-000312,-0.5069312002941846
ACH-000315,-0.3251661854350512
ACH-000316,-0.4433871413699136
ACH-000317,-0.9013820282849764
ACH-000318,-0.4697163967888201
ACH-000319,-0.3327049278705699
ACH-000320,-0.3524302015477943
ACH-000322,-0.22452691705016128
ACH-000323,-0.7078948320497223
ACH-000324,-0.4477731929695441
ACH-000329,-0.26272633155530106
ACH-000330,-0.3359030376453878
ACH-000331,-0.3178626017297554
ACH-000332,-0.6825641249692932
ACH-000334,-0.5192943498424525
ACH-000335,-0.6164333008825446
ACH-000336,-0.19109139925084392
ACH-000337,-0.4687554597279245
ACH-000338,-0.3311018875641925
ACH-000339,-0.3637553494546061
ACH-000341,-0.6516264680993156
ACH-000348,-0.4128765742240764
ACH-000350,-0.2995462054670133
ACH-000352,-0.7269901113443703
ACH-000356,-0.6967193295349342
ACH-000361,-0.2748909402988655
ACH-000362,-0.3409241016306653
ACH-000363,-0.462219799087336
ACH-000364,-0.633983589977853
ACH-000365,-0.33058614426769506
ACH-000366,-0.4346902228395432
ACH-000368,-0.6519731242228771
ACH-000374,-0.5305515869682734
ACH-000375,-0.35986221001920915
ACH-000376,-0.5358350460575981
ACH-000381,-0.21955045115185484
ACH-000383,-0.2814574670030563
ACH-000387,-0.34071764873373406
ACH-000389,-0.4915384897670234
ACH-000390,-0.3823457241271145
ACH-000393,-0.5732882707759195
ACH-000395,-0.28143049472715875
ACH-000396,-0.4272806833962117
ACH-000397,-0.6062801236501066
ACH-000401,-0.3337652833721177
ACH-000402,-0.5293457877672323
ACH-000403,-0.5427143926850814
ACH-000404,-0.433343563861409
ACH-000406,-0.3255619858538709
ACH-000407,-0.33009415096360234
ACH-000408,-0.7772349347814275
ACH-000410,-0.4472106111592841
ACH-000411,-0.520565073993404
ACH-000414,-0.5828672109513305
ACH-000415,-0.5305467978869175
ACH-000416,-0.40389859567113096
ACH-000420,-0.38637443278810535
ACH-000421,-0.6071068688403951
ACH-000424,-0.13167898544681494
ACH-000425,-0.5129155725203639
ACH-000426,-0.6956096183822499
ACH-000427,-0.7140164317869663
ACH-000433,-0.4897559857169702
ACH-000435,-0.5317318303252024
ACH-000436,-0.4107540559038184
ACH-000444,-0.4398673861699531
ACH-000445,-0.4901363643279201
ACH-000448,-0.4565701106705337
ACH-000450,-0.417587933907744
ACH-000452,-0.7175900873218282
ACH-000454,-0.5894359744757703
ACH-000458,-0.6228480509547079
ACH-000459,-0.26771683641717064
ACH-000460,-0.6460034230455762
ACH-000461,-0.34553832847175314
ACH-000463,-0.6202605785636379
ACH-000464,-0.4590008314935223
ACH-000466,-0.5793072068529249
ACH-000467,-0.5025659551198679
