,DHRS4L2 (317749)
ACH-000004,0.16614469256759698
ACH-000005,0.09977672306256348
ACH-000007,0.23926933365418115
ACH-000009,0.011690174794364551
ACH-000011,0.19973407504953647
ACH-000012,0.051022751027715314
ACH-000013,0.012361542912016295
ACH-000014,0.06943523331609072
ACH-000015,0.093212982505954
ACH-000017,-0.06232265827640952
ACH-000018,0.1206590919566018
ACH-000019,-0.07873704767677574
ACH-000021,-0.05490488344212685
ACH-000022,-0.04367602186843684
ACH-000025,0.1818423545456936
ACH-000028,0.14204509810002008
ACH-000030,-0.029148297759122917
ACH-000035,0.17490604233193185
ACH-000036,0.019818523018257917
ACH-000037,0.029784471210444037
ACH-000039,0.07305522750908765
ACH-000040,0.016078863062910034
ACH-000041,0.0765866021098629
ACH-000042,0.1318551735755165
ACH-000045,-0.06396170332691642
ACH-000047,0.14584449081338255
ACH-000052,0.04961093429693917
ACH-000053,0.10421132142842343
ACH-000054,-0.06959157679898546
ACH-000055,-0.05552260639865037
ACH-000060,0.01028501154029065
ACH-000067,0.03096413328317988
ACH-000070,0.1294516359928449
ACH-000075,0.002366027671173547
ACH-000078,0.03495495638224028
ACH-000082,-0.011100446474818969
ACH-000085,0.1761693983805285
ACH-000086,0.14624748174505475
ACH-000087,0.17543465474360245
ACH-000092,-0.058457816517355314
ACH-000095,-0.03303436606337139
ACH-000097,-0.035855648913312235
ACH-000098,-0.04495921791417249
ACH-000099,-0.02137115541626437
ACH-000108,-0.02715344277600991
ACH-000113,-0.042649860470756265
ACH-000116,0.05073850959523125
ACH-000118,-0.025806182800379263
ACH-000120,-0.060372994979866125
ACH-000123,-0.03490078821825352
ACH-000127,0.026157919052756815
ACH-000128,-0.057950062469607315
ACH-000132,0.11470830562074555
ACH-000133,0.009182259478401969
ACH-000137,0.010672705558767072
ACH-000138,-0.0432963931847344
ACH-000142,-0.02289695600504353
ACH-000143,0.019193073345375088
ACH-000146,-0.058434129793337876
ACH-000148,0.014564490244752376
ACH-000150,0.2628925580081557
ACH-000152,-0.06070651793589131
ACH-000153,0.057094152370008526
ACH-000159,0.06558753003657701
ACH-000160,0.05654865580332505
ACH-000163,-0.06779700279344666
ACH-000167,-0.16421586425614831
ACH-000168,0.16737417837716265
ACH-000169,-0.1136353931444372
ACH-000178,0.0422817843225044
ACH-000183,0.07539934580606218
ACH-000188,0.15284728266014724
ACH-000189,-0.27707515605783856
ACH-000190,0.034831151023166265
ACH-000198,0.0866622956603337
ACH-000203,0.37413253961085496
ACH-000204,-0.036081204721175215
ACH-000206,0.0966720198144218
ACH-000207,-0.18793215451840556
ACH-000208,-0.11338121434723684
ACH-000210,0.029245450973672524
ACH-000211,-0.01456392481044874
ACH-000215,-0.0013088954939503945
ACH-000221,-0.018844554827841687
ACH-000222,-0.09448453825973464
ACH-000223,0.05844486703563689
ACH-000226,-0.2415112696242021
ACH-000227,0.08355959488098741
ACH-000228,-0.07672308125423401
ACH-000231,-0.019573267396451332
ACH-000232,-0.06907172556835188
ACH-000233,0.1415076583927942
ACH-000234,0.029553430960406232
ACH-000235,-0.07769543344959677
ACH-000237,0.08137251310417286
ACH-000238,0.2756551149457173
ACH-000242,-0.1860837952572092
ACH-000243,-0.1437595560155382
ACH-000244,-0.05694317894515723
ACH-000246,-0.0520139493411552
ACH-000248,-0.14312423524442833
ACH-000250,0.1165390006651794
ACH-000251,0.3383870492166239
ACH-000252,-0.20066554302430306
ACH-000253,0.08579575298040618
ACH-000255,0.039347625311108116
ACH-000256,0.0438621596518349
ACH-000257,-0.2253752664818463
ACH-000258,-0.03853050084608418
ACH-000259,-0.1382873496404233
ACH-000260,-0.011901558862477658
ACH-000261,0.0037146545073088143
ACH-000262,-0.12291401649858835
ACH-000263,-0.06897686732129356
ACH-000264,-0.02333617813396677
ACH-000265,0.14428097028590958
ACH-000266,0.004466975139824288
ACH-000272,0.020951112336791568
ACH-000274,0.1389252313837484
ACH-000277,0.06817889362663067
ACH-000278,-0.14275358745800693
ACH-000279,-0.006674041598503736
ACH-000280,-0.0015721931043183636
ACH-000281,0.1696554485634078
ACH-000288,-0.20762369068067585
ACH-000291,0.03529780879610004
ACH-000293,0.06755922023363624
ACH-000294,-0.03741473004651023
ACH-000295,0.05247399505037963
ACH-000296,0.059809234004807116
ACH-000302,0.0474002540678071
ACH-000304,0.2699045041185953
ACH-000307,0.01630402935812974
ACH-000308,0.013655359542850671
ACH-000310,-0.08058902285536428
ACH-000311,-0.038228035049492994
ACH-000312,0.08113288276241898
ACH-000315,0.0016743597347841207
ACH-000316,0.1346942155896629
ACH-000317,-0.06308508136404553
ACH-000318,-0.045551371977884704
ACH-000319,-0.022956858592105382
ACH-000320,0.12037083732896732
ACH-000322,0.12246241792166687
ACH-000323,-0.044640031683625486
ACH-000324,-0.05638236351917812
ACH-000329,0.01032750565631452
ACH-000330,0.036373607377245966
ACH-000331,-0.010392530604946468
ACH-000332,-0.011940231442047007
ACH-000334,-0.184686843552058
ACH-000335,-0.001817181947662516
ACH-000336,-0.13927748876014587
ACH-000337,-0.273131835258439
ACH-000338,-0.5026095226182363
ACH-000339,-0.09978678145282936
ACH-000341,-0.07843204835101734
ACH-000348,0.09774466680145236
ACH-000350,0.04216695284227375
ACH-000352,0.00556539044623098
ACH-000356,0.2795530893468668
ACH-000361,-0.13117407513102333
ACH-000362,0.007631576717522802
ACH-000363,-0.11136339476707527
ACH-000364,-0.08480193234199143
ACH-000365,0.06415703354505713
ACH-000366,-0.028627746452840174
ACH-000368,0.11836973736563595
ACH-000374,0.010577405078633776
ACH-000375,-0.014537241971647534
ACH-000376,0.005336160996372647
ACH-000381,-0.11344555722061644
ACH-000383,-0.03288460993255244
ACH-000387,-0.054671164308012714
ACH-000389,-0.04972795303724259
ACH-000390,-0.004581829991694882
ACH-000393,-0.07842912656295851
ACH-000395,0.10724005419808066
ACH-000396,-0.08307669789619798
ACH-000397,-0.0936626059232752
ACH-000401,-0.069356111090138
ACH-000402,0.17828694039013285
ACH-000403,-0.11894609945445515
ACH-000404,0.07857188081959894
ACH-000406,0.011823656775368865
ACH-000407,0.13338827339537054
ACH-000408,0.15538309920439405
ACH-000410,0.10080634884368224
ACH-000411,0.02248782987692579
ACH-000414,-0.005911646716760191
ACH-000415,0.1059554228775586
ACH-000416,0.07814503836618067
ACH-000420,0.10326612182877601
ACH-000421,0.05283397418290721
ACH-000424,-0.1258351234767947
ACH-000425,-0.0021188317299571905
ACH-000426,0.029372165765469537
ACH-000427,0.1900514285386315
ACH-000433,0.044143341545204905
ACH-000435,-0.03542051202912133
ACH-000436,-0.06724508554908518
ACH-000444,-0.01654441716947205
ACH-000445,-0.043785079592357515
ACH-000448,-0.021569632600215338
ACH-000450,-0.06840461185416115
