,CAV2 (858)
ACH-000004,-0.18599439934994166
ACH-000005,0.2732535958125489
ACH-000007,-0.0184742570123442
ACH-000009,-0.004717399953133762
ACH-000011,-0.2143344302894791
ACH-000012,-0.1559609896569163
ACH-000013,-0.052970586402847485
ACH-000014,-0.33573842542386106
ACH-000015,-0.21351424033618666
ACH-000017,-0.11272057779746407
ACH-000018,-0.2728596054599375
ACH-000019,-0.05205268083322201
ACH-000021,-0.07305945977280864
ACH-000022,-0.14658478024069613
ACH-000025,-0.018659824905693602
ACH-000028,-0.2400860428332983
ACH-000030,0.0013797893609981493
ACH-000035,-0.11041783120385
ACH-000036,-0.13568707165639987
ACH-000037,-0.14995028458470427
ACH-000039,-0.15772375823643084
ACH-000040,-0.24032297699507799
ACH-000041,-0.1816895252252612
ACH-000042,-0.16567549003974802
ACH-000045,-0.13362331404099353
ACH-000047,-0.050843627489982265
ACH-000052,-0.03887915303605742
ACH-000053,-0.07497953021285605
ACH-000054,0.009682803369407076
ACH-000055,-0.03776283893314454
ACH-000060,-0.1080792801252254
ACH-000067,-0.14147316001014928
ACH-000070,-0.027975066727748108
ACH-000075,0.028798615607618008
ACH-000078,0.005629436222493924
ACH-000082,-0.1566772339953082
ACH-000085,0.0671402732232392
ACH-000086,0.1332545564620999
ACH-000087,-0.22420688794289564
ACH-000092,-0.02189890642145129
ACH-000095,-0.07631929400014001
ACH-000097,0.01484474472236898
ACH-000098,-0.018721169969310475
ACH-000099,-0.03729508340323926
ACH-000108,-0.05380584163599538
ACH-000113,-0.08401407469384348
ACH-000116,0.008643848255478846
ACH-000118,-0.1425609577909549
ACH-000120,0.012460524990117109
ACH-000123,-0.04028616999588287
ACH-000127,-0.02942800769214146
ACH-000128,-0.10988504873540292
ACH-000132,-0.13073929875194568
ACH-000133,0.034438303706603286
ACH-000137,0.043245435654973914
ACH-000138,-0.00042649416732290214
ACH-000142,-0.002748537707579587
ACH-000143,0.047212512074985065
ACH-000146,-0.13743804092660264
ACH-000148,0.024834449464988025
ACH-000150,0.07860704083417921
ACH-000152,-0.1933486716125019
ACH-000153,0.12523986665086767
ACH-000159,-0.19415533168959204
ACH-000160,-0.019218255117453332
ACH-000163,-0.04495216689065933
ACH-000167,0.0930132923725386
ACH-000168,-0.026869286944747127
ACH-000169,0.08007920192840064
ACH-000178,-0.08974235008432563
ACH-000183,-0.11792914716532805
ACH-000188,0.02708214642429844
ACH-000189,0.007624059014746061
ACH-000190,-0.08659644136806856
ACH-000198,-0.1217121598643208
ACH-000203,0.02721507965550444
ACH-000204,0.047819835167764974
ACH-000206,0.1506051057959568
ACH-000207,-0.2685978332083895
ACH-000208,-0.19978611832681129
ACH-000210,-0.07900013974588807
ACH-000211,-0.10727510785377432
ACH-000215,0.03525781090591044
ACH-000221,-0.025353144370037356
ACH-000222,0.1238094131712398
ACH-000223,-0.0959295314736822
ACH-000226,-0.294149518106116
ACH-000227,0.11020073693232284
ACH-000228,0.0617028106735472
ACH-000231,-0.09268930551751096
ACH-000232,-0.1218513336501725
ACH-000233,-0.14499939606636406
ACH-000234,-0.02779523035212029
ACH-000235,-0.10237726002812368
ACH-000237,-0.14828448844895786
ACH-000238,-0.11055298518926074
ACH-000242,-0.3519228130345858
ACH-000243,-0.050324716355432134
ACH-000244,-0.06515501819177028
ACH-000246,-0.09839256878670886
ACH-000248,-0.09414423471539114
ACH-000250,-0.1148128467337288
ACH-000251,-0.5290281818249114
ACH-000252,-0.07774470869721309
ACH-000253,-0.00545402058304734
ACH-000255,-0.10322846532711608
ACH-000256,-0.13381538139741322
ACH-000257,-0.07717729335726735
ACH-000258,-0.1837648214396225
ACH-000259,-0.13335643641237335
ACH-000260,-0.1508593790182773
ACH-000261,-0.08552045968298902
ACH-000262,-0.12802556911787846
ACH-000263,0.33629408356650164
ACH-000264,-0.06731744543742438
ACH-000265,-0.03361928688839042
ACH-000266,-0.11291516260130095
ACH-000272,-0.13133283969003948
ACH-000274,-0.08250302709461023
ACH-000277,-0.07100493635581613
ACH-000278,-0.07666161753644272
ACH-000279,-0.06462480925422566
ACH-000280,0.03186384524680812
ACH-000281,0.01732860667245811
ACH-000288,0.02612977650946479
ACH-000291,-0.048300485476024516
ACH-000293,-0.05025330924602097
ACH-000294,0.11304188290909448
ACH-000295,0.15846469035768912
ACH-000296,-0.15724146148875656
ACH-000302,-0.04138868653727031
ACH-000304,-0.1571323025375867
ACH-000307,0.03884541224819448
ACH-000308,-0.03364371228651733
ACH-000310,0.04177237799220683
ACH-000311,-0.1369397117920382
ACH-000312,-0.042394770407605566
ACH-000315,-0.043096898833947586
ACH-000316,-0.087230305358067
ACH-000317,-0.1622208769987142
ACH-000318,-0.17663857881689365
ACH-000319,-0.22269195664897284
ACH-000320,-0.1401587669668391
ACH-000322,0.06335941506968586
ACH-000323,0.03463761388069035
ACH-000324,-0.01993643093094409
ACH-000329,0.00027434060708771043
