,UFD1L (7353)
ACH-000381,-0.8414543769309927
ACH-000383,-0.7267797537812316
ACH-000387,-1.1007796803011771
ACH-000389,-1.017725152768304
ACH-000390,-1.0372338829781549
ACH-000393,-0.846072429376612
ACH-000395,-0.9405468192331692
ACH-000396,-1.0957364628592858
ACH-000397,-0.9238094338285248
ACH-000401,-0.9133393111178096
ACH-000402,-0.8971114414842198
ACH-000403,-0.9370364484855846
ACH-000404,-1.2830552005330564
ACH-000406,-1.1071871112641876
ACH-000407,-0.7939805107551666
ACH-000408,-0.8982586533349526
ACH-000410,-1.0394985348744858
ACH-000411,-0.9630689725879096
ACH-000414,-1.0021462778162755
ACH-000415,-0.6984631177986305
ACH-000416,-1.094217989104604
ACH-000420,-0.8470405388989208
ACH-000421,-0.7507434805110957
ACH-000424,-0.912290019114224
ACH-000425,-0.9971759043298132
ACH-000426,-1.2585252052864382
ACH-000427,-0.9393165005223044
ACH-000433,-0.9080239999682086
ACH-000435,-1.2910697676439171
ACH-000436,-0.9757905907938632
ACH-000444,-0.8244348284524636
ACH-000445,-0.913956731349705
ACH-000448,-0.9933837385477476
ACH-000450,-0.9450492206226818
ACH-000452,-0.7958838444086671
ACH-000454,-0.6863081263839858
ACH-000458,-0.5626776750666641
ACH-000459,-1.5562253232141554
ACH-000460,-1.0218339828051546
ACH-000461,-0.7592194348319414
ACH-000463,-1.0138019384002208
ACH-000464,-0.8283490455783704
ACH-000466,-0.8947537325625448
ACH-000467,-0.993602632449864
ACH-000468,-0.8228164749298537
ACH-000469,-0.7598495124575214
ACH-000470,-1.1348699863903824
ACH-000471,-0.9773728387025388
ACH-000472,-0.8162935882596432
ACH-000473,-0.9069762080242216
ACH-000475,-0.8833533858865864
ACH-000476,-0.7324636804481791
ACH-000477,-0.7783732923896377
ACH-000479,-0.9461678555971156
ACH-000480,-1.1183291259438868
ACH-000481,-1.0396604537890657
ACH-000483,-1.1125796919632651
ACH-000484,-0.9062543133228562
ACH-000485,-0.7949109758572891
ACH-000486,-0.934761080888412
ACH-000487,-0.8277376614672824
ACH-000488,-0.8284061947220319
ACH-000490,-0.9874298260017674
ACH-000491,-1.281722294737448
ACH-000495,-1.0585885402656598
ACH-000496,-0.8362245658638954
ACH-000499,-1.011431251032133
ACH-000500,-0.5203745747164744
ACH-000502,-0.9932740280810676
ACH-000503,-0.7303485643774456
ACH-000505,-1.074036411011794
ACH-000507,-0.5647175229973583
ACH-000510,-0.7988882902993141
ACH-000511,-1.0313987990893696
ACH-000512,-0.9664465242407662
ACH-000516,-0.8040913550030816
ACH-000517,-0.7609620584097001
ACH-000518,-0.8789302341038067
ACH-000520,-0.799678651995868
ACH-000521,-0.7995194920232971
ACH-000522,-0.7869340684791606
ACH-000524,-1.2257570977600256
ACH-000527,-1.0778591654393532
ACH-000528,-0.7957044734894375
ACH-000537,-1.0735089629117835
ACH-000541,-0.8170308397867759
ACH-000542,-0.9919041080065132
ACH-000544,-0.8993701154682314
ACH-000545,-0.8088530418530351
ACH-000547,-0.7136579835367727
ACH-000548,-0.7288828088724161
ACH-000549,-0.92320168042033
ACH-000550,-0.7840720596702776
ACH-000552,-0.6331297936091849
ACH-000556,-0.7569811235104904
ACH-000557,-0.9617855857484972
ACH-000569,-1.130173406612182
ACH-000570,-0.9366242394605344
ACH-000571,-0.9560861687505186
ACH-000573,-1.2138993947148835
ACH-000576,-0.8781397119142689
ACH-000579,-0.9632092929163728
ACH-000580,-1.176981059806108
ACH-000584,-0.7800671135413051
ACH-000585,-0.5791562448829048
ACH-000588,-0.8979973682562797
ACH-000589,-0.9241202748446792
ACH-000591,-0.9652385482890988
ACH-000593,-0.6418274804463993
ACH-000600,-0.7755858618990191
ACH-000601,-0.8079976022907217
ACH-000605,-0.9455215303076756
ACH-000606,-0.7702570439043281
ACH-000608,-1.2399327688661046
ACH-000614,-1.1141830000337771
ACH-000616,-0.8831501894056637
ACH-000618,-0.8296089446903113
ACH-000619,-0.926458186563768
ACH-000620,-0.6731804671161489
ACH-000621,-1.0100144919237088
ACH-000622,-1.0971044988650267
ACH-000623,-0.905446668094831
ACH-000624,-0.9240916797476084
ACH-000627,-0.915131147054909
ACH-000630,-0.8753210243815024
ACH-000631,-0.5685231817234375
ACH-000632,-0.8732219550654656
ACH-000633,-0.7092380155542524
ACH-000637,-0.8775212626591348
ACH-000638,-0.7557584167216236
ACH-000646,-1.3141423544619568
ACH-000647,-0.5791266098225561
ACH-000648,-0.7811325071903478
ACH-000649,-0.8079576215558727
ACH-000651,-0.8308457515577887
ACH-000652,-0.905070687474374
ACH-000653,-0.9666204394767482
ACH-000657,-0.8469296269634139
ACH-000658,-1.1228743746271943
ACH-000661,-0.9061840282587628
ACH-000662,-0.9549316944085698
ACH-000663,-0.9085595374545866
ACH-000665,-0.9851359386832831
ACH-000671,-0.9298130548045476
ACH-000672,-0.7276423155929328
ACH-000673,-0.8047299305127524
ACH-000676,-0.837055223190328
ACH-000677,-1.0423581972498024
ACH-000681,-1.0146005176132586
ACH-000683,-0.6730792658691137
ACH-000684,-0.4969062533881101
ACH-000688,-1.2289454397428037
ACH-000693,-0.9837316711247504
ACH-000694,-0.8013197141099406
ACH-000695,-0.9042149229597912
ACH-000696,-0.9546378067449706
ACH-000697,-1.0762076110404262
ACH-000699,-1.018887014139262
ACH-000701,-0.7914705335945903
ACH-000706,-0.8139513447110696
ACH-000711,-0.8780037935228425
ACH-000713,-0.5076340514131257
ACH-000714,-0.8001098797852964
ACH-000718,-0.8099391441515266
ACH-000720,-0.8570047273283334
ACH-000721,-1.0267508277630186
ACH-000724,-0.6123523907224819
ACH-000725,-1.3544947107689915
ACH-000732,-1.0040617321853686
ACH-000734,-0.8006213736623423
ACH-000735,-0.6460694278513749
ACH-000736,-0.8946228721157178
ACH-000738,-0.7900688033467773
ACH-000746,-1.0552240790780911
ACH-000747,-1.039545683285789
ACH-000748,-1.0010151698588188
ACH-000753,-1.0205776288606552
ACH-000756,-0.7585696112983848
ACH-000757,-1.1669560558640706
ACH-000758,-1.0346387733435347
ACH-000760,-0.8629730514058855
ACH-000762,-0.9195151732437707
ACH-000763,-0.9086913246286602
ACH-000764,-0.9278256092668284
ACH-000765,-0.7631794690648915
ACH-000766,-0.9291298900449324
ACH-000767,-1.220105699235608
ACH-000768,-1.0129012971328453
ACH-000769,-1.0120789734910391
ACH-000770,-0.9082512280776278
ACH-000771,-1.137310013256665
ACH-000773,-0.9161214506028724
ACH-000776,-0.8333773088486564
ACH-000777,-0.6010369462883759
ACH-000778,-0.8398901706292716
ACH-000781,-0.967761952960002
ACH-000782,-0.9874280543117452
ACH-000783,-0.9112502481540932
ACH-000784,-0.7750242515201802
ACH-000785,-1.0034995010175665
ACH-000787,-1.0042550146041966
ACH-000788,-0.9130573021093592
ACH-000791,-0.9831328770073
ACH-000792,-1.0938034661092302
ACH-000794,-0.8196528155042124
ACH-000796,-0.7259747890968129
ACH-000798,-1.240039030327733
ACH-000799,-1.243977057193845
ACH-000800,-1.0404430731135534
ACH-000802,-0.9748269150796156
ACH-000804,-0.6936847191583421
ACH-000805,-0.8234080447687522
ACH-000809,-0.8359406433693615
ACH-000810,-0.6327558831919932
ACH-000811,-0.8772824232130613
ACH-000817,-1.1435133389978922
ACH-000819,-1.0039676030439757
ACH-000820,-1.093222222651124
ACH-000821,-1.161176230689093
ACH-000822,-0.8207322093770548
ACH-000823,-0.9109097730010272
ACH-000824,-0.6501840040532653
ACH-000827,-0.8544148128357721
ACH-000829,-1.069998242856237
ACH-000831,-1.0445241453249563
ACH-000832,-0.9142165138738112
ACH-000833,-0.8647202367283575
ACH-000834,-0.597726713253771
ACH-000835,-0.9856305297892758
ACH-000836,-0.9918060474409228
ACH-000837,-0.9354737183315259
ACH-000838,-0.9813141786489792
ACH-000839,-0.8652518688287442
ACH-000840,-0.9217029728266992
ACH-000841,-0.9862460126780443
ACH-000843,-0.7501658877673579
ACH-000846,-0.9276538259377076
ACH-000847,-0.7722198918910083
ACH-000848,-0.6916028038848966
ACH-000849,-0.8744969482380709
ACH-000851,-0.986190022826132
ACH-000855,-0.9001970941080036
ACH-000856,-0.9227623687636938
ACH-000858,-0.9462534833265794
ACH-000859,-0.9911236976652236
ACH-000861,-0.9586988572509538
ACH-000862,-1.042836204593848
ACH-000865,-1.0429125893785964
ACH-000866,-0.9784431565684552
ACH-000867,-0.7756791604511877
ACH-000869,-0.8905927716494816
ACH-000872,-0.6536484799253356
ACH-000873,-1.0111064129395413
ACH-000876,-1.05793420895965
ACH-000878,-0.8677640052595263
ACH-000880,-0.7984876140067496
ACH-000881,-0.7198917929010687
ACH-000882,-0.8082071409063085
ACH-000884,-0.8422878268416503
ACH-000885,-0.907170321686009
ACH-000887,-0.89998417521415
ACH-000889,-0.6840961077971067
ACH-000896,-0.8656605136325893
ACH-000898,-1.077527957106106
ACH-000900,-0.960454063449654
ACH-000901,-1.0797838123249943
ACH-000905,-0.7306471556412854
ACH-000906,-0.9756751410362866
ACH-000907,-0.8774336804615466
ACH-000910,-0.8237782380045441
ACH-000911,-1.0612513623943602
ACH-000912,-0.7577647829038386
ACH-000913,-0.9215428559731416
ACH-000915,-0.8570571505074069
ACH-000916,-0.5972525895489509
ACH-000917,-1.0589599946941384
ACH-000920,-0.785791213899412
ACH-000921,-1.0986583191044152
ACH-000924,-1.0221201819290249
ACH-000926,-1.1219647766882854
ACH-000928,-0.8238575625437864
ACH-000929,-0.8761070331710146
ACH-000932,-0.9890003295305398
ACH-000935,-0.8581014356052407
ACH-000936,-0.8181450221072697
ACH-000937,-0.8305157634036097
ACH-000938,-0.7773022807144317
ACH-000939,-0.968601322673495
ACH-000941,-1.1020432742806079
ACH-000943,-0.954857607938996
ACH-000946,-0.9743621725189076
ACH-000947,-0.8599426975843948
ACH-000948,-0.8896264722899455
ACH-000950,-0.78105120507182
ACH-000953,-0.6728667924355279
ACH-000954,-0.6349449520362873
ACH-000957,-0.8594163104825452
ACH-000958,-1.0308376758419486
ACH-000960,-0.8959930441883778
ACH-000963,-0.9042965782248832
ACH-000968,-1.0177646260960451
ACH-000969,-0.9189641637551538
ACH-000972,-0.9441979445336496
ACH-000973,-0.7571419435705741
ACH-000974,-0.9979638846532022
ACH-000978,-1.1141459380590413
ACH-000984,-0.9345993891670328
ACH-000986,-0.8242166351732344
ACH-000988,-1.0586783482709998
ACH-000993,-1.1069915641703352
ACH-000994,-0.8374742060791058
ACH-000996,-0.8550135312665899
ACH-001001,-0.9841472783071624
ACH-001020,-0.9709022905153758
ACH-001028,-0.7127040765957778
ACH-001031,-1.2263277824268333
ACH-001038,-0.8733249231157232
ACH-001048,-0.9667863541990552
ACH-001050,-0.7098251676407858
ACH-001053,-0.9660515955340171
ACH-001054,-1.0351347728349165
ACH-001061,-0.9195702944591222
ACH-001067,-0.8600499973184697
ACH-001075,-1.1651481686842993
ACH-001096,-0.9054622379925871
ACH-001111,-0.667070940281766
ACH-001119,-0.944370616806032
ACH-001128,-1.0578520718694764
ACH-001134,-0.8714369515084844
ACH-001151,-0.7111045295153858
ACH-001163,-0.8271239229644926
ACH-001164,-1.4956674369525718
ACH-001183,-0.8501500695875028
ACH-001192,-1.206725107500745
ACH-001193,-0.7203441995863045
ACH-001196,-0.8871942065410735
ACH-001197,-1.1645715052319618
ACH-001205,-0.8242765000869923
ACH-001211,-1.0908945193043729
ACH-001212,-0.9467726220880388
ACH-001228,-1.3228588183603271
ACH-001232,-0.8095823328388947
ACH-001239,-0.9779676385725004
ACH-001270,-0.9197848344552092
ACH-001274,-0.9709941609252492
ACH-001275,-0.9389329412848992
ACH-001277,-1.0481654270871186
ACH-001278,-1.0800764734212858
ACH-001280,-1.2389728627129069
ACH-001283,-0.8703452037877369
ACH-001289,-1.142381313453852
ACH-001300,-0.9390411300829712
ACH-001301,-0.8416678047687381
ACH-001302,-0.5584363525875744
ACH-001306,-0.7538825409066546
ACH-001318,-0.8632983237619917
ACH-001322,-0.7402977497560932
ACH-001328,-0.7771576158061889
ACH-001332,-0.6882321780611275
ACH-001336,-1.1789535483717517
ACH-001346,-1.1477354788077478
ACH-001353,-0.8548255176598195
ACH-001354,-0.8095687599527555
ACH-001367,-1.0049727650872589
ACH-001368,-1.2021083523140266
ACH-001374,-0.8636318073650909
ACH-001377,-0.8861719307739631
ACH-001380,-0.7658454408025464
ACH-001391,-0.9555238391029296
ACH-001408,-0.7885539224804331
ACH-001430,-0.5467010711451555
ACH-001431,-1.0042600355509392
ACH-001450,-0.9634848300541556
ACH-001496,-0.9815100301879826
ACH-001500,-0.7044171026246816
ACH-001523,-0.7989469663797731
ACH-001532,-1.027934356622384
ACH-001550,-0.8966005340865323
ACH-001552,-1.1448805774197166
ACH-001554,-1.0776207283401085
ACH-001654,-0.7308349567670991
ACH-001735,-0.9404942706695196
ACH-001736,-0.8577190947861545
ACH-001737,-0.8316752975502505
ACH-001740,-0.9452525780652968
ACH-001745,-0.8514839732735977
ACH-001765,-0.8726799980318098
