,REC8 (9985)
ACH-000004,-0.23507700555948374
ACH-000005,-0.46293748660089
ACH-000007,-0.18898066780087772
ACH-000009,-0.2848922155399457
ACH-000011,-0.2663616621452542
ACH-000012,-0.21987850213893406
ACH-000013,-0.16907253864126304
ACH-000014,-0.29452789021368697
ACH-000015,-0.11735763392722084
ACH-000017,-0.5104804913842071
ACH-000018,-0.20687299195598102
ACH-000019,-0.3714629688598335
ACH-000021,-0.23927057364345805
ACH-000022,-0.17266745679347176
ACH-000025,-0.11398622465317705
ACH-000028,-0.2521355779067303
ACH-000030,-0.21332521510208569
ACH-000035,-0.1946861040317686
ACH-000036,-0.2151661355774828
ACH-000037,-0.2576792156249415
ACH-000039,-0.1114388626027958
ACH-000040,-0.08641965010131705
ACH-000041,-0.16389934875353146
ACH-000042,-0.17758404035427447
ACH-000045,-0.13195260673655262
ACH-000047,-0.3039652480145221
ACH-000052,-0.3548949091118559
ACH-000053,-0.1453510784828727
ACH-000054,-0.27534552466012385
ACH-000055,-0.4195600556433421
ACH-000060,-0.19037252698646734
ACH-000067,-0.2276573281030054
ACH-000070,-0.300837643788866
ACH-000075,-0.13187138078427846
ACH-000078,-0.11866655373610085
ACH-000082,-0.3168522991335326
ACH-000085,-0.2260330429582181
ACH-000086,-0.3008731945123716
ACH-000087,-0.14298122718837128
ACH-000092,-0.19302434210493846
ACH-000095,-0.3204274644197425
ACH-000097,-0.396484090444514
ACH-000098,-0.2727650205806609
ACH-000099,-0.21330285420262995
ACH-000108,-0.2508393141519022
ACH-000113,-0.3082581108905489
ACH-000116,-0.22331044436604786
ACH-000118,-0.30059145955744937
ACH-000120,-0.3327983492946564
ACH-000123,-0.3150670221136941
ACH-000127,-0.2495057227881008
ACH-000128,-0.26038063556190505
ACH-000132,-0.025710221496225618
ACH-000133,-0.28330042470580713
ACH-000137,-0.5590881487483745
ACH-000138,-0.1163855589638817
ACH-000142,-0.3784744328482855
ACH-000143,-0.22363834313960865
ACH-000146,-0.21455478985168935
ACH-000148,-0.31931414781908074
ACH-000150,-0.07376495645885298
ACH-000152,-0.14262480865112362
ACH-000153,-0.4746909257550177
ACH-000159,-0.3517603881970507
ACH-000160,-0.39808993199932596
ACH-000163,-0.3576677854368776
ACH-000167,-0.4362314894004416
ACH-000168,-0.3016718200010569
ACH-000169,-0.24061182936442946
ACH-000178,-0.1838218638961423
ACH-000183,-0.1898065472027464
ACH-000188,-0.12223455064988495
ACH-000189,-0.3728395268385604
ACH-000190,-0.1011392565513126
ACH-000198,-0.15559587677869965
ACH-000203,-0.2260488462725848
ACH-000204,0.00036671739961730476
ACH-000206,-0.05614486516025069
ACH-000207,-0.3147418378693099
ACH-000208,-0.12033010939914934
ACH-000210,-0.3224358125979323
ACH-000211,-0.2680281211995799
ACH-000215,-0.18651472705182384
ACH-000221,-0.2630962418033785
ACH-000222,-0.25538424729866005
ACH-000223,-0.15260714015284513
ACH-000226,-0.2192052900384202
ACH-000227,-0.20520578690858826
ACH-000228,-0.16295190818035676
ACH-000231,-0.18864690320196573
ACH-000232,-0.1861687713066177
ACH-000233,-0.023629438468175758
ACH-000234,-0.173976447531016
ACH-000235,-0.22334672335679376
ACH-000237,-0.032385821292420736
ACH-000238,-0.05979300188594841
ACH-000242,-0.8167178085454084
ACH-000243,-0.2897240682431804
ACH-000244,-0.06849971313973446
ACH-000246,-0.17003817870925486
ACH-000248,-0.2356014113742895
ACH-000250,-0.3023765764493377
ACH-000251,0.217763504153664
ACH-000252,-0.2824641576074734
ACH-000253,-0.2302688412853975
ACH-000255,-0.3083512616864297
ACH-000256,-0.09526970745758516
ACH-000257,-0.210721596212691
ACH-000258,-0.06691607396939954
ACH-000259,-0.20950924842947705
ACH-000260,-0.2990495017782412
ACH-000261,-0.2809475765301735
ACH-000262,-0.3231686360839723
ACH-000263,-0.2533905149160559
ACH-000264,-0.2659289068096633
ACH-000265,-0.2227811417180344
ACH-000266,-0.21577437362752253
ACH-000272,-0.30823164963027505
ACH-000274,-0.12974916154463634
ACH-000277,-0.27583224199931883
ACH-000278,-0.24954032253817934
ACH-000279,-0.2695234318789045
ACH-000280,-0.37037315250477904
ACH-000281,-0.1082002816782004
