,SMR3A (26952)
ACH-000004,-0.055601253540384116
ACH-000005,0.07597674064686652
ACH-000007,0.15764661860790782
ACH-000009,0.08317067697124961
ACH-000011,0.003639877206314383
ACH-000012,-0.02814419895477414
ACH-000013,0.01617219436791724
ACH-000014,0.07278077357625408
ACH-000015,0.07866152179168531
ACH-000017,-0.06927669975233207
ACH-000018,0.021585493865954816
ACH-000019,-0.1517942784789407
ACH-000021,0.047351451361649935
ACH-000022,-0.016290499493666306
ACH-000025,0.05651517813535455
ACH-000028,-0.08484238713564002
ACH-000030,0.027910464427172856
ACH-000035,0.1708552581519977
ACH-000036,-0.2038531362076546
ACH-000037,-0.0017348882247668295
ACH-000039,-0.0217873906869093
ACH-000040,-0.01170786013207105
ACH-000041,-0.03033341643132648
ACH-000042,0.05730576143703438
ACH-000045,0.02097205470841855
ACH-000047,0.11414693941012105
ACH-000052,0.08195115519661934
ACH-000053,0.08218794190745317
ACH-000054,-0.13815571763528872
ACH-000055,-0.10588230637924656
ACH-000060,-0.23354636645672386
ACH-000067,0.04612646574350696
ACH-000070,0.08099880581187285
ACH-000075,-0.09496593896983582
ACH-000078,-0.008813173437512508
ACH-000082,-0.07811776469939281
ACH-000085,0.03207844515518505
ACH-000086,0.07826113548664093
ACH-000087,-0.04610785965061676
ACH-000092,-0.10424309598379587
ACH-000095,-0.15653710262671555
ACH-000097,-0.22755692297159816
ACH-000098,0.09057741466617536
ACH-000099,-0.03893549606253662
ACH-000108,0.09879154875347623
ACH-000113,-0.03258368233771093
ACH-000116,-0.2297603871639187
ACH-000118,0.059657612562093634
ACH-000120,0.24380216563629736
ACH-000123,0.06378235629105747
ACH-000127,0.12209715709882067
ACH-000128,-0.09590662700944502
ACH-000132,-0.0279326677061681
ACH-000133,0.001292849813785757
ACH-000137,-0.06677690274228243
ACH-000138,0.15280960177367678
ACH-000142,-0.028127356225420418
ACH-000143,-0.11324754762948855
ACH-000146,0.0911051963755145
ACH-000148,-0.05787871565238436
ACH-000150,-0.06000769696540946
ACH-000152,-0.1232572967563946
ACH-000153,0.17651757491571754
ACH-000159,-0.05918785391725685
ACH-000160,-0.03532716653255204
ACH-000163,-0.04917310970920837
ACH-000167,0.07423401923462078
ACH-000168,-0.02814518531217551
ACH-000169,0.06635504416624477
ACH-000178,0.06566931417770991
ACH-000183,0.25396620624772
ACH-000188,-0.12778110709586862
ACH-000189,-0.2251016677857745
ACH-000190,-0.15314493902672893
ACH-000198,-0.018031594422071008
ACH-000203,0.4373066685501861
ACH-000204,0.2072973207645401
ACH-000206,-0.048054481636249716
ACH-000207,0.02690523386206161
ACH-000208,0.03446335167785732
ACH-000210,0.07784377248605379
ACH-000211,-0.18715355351550025
ACH-000215,0.037127870903742616
ACH-000221,0.12901015300418606
ACH-000222,0.21040750399676594
ACH-000223,-0.0772164179147234
ACH-000226,-0.15908716966032166
ACH-000227,-0.00929952536092678
ACH-000228,0.0794631383814437
ACH-000231,0.12283355584907472
ACH-000232,-0.07248598239623152
ACH-000233,0.053838553286701535
ACH-000234,-0.121249214251282
ACH-000235,-0.006190875550961978
ACH-000237,0.018890433970734682
ACH-000238,0.004201925469184866
ACH-000242,0.056563280884108974
ACH-000243,-0.019096451989667463
ACH-000244,0.10321507634488084
ACH-000246,-0.1291534077536241
ACH-000248,-0.00462441580541322
ACH-000250,-0.05544830864820163
ACH-000251,-0.23848019523842998
ACH-000252,-0.04698244344009806
ACH-000253,-0.05488964320683543
ACH-000255,-0.033789607635593376
ACH-000256,-0.14237070756393091
ACH-000257,-0.15268123052429114
ACH-000258,-0.16482385890643494
ACH-000259,-0.01950540818338695
ACH-000260,-0.057923295801557924
ACH-000261,-0.060318835657435024
ACH-000262,0.13123466999842193
ACH-000263,-0.00896112325467965
ACH-000264,0.017019960078448554
ACH-000265,0.1218331872373134
ACH-000266,0.023730662522538547
ACH-000272,-0.11606577602975722
ACH-000274,-0.08004853131905086
ACH-000277,0.050169053171274486
ACH-000278,0.0698636868949525
ACH-000279,-0.024693594045569468
ACH-000280,0.09856535916895104
ACH-000281,0.18178726913479756
ACH-000288,-0.05190286411819682
ACH-000291,-0.00017804687695038892
ACH-000293,0.029631252279888595
ACH-000294,0.0609555793147205
ACH-000295,0.016288069677611268
ACH-000296,0.17319274291472075
ACH-000302,-0.0846687442584893
ACH-000304,-0.044107417854160016
ACH-000307,0.02180728069031659
ACH-000308,-0.2007910102987373
ACH-000310,-0.1576396607513227
ACH-000311,0.06256880365490783
ACH-000312,0.02609518423245958
