,TSPO2 (222642)
ACH-000004,-0.13730477490066034
ACH-000005,-0.00631336300118695
ACH-000007,-0.06284850615525499
ACH-000009,0.052624407307368
ACH-000011,0.2506291236497996
ACH-000012,-0.002041520314497205
ACH-000013,-0.06647062102664651
ACH-000014,-0.0007917690447231978
ACH-000015,-0.034238373946610015
ACH-000017,-0.0027547431762660487
ACH-000018,0.0517825895521332
ACH-000019,0.03831470857448902
ACH-000021,0.07832742785075357
ACH-000022,-0.09275566159137927
ACH-000025,-0.08244493389318976
ACH-000028,-0.055031916006356034
ACH-000030,0.031028031732957723
ACH-000035,-0.08806537583095715
ACH-000036,0.1090985609845882
ACH-000037,-0.0627420505133674
ACH-000039,0.03596792500667168
ACH-000040,-0.04733565191899946
ACH-000041,-0.026576377917268783
ACH-000042,0.026324395739203837
ACH-000045,0.13878027799881884
ACH-000047,-0.04242408396557127
ACH-000052,-0.09626391879930786
ACH-000053,-0.03417902148247702
ACH-000054,0.0749380961556555
ACH-000055,0.06830310625725827
ACH-000060,-0.11425712870625425
ACH-000067,0.015960621071492553
ACH-000070,0.1828250691974261
ACH-000075,-0.11604693575696674
ACH-000078,-0.0037495672045718647
ACH-000082,0.0542477097685912
ACH-000085,-0.09751420614060044
ACH-000086,-0.04601489074420823
ACH-000087,0.07076362913957956
ACH-000092,0.017655098223850543
ACH-000095,0.009908013382161384
ACH-000097,0.08821306330126401
ACH-000098,0.0387376463204189
ACH-000099,0.07598805460715337
ACH-000108,0.06351965291646525
ACH-000113,0.0828906650551685
ACH-000116,0.028628488036885124
ACH-000118,0.0008803689232607365
ACH-000120,-0.025314560478613198
ACH-000123,-0.06418307414835295
ACH-000127,-0.02701865993834161
ACH-000128,-0.041836040072886126
ACH-000132,-0.09551906090555576
ACH-000133,-0.036556496833259074
ACH-000137,0.029605253034458975
ACH-000138,-0.00917252281916968
ACH-000142,0.00034095409834562784
ACH-000143,-0.09458239743301744
ACH-000146,0.041437175067884406
ACH-000148,0.13905614426729193
ACH-000150,0.10498796596105564
ACH-000152,0.0
ACH-000153,-0.07265615610844207
ACH-000159,0.04295717435370381
ACH-000160,0.06418727373572577
ACH-000163,-0.05995287985481796
ACH-000167,-0.24158673016901855
ACH-000168,0.07852092828743196
ACH-000169,0.07422976923263186
ACH-000178,-0.02840708783035848
ACH-000183,-0.056869330044432176
ACH-000188,0.07810275197330509
ACH-000189,0.06189826715467379
ACH-000190,-0.2515501285729573
ACH-000198,-0.12135938938660155
ACH-000203,-0.16835868848937074
ACH-000204,0.060127191851656776
ACH-000206,-0.016979495481736592
ACH-000207,-0.13383125190651265
ACH-000208,0.02709557625125105
ACH-000210,0.19488119678560809
ACH-000211,0.025069717749186097
ACH-000215,0.0224287873274416
ACH-000221,0.07323145442430262
ACH-000222,0.017921567908450453
ACH-000223,-0.0611167380205717
ACH-000226,0.04021477303839649
ACH-000227,-0.19304232142401687
ACH-000228,0.08344261991553009
ACH-000231,-0.036649797476988016
ACH-000232,0.034654334139813565
ACH-000233,0.08237683191614778
ACH-000234,0.21140403518031295
ACH-000235,0.0021923920873112464
ACH-000237,-0.06961992250089986
ACH-000238,-0.019232872930878928
ACH-000242,0.07008735014758034
ACH-000243,0.011775560562328648
ACH-000244,0.030679184652118927
ACH-000246,0.020031094476801542
ACH-000248,0.05268522452631896
ACH-000250,0.0451461509775878
ACH-000251,0.17219286602305672
ACH-000252,-0.18720070268085184
ACH-000253,-0.20018397313920108
ACH-000255,-0.08849432610760016
ACH-000256,0.10292829583351587
ACH-000257,0.08166582827774957
ACH-000258,0.062244262846534074
ACH-000259,-0.04501467236080377
ACH-000260,-0.04830417183905293
ACH-000261,-0.06431495357994158
ACH-000262,0.061921018029146825
ACH-000263,-0.1218763591322304
ACH-000264,0.014849481595217878
ACH-000265,0.019582927196871283
ACH-000266,0.046349583075620135
ACH-000272,-0.07395130617012237
ACH-000274,0.10432926471683784
ACH-000277,-0.08574047120379437
ACH-000278,-0.14311185319467987
ACH-000279,0.055720656720067034
ACH-000280,-0.029646609181161937
ACH-000281,-0.04067543279837805
ACH-000288,0.0347104423576468
ACH-000291,0.08295093028313462
ACH-000293,-0.004318610224165027
ACH-000294,-0.10426450474367156
ACH-000295,-0.09332021161834274
ACH-000296,-0.18090821868441773
ACH-000302,-0.04078655796739894
ACH-000304,0.0301160165310151
ACH-000307,0.01082474473745715
ACH-000308,0.059632679299858125
ACH-000310,-0.05364469513968707
ACH-000311,0.08874100963111127
ACH-000312,-0.15613639099078996
ACH-000315,0.05014625406613795
ACH-000316,0.10122929737874224
ACH-000317,0.027530382620096702
ACH-000318,0.11382142331406953
ACH-000319,0.02333495031053024
ACH-000320,0.10488694826392778
ACH-000322,-0.14488526878769345
ACH-000323,-0.0332942230472524
ACH-000324,-0.004523242205734728
ACH-000329,0.0869355407957558
ACH-000330,-0.1439415150251563
ACH-000331,-0.0009724549517201983
ACH-000332,-0.030373863667889345
ACH-000334,0.15129919673656947
