,EGLN2 (112398)
ACH-000004,-0.3514257264854537
ACH-000005,-0.035580849262858594
ACH-000007,-0.3708112807302281
ACH-000009,-0.2423445326826621
ACH-000011,-0.2710131891853878
ACH-000012,-0.38464094183127145
ACH-000013,-0.4258001644620259
ACH-000014,-0.3779629829711659
ACH-000015,-0.4082332963524216
ACH-000017,-0.4945434314484786
ACH-000018,-0.6142123049976982
ACH-000019,-0.3005713506045199
ACH-000021,-0.4419377226259383
ACH-000022,-0.3794936895911094
ACH-000025,-0.3773848569664864
ACH-000028,-0.2592174950875689
ACH-000030,-0.3487389054925082
ACH-000035,-0.4679663118705119
ACH-000036,-0.434474488670677
ACH-000037,-0.3575070074769186
ACH-000039,-0.4262382154758299
ACH-000040,-0.3320639401559537
ACH-000041,-0.5240797280363924
ACH-000042,-0.3632812173616941
ACH-000045,-0.2405724520862427
ACH-000047,-0.2374011267643765
ACH-000052,-0.20464391233242554
ACH-000053,-0.4276608610163348
ACH-000054,-0.41768320294450617
ACH-000055,-0.4297396719863705
ACH-000060,-0.3810777438373099
ACH-000067,-0.476453084994558
ACH-000070,-0.5513294274454535
ACH-000075,-0.3954722441224735
ACH-000078,-0.4557963008839066
ACH-000082,-0.4710755732554059
ACH-000085,-0.08769763051151007
ACH-000086,-0.3558893348294147
ACH-000087,-0.3285992045070414
ACH-000092,-0.4260560365010056
ACH-000095,-0.4591824694975034
ACH-000097,-0.24005100857042896
ACH-000098,-0.36608355100425505
ACH-000099,-0.4235621078750951
ACH-000108,-0.3245231523127379
ACH-000113,-0.6031567650285583
ACH-000116,-0.453771604698053
ACH-000118,-0.2390476884751635
ACH-000120,-0.3422407517369487
ACH-000123,-0.3746549679649263
ACH-000127,-0.28046122319736416
ACH-000128,-0.3720000932873205
ACH-000132,-0.3506216171300329
ACH-000133,-0.5942531863695714
ACH-000137,-0.1766422662993023
ACH-000138,-0.3579622344537361
ACH-000142,-0.500461518919618
ACH-000143,-0.6312858591503518
ACH-000146,-0.2349971316836056
ACH-000148,-0.3532165129307469
ACH-000150,-0.2758751778841053
ACH-000152,-0.3514877099610594
ACH-000153,-0.324281037505187
ACH-000159,-0.3896275282772192
ACH-000160,0.04476514184468148
ACH-000163,-0.39463200340152293
ACH-000167,0.19409982558679795
ACH-000168,-0.4260640380158165
ACH-000169,-0.5045862981178472
ACH-000178,-0.333461620073676
ACH-000183,-0.3734530270492018
ACH-000188,-0.3005585990786854
ACH-000189,-0.4926086562698422
ACH-000190,-0.1092545905345235
ACH-000198,-0.4531868120608752
ACH-000203,-0.4105675587099121
ACH-000204,-0.2992243139622972
ACH-000206,-0.6742285033037395
ACH-000207,-0.32048039837050224
ACH-000208,-0.2511008481154647
ACH-000210,-0.6913811294110553
ACH-000211,-0.35696922765384703
ACH-000215,-0.27661273593984304
ACH-000221,-0.4487058339850317
