,DNTTIP2 (30836)
ACH-000004,-0.22367098853195666
ACH-000005,-0.4688265155662421
ACH-000007,-0.3455653160932791
ACH-000009,-0.5478507779381221
ACH-000011,-0.6269884063678414
ACH-000012,-0.4315169084706645
ACH-000013,-0.4312949845814623
ACH-000014,-0.4725175495739138
ACH-000015,-0.3739055175062308
ACH-000017,-0.3485686164646462
ACH-000018,-0.4183752934083752
ACH-000019,-0.5668348788427343
ACH-000021,-0.42323357559375097
ACH-000022,-0.5021478175554367
ACH-000025,-0.5115051473113624
ACH-000028,-0.5619659943886877
ACH-000030,-0.4933295064075358
ACH-000035,-0.5304647480718925
ACH-000036,-0.7415429977935324
ACH-000037,-0.4941270742729066
ACH-000039,-0.31605170166701696
ACH-000040,-0.5674893523802035
ACH-000041,-0.2014092417886416
ACH-000042,-0.3540264436303476
ACH-000045,-0.37280058472330413
ACH-000047,-0.3358114189672562
ACH-000052,-0.4223943858175209
ACH-000053,-0.34846834623446765
ACH-000054,-0.478125398203794
ACH-000055,-0.3980308758122525
ACH-000060,-0.4418784010525301
ACH-000067,-0.5427676859749044
ACH-000070,-0.6339389885958431
ACH-000075,-0.6153684281698153
ACH-000078,-0.1389036529701073
ACH-000082,-0.4051831827505019
ACH-000085,-0.4555268219695266
ACH-000086,-0.5810123072020229
ACH-000087,-0.4395779507305542
ACH-000092,-0.5664051416672967
ACH-000095,-0.32461375799059994
ACH-000097,-0.5859469334291746
ACH-000098,-0.4347418599067263
ACH-000099,-0.4416398870450621
ACH-000108,-0.3150561732489349
ACH-000113,-0.5533150726568685
ACH-000116,-0.3672540300615008
ACH-000118,-0.4263018024538359
ACH-000120,-0.5190498937921539
ACH-000123,-0.4644659325945556
ACH-000127,-0.28973685946529026
ACH-000128,-0.2710781299034655
ACH-000132,-0.5342140283176838
ACH-000133,-0.3735424359569087
ACH-000137,-0.5523816401930289
ACH-000138,-0.4252230858974981
ACH-000142,-0.6575663892156873
ACH-000143,-0.4182126412891383
ACH-000146,-0.3871081320047897
ACH-000148,-0.3654229600233015
ACH-000150,-0.5780204524072918
ACH-000152,-0.5294689036283252
ACH-000153,-0.540450600662269
ACH-000159,-0.4448772201292473
ACH-000160,-0.3731451195415368
ACH-000163,-0.5811575429256576
ACH-000167,-0.5980763779622177
ACH-000168,-0.4166922053051628
ACH-000169,-0.3045986427413103
ACH-000178,-0.4156621048332605
ACH-000183,-0.32513457166527565
ACH-000188,-0.2691345987282204
ACH-000189,-0.3624500523316295
ACH-000190,-0.5085565792855048
ACH-000198,-0.4958721874536099
ACH-000203,-0.480157965222428
ACH-000204,-0.3361226033656644
ACH-000206,-0.2892304313522765
ACH-000207,-0.4823958345356657
ACH-000208,-0.4469996324722473
ACH-000210,-0.43834920191688254
ACH-000211,-0.3553354282203426
ACH-000215,-0.4854399207732655
ACH-000221,-0.3177536899032813
ACH-000222,-0.4577877941219648
ACH-000223,-0.3855534998507647
ACH-000226,-0.3682192839236248
ACH-000227,-0.3233771991705913
ACH-000228,-0.5203914688669469
ACH-000231,-0.5503939655665164
ACH-000232,-0.4262191143271008
ACH-000233,-0.3591794277574082
ACH-000234,-0.3992460440137058
ACH-000235,-0.4680683395322373
ACH-000237,-0.4510636333588802
ACH-000238,-0.40832052440822986
ACH-000242,-0.1989612488176581
ACH-000243,-0.5164024887326499
ACH-000244,-0.4868048403306193
ACH-000246,-0.4499444254044345
ACH-000248,-0.5523451373875675
ACH-000250,-0.3896413003930654
ACH-000251,-0.3853437418841039
ACH-000252,-0.6121832938199921
ACH-000253,-0.6122107849091707
ACH-000255,-0.6194218374324928
ACH-000256,-0.22929671736038565
ACH-000257,-0.5087467037838155
ACH-000258,-0.3881310957400737
ACH-000259,-0.2409020589747818
ACH-000260,-0.3833237697544461
ACH-000261,-0.7263953152856589
ACH-000262,-0.5692172568673323
ACH-000263,-0.4551702828119363
ACH-000264,-0.4015089851269054
ACH-000265,-0.4551469140852414
ACH-000266,-0.4094923838924151
ACH-000272,-0.5644702822962668
ACH-000274,-0.5050355464452568
ACH-000277,-0.3452348175719461
ACH-000278,-0.4896091264679177
ACH-000279,-0.2317306542151825
ACH-000280,-0.3635618673665516
ACH-000281,-0.2393193683242283
ACH-000288,-0.3777391618445203
ACH-000291,-0.3451798768327351
ACH-000293,-0.6068157016280459
ACH-000294,-0.3028527666648499
ACH-000295,-0.2736624516574294
ACH-000296,-0.3794966349900191
ACH-000302,-0.40983055845227256
ACH-000304,-0.6675476540940631
ACH-000307,-0.4160287263209105
ACH-000308,-0.3171287192258344
ACH-000310,-0.3357431854408708
ACH-000311,-0.503607160456857
ACH-000312,-0.459646936667534
ACH-000315,-0.6145801841225045
ACH-000316,-0.38429813467337215
ACH-000317,-0.5278744502008997
ACH-000318,-0.2783992451069158
ACH-000319,-0.5373223392348385
ACH-000320,-0.2652008468277395
ACH-000322,-0.5654796507845592
ACH-000323,-0.599634511511975
ACH-000324,-0.3686590381973549
ACH-000329,-0.3817726711846832
ACH-000330,-0.43889914720437395
ACH-000331,-0.5677131123311308
ACH-000332,-0.4654202076949469
ACH-000334,-0.6013318047219238
ACH-000335,-0.4164134344735542
ACH-000336,-0.6541795978844827
ACH-000337,-0.3742721909803709
ACH-000338,-0.2835826899596752
ACH-000339,-0.421237446928124
ACH-000341,-0.4633211676645243
ACH-000348,-0.4448334375047983
ACH-000350,-0.2182702615241309
ACH-000352,-0.4162810847048841
ACH-000356,-0.6620719405703468
ACH-000361,-0.3851921423168488
ACH-000362,-0.5924952058728941
ACH-000363,-0.4687982104149674
ACH-000364,-0.5773906105190555
ACH-000365,-0.4925989666429203
ACH-000366,-0.3377165214382877
ACH-000368,-0.4419302104736003
ACH-000374,-0.35508763353663225
ACH-000375,-0.5721685660028327
ACH-000376,-0.5426327622962643
ACH-000381,-0.3608601993107911
ACH-000383,-0.4482132722268663
ACH-000387,-0.6296601232903877
ACH-000389,-0.7534084429834645
ACH-000390,-0.4311600894599312
ACH-000393,-0.4800464838784426
ACH-000395,-0.3174548216851005
ACH-000396,-0.7132449461501361
ACH-000397,-0.4797748611356805
ACH-000401,-0.382310108150784
ACH-000402,-0.3242252597756986
ACH-000403,-0.5049504217918724
ACH-000404,-0.7016896967866353
ACH-000406,-0.5858721620491905
ACH-000407,-0.4444474725322825
ACH-000408,-0.33394887698571546
ACH-000410,-0.5311266460082722
ACH-000411,-0.6648565180100816
ACH-000414,-0.4507577450601341
ACH-000415,-0.6330876670462605
ACH-000416,-0.3618720342437428
ACH-000420,-0.4691061782116647
ACH-000421,-0.6053054353691013
ACH-000424,-0.5511505312638598
ACH-000425,-0.7891650800767335
ACH-000426,-0.2694268770895039
ACH-000427,-0.4953320811636115
ACH-000433,-0.8311287672436587
ACH-000435,-0.4539688426856123
ACH-000436,-0.19270694858376952
ACH-000444,-0.6948799222904756
ACH-000445,-0.7517233297367717
ACH-000448,-0.5393106101232144
ACH-000450,-0.3243992354398231
ACH-000452,-0.3212523299717783
ACH-000454,-0.4764837708525695
ACH-000458,-0.3722006884280317
ACH-000459,-0.19849346292602751
ACH-000460,-0.4462144668413324
ACH-000461,-0.4127950392834786
ACH-000463,-0.39590660136826494
ACH-000464,-0.3363401200464337
ACH-000466,-0.3848342573896594
ACH-000467,-0.5345269316000673
ACH-000468,-0.3910833789465882
ACH-000469,-0.5813005217501668
ACH-000470,-0.2590999332857465
ACH-000471,-0.5080171767900582
