,PISD (23761)
ACH-000004,-0.2203341895043864
ACH-000005,0.3333895805226797
ACH-000007,-0.018646800836359216
ACH-000009,0.01517089273874209
ACH-000011,0.12574672497332312
ACH-000012,-0.1300568886234725
ACH-000013,-0.042754667676356335
ACH-000014,0.04649117030563107
ACH-000015,-0.11438687530385455
ACH-000017,0.09357617714787576
ACH-000018,0.021778937091411103
ACH-000019,-0.04814905232768706
ACH-000021,-0.08235385451063873
ACH-000022,-0.11106816776122777
ACH-000025,-0.19650951558295604
ACH-000028,-0.0660964190415998
ACH-000030,-0.006542593689778219
ACH-000035,0.045746227452969336
ACH-000036,0.07898588266539745
ACH-000037,-0.12085667174157395
ACH-000039,0.07562332058534058
ACH-000040,-0.028437980576500037
ACH-000041,-0.060267043589417174
ACH-000042,-0.2419044097866482
ACH-000045,0.03592594328922977
ACH-000047,-0.06670674546439677
ACH-000052,-0.10511095070812664
ACH-000053,-0.17224367442577282
ACH-000054,-0.03099077462607184
ACH-000055,0.02607007595886613
ACH-000060,-0.004691872845120388
ACH-000067,0.03482688476907196
ACH-000070,-0.1163039221453748
ACH-000075,0.2704340047654944
ACH-000078,-0.12543482446595214
ACH-000082,0.0076161447492484515
ACH-000085,-0.04512939758117104
ACH-000086,0.004539234133053034
ACH-000087,0.030594759724093507
ACH-000092,0.012856227190692295
ACH-000095,-0.10058488508777098
ACH-000097,0.03877249337576952
ACH-000098,-0.05422982347232483
ACH-000099,0.03553152263142
ACH-000108,-0.0376753049821321
ACH-000113,-0.05097087435946807
ACH-000116,-0.002100387328465439
ACH-000118,-0.10579315165446222
ACH-000120,-0.12907150289927585
ACH-000123,-0.1451043261898684
ACH-000127,0.07524093580234786
ACH-000128,-0.13196627266206
ACH-000132,0.02402409999032489
ACH-000133,-0.32826792690731105
ACH-000137,-0.09997897828496534
ACH-000138,-0.11658764437627048
ACH-000142,0.13343394519420546
ACH-000143,0.08998199627431971
ACH-000146,-0.1115543308807732
ACH-000148,-0.12576647726775414
ACH-000150,0.003249945642231244
ACH-000152,-0.0338170356090534
ACH-000153,0.2115204686459449
ACH-000159,-0.03373613172054833
ACH-000160,-0.14405122157496014
