,KLRD1 (3824)
ACH-000004,0.0045858444483008595
ACH-000005,0.13048770760968378
ACH-000007,0.2287768721592363
ACH-000009,-0.05115504403886556
ACH-000011,-0.00047038216141480235
ACH-000012,0.2032306141164871
ACH-000013,0.03637562910133693
ACH-000014,0.13344881741419862
ACH-000015,-0.013966986216086871
ACH-000017,0.036567145707422165
ACH-000018,-0.05565661459423283
ACH-000019,0.06613045571173186
ACH-000021,0.03340621237389545
ACH-000022,0.1244470004317628
ACH-000025,-0.057610306856819865
ACH-000028,0.07114310476162522
ACH-000030,-0.010859172926837234
ACH-000035,-0.037059619070912216
ACH-000036,0.1008759733937653
ACH-000037,0.06810284919048944
ACH-000039,-0.021892069351944446
ACH-000040,0.10897077387670387
ACH-000041,0.04075069574772645
ACH-000042,0.06074526524854674
ACH-000045,-0.053045996451245456
ACH-000047,0.06558884087587738
ACH-000052,0.12931777493009286
ACH-000053,0.02187817217832374
ACH-000054,-0.03682437480032832
ACH-000055,-0.009554715874114977
ACH-000060,0.03099207964780358
ACH-000067,-0.026824896894969454
ACH-000070,0.16266181242728212
ACH-000075,0.039450181201108096
ACH-000078,0.03694284660214533
ACH-000082,0.0182447006789855
ACH-000085,-0.049969105651662286
ACH-000086,0.10483432469891202
ACH-000087,0.17461477308000448
ACH-000092,0.11048548990115843
ACH-000095,0.008305226596526062
ACH-000097,-0.011047619114128842
ACH-000098,0.07335442477589732
ACH-000099,-0.06391228303234632
ACH-000108,0.0558105321576521
ACH-000113,0.07917089728184805
ACH-000116,0.05849224724990462
ACH-000118,0.04481686699469003
ACH-000120,0.1238498759195598
ACH-000123,-0.02139941843522127
ACH-000127,-0.007881844878239279
ACH-000128,-0.0017336648372723769
ACH-000132,0.1545598790199831
ACH-000133,-0.0029025822440613713
ACH-000137,0.12338992983461157
ACH-000138,0.040043205047493605
ACH-000142,0.006866894645419049
ACH-000143,0.12092864836760656
ACH-000146,-0.02205223452500165
ACH-000148,0.07079600683494344
ACH-000150,0.029587091344668567
ACH-000152,0.03412088345515032
ACH-000153,0.20852316849840408
ACH-000159,0.10201146606885476
ACH-000160,0.011443341822972677
ACH-000163,0.14277519951126674
ACH-000167,-0.16628835165508726
ACH-000168,0.20968134855268286
ACH-000169,0.04830423985774903
ACH-000178,-0.01257798092632817
ACH-000183,-0.009517107676421787
ACH-000188,0.0595672605181452
ACH-000189,-0.0016296823430399252
ACH-000190,0.1814626703179564
ACH-000198,0.09995569226153578
ACH-000203,0.31154031183927394
ACH-000204,-0.01773437821540157
ACH-000206,0.14920912063184075
ACH-000207,0.12049987735892033
ACH-000208,0.1110411971827706
ACH-000210,0.016380716162971338
ACH-000211,0.041696300858290285
ACH-000215,0.004619882173388671
ACH-000221,0.013176597471779978
ACH-000222,-0.1901697320334448
ACH-000223,-0.017913231494152058
