,TRAPPC3L (100128327)
ACH-000004,0.19588883199640686
ACH-000005,0.24621857141816464
ACH-000007,0.0425262242471761
ACH-000009,0.21308235644298495
ACH-000011,0.17226087441098278
ACH-000012,0.20563573568596136
ACH-000013,0.09494697597628993
ACH-000014,0.19629755775800647
ACH-000015,0.14012584190074448
ACH-000017,0.1536346886069132
ACH-000018,0.2009164306677292
ACH-000019,0.0743329765591943
ACH-000021,0.002058145965385597
ACH-000022,0.1721063715220311
ACH-000025,0.2030997090387005
ACH-000028,0.15178340829493958
ACH-000030,0.2130370322804193
ACH-000035,0.1135032598236989
ACH-000036,0.2001280254178771
ACH-000037,0.21316476196672104
ACH-000039,0.2096309100839504
ACH-000040,0.2066484021754067
ACH-000041,0.15363082047644294
ACH-000042,0.1173566410062557
ACH-000045,0.12517043551025153
ACH-000047,0.06423830139901153
ACH-000052,0.08210379211526178
ACH-000053,0.1970334409146044
ACH-000054,0.21417762836149207
ACH-000055,0.12273837484052748
ACH-000060,0.14147215495809046
ACH-000067,0.07551366610588853
ACH-000070,0.011108493603945188
ACH-000075,0.013374399682234677
ACH-000078,0.25966122221691074
ACH-000082,0.18927246401988654
ACH-000085,0.23394669259107315
ACH-000086,0.1337820739194203
ACH-000087,0.0615619771334958
ACH-000092,0.11294668744520706
ACH-000095,0.148242240554763
ACH-000097,0.2125737855154196
ACH-000098,0.0623133762317672
ACH-000099,0.2004867755163329
ACH-000108,0.032437313277067885
ACH-000113,0.1503419507152865
ACH-000116,0.10251111144543976
ACH-000118,0.12193318443562648
ACH-000120,0.1169232605520647
ACH-000123,0.10056408650239683
ACH-000127,0.2115549902362236
ACH-000128,0.12204724972719536
ACH-000132,0.12897377784160902
ACH-000133,0.11243600967270596
ACH-000137,0.18247759537443933
ACH-000138,0.1281971144344962
ACH-000142,0.08018321933752624
ACH-000143,0.2376260225664325
ACH-000146,0.2130096567848116
ACH-000148,0.23676245989972936
ACH-000150,-0.015283047698088584
ACH-000152,0.2595480555821381
ACH-000153,0.15504436409113684
ACH-000159,0.17915280638953646
ACH-000160,0.09987322969019057
ACH-000163,0.2801757365699233
ACH-000167,-0.018980979725578485
ACH-000168,0.22105446681345728
ACH-000169,0.09622723963435376
ACH-000178,0.0766220453705065
ACH-000183,0.17658310024891727
ACH-000188,0.1502504360174125
ACH-000189,0.22391709715272595
ACH-000190,0.2894209962925853
ACH-000198,0.15372073011026502
ACH-000203,0.07231087459384597
ACH-000204,0.2280117049070576
ACH-000206,0.06475397215646883
ACH-000207,0.21342595558079255
ACH-000208,0.2067239975547893
ACH-000210,0.020760173949601272
ACH-000211,0.17390561346976438
ACH-000215,0.19214395291781095
ACH-000221,0.1364772453348811
ACH-000222,0.059200729301452135
ACH-000223,0.12022414171333948
ACH-000226,0.06968781136950453
ACH-000227,0.10075791864342548
ACH-000228,-0.011858956974630613
ACH-000231,0.15587921969526616
ACH-000232,0.16319794615202304
ACH-000233,0.25855682660392776
ACH-000234,0.18148876683226853
ACH-000235,0.16190621875994018
ACH-000237,0.2198647243968438
ACH-000238,0.18637082675323444
ACH-000242,0.4024212230050092
ACH-000243,0.11853255096073978
ACH-000244,0.20591045652575365
ACH-000246,0.1453899161208723
ACH-000248,0.10419058097206932
ACH-000250,0.13445323417644134
ACH-000251,-0.1143370016846098
ACH-000252,0.14044611340418528
ACH-000253,0.07883739964244478
ACH-000255,0.0951066156294443
ACH-000256,0.2532166645737798
ACH-000257,0.192353409507376
ACH-000258,0.1730184070829796
ACH-000259,0.1780629898529105
ACH-000260,0.1877150771161412
ACH-000261,0.1728510549522798
ACH-000262,0.20664558862870852
ACH-000263,0.2714979399086825
ACH-000264,0.12805418693298448
ACH-000265,0.16660294089609765
ACH-000266,0.11446938785446427
ACH-000272,0.13051013218558533
ACH-000274,0.07554327546646927
ACH-000277,0.02628079292921292
ACH-000278,0.21913839713753108
ACH-000279,0.15074209761312826
ACH-000280,0.17233041366508345
ACH-000281,0.1702763817692273
ACH-000288,0.14115686117381446
ACH-000291,0.2096621490418437
ACH-000293,0.25921879382243423
ACH-000294,0.1814689886869282
ACH-000295,0.1385742708771636
ACH-000296,-0.01915209172432868
ACH-000302,0.14827792183017646
ACH-000304,0.11563886830042215
ACH-000307,0.18669633916099826
ACH-000308,0.1823857638031184
ACH-000310,0.22114187283515216
ACH-000311,0.1807046289968444
ACH-000312,0.08391296953868542
ACH-000315,0.08500207730560848
ACH-000316,0.1368047526927274
ACH-000317,0.12474516982750886
ACH-000318,0.09113997344747486
ACH-000319,0.12293712006962842
ACH-000320,0.10240516579920493
ACH-000322,0.08051561258645311
ACH-000323,0.3014721269433629
ACH-000324,0.17548534101593394
ACH-000329,0.0789183966576269
ACH-000330,0.2846610413098813
ACH-000331,0.16314846344177222
ACH-000332,0.18732387376480766
ACH-000334,0.1632422853721802
ACH-000335,0.377835110375943
ACH-000336,0.13929027426835716
ACH-000337,0.2032009362230595
ACH-000338,0.4027608282078041
ACH-000339,0.1560964730267409
ACH-000341,0.23417648096905824
ACH-000348,0.1128718325011148
ACH-000350,0.18362029064997085
ACH-000352,0.1422422222114204
ACH-000356,0.2468767465158403
ACH-000361,0.24519061707375175
ACH-000362,0.2721025528234736
ACH-000363,0.16699143093087326
ACH-000364,0.2103043688013095
ACH-000365,0.10852218944015757
ACH-000366,0.17062054436048224
ACH-000368,0.13848592344543584
ACH-000374,0.2213185777783323
ACH-000375,0.06658616248107345
ACH-000376,0.14797819869050505
ACH-000381,0.26351435881168594
ACH-000383,0.13983845326825525
ACH-000387,0.14643626646125224
ACH-000389,0.2243533824122341
ACH-000390,0.17315099837148112
ACH-000393,0.05726755515705731
ACH-000395,0.2460869332027848
ACH-000396,0.4791793990806546
ACH-000397,0.16820508917284555
ACH-000401,0.04157174528894342
ACH-000402,0.21948729269697592
ACH-000403,0.167156027580664
ACH-000404,0.2515906643919374
ACH-000406,0.2392000855937214
ACH-000407,0.2101133811384527
ACH-000408,0.02140159925196569
ACH-000410,0.06203599102882323
ACH-000411,0.15112433817011645
ACH-000414,0.15729881242062185
ACH-000415,0.10168080972508532
ACH-000416,0.09684735355141287
ACH-000420,0.16587521132803654
ACH-000421,0.15606761711395334
ACH-000424,0.1626394490625102
ACH-000425,0.16527242038332673
ACH-000426,0.21316004004546615
ACH-000427,0.18301947411207325
ACH-000433,0.26211799342540026
ACH-000435,0.03155781925376473
ACH-000436,0.08446593610586584
ACH-000444,0.06616457639998212
ACH-000445,-0.011688824329072915
ACH-000448,0.20161555852451196
ACH-000450,0.016697488390564917
ACH-000452,0.11563157424936782
ACH-000454,0.28585343266156504
ACH-000458,0.2525495662305721
ACH-000459,0.08651072207262465
ACH-000460,0.16622757050372286
ACH-000461,0.0974423905365864
ACH-000463,0.11088223736316817
ACH-000464,0.2017846518752078
ACH-000466,0.04841408604067613
ACH-000467,0.11900255503570566
ACH-000468,0.1302263065056529
ACH-000469,0.1117374927787604
ACH-000470,0.1580275310544157
ACH-000471,0.18017378651913554
ACH-000472,0.16980203784694645
ACH-000473,0.1809647847132323
ACH-000475,0.10533283702504516
ACH-000476,0.15974689156098615
ACH-000477,0.2066659681984614
ACH-000479,0.23384513780677504
ACH-000480,0.16362245400513972
ACH-000481,0.21976946323379093
ACH-000483,0.3009659562914436
ACH-000484,-0.027135708360215737
ACH-000485,0.18558717047723056
ACH-000486,0.11971102520790122
ACH-000487,0.0747274820515743
ACH-000488,0.1823129450738984
ACH-000490,0.12516952751210436
ACH-000491,-0.013746890235837405
ACH-000495,0.1842773356129474
ACH-000496,0.11956565680260756
ACH-000499,0.23647300788634745
ACH-000500,-0.05524999722863486
ACH-000502,0.12556315521427713
ACH-000503,-0.0062430134182367885
ACH-000505,0.1193068612349166
ACH-000507,0.1413531022767631
ACH-000510,0.1775732934391895
ACH-000511,0.17514621739194147
ACH-000512,0.28419124079268915
ACH-000516,0.20984468225885491
ACH-000517,0.14543042700283199
ACH-000518,0.16464025792880693
ACH-000520,0.07681772255865478
ACH-000521,0.18782101220767272
ACH-000522,0.13612010178741552
ACH-000524,0.23957865620031515
ACH-000527,0.15514458070441428
ACH-000528,0.17313026702874235
ACH-000537,0.08323242560730762
ACH-000541,0.14954550057656138
ACH-000542,0.18896755114521827
ACH-000544,0.07223521999725918
ACH-000545,0.14824226350321573
ACH-000547,0.268033431889329
ACH-000548,0.3156830374014389
ACH-000549,0.1929432319916801
ACH-000550,0.053225194231964416
ACH-000552,0.1364176963262145
ACH-000556,0.07379623897969942
ACH-000557,0.1612248832388382
ACH-000569,0.0903277117839622
ACH-000570,0.19537546339096515
ACH-000571,0.11788744503875945
ACH-000573,0.133415916431407
ACH-000576,0.18131761385799047
ACH-000579,0.04264479293042972
ACH-000580,0.4509563594784483
ACH-000584,0.21066974443304226
ACH-000585,0.1069868083697768
ACH-000588,0.19781579293292928
ACH-000589,0.2174153682177001
ACH-000591,0.1211896996865068
ACH-000593,0.12530996839221265
ACH-000600,0.1952530063810598
ACH-000601,0.1392961497636352
ACH-000605,0.13385092336887694
ACH-000606,0.1550796178383191
ACH-000608,0.15854704745171788
ACH-000614,0.23502629773556816
ACH-000616,0.2602017328819836
ACH-000618,0.2375416680100957
ACH-000619,0.18311878739643386
ACH-000620,0.15733426211157214
ACH-000621,0.17036001930040906
ACH-000622,0.07128992211416152
ACH-000623,0.07212817102789054
ACH-000624,0.15938551428830705
ACH-000627,0.1952888575170864
ACH-000630,0.08860989754505544
ACH-000631,-0.09130526929836492
ACH-000632,0.051496510245129
ACH-000633,0.1441941885419365
ACH-000637,0.19502518651645134
ACH-000638,0.18685807559259865
ACH-000646,0.105466636058434
ACH-000647,0.1593459886880955
ACH-000648,0.1884264162234236
ACH-000649,0.1569126279329658
ACH-000651,0.1206211012386304
ACH-000652,0.02625571087285222
ACH-000653,0.08264784254341231
ACH-000657,0.16667755800019898
ACH-000658,0.17990021781379056
ACH-000661,0.04717726809375724
ACH-000662,0.033421156408656776
ACH-000663,0.1864910652899804
ACH-000665,0.17237071999940695
ACH-000671,0.10562998331430012
ACH-000672,0.14337785639869907
ACH-000673,0.1373872419687131
ACH-000676,0.12579042839731905
ACH-000677,0.2200884144670354
ACH-000681,0.08768784652259358
ACH-000683,0.137128095734605
ACH-000684,0.19728751303228306
ACH-000688,0.17656953534328734
ACH-000693,0.1014578001034618
ACH-000694,0.11167460648598404
ACH-000695,0.18110807426130374
ACH-000696,0.14905314953668855
ACH-000697,0.21546807432365075
ACH-000699,0.016601717208122552
ACH-000701,0.16107354540419852
ACH-000706,0.14773019932621256
ACH-000711,0.1543068004419128
ACH-000713,0.16033215000263987
ACH-000714,0.1049513007908374
ACH-000718,0.07755538109325688
ACH-000720,0.1913136519742383
ACH-000721,0.11598466061415495
ACH-000724,0.032400786411427934
ACH-000725,0.15952339566681362
ACH-000732,0.2333692275243305
ACH-000734,0.1781388824116285
ACH-000735,0.19927727027011954
ACH-000736,0.200219492889498
ACH-000738,0.06626084370240222
ACH-000746,-0.0635133510684447
ACH-000747,0.0702167102456638
ACH-000748,0.15037991236412399
ACH-000753,0.14114722981716782
ACH-000756,0.1697083682155537
ACH-000757,0.19691642660923225
ACH-000758,-0.005576124813493476
ACH-000760,0.17859106369448707
ACH-000762,0.2395522622126165
ACH-000763,0.19252272308308824
ACH-000764,0.16564283282117556
ACH-000765,0.11392052424927444
ACH-000766,0.11375163971294823
ACH-000767,0.08284688219129778
ACH-000768,0.13112465767100862
ACH-000769,0.16931013920546592
ACH-000770,0.18502796375475733
ACH-000771,0.05397492397815423
ACH-000773,0.2402148687729693
ACH-000776,0.10388794155036406
ACH-000777,0.2240139795593828
ACH-000778,0.08368072955202105
ACH-000781,0.13356379506926847
ACH-000782,0.3793247487288071
ACH-000783,0.15402086949657373
ACH-000784,0.18755777169898247
ACH-000785,0.04970825011861122
ACH-000787,0.16368207085485578
ACH-000788,0.15882611411703024
ACH-000791,0.16355370036315706
ACH-000792,0.14551724113587475
ACH-000794,0.1521818237220321
ACH-000796,0.13347678952599865
ACH-000798,0.016984469529183328
ACH-000799,-0.09295633456445207
ACH-000800,0.07013048987483092
ACH-000802,0.12206761917220675
ACH-000804,0.2701546909672164
ACH-000805,0.12022507642734293
ACH-000809,0.1487391511943755
ACH-000810,0.25805786721190666
ACH-000811,0.2282747136751344
ACH-000817,0.03875107647593475
ACH-000819,0.015585411478911584
ACH-000820,0.094035083310907
