,CD200R1 (131450)
ACH-000004,-0.1411681623454936
ACH-000005,-0.12611456864150894
ACH-000007,-0.09531076372555924
ACH-000009,-0.12938456463000253
ACH-000011,-0.07806096920275507
ACH-000012,-0.038945928449707665
ACH-000013,-0.10470250320439443
ACH-000014,-0.02439522151039354
ACH-000015,-0.03630819190521176
ACH-000017,-0.05009799549052511
ACH-000018,-0.09171013807806476
ACH-000019,0.0018259715550524441
ACH-000021,-0.08957987550470595
ACH-000022,-0.1059418012841524
ACH-000025,-0.12568758567373242
ACH-000028,-0.17981634910952754
ACH-000030,-0.12865510504786012
ACH-000035,-0.2132887574511304
ACH-000036,-0.10234397225411243
ACH-000037,-0.01532792287340164
ACH-000039,0.09270094001256364
ACH-000040,-0.040396827382768105
ACH-000041,0.07919802157190367
ACH-000042,-0.08467046889984957
ACH-000045,-0.06755202947450989
ACH-000047,-0.1894132135350358
ACH-000052,-0.2104921554794779
ACH-000053,-0.04414201787314807
ACH-000054,-0.08117674112641607
ACH-000055,-0.0395046120068953
ACH-000060,-0.2040359999232012
ACH-000067,-0.11745161523440707
ACH-000070,-0.24709708769271205
ACH-000075,-0.12266794057523728
ACH-000078,-0.025217432867688943
ACH-000082,-0.08358113413811194
ACH-000085,-0.048365349527894216
ACH-000086,-0.0490414289171073
ACH-000087,0.02627571701428814
ACH-000092,-0.15162738087288322
ACH-000095,0.0567110837648936
ACH-000097,-0.07840771551887532
ACH-000098,-0.03364852211155212
ACH-000099,0.024844200318443088
ACH-000108,-0.08996036626341357
ACH-000113,-0.1916131188828648
ACH-000116,-0.13184374667834015
ACH-000118,-0.11912081706215935
ACH-000120,-0.15494125341154008
ACH-000123,-0.11546283889770373
ACH-000127,-0.041819875332025074
ACH-000128,-0.32833207184186564
ACH-000132,-0.07293796284550888
ACH-000133,-0.17313242152294214
ACH-000137,-0.1885227646064824
ACH-000138,-0.0952279596119167
ACH-000142,-0.1690301877857654
ACH-000143,-0.2857314520772019
ACH-000146,-0.02499908121092238
ACH-000148,-0.05113829980288732
ACH-000150,-0.128058539845796
ACH-000152,-0.15307604550023618
ACH-000153,0.02840969282574667
ACH-000159,-0.10798724452948864
ACH-000160,-0.21870211343355508
ACH-000163,-0.13335157506005646
ACH-000167,-0.2618661282111079
ACH-000168,-0.03466002063878077
ACH-000169,-0.1026106054664834
ACH-000178,-0.19054240148493967
