,TCERG1L (256536)
ACH-000004,-0.08949748280509927
ACH-000005,-0.17091908244645596
ACH-000007,0.002374370775751177
ACH-000009,-0.21800685546215293
ACH-000011,-0.18388528116307995
ACH-000012,-0.05635687595168959
ACH-000013,-0.05637589312331823
ACH-000014,0.03626116231737672
ACH-000015,-0.09715006604042974
ACH-000017,-0.029879856153435788
ACH-000018,-0.050324528386477614
ACH-000019,0.08464275874058988
ACH-000021,-0.0064913989566222794
ACH-000022,-0.08279512764209554
ACH-000025,-0.22250738451603067
ACH-000028,-0.07612060311378502
ACH-000030,-0.03374771509231675
ACH-000035,-0.06339974789540573
ACH-000036,-0.035985464653308964
ACH-000037,-0.262988420474564
ACH-000039,-0.18175322024784316
ACH-000040,0.012134636069670765
ACH-000041,-0.10862136108441224
ACH-000042,-0.015582195364239413
ACH-000045,0.14749657857022197
ACH-000047,-0.11759159779029985
ACH-000052,0.003647210091654757
ACH-000053,-0.04891699008403733
ACH-000054,-0.09555900264975342
ACH-000055,-0.1406535772662824
ACH-000060,-0.3099496486547389
ACH-000067,0.08228776332138278
ACH-000070,0.1638665720223886
ACH-000075,-0.15586655686814724
ACH-000078,-0.19679704679802248
ACH-000082,-0.1802958041472107
ACH-000085,-0.13011532639631082
ACH-000086,-0.07244048443800014
ACH-000087,-0.11722083452177212
ACH-000092,-0.09694341678395203
ACH-000095,-0.1452196189269911
ACH-000097,-0.16951586852331196
ACH-000098,-0.06287198811288144
ACH-000099,-0.10532218425223712
ACH-000108,-0.22652792050760925
ACH-000113,-0.13481900098629107
ACH-000116,-0.03853788458934602
ACH-000118,-0.07746162095056551
ACH-000120,-0.14401556041766006
ACH-000123,-0.023512817967817567
ACH-000127,-0.2734905108213153
ACH-000128,0.1015460054959102
ACH-000132,-0.2356993649718246
ACH-000133,0.03164365668448777
ACH-000137,0.008943724500700523
ACH-000138,-0.1230315280137699
ACH-000142,-0.08393761497812835
ACH-000143,-0.21820437619130534
ACH-000146,-0.010596148898371885
ACH-000148,-0.16730748025208558
ACH-000150,-0.010414132769693977
ACH-000152,-0.16029005973266436
ACH-000153,-0.15046538702888376
ACH-000159,-0.08181373691111568
ACH-000160,0.07214311644500447
ACH-000163,-0.09047423276474607
ACH-000167,-0.1534391800056893
ACH-000168,0.10515036033952603
ACH-000169,-0.3321073450699608
ACH-000178,-0.058721090224035426
ACH-000183,0.031070838458703162
ACH-000188,-0.12482614380945667
ACH-000189,-0.00789683377536518
ACH-000190,0.10615656461795726
ACH-000198,-0.07389273298002558
ACH-000203,-0.8487619916732183
ACH-000204,0.08685613963502246
ACH-000206,-0.06354960643016484
ACH-000207,-0.17753748057584484
ACH-000208,0.019342635827622814
ACH-000210,-0.21706781566488015
ACH-000211,-0.02976367983219368
ACH-000215,-0.09972738837794892
ACH-000221,0.06721713868914027
ACH-000222,-0.20149741202974075
ACH-000223,-0.17673252249416832
ACH-000226,0.017288458340771057
ACH-000227,-0.12963228290239526
ACH-000228,-0.18682709560040828
ACH-000231,-0.08985914969662631
ACH-000232,-0.13220790801760632
ACH-000233,-0.03210749097452531
ACH-000234,0.01714250350665449
ACH-000235,-0.028880352227645525
ACH-000237,-0.20265256313076568
ACH-000238,-0.0700777119116198
ACH-000242,0.0740173669280932
ACH-000243,-0.06419335923851202
ACH-000244,0.0979469040485305
ACH-000246,-0.26004790303453834
ACH-000248,-0.12156680977456374
ACH-000250,-0.16352700264619552
ACH-000251,-0.049356966260386215
ACH-000252,-0.13316553482631566
ACH-000253,-0.18502028386509206
ACH-000255,-0.10951233533218646
ACH-000256,-0.17235628089475075
ACH-000257,-0.1025735933672029
ACH-000258,-0.02352872375618133
ACH-000259,-0.037757969535395126
ACH-000260,-0.06822567482243662
ACH-000261,-0.07968744671133514
ACH-000262,-0.016823101036487008
ACH-000263,0.15520293143002853
ACH-000264,-0.009906617682243176
ACH-000265,-0.11386937553318152
ACH-000266,-0.044758782051844484
ACH-000272,0.05583502569362847
ACH-000274,0.007784041613304939
ACH-000277,-0.31383847368097195
ACH-000278,0.002691717909180233
ACH-000279,-0.08880377650051638
ACH-000280,-0.04129404506468965
ACH-000281,-0.18846789905977396
ACH-000288,-0.14549149492854832
ACH-000291,-0.005438460754433072
ACH-000293,-0.11182025694909307
ACH-000294,-0.2298302917430841
ACH-000295,-0.24341409169160616
ACH-000296,-0.31098958997642845
ACH-000302,-0.07619481072600169
ACH-000304,-0.008349006440212579
ACH-000307,-0.021063776220342143
ACH-000308,-0.14953306364053615
ACH-000310,-0.13147790118116331
ACH-000311,-0.01989901264367141
ACH-000312,0.03853401422781491
ACH-000315,-0.2886406199963441
ACH-000316,-0.17815771493975174
ACH-000317,-0.06223451218472378
ACH-000318,-0.12403581743934675
ACH-000319,-0.06349039137670427
ACH-000320,-0.26971599654073475
ACH-000322,-0.13013013817067873
ACH-000323,-0.10631624731035956
ACH-000324,-0.04975843001113787
ACH-000329,-0.10468225999019523
ACH-000330,0.07423110599914193
ACH-000331,-0.13861293482655354
ACH-000332,-0.046017776532748064
ACH-000334,0.09842035666937553
ACH-000335,-0.1699853893267222
ACH-000336,-0.14483165167971726
ACH-000337,0.015970666097962386
ACH-000338,-0.3625788903479894
ACH-000339,-0.1205589434421336
ACH-000341,-0.30618307579387344
ACH-000348,-0.13191391263639535
ACH-000350,-0.11815595822549968
ACH-000352,-0.14406262969544795
ACH-000356,0.003967345565078393
ACH-000361,0.2281477183717852
ACH-000362,-0.010713503831573244
ACH-000363,-0.08503056176598611
ACH-000364,0.03248986075953792
ACH-000365,-0.09964293806650908
ACH-000366,-0.17671610536139956
ACH-000368,-0.3704953995170701
ACH-000374,-0.19104002587522567
ACH-000375,-0.16031718950176865
ACH-000376,-0.033806504783554896
ACH-000381,-0.1150478546068503
ACH-000383,-0.025846369744223115
ACH-000387,-0.11416868726945276
ACH-000389,-0.09162169121458284
ACH-000390,0.03166224942834027
ACH-000393,-0.046095718898147016
ACH-000395,0.028623714705260588
ACH-000396,0.011798808239020755
ACH-000397,-0.15960066011378024
ACH-000401,0.04406934097787275
ACH-000402,0.14030981532873188
ACH-000403,-0.09980691552473543
ACH-000404,-0.11076022619636608
ACH-000406,-0.05217195518501079
ACH-000407,-0.21442602902957225
ACH-000408,-0.11560014403741058
ACH-000410,0.04148410284386803
ACH-000411,-0.011877150838197124
ACH-000414,0.005433211501034507
ACH-000415,-0.13754821725129598
ACH-000416,-0.13544584436706758
ACH-000420,-0.11653903335176698
ACH-000421,-0.06273670290188421
ACH-000424,-0.0411811443153086
ACH-000425,-0.11715788719522305
ACH-000426,-0.10192932803036084
ACH-000427,-0.2890894888963848
ACH-000433,-0.10098629691927503
ACH-000435,0.09485894399191026
ACH-000436,-0.1360801804367099
ACH-000444,-0.10017335631666573
ACH-000445,0.024339537622902908
ACH-000448,-0.1993884938297989
ACH-000450,-0.2183878198455956
ACH-000452,-0.09405261301332543
ACH-000454,-0.011540555788101209
ACH-000458,-0.25335184535222754
ACH-000459,-0.04375500317583463
ACH-000460,0.12066836173495506
ACH-000461,-0.017883122420047373
ACH-000463,-0.11435125730061968
ACH-000464,-0.07784424982585281
ACH-000466,-0.14066638298117368
ACH-000467,-0.2433858917273077
ACH-000468,-0.08683063598421878
ACH-000469,-0.13778047273215058
ACH-000470,-0.05444932215565815
ACH-000471,-0.10936578223778284
ACH-000472,-0.11841381934065455
ACH-000473,-0.12455053523587645
ACH-000475,-0.14531709191861564
ACH-000476,-0.06548345612009941
ACH-000477,0.016496787543211808
ACH-000479,-0.4502513837593649
ACH-000480,0.08957493296063627
ACH-000481,-0.19947470267177467
ACH-000483,-0.0006517845034348539
ACH-000484,0.2846090214538731
ACH-000485,-0.12110261979545965
ACH-000486,-0.09563764516292513
ACH-000487,0.034522037767940265
ACH-000488,-0.17299332736018594
ACH-000490,-0.060131299416284825
ACH-000491,-0.029074475107320818
ACH-000495,-0.4820674662321614
ACH-000496,-0.14041486679232387
ACH-000499,-0.22577820633278395
ACH-000500,0.6855100736286904
ACH-000502,0.011145157183008602
ACH-000503,0.11414532774104755
ACH-000505,-0.13745716587853385
ACH-000507,-0.08533278772716857
ACH-000510,0.036480763019899186
ACH-000511,-0.05407306216821352
ACH-000512,-0.10805057118572164
ACH-000516,-0.33750926999883746
ACH-000517,-0.04166758354565927
ACH-000518,0.06459697358188198
ACH-000520,-0.006804351263776428
ACH-000521,-0.038248366025124776
ACH-000522,0.07894711855873471
ACH-000524,-0.07828575778932165
ACH-000527,-0.10040496564027136
ACH-000528,-0.04292384641024607
ACH-000537,-0.1310287033059057
ACH-000541,0.15839647919711294
ACH-000542,-0.1515137108052666
ACH-000544,-0.009226920032195158
ACH-000545,-0.08912918821255998
ACH-000547,0.0691238819977624
ACH-000548,-0.023110786107936092
ACH-000549,-0.22217372085758444
ACH-000550,-0.1499649331452582
ACH-000552,-0.02627019985532791
ACH-000556,0.0237112215175738
ACH-000557,-0.07930400321137937
ACH-000569,0.13172179142422974
ACH-000570,-0.248936644639775
ACH-000571,-0.02666751891608204
ACH-000573,-0.061662368277889526
ACH-000576,-0.05755839274099015
ACH-000579,-0.13101406208661692
ACH-000580,0.04787176935268496
ACH-000584,-0.03570630003593302
ACH-000585,-0.10542050404233
ACH-000588,0.11932308193291775
ACH-000589,-0.13308964983844407
ACH-000591,-0.09377845952259392
ACH-000593,-0.01808761734678764
