,FAF1 (11124)
ACH-000004,-0.05714851456759942
ACH-000005,-0.009407711734253877
ACH-000007,-0.1642609633204485
ACH-000009,-0.14480648515534505
ACH-000011,-0.15576130906910815
ACH-000012,-0.11653999688859867
ACH-000013,-0.12284957398715132
ACH-000014,-0.14876929293737656
ACH-000015,-0.17432076730113716
ACH-000017,-0.04495107440914592
ACH-000018,-0.07035431837029002
ACH-000019,-0.10659312791567067
ACH-000021,-0.03441088379757171
ACH-000022,-0.06985135565806662
ACH-000025,-0.18681852220246456
ACH-000028,-0.09310464214604693
ACH-000030,-0.08097151458941572
ACH-000035,-0.08053275366964185
ACH-000036,-0.12730984365197334
ACH-000037,-0.15161869561185146
ACH-000039,-0.07970708037419512
ACH-000040,-0.2411208044543704
ACH-000041,-0.2211616635603381
ACH-000042,-0.025488489664482843
ACH-000045,-0.12268434458929035
ACH-000047,0.04290610889023599
ACH-000052,-0.3168508598447175
ACH-000053,-0.09464623775496467
ACH-000054,-0.1771124808402122
ACH-000055,-0.03210155963838572
ACH-000060,-0.09418107296266257
ACH-000067,-0.07809022337677772
ACH-000070,-0.21530832666198169
ACH-000075,-0.2714405327297009
ACH-000078,-0.058840154052139014
ACH-000082,-0.26021896555025903
ACH-000085,-0.026495820240860786
ACH-000086,-0.19504321572857
ACH-000087,-0.11996828246898995
ACH-000092,-0.16536342314381278
ACH-000095,-0.1756097505523346
ACH-000097,-0.21344476095317524
ACH-000098,-0.15382833429896678
ACH-000099,0.021571311836145725
ACH-000108,0.016441769122464627
ACH-000113,-0.043274434831824346
ACH-000116,-0.0938028506329075
ACH-000118,-0.05594470814927143
ACH-000120,-0.12866843629761146
ACH-000123,-0.3742214987893836
ACH-000127,-0.017070665011935826
ACH-000128,-0.316837477412078
ACH-000132,-0.01718986016266666
ACH-000133,-0.0554111399661206
ACH-000137,-0.0409302259946744
ACH-000138,-0.11426358503769032
ACH-000142,-0.08364402657181977
ACH-000143,0.03574765537682373
ACH-000146,-0.04592490690865104
ACH-000148,-0.2172549708105192
ACH-000150,-0.3033590348384343
ACH-000152,-0.13016332481979032
ACH-000153,-0.22344503597110868
ACH-000159,-0.2355074937863117
ACH-000160,-0.1456309453791783
ACH-000163,-0.05710024118628103
ACH-000167,-0.2498439806406244
ACH-000168,-0.0979315071295796
ACH-000169,-0.0377939697463167
ACH-000178,-0.2519171656259122
ACH-000183,-0.14887828130956796
ACH-000188,-0.1646547360716954
ACH-000189,-0.1673687776576941
ACH-000190,-0.25756818353976063
ACH-000198,-0.29419679872785914
ACH-000203,0.0776541470026833
ACH-000204,0.029961401469130306
ACH-000206,-0.22336183681815505
ACH-000207,-0.16865383979529205
ACH-000208,-0.31309037367238396
ACH-000210,-0.04265859319519088
ACH-000211,-0.03801921979339334
ACH-000215,-0.2597858513775221
ACH-000221,-0.086276150896467
ACH-000222,-0.3481403807890527
ACH-000223,-0.08079161973608871
ACH-000226,-0.01217586477775783
ACH-000227,-0.030952816425726313
ACH-000228,-0.05829162290976835
ACH-000231,-0.1487638484407162
ACH-000232,-0.06833352929753904
ACH-000233,0.12531629601729016
ACH-000234,-0.2930846058937752
ACH-000235,-0.18188148468080445
ACH-000237,-0.16279105637841612
ACH-000238,-0.17917931932473205
ACH-000242,0.13418600520114807
ACH-000243,-0.1591713166101319
ACH-000244,-0.1781145494413425
ACH-000246,-0.31674730236547494
ACH-000248,-0.30096456086176426
ACH-000250,-0.012863950828911544
ACH-000251,-0.14711861523225814
ACH-000252,-0.09246684057519212
ACH-000253,-0.1372150412449381
ACH-000255,-0.1478693965856233
ACH-000256,-0.19295366913256756
ACH-000257,-0.07083823911565325
ACH-000258,-0.25110215430892474
ACH-000259,-0.03593443283288117
ACH-000260,0.023237280903956298
ACH-000261,-0.14090230089808092
ACH-000262,-0.3109472907132145
ACH-000263,0.12456482857556853
ACH-000264,-0.14349689323682335
ACH-000265,-0.0919848892112995
ACH-000266,0.04514030001324374
ACH-000272,-0.2863196774020833
ACH-000274,-0.2550931236505604
ACH-000277,-0.2378877576923481
ACH-000278,-0.15061951176442606
ACH-000279,-0.2695535753397629
ACH-000280,-0.05164388155350279
ACH-000281,0.10252464977578446
ACH-000288,-0.2608478278419809
ACH-000291,-0.18358342366538305
ACH-000293,0.031769547621496225
ACH-000294,0.05214043774843318
ACH-000295,0.09979261790465144
ACH-000296,-0.1672088860930214
ACH-000302,-0.1488573483341151
ACH-000304,-0.3591076646046125
ACH-000307,-0.1581779095048314
ACH-000308,-0.045077583134057964
ACH-000310,-0.2394526919577737
ACH-000311,-0.08816338628269707
ACH-000312,-0.1594746244468664
ACH-000315,0.028506162278334957
ACH-000316,0.06364392521085642
ACH-000317,-0.20602743820637548
ACH-000318,-0.19016301353207826
ACH-000319,-0.12994641776460672
ACH-000320,-0.26785302583000353
ACH-000322,-0.07643652477199779
ACH-000323,-0.1364570616755805
ACH-000324,-0.11904117306113628
ACH-000329,-0.1805554679560855
ACH-000330,-0.06656333513228098
ACH-000331,-0.03873553737965986
ACH-000332,-0.06888840634129408
ACH-000334,-0.2261901027034195
ACH-000335,-0.09313003755830918
ACH-000336,-0.12023895729624995
ACH-000337,-0.21250723747539685
ACH-000338,-0.2210251940978444
ACH-000339,-0.08215096937107838
ACH-000341,-0.21658772858738493
ACH-000348,-0.1906573050235432
ACH-000350,-0.183309965811912
ACH-000352,-0.1951975749523906
ACH-000356,0.004740670875109287
ACH-000361,-0.13102554359066804
ACH-000362,-0.0721106586563406
ACH-000363,-0.094361519602225
ACH-000364,-0.3367264551927345
ACH-000365,-0.024691798596837424
ACH-000366,-0.17230275707844206
ACH-000368,-0.010504370072304994
ACH-000374,-0.2033984253378608
ACH-000375,-0.16118714441394222
ACH-000376,-0.32907017164036084
ACH-000381,-0.2157716805502456
ACH-000383,-0.09482483247921906
ACH-000387,-0.07698592815270112
ACH-000389,-0.2307131116201043
ACH-000390,-0.26028804592875626
ACH-000393,-0.1708550356997952
ACH-000395,-0.008410981267404086
ACH-000396,-0.21876224857337748
ACH-000397,-0.006064924227187917
ACH-000401,-0.1401262952299057
ACH-000402,0.23494350600909256
ACH-000403,-0.04077130148574015
ACH-000404,-0.25633531964327744
ACH-000406,-0.0716661129084098
ACH-000407,-0.11710528987277485
ACH-000408,0.11152918175054677
ACH-000410,-0.3431644333006582
ACH-000411,-0.16483115932375553
ACH-000414,-0.4267594294508124
ACH-000415,-0.09636535672773136
ACH-000416,-0.08485680696704151
ACH-000420,-0.20758240158753588
ACH-000421,-0.1188588041258658
ACH-000424,-0.15757381807071374
ACH-000425,-0.14928871883049524
ACH-000426,0.10193367824272953
ACH-000427,-0.16476028376360904
ACH-000433,-0.26766261412954523
ACH-000435,-0.1284982851874753
ACH-000436,-0.2832530996941697
ACH-000444,-0.1379475235135322
ACH-000445,0.06357203380882326
ACH-000448,-0.4142677439105348
ACH-000450,-0.16971214792574524
ACH-000452,-0.09818463262833513
ACH-000454,-0.2810035380607217
ACH-000458,-0.1345061156978216
ACH-000459,-0.030577135337938436
ACH-000460,-0.012444407620130276
ACH-000461,-0.2090847348476154
ACH-000463,-0.15382383193839413
ACH-000464,-0.3755102258242502
ACH-000466,-0.059814041912757264
ACH-000467,-0.038484328936730684
ACH-000468,-0.01644093451499356
ACH-000469,0.04954586078260114
ACH-000470,-0.1555735844612585
ACH-000471,-0.06917177564538042
ACH-000472,-0.1809749647345109
ACH-000473,-0.1576148442001592
ACH-000475,-0.17174225473735505
ACH-000476,-0.09282125985806218
ACH-000477,-0.27322416544649664
ACH-000479,-0.27074394132797674
ACH-000480,-0.10266038251205337
ACH-000481,-0.09864815349752824
ACH-000483,0.020594024893845528
ACH-000484,0.1441685030139348
ACH-000485,-0.12761221549896412
ACH-000486,-0.17035219397683166
ACH-000487,-0.14529731790797434
ACH-000488,-0.08027774478777491
ACH-000490,-0.229552862962676
ACH-000491,-0.17421189454181055
ACH-000495,-0.20429485610946332
ACH-000496,-0.2599072624637385
ACH-000499,-0.046550472998608594
ACH-000500,-0.17810069409955118
ACH-000502,-0.01881667546945097
ACH-000503,-0.2696238560999178
ACH-000505,-0.260942239658886
ACH-000507,-0.11809829125744956
ACH-000510,-0.07621408187621975
ACH-000511,-0.23778495708233655
ACH-000512,0.014614120452494175
ACH-000516,-0.1995468151684001
ACH-000517,-0.09378218720465753
ACH-000518,-0.05340360220059415
ACH-000520,-0.07891432765947137
ACH-000521,-0.20225113534128167
ACH-000522,-0.2312352919762917
ACH-000524,-0.10592168508054306
ACH-000527,-0.10307276123036828
ACH-000528,-0.0011541897528808693
ACH-000537,-0.1739419424942877
ACH-000541,-0.16613527312877108
ACH-000542,-0.2878492164345152
ACH-000544,-0.16966689868619314
ACH-000545,-0.2138042724311696
ACH-000547,-0.24979631021459636
ACH-000548,-0.17702422603975534
ACH-000549,-0.09121312218579236
ACH-000550,-0.1601643694614393
ACH-000552,-0.10313548324071968
ACH-000556,-0.12825880119905672
ACH-000557,-0.08991459070950841
ACH-000569,-0.18461469788557394
ACH-000570,-0.012666701118239069
ACH-000571,-0.09718713412776056
ACH-000573,-0.2275409069731323
ACH-000576,-0.4686439625829659
ACH-000579,-0.2854515559590522
ACH-000580,-0.09659794042276468
ACH-000584,-0.0639663345557712
ACH-000585,-0.1734904303997819
ACH-000588,-0.1622061160249894
ACH-000589,-0.2649007543608
ACH-000591,-0.05965820325486325
ACH-000593,-0.2570180873185504
ACH-000600,-0.2426903212476836
ACH-000601,-0.08131236435715948
ACH-000605,-0.12081103170754325
ACH-000606,-0.13430096798323007
ACH-000608,-0.11847795028163448
ACH-000614,-0.309937597653592
ACH-000616,-0.17938692626773392
ACH-000618,-0.0745098817801544
ACH-000619,0.002609735053721996
ACH-000620,-0.1961346409358753
ACH-000621,-0.17818073536505402
ACH-000622,-0.03433184456844955
ACH-000623,-0.03744123560637338
ACH-000624,-0.09647955813749168
ACH-000627,-0.2046482897534974
ACH-000630,-0.1640045773209598
ACH-000631,-0.2482760108960789
ACH-000632,-0.16299325832128378
ACH-000633,-0.08049294167287517
ACH-000637,-0.2728350447316281
ACH-000638,-0.12926259124942796
ACH-000646,-0.31266153485838183
ACH-000647,-0.08191529755703697
ACH-000648,-0.3331358579180605
ACH-000649,-0.09618010835648877
ACH-000651,0.05454617691966625
ACH-000652,-0.16585035030451709
ACH-000653,-0.26282874892605546
ACH-000657,-0.17106147420115125
ACH-000658,-0.13674320629970402
ACH-000661,-0.5309992414916377
ACH-000662,-0.2805867093045729
ACH-000663,-0.2502854551376296
ACH-000665,-0.17648926829944087
ACH-000671,-0.36094713842311693
ACH-000672,-0.13926085558313406
ACH-000673,-0.15072766793342904
ACH-000676,-0.15756503288797016
ACH-000677,-0.2246157096343197
ACH-000681,-0.2671858307723756
ACH-000683,-0.15898355893339255
ACH-000684,-0.27338390536196
ACH-000688,-0.17810722911071314
ACH-000693,-0.2333978014960832
ACH-000694,-0.11281671384576482
ACH-000695,-0.3168893719317423
ACH-000696,-0.12358820246258123
ACH-000697,-0.3903505692687825
ACH-000699,-0.17683029234447448
ACH-000701,-0.13655717061834632
ACH-000706,-0.2733281750921359
ACH-000711,-0.1478237585662156
ACH-000713,-0.2219285990238833
ACH-000714,-0.1490849686775834
ACH-000718,-0.2018959360122369
ACH-000720,-0.1610355791353273
ACH-000721,-0.0933329033468317
ACH-000724,-0.13036862790810194
ACH-000725,-0.0101999783542006
ACH-000732,-0.12431857955372268
ACH-000734,-0.13921326704665934
