,NHLH1 (4807)
ACH-000004,0.11024747448177576
ACH-000005,-0.2637231284209679
ACH-000007,0.26497661204277684
ACH-000009,0.12486590653604684
ACH-000011,0.06371047484412848
ACH-000012,0.020034323340990364
ACH-000013,0.058744171745203966
ACH-000014,-0.056956101223285996
ACH-000015,0.1184276559374135
ACH-000017,0.07400962547478122
ACH-000018,-0.005477630434042332
ACH-000019,0.09061766820691264
ACH-000021,-0.02643983453024128
ACH-000022,0.1260275773218318
ACH-000025,-0.1302790569759181
ACH-000028,0.15150996932634248
ACH-000030,0.1374646062147566
ACH-000035,0.05643914446143902
ACH-000036,0.20041682005034
ACH-000037,0.13943445248765762
ACH-000039,-0.09370819573994914
ACH-000040,0.07076719498262675
ACH-000041,0.1574421242077597
ACH-000042,0.0429728501243677
ACH-000045,0.17223932960974944
ACH-000047,0.018926454845739352
ACH-000052,-0.06896721115231197
ACH-000053,0.010489223039551536
ACH-000054,0.062007766450216724
ACH-000055,0.028674708042875863
ACH-000060,0.0428634944099535
ACH-000067,-0.026597646375871208
ACH-000070,-0.0014733912340272172
ACH-000075,0.13366587663994786
ACH-000078,0.03260399073466499
ACH-000082,-0.036165688248657235
ACH-000085,0.0675676292789807
ACH-000086,-0.10825785582152717
ACH-000087,0.13815241382748852
ACH-000092,0.02082863583992569
ACH-000095,-0.004849686148553737
ACH-000097,-0.07050632877518584
ACH-000098,-0.08781883840554816
ACH-000099,0.005824210496287236
ACH-000108,0.004193513687704327
ACH-000113,0.1110769737967307
ACH-000116,0.08615344085684125
ACH-000118,0.026392283579655347
ACH-000120,0.001398746127392057
ACH-000123,0.19040253862871864
ACH-000127,-0.0208547149445522
ACH-000128,-0.01348729057250953
ACH-000132,0.04048898464436938
ACH-000133,-0.042320906323885625
ACH-000137,0.057555629081072035
ACH-000138,0.023350083211461592
ACH-000142,-0.24260350436310335
ACH-000143,0.13846816389525893
ACH-000146,0.0941964426521418
ACH-000148,0.07679670839489572
ACH-000150,-0.0022262170353270034
ACH-000152,0.18471116194348305
ACH-000153,-0.09679954170123227
ACH-000159,-0.03674545351728626
ACH-000160,0.2401341828881205
ACH-000163,0.06373646642803893
ACH-000167,0.17199301198587807
ACH-000168,0.1565842235507569
ACH-000169,0.15691922864330482
ACH-000178,0.14186161763414135
ACH-000183,-0.011616608877202807
ACH-000188,0.07870144583019756
ACH-000189,-0.12312602262644487
ACH-000190,-0.05660829509203776
ACH-000198,-0.06526961771602924
ACH-000203,0.00909414472141496
ACH-000204,0.17392076595252853
ACH-000206,-0.12528977226132584
ACH-000207,0.184904792672582
ACH-000208,0.0028243712993085025
ACH-000210,0.5712138836265572
ACH-000211,-0.006910867647282947
ACH-000215,0.03098938763799865
ACH-000221,-0.06408048356639802
ACH-000222,-0.10164667836728383
ACH-000223,0.08626894385172923
ACH-000226,-0.07805323809872418
ACH-000227,0.1985443161454506
ACH-000228,0.04619744933417787
ACH-000231,0.05152254712872079
ACH-000232,-0.014346482248587944
ACH-000233,0.010906682269095157
ACH-000234,0.09160520577348487
ACH-000235,0.0731347860022811
ACH-000237,0.07540938345081878
ACH-000238,0.1924859489508942
ACH-000242,0.16214948312735447
ACH-000243,0.07328585373541938
ACH-000244,0.12468136926947293
ACH-000246,0.07860038659137354
ACH-000248,0.19616784943305385
ACH-000250,0.11556376037243543
ACH-000251,-0.06895181764678844
ACH-000252,-0.3780507584835624
ACH-000253,-0.02821163669617325
ACH-000255,0.04761097121713792
ACH-000256,0.02770893540726471
ACH-000257,0.13036024776032856
ACH-000258,0.226655256545328
ACH-000259,-0.00543828568089986
ACH-000260,0.018215225285169674
ACH-000261,0.11372587094262128
ACH-000262,0.1880792925300214
ACH-000263,0.08922846048615385
ACH-000264,-0.04336843064072341
ACH-000265,-0.09057365631278247
ACH-000266,-0.02676113093332853
ACH-000272,-0.016237873488765587
ACH-000274,0.13786977453617266
ACH-000277,0.12369936022641298
ACH-000278,0.006052200434534321
ACH-000279,0.0381895905008923
ACH-000280,0.027170773581254172
ACH-000281,-0.0597615731949146
ACH-000288,0.11061955746098756
ACH-000291,0.14634898723044185
ACH-000293,0.08200656642847838
ACH-000294,0.2975436279759576
ACH-000295,0.21349105755777928
ACH-000296,0.022523612611310112
ACH-000302,0.1539262959716269
ACH-000304,0.3979685438132735
ACH-000307,-0.01175301451905628
ACH-000308,0.08704233913457568
ACH-000310,0.010441446202082205
ACH-000311,-0.11587636351948576
ACH-000312,-0.0383599340490437
ACH-000315,-0.1929630793443831
ACH-000316,-0.033975490427751866
ACH-000317,0.004812278040798315
ACH-000318,0.1836245132767417
ACH-000319,-0.04901563846316788
ACH-000320,0.12444581515946875
ACH-000322,0.283241634933226
ACH-000323,0.12796559077544206
ACH-000324,0.16619086189169938
ACH-000329,0.02161663387722453
ACH-000330,-0.0021641470113606715
ACH-000331,0.052420787309875434
ACH-000332,0.023655241321688437
ACH-000334,0.1365005613910462
ACH-000335,-0.0046653464578947385
ACH-000336,-0.13154074615898242
ACH-000337,-0.05616310373853376
ACH-000338,0.14267478133521794
ACH-000339,0.16425028531441346
ACH-000341,-0.0675839350977809
ACH-000348,0.12377099361472713
ACH-000350,-0.011559140403990855
ACH-000352,0.11046098076096657
ACH-000356,0.12986555058155871
ACH-000361,0.043033199812401314
ACH-000362,0.19686677757532647
ACH-000363,0.046799049711799434
ACH-000364,-0.15521975649207295
ACH-000365,0.007663548331208395
ACH-000366,0.039244182156551316
ACH-000368,0.18250116695194712
ACH-000374,0.13275514134643746
ACH-000375,-0.10925997738136632
ACH-000376,0.010424531515729488
ACH-000381,-0.08204174800530731
ACH-000383,0.0034137102987109114
ACH-000387,0.12118776548388235
ACH-000389,0.14521405042433164
ACH-000390,0.015386760733857368
ACH-000393,-0.01834821868547554
ACH-000395,0.12468655321778944
ACH-000396,0.18314817694964944
ACH-000397,-0.02122592316474248
ACH-000401,0.1754122384122733
ACH-000402,0.646494917094626
ACH-000403,0.10608571810607306
ACH-000404,0.23193122759992965
ACH-000406,0.05512925938271628
ACH-000407,0.17841447026729498
ACH-000408,-0.14674238827262714
ACH-000410,0.07234632314383799
ACH-000411,0.10916677420727633
ACH-000414,0.04532192447875856
ACH-000415,0.05777594463287152
ACH-000416,0.010209948682891821
ACH-000420,0.10300679794117104
ACH-000421,0.029281514923464223
ACH-000424,0.20341996510457772
ACH-000425,0.01047508248571045
ACH-000426,0.1755812184861501
ACH-000427,0.004998715374494694
ACH-000433,0.20201941866180032
ACH-000435,-0.06702100654060357
ACH-000436,0.18322451697273495
ACH-000444,-0.12984322487694366
ACH-000445,0.060618602706112364
ACH-000448,0.09080614237860628
ACH-000450,-0.01635230243985964
ACH-000452,0.12516634403989152
ACH-000454,-0.053298245444304095
ACH-000458,0.23700008754343285
ACH-000459,0.13844443952485622
ACH-000460,0.048219128524363324
ACH-000461,0.202356949496568
ACH-000463,0.08716104986316503
ACH-000464,0.14985732129500118
ACH-000466,0.021139547841890302
ACH-000467,0.06027468163237504
ACH-000468,-0.03358841205826635
ACH-000469,0.07640375385581365
