,IL22RA2 (116379)
ACH-000004,-0.08518094272926101
ACH-000005,0.1293331027812704
ACH-000007,-0.062383669870904525
ACH-000009,0.15417868857774986
ACH-000011,0.08343242953669695
ACH-000012,0.0263384434735192
ACH-000013,-0.119168324434289
ACH-000014,0.04856153188520458
ACH-000015,0.028338820951512845
ACH-000017,-0.06244958498469488
ACH-000018,-0.1165789509362345
ACH-000019,0.025724121831308226
ACH-000021,-0.2561845466887667
ACH-000022,0.03345917255900552
ACH-000025,-0.020168595319004924
ACH-000028,-0.025325794894114854
ACH-000030,-0.07504862118648845
ACH-000035,-0.04428615447046297
ACH-000036,-0.07068142932417905
ACH-000037,-0.013746715452328622
ACH-000039,-0.1171350672196782
ACH-000040,-0.040886347417925836
ACH-000041,-0.007869186852817416
ACH-000042,-0.010614416302792421
ACH-000045,0.0012694509450140396
ACH-000047,-0.09098469994826497
ACH-000052,0.052180621874861104
ACH-000053,-0.03468967310369628
ACH-000054,-0.10176195322706988
ACH-000055,0.05850646487973522
ACH-000060,-0.059351595834762225
ACH-000067,-0.17337975931294178
ACH-000070,0.022799250742825402
ACH-000075,-0.14929383421961856
ACH-000078,-0.09033315906247562
ACH-000082,0.03743372376625858
ACH-000085,-0.04334323742658428
ACH-000086,0.13858920082787746
ACH-000087,-0.09476800631521144
ACH-000092,0.022138084007673788
ACH-000095,0.047667640924084285
ACH-000097,0.011095083626813036
ACH-000098,-0.06843753771550252
ACH-000099,-0.07723135899534084
ACH-000108,-0.04818880934735573
ACH-000113,-0.14842346636670686
ACH-000116,0.01912378872239498
ACH-000118,-0.059345514889738785
ACH-000120,0.1648419578687396
ACH-000123,0.0020284663555562125
ACH-000127,-0.00598073186328937
ACH-000128,-0.05495469594092134
ACH-000132,-0.2155992446997868
ACH-000133,-0.10824205556011153
ACH-000137,0.06515497461276241
ACH-000138,-0.06184242198391559
ACH-000142,-0.07854665141910712
ACH-000143,-0.12451305606241934
ACH-000146,-0.07359201243252336
ACH-000148,-0.07280972130699664
ACH-000150,-0.07182428174561714
ACH-000152,0.19364322565827566
ACH-000153,0.041959163438028135
ACH-000159,0.08596790766928339
ACH-000160,-0.010162072099474284
ACH-000163,-0.06147628448040191
ACH-000167,-0.021957582646064268
ACH-000168,0.06707869091930782
ACH-000169,-0.13610159733765628
ACH-000178,0.04179895189097034
ACH-000183,-0.2287159635283476
ACH-000188,-0.11143060144618656
ACH-000189,-0.2349885088866192
ACH-000190,0.0014728059388176356
ACH-000198,-0.01389693274697249
ACH-000203,0.059556586032061286
ACH-000204,0.07283332113128876
ACH-000206,-0.07177955852028624
ACH-000207,0.1207391400510282
ACH-000208,0.058497813581372335
ACH-000210,-0.2871145433529894
ACH-000211,-0.09199424223707307
ACH-000215,-0.06408430383667828
ACH-000221,-0.08905855759700723
ACH-000222,0.012803241792988205
ACH-000223,-0.1660631523331924
ACH-000226,0.11028302993055994
ACH-000227,-0.04640503279982282
ACH-000228,-0.08675922385432595
ACH-000231,-0.06021356853546695
ACH-000232,-0.056500231341848936
ACH-000233,-0.00882243673439727
ACH-000234,-0.0946571019630656
ACH-000235,-0.06374220972826268
ACH-000237,-0.015294696393797231
ACH-000238,0.12736535453728134
ACH-000242,-0.11175959997637357
ACH-000243,-0.0009469182444449676
ACH-000244,-0.0036191665425806346
ACH-000246,0.029289557170128527
ACH-000248,-0.09693512930568683
ACH-000250,-0.04850382506487663
ACH-000251,0.08700190256255533
ACH-000252,-0.14044891244374771
ACH-000253,-0.2761951752601394
ACH-000255,0.01866473779184671
ACH-000256,-0.12578341663372988
ACH-000257,0.040165768412331534
ACH-000258,-0.19943838259891256
ACH-000259,0.024332758687588496
ACH-000260,-0.028314616884402757
ACH-000261,-0.026364752411109537
ACH-000262,0.18339698721397124
ACH-000263,-0.01077981494877034
ACH-000264,-0.042876792201949634
ACH-000265,-0.056483759607224536
ACH-000266,-0.08125377466501339
ACH-000272,-0.14705983287131058
ACH-000274,-0.07841287855430829
ACH-000277,-0.07332730557833271
ACH-000278,0.08386379039721407
ACH-000279,0.008528022654834731
ACH-000280,-0.12305589817747252
ACH-000281,-0.07538387348249713
ACH-000288,-0.03120660340580036
ACH-000291,-0.08432688057710218
ACH-000293,0.03371534882738269
ACH-000294,0.0021932226109594674
ACH-000295,-0.21242394666448566
ACH-000296,0.07813351984272555
ACH-000302,0.0407655875338147
ACH-000304,0.21496720059427965
ACH-000307,-0.1361527262045527
ACH-000308,-0.026725623727706142
ACH-000310,-0.12682894968859712
ACH-000311,0.0026838622010660392
ACH-000312,-0.039274680064716114
ACH-000315,0.13943630355676104
ACH-000316,-0.06904254843751682
ACH-000317,-0.16623944775952676
ACH-000318,0.07014034852021853
ACH-000319,-0.07713127719487363
ACH-000320,0.2009951296340517
ACH-000322,0.009407598964051344
ACH-000323,0.053142754700835584
ACH-000324,-0.09877892279767944
ACH-000329,-0.08600936993798353
ACH-000330,0.033040444955218205
ACH-000331,-0.04523609172457895
ACH-000332,0.04777846311375578
ACH-000334,-0.11646271021634952
ACH-000335,-0.04683971075893985
ACH-000336,0.13007658269534006
ACH-000337,-0.268911568886382
ACH-000338,0.2312527566998608
ACH-000339,-0.038022189950542566
ACH-000341,-0.032905576697851706
ACH-000348,-0.07088546229778807
ACH-000350,0.07393565137924872
ACH-000352,-0.04255036355340559
ACH-000356,0.05478372246932803
ACH-000361,-0.013521826364830012
ACH-000362,-0.1530841025443098
ACH-000363,-0.12202439890977328
ACH-000364,-0.10359974431195916
ACH-000365,-0.004159295912354761
ACH-000366,-0.0593947514000896
ACH-000368,-0.1068193853302095
ACH-000374,0.10441981356932993
ACH-000375,-0.0697549969904156
ACH-000376,0.058726117957733026
ACH-000381,-0.09362580466601947
ACH-000383,-0.15130290670147664
ACH-000387,-0.04140457765709878
ACH-000389,-0.17035063207508944
ACH-000390,0.020521165728452626
ACH-000393,-0.04475973341183352
ACH-000395,-0.08349133373161359
ACH-000396,-0.2572722277438773
ACH-000397,-0.09718045166821128
ACH-000401,-0.023558758816884084
ACH-000402,0.02035588310259986
ACH-000403,0.08861762283548483
ACH-000404,0.05543451963502203
ACH-000406,-0.03949210506263005
ACH-000407,-0.030363403514006536
ACH-000408,-0.10435999644819877
ACH-000410,0.02321689010366506
ACH-000411,0.023232801456816485
ACH-000414,-0.021679932610143657
ACH-000415,-0.06283561732204593
ACH-000416,-0.037563868289344285
ACH-000420,0.02231560189335528
ACH-000421,0.030958659281637057
ACH-000424,0.2536856851950884
ACH-000425,0.11094397539127612
ACH-000426,-0.01847794178470236
ACH-000427,-0.27637184276386056
ACH-000433,0.08191952870933783
ACH-000435,0.1271867494758905
ACH-000436,0.17662200560017124
ACH-000444,0.004384741246052979
ACH-000445,-0.10555692829059687
ACH-000448,-0.004652057348316543
ACH-000450,-0.020522103743494176
ACH-000452,0.00763922068624753
ACH-000454,0.12917059325747227
ACH-000458,0.09560449074968544
ACH-000459,-0.09286310679537108
ACH-000460,-0.05877388870571632
ACH-000461,0.010368270708338286
ACH-000463,0.012940113388607644
ACH-000464,-0.06360785426774967
ACH-000466,-0.027502609561257337
ACH-000467,0.01987829423685609
ACH-000468,-0.027961995110374067
ACH-000469,-0.0856715558501984
ACH-000470,-0.07529555452700014
ACH-000471,-0.08249378715744964
ACH-000472,-0.07326062913158396
ACH-000473,0.04929114738889436
ACH-000475,0.025918906569526654
ACH-000476,0.07623076453596507
ACH-000477,0.09841809581872242
ACH-000479,0.09378216927711616
ACH-000480,-0.06345011766606908
ACH-000481,-0.055807953710262016
ACH-000483,-0.03740608446037216
ACH-000484,0.04707789873418272
ACH-000485,-0.08887806656742685
ACH-000486,0.17033950130580006
ACH-000487,-0.06324985297276298
ACH-000488,-0.07845994449334268
ACH-000490,-0.061506827745294326
ACH-000491,-0.16424674588121735
ACH-000495,-0.1456357767118821
ACH-000496,0.06671911326942508
ACH-000499,-0.031460885596590785
ACH-000500,0.29923016585041273
ACH-000502,0.04461029508290109
ACH-000503,-0.10485777212203057
ACH-000505,-0.014024174195913178
ACH-000507,-0.09897664222622814
ACH-000510,0.015303070366084437
ACH-000511,-0.12848244133507825
ACH-000512,-0.12657983624062288
ACH-000516,-0.08493541198456504
ACH-000517,-0.0022051464619998076
ACH-000518,-0.029553628847599187
ACH-000520,0.056536493956686674
ACH-000521,0.05615577816083868
ACH-000522,-0.017507205868293796
ACH-000524,0.057437687212261175
ACH-000527,-0.010208576494868716
ACH-000528,-0.048715328540162285
ACH-000537,-0.09744043313635273
ACH-000541,-0.01880129444010931
ACH-000542,-0.056192148161385916
ACH-000544,-0.059674092539815586
ACH-000545,0.006208064466159705
ACH-000547,5.068860605031089e-05
ACH-000548,0.029783113453199738
ACH-000549,-0.10927304897956004
ACH-000550,-0.1439681283833877
ACH-000552,0.03806802881880633
ACH-000556,0.014282835329403587
ACH-000557,-0.043266616053761586
ACH-000569,-0.1965696027162665
ACH-000570,0.07014357196508049
ACH-000571,-0.08115984907547813
ACH-000573,0.0872548101107309
ACH-000576,0.04094006308610332
ACH-000579,-0.11358445987314444
ACH-000580,-0.0014895744783629122
ACH-000584,-0.05486819819029326
ACH-000585,0.06482587042989094
ACH-000588,0.03378193038207997
ACH-000589,-0.017444299942894998
ACH-000591,-0.11552081457066525
ACH-000593,-0.04095833832209305
ACH-000600,0.00694885751660759
ACH-000601,0.015346499382265762
ACH-000605,0.057446837343414874
ACH-000606,0.003400042836963961
ACH-000608,-0.0456988539163895
ACH-000614,-0.06584181983742515
ACH-000616,-0.09338264333080257
ACH-000618,0.017901928934202827
ACH-000619,0.10073935952171556
ACH-000620,-0.11005834637485863
ACH-000621,-0.048017770565943536
ACH-000622,0.12943621009853407
ACH-000623,-0.033717210121363056
ACH-000624,0.03690251923017313
ACH-000627,-0.04657840227300545
ACH-000630,-0.08926579235909866
ACH-000631,0.3821063326930566
ACH-000632,-0.05643680529436141
ACH-000633,0.023070430091432503
ACH-000637,-0.028459174284967387
ACH-000638,-0.02502958153958817
ACH-000646,0.07338758435108793
ACH-000647,0.003221062733970261
ACH-000648,-0.03059017028787427
ACH-000649,-0.020648235017737614
ACH-000651,-0.07935376501799217
ACH-000652,-0.1674622987454881
ACH-000653,-0.036399233629938736
ACH-000657,0.0006840632840570505
ACH-000658,-0.13252442271573014
ACH-000661,0.023892886397766273
ACH-000662,-0.2371157861574744
ACH-000663,-0.10325679143119293
ACH-000665,0.028186321311055963
ACH-000671,-0.09232757922426603
ACH-000672,0.04357255863343887
ACH-000673,0.05689229273943721
ACH-000676,-0.008741276784448285
ACH-000677,0.07745311099254584
ACH-000681,-0.13460764691868132
ACH-000683,-0.054040876852820136
ACH-000684,-0.21005975779832725
ACH-000688,-0.0710439904814107
ACH-000693,-0.10460385854168118
ACH-000694,-0.10309936225181413
ACH-000695,0.21202742379503026
ACH-000696,-0.02159961117746392
ACH-000697,0.005166995009255804
ACH-000699,-0.011441852913020028
ACH-000701,-0.10210781688984054
ACH-000706,0.0008366874980155169
ACH-000711,-0.052747354135351664
ACH-000713,0.13155695388649294
ACH-000714,-0.10236901456325198
ACH-000718,0.0046012464094974965
ACH-000720,0.01686081727687206
ACH-000721,0.02753905421947112
ACH-000724,-0.1215521329257562
ACH-000725,0.004644107969102104
ACH-000732,0.03450510928998174
ACH-000734,-0.04579805905784206
ACH-000735,-0.004701160879414986
ACH-000736,0.023314758756203518
ACH-000738,-0.033948636515237836
ACH-000746,-0.03515930479277657
ACH-000747,0.04662829856103765
ACH-000748,-0.050464570428098376
ACH-000753,-0.0013121786315318366
ACH-000756,0.02591886935453381
ACH-000757,0.12838060287440184
ACH-000758,-0.05776462520553051
ACH-000760,-0.06628058672355794
ACH-000762,0.05025834331832819
ACH-000763,-0.1036559901614408
ACH-000764,0.09583669841061827
ACH-000765,-0.01946517969747605
ACH-000766,-0.06622065037716028
ACH-000767,-0.001302856851639273
ACH-000768,-0.07471378937558708
ACH-000769,-0.043003590589934616
ACH-000770,0.006321684478983187
ACH-000771,-0.06710414199257156
ACH-000773,0.08624544322441305
ACH-000776,-0.10016476515599552
ACH-000777,-0.012550628107047046
ACH-000778,-0.09455245324149472
ACH-000781,0.013308175429036468
ACH-000782,-0.12954293084508256
ACH-000783,-0.0074454190352011545
ACH-000784,0.0385110098712206
ACH-000785,0.08230329766086249
ACH-000787,-0.1148538758656723
ACH-000788,-0.0798256442900429
ACH-000791,-0.008867004718572331
ACH-000792,-0.0802325648359521
ACH-000794,-0.0031200926197545325
ACH-000796,-0.04570052165734924
ACH-000798,0.10784165899881752
ACH-000799,0.12947397830326196
ACH-000800,0.062457660858261536
ACH-000802,-0.10237180750198034
ACH-000804,0.046722860090136605
ACH-000805,-0.01289406030315436
ACH-000809,0.03397441516966253
ACH-000810,-0.08923517302469458
ACH-000811,0.05891231468943318
ACH-000817,-0.17276263501060965
ACH-000819,-0.20144651283262835
ACH-000820,-0.1087848686875892
ACH-000821,-0.03390173904832798
ACH-000822,-0.051216972875526096
ACH-000823,0.0274074520156739
ACH-000824,-0.0540651122921229
ACH-000827,0.006324162759967315
ACH-000829,-0.019895157470168408
ACH-000831,-0.09054450807963198
ACH-000832,0.054797828780399176
ACH-000833,-0.13910220276050053
ACH-000834,0.047444494121066216
ACH-000835,0.0224402022403567
ACH-000836,-0.04238693195891282
ACH-000837,-0.037360499735042484
ACH-000838,-0.001651767366115317
ACH-000839,0.03676595797242392
ACH-000840,-0.18273502295953745
ACH-000841,-0.03207311288455734
ACH-000843,0.03636969129716577
ACH-000846,-0.045687726930504116
ACH-000847,-0.18568645805763734
ACH-000848,-0.18226361550653766
ACH-000849,-0.07151891780079674
ACH-000851,-0.0836437465322112
ACH-000855,-0.04470617156271572
ACH-000856,0.019385711452696287
ACH-000858,0.1419878283160623
ACH-000859,-0.08729813383225636
ACH-000861,0.0350263869306831
ACH-000862,-0.0749069381561334
ACH-000865,0.03804628979543493
ACH-000866,-0.04097826323535922
ACH-000867,0.02410919810547838
ACH-000869,-0.11851659200973393
ACH-000872,-0.09436552001579736
ACH-000873,0.0489335644113097
ACH-000876,0.04254412253502021
ACH-000878,-0.21476010632705544
ACH-000880,-0.0446589402753856
ACH-000881,0.0575830722759362
ACH-000882,-0.10573755010977634
ACH-000884,-0.05034105148023057
ACH-000885,-0.09867194528836096
ACH-000887,-0.0363581200997431
ACH-000889,-0.0028543048197850955
ACH-000896,-0.058423532772444116
ACH-000898,-0.1353092195298692
ACH-000900,0.0097467911217337
ACH-000901,0.005872303260156433
ACH-000905,-0.04331308387199796
ACH-000906,-0.09689207495796644
ACH-000907,-0.037266702250144584
ACH-000910,-0.0611752389927646
ACH-000911,-0.057940338259150924
ACH-000912,0.028085551263081314
ACH-000913,-0.16263477537977178
ACH-000915,-0.022464583977037225
ACH-000916,0.18355243261734705
ACH-000917,-0.081401154981992
ACH-000920,-0.0008741444830412747
ACH-000921,0.020164651992169588
ACH-000924,-0.03727988129330992
ACH-000926,-0.09385663125631112
ACH-000928,-0.024135561081336198
ACH-000929,0.0968504046639652
ACH-000932,-0.07458593025604095
ACH-000935,0.050615661283555456
ACH-000936,-0.06758225304197953
ACH-000937,-0.0018222990104653934
ACH-000938,-0.009128890956014976
ACH-000939,-0.08820646543365475
ACH-000941,-0.058856648906515485
ACH-000943,-0.032188598588249684
ACH-000946,0.054494626726938535
ACH-000947,-0.09456593076260623
ACH-000948,-0.06888736043761219
ACH-000950,0.05046318653390714
ACH-000953,-0.017597269989125933
ACH-000954,0.0039842883813214856
ACH-000957,-0.0001304120202500299
ACH-000958,0.03222849242867915
ACH-000960,0.065238101155299
ACH-000963,-0.07842652292719117
ACH-000968,-0.27080610064540217
ACH-000969,-0.04029392787725607
ACH-000972,0.3090329921840098
ACH-000973,-0.0072967866339062985
ACH-000974,-0.02944364687878606
ACH-000978,0.1404663832597869
ACH-000984,-0.008212328833370391
ACH-000986,0.006442922476861533
ACH-000988,-0.09411926576847386
ACH-000993,-0.10016110315191702
ACH-000994,0.0038743426647807507
ACH-000996,0.04915990139388759
ACH-001001,-0.15012150099199453
ACH-001020,-0.02824074799957825
ACH-001028,0.05521443230956866
ACH-001031,-0.006847163338598327
ACH-001038,0.0199773260376234
ACH-001048,0.010691156883670571
ACH-001050,-0.09357248231954078
ACH-001053,0.06377348571896924
ACH-001054,0.006377243213461519
ACH-001061,-0.1059783129557313
ACH-001067,-0.016724945830095383
ACH-001075,-0.16127255968494938
ACH-001096,-0.02017170584119445
ACH-001111,-0.4526950624803836
ACH-001119,-0.2300597219308373
ACH-001128,0.03892283709556077
ACH-001134,0.06977967016904081
ACH-001151,-0.03660245095101235
ACH-001163,-0.008642013273128149
ACH-001164,0.2203952100059053
ACH-001183,-0.17182395894878089
ACH-001192,0.0075845629256852095
ACH-001193,-0.24451305357984435
ACH-001196,-0.005338286871967485
ACH-001197,0.029505221711059317
ACH-001205,-0.328332118498367
ACH-001211,-0.19828955806132925
ACH-001212,-0.054104030262579934
ACH-001228,0.033862420562800526
ACH-001232,-0.12779282943024994
ACH-001239,0.0231969468083924
