,CYP2J2 (1573)
ACH-000004,-0.11304316779312434
ACH-000005,-0.04424195074962816
ACH-000007,-0.06532988025101209
ACH-000009,-0.013401660354051043
ACH-000011,0.04290184050101284
ACH-000012,-0.10350999339440392
ACH-000013,0.0038386747405211217
ACH-000014,0.025822066662306683
ACH-000015,-0.11241522699882547
ACH-000017,-0.14718824573061615
ACH-000018,-0.16654747127189296
ACH-000019,-0.1143028286711944
ACH-000021,0.010710859809587428
ACH-000022,-0.02026771297410906
ACH-000025,-0.10193356708978177
ACH-000028,-0.1204096128784198
ACH-000030,-0.10959011407294117
ACH-000035,0.0012972872226177975
ACH-000036,-0.056167125440525684
ACH-000037,-0.0035150174031386644
ACH-000039,-0.1365384418587101
ACH-000040,-0.1434943051023994
ACH-000041,-0.08588465881370053
ACH-000042,-0.01047256794348065
ACH-000045,-0.04831441063943274
ACH-000047,-0.04735002276087324
ACH-000052,0.06412702572999651
ACH-000053,-0.07618754243505885
ACH-000054,0.01137988348472457
ACH-000055,-0.3862250164760353
ACH-000060,0.06439636517502388
ACH-000067,-0.29715984701297976
ACH-000070,-0.10411364682644296
ACH-000075,-0.12561515631042727
ACH-000078,0.01268985637927126
ACH-000082,-0.0597111656917307
ACH-000085,-0.15174124177080478
ACH-000086,-0.036582472716051334
ACH-000087,0.06252976571072669
ACH-000092,-0.09026085119387037
ACH-000095,-0.14878450472848492
ACH-000097,-0.14834705603916332
ACH-000098,-0.07978536556737831
ACH-000099,-0.08892737625519302
ACH-000108,-0.03118094990913127
ACH-000113,-0.043157024399030665
ACH-000116,-0.0566897717351317
ACH-000118,-0.055903708067617935
ACH-000120,-0.03381399514313885
ACH-000123,-0.1981560523815292
ACH-000127,-0.06768370374862218
ACH-000128,-0.03430878268989178
ACH-000132,0.005384536633212261
ACH-000133,-0.053923060784602996
ACH-000137,-0.3274945778466881
ACH-000138,0.0897306216097263
ACH-000142,-0.17000115241125466
ACH-000143,-0.083000978819908
ACH-000146,0.026321824433800368
ACH-000148,-0.028075945646189288
ACH-000150,-0.10801773673740148
ACH-000152,-0.032726653323697175
ACH-000153,-0.1653227385074321
ACH-000159,-0.030288312163834506
ACH-000160,-0.09853313734115204
ACH-000163,0.13814876292885678
ACH-000167,0.03493964000307913
ACH-000168,0.023777203396029768
ACH-000169,-0.052169374726017764
ACH-000178,0.024087241705227486
ACH-000183,-0.09422901753372084
ACH-000188,-0.010422866639971887
ACH-000189,-0.13262516949033554
ACH-000190,-0.2453636030178173
ACH-000198,-0.14134390855229648
ACH-000203,-0.07242893378416558
ACH-000204,-0.12776742845321742
ACH-000206,-0.2715626723439237
ACH-000207,-0.21309099420862013
ACH-000208,0.08311496673358268
ACH-000210,0.1317809171896392
ACH-000211,-0.07739366062788593
ACH-000215,-0.20802513230730185
ACH-000221,0.06504783010715838
ACH-000222,-0.02092509958575857
ACH-000223,-0.07850915143921942
ACH-000226,-0.09965624292400403
ACH-000227,-0.18438902376559224
ACH-000228,-0.08945517476280572
ACH-000231,0.006736065852952943
ACH-000232,-0.16158415751640368
ACH-000233,-0.18076630093446971
ACH-000234,-0.1014546673603618
ACH-000235,-0.018080206463452368
ACH-000237,-0.05640909996987955
ACH-000238,0.04082104434074598
ACH-000242,-0.0972115897884201
ACH-000243,-0.07963627768291974
ACH-000244,-0.23167857604490785
ACH-000246,-0.08953204758032632
ACH-000248,-0.16783312449369528
ACH-000250,-0.1007838006300638
ACH-000251,-0.24624503100635275
ACH-000252,-0.1509449905634468
ACH-000253,-0.0880659945122747
ACH-000255,-0.05878164218159657
ACH-000256,-0.02234234245838889
ACH-000257,-0.14421306315036836
ACH-000258,-0.18388908803451925
ACH-000259,-0.08846248192479474
ACH-000260,-0.17081233868735698
ACH-000261,-0.13753746109961695
ACH-000262,-0.2417269464364526
ACH-000263,-0.2242298108820595
ACH-000264,-0.034037829154920665
ACH-000265,-0.06566895380907138
ACH-000266,-0.04083380020354622
ACH-000272,-0.08340549194168366
ACH-000274,-0.11545881610782327
ACH-000277,-0.045690984431035496
ACH-000278,-0.11176758967326757
ACH-000279,-0.07572643845735914
ACH-000280,-0.2359003599513842
ACH-000281,0.100712522654571
ACH-000288,-0.07375674185792057
ACH-000291,-0.06955898191894164
ACH-000293,-0.056462946609916825
ACH-000294,-0.040996639175542665
ACH-000295,-0.3004101836733911
ACH-000296,0.0002720542086279285
ACH-000302,-0.0009687807284941805
ACH-000304,-0.1706878866364723
ACH-000307,-0.10590004336285956
ACH-000308,-0.037231767828238914
ACH-000310,-0.09464215214962532
ACH-000311,-0.10083703079226417
ACH-000312,-0.098029721356812
ACH-000315,-0.08516902356569356
ACH-000316,-0.0371693671193833
ACH-000317,-0.19543412203795274
ACH-000318,0.016386653740034327
ACH-000319,-0.1830651504727685
ACH-000320,-0.22600222307462264
ACH-000322,0.13807858266580253
ACH-000323,-0.03647138451952222
ACH-000324,-0.015452456616204282
ACH-000329,-0.010187224947270028
ACH-000330,-0.30969534277310085
ACH-000331,-0.20285671489837132
ACH-000332,-0.10201514554379472
ACH-000334,0.3089986954117397
ACH-000335,-0.09036299067326356
ACH-000336,-0.16676243165859295
ACH-000337,-0.2655514323773201
ACH-000338,0.4643936304075732
ACH-000339,-0.04943827925573952
ACH-000341,-0.21032839357477148
ACH-000348,-0.13188286603809948
ACH-000350,0.011848849201447144
ACH-000352,-0.07927731266450416
ACH-000356,-0.17989683323871208
ACH-000361,0.014036653646449529
ACH-000362,0.00652390877558596
ACH-000363,-0.032021617918115704
ACH-000364,-0.3273168924202975
ACH-000365,-0.01875129159461564
ACH-000366,-0.1310980849047641
ACH-000368,-0.29925437317864834
ACH-000374,-0.13013581847262146
ACH-000375,-0.04791197160039205
ACH-000376,-0.003288457110345421
ACH-000381,0.14518660418604964
ACH-000383,-0.052922189145833146
ACH-000387,-0.18184782244551928
ACH-000389,-0.4069957636378265
ACH-000390,-0.15307136648411834
ACH-000393,-0.01607898921790412
ACH-000395,-0.08915705767948158
ACH-000396,-0.06231327074136525
ACH-000397,-0.1124946437820786
ACH-000401,-0.2564723879155597
ACH-000402,0.06278855289180689
ACH-000403,-0.05670632529103337
ACH-000404,-0.13419116174953286
ACH-000406,-0.10779144957607197
ACH-000407,-0.06998104486392895
ACH-000408,-0.25030136982234785
ACH-000410,-0.24950378898710665
ACH-000411,-0.060083685180882536
ACH-000414,-0.11375435630470307
ACH-000415,-0.12885800969060396
ACH-000416,-0.0033830625790596835
ACH-000420,-0.23804075400968114
ACH-000421,-0.006300247349291575
ACH-000424,-0.11043098432779544
ACH-000425,-0.08941929823223806
ACH-000426,0.07602943544153422
ACH-000427,-0.12015558906715985
ACH-000433,-0.04863045581525737
ACH-000435,-0.008183605856596275
ACH-000436,-0.06920242456548323
ACH-000444,-0.05228120969159
ACH-000445,-0.22791182187889866
ACH-000448,-0.14310420784920885
ACH-000450,-0.2268009491142773
ACH-000452,-0.038760399100181066
ACH-000454,0.007437975279982863
ACH-000458,-0.11094981722080967
ACH-000459,-0.06332833069072001
ACH-000460,-0.009287280053505341
ACH-000461,-0.2156687852281336
ACH-000463,-0.16102701216070822
ACH-000464,-0.13527863198322504
ACH-000466,-0.15310813115450966
ACH-000467,-0.11679913784774272
ACH-000468,-0.04304637971150109
ACH-000469,-0.21037907680529516
ACH-000470,0.0906792066621348
ACH-000471,-0.12361669545453123
ACH-000472,-0.07598234556158645
ACH-000473,0.12409371535187375
ACH-000475,-0.15856171903561528
ACH-000476,-0.1505438850126115
ACH-000477,-0.25210674162755964
ACH-000479,0.060178183125867465
ACH-000480,-0.0028729498191403372
ACH-000481,-0.0758021847933278
ACH-000483,0.07627010914046042
ACH-000484,-0.028913599544468295
ACH-000485,-0.07665500317030925
ACH-000486,-0.10219083411350767
ACH-000487,0.07933421476291988
ACH-000488,-0.1104560121109448
ACH-000490,0.015086724518589584
ACH-000491,-0.0036760329778748203
ACH-000495,-0.2382350800167348
ACH-000496,-0.18595160263145888
ACH-000499,-0.005403543231577466
ACH-000500,-0.21098727825275834
