,RRP1 (8568)
ACH-000004,-0.4209687303360384
ACH-000005,-0.4279430497387573
ACH-000007,-0.8336091797382034
ACH-000009,-0.4997558690525854
ACH-000011,-0.7829776484979611
ACH-000012,-0.8108175221313441
ACH-000013,-0.5323049780018168
ACH-000014,-0.4854966634982119
ACH-000015,-0.741259833077126
ACH-000017,-0.668243522901047
ACH-000018,-0.7304658955568151
ACH-000019,-0.41060977085934897
ACH-000021,-0.5776674698846077
ACH-000022,-0.6993248599076517
ACH-000025,-0.681119375762292
ACH-000028,-0.7845996967661436
ACH-000030,-0.7620899339333652
ACH-000035,-0.7073772403884864
ACH-000036,-0.6137168319839498
ACH-000037,-0.8368135615132386
ACH-000039,-0.5766575976388821
ACH-000040,-0.7200627351644352
ACH-000041,-0.434487571674904
ACH-000042,-0.601410404472418
ACH-000045,-0.3732414357711965
ACH-000047,-0.6223998865737315
ACH-000052,-0.6825174684524742
ACH-000053,-0.5547506799081378
ACH-000054,-0.7549112348524024
ACH-000055,-0.6643022295652429
ACH-000060,-0.941165774346976
ACH-000067,-0.7647804943721902
ACH-000070,-0.8188738773469958
ACH-000075,-0.9131334697258509
ACH-000078,-0.6837898882277029
ACH-000082,-0.6117211956595324
ACH-000085,-0.5984096497679772
ACH-000086,-0.6862037992848825
ACH-000087,-0.7838101753399713
ACH-000092,-0.6046459981731216
ACH-000095,-0.7717007173629588
ACH-000097,-0.7713786191815419
ACH-000098,-0.7468952835010475
ACH-000099,-0.6928008342969301
ACH-000108,-0.6732948448646151
ACH-000113,-0.6960469372841384
ACH-000116,-0.680335176843561
ACH-000118,-0.5486234152954313
ACH-000120,-0.6930200892769649
ACH-000123,-0.7077916076758648
ACH-000127,-0.8379738853209949
ACH-000128,-0.7302773006778703
ACH-000132,-0.6955457280212713
ACH-000133,-0.7166808775112914
ACH-000137,-0.6368271961363515
ACH-000138,-0.6368225838613176
ACH-000142,-0.40030553406420094
ACH-000143,-0.6286625372658868
ACH-000146,-0.5488800720233645
ACH-000148,-0.7078440346712936
ACH-000150,-0.7493534901173585
ACH-000152,-0.7347208744245879
ACH-000153,-0.7281522010114374
ACH-000159,-0.8275576704774139
ACH-000160,-0.7508286143158229
ACH-000163,-0.6481232498001273
ACH-000167,-0.7200869543316362
ACH-000168,-0.7443860701692357
ACH-000169,-0.7064324316827907
ACH-000178,-0.7726145153797389
ACH-000183,-0.6168700460267184
ACH-000188,-0.7153262347405472
ACH-000189,-0.7445830861787167
ACH-000190,-0.5177544845485952
ACH-000198,-0.7195428515109072
ACH-000203,-0.5663427020487632
ACH-000204,-0.3689373190591346
ACH-000206,-0.4898388624553733
ACH-000207,-0.4394503794948412
ACH-000208,-0.4598590679875648
ACH-000210,-0.6985996573060296
ACH-000211,-0.6841138326067805
ACH-000215,-0.7181133490412919
ACH-000221,-0.9000957062190296
ACH-000222,-0.6505605743175144
ACH-000223,-0.43882869225301374
ACH-000226,-0.5162633817406468
ACH-000227,-0.5982439122810073
ACH-000228,-0.6043610866615834
ACH-000231,-0.8203907557615531
ACH-000232,-0.7540818985570484
ACH-000233,-0.5317310052820347
ACH-000234,-0.9679881988978234
ACH-000235,-0.7395078242061608
ACH-000237,-0.7757665137381469
ACH-000238,-0.7512264800750764
ACH-000242,-0.4713935186662536
ACH-000243,-0.6373390899493464
ACH-000244,-0.4674254212374465
ACH-000246,-0.7051540894204262
ACH-000248,-0.6379208309698443
ACH-000250,-0.9795602646828624
ACH-000251,-0.6512624066271295
ACH-000252,-0.8608819485131229
ACH-000253,-0.7403109490076002
ACH-000255,-0.9148147046033418
ACH-000256,-0.7999648785913102
ACH-000257,-0.4373050923792065
ACH-000258,-0.8259981644112617
ACH-000259,-0.5945657947782849
ACH-000260,-0.5421152763047379
ACH-000261,-0.6673192373727196
ACH-000262,-0.5306098680865002
ACH-000263,-0.5790100729628304
ACH-000264,-0.3323109261357564
ACH-000265,-0.6689456823529889
ACH-000266,-0.6602487997294177
ACH-000272,-0.7727468782814205
ACH-000274,-0.6732471841279861
ACH-000277,-0.30493154091899105
ACH-000278,-0.7646922002429867
ACH-000279,-0.6396775868445981
ACH-000280,-0.7619367871920989
ACH-000281,-0.9987341538885256
ACH-000288,-0.6555942879435637
ACH-000291,-0.6961791157835419
ACH-000293,-0.3943633134875525
ACH-000294,-0.7206059753686233
ACH-000295,-0.7435599871001612
ACH-000296,-0.17052737830227255
ACH-000302,-0.7582809655522001
ACH-000304,-0.7395503011182344
ACH-000307,-0.889673706381654
ACH-000308,-0.6909280020488212
ACH-000310,-0.8275329859495107
ACH-000311,-0.5287440593548031
ACH-000312,-0.6815113974546555
ACH-000315,-0.3081454350941948
ACH-000316,-0.6248977948709582
ACH-000317,-0.6841598708054105
ACH-000318,-0.633749013003171
ACH-000319,-0.667204929394492
ACH-000320,-0.601837781251815
ACH-000322,-0.8502402103187623
ACH-000323,-0.8036196024529483
ACH-000324,-0.7577161429025031
ACH-000329,-0.7664832721925929
