,DDN (23109)
ACH-000657,-0.3218167730892953
ACH-000658,-0.4351673521411068
ACH-000661,-0.28578319237678784
ACH-000662,-0.43387492918143294
ACH-000663,-0.3184731784259907
ACH-000665,-0.4555024800932207
ACH-000671,-0.16053031650109875
ACH-000672,-0.43469121836065583
ACH-000673,-0.4708175139743412
ACH-000676,-0.3917611762351233
ACH-000677,-0.4089935243439688
ACH-000681,-0.3607568119919757
ACH-000683,-0.36870050369057616
ACH-000684,-0.3238601375477846
ACH-000688,-0.4358183931102668
ACH-000693,-0.3700428762511288
ACH-000694,-0.28942861193998576
ACH-000695,-0.410957017285169
ACH-000696,-0.5789747068716685
ACH-000697,-0.5575163661377448
ACH-000699,-0.3181916667160825
ACH-000701,-0.4408457754913315
ACH-000706,-0.5160538317956258
ACH-000711,-0.4784808458117333
ACH-000713,-0.3071662721039813
ACH-000714,-0.3982138527433775
ACH-000718,-0.3739854169480021
ACH-000720,-0.4302628461573285
ACH-000721,-0.4372688315749286
ACH-000724,-0.4411244738416003
ACH-000725,-0.31856585190261
ACH-000732,-0.2748918498997106
ACH-000734,-0.283286606355656
ACH-000735,-0.5384553836881795
ACH-000736,-0.4720727455839728
ACH-000738,-0.4359843014740889
ACH-000746,-0.3067423276355861
ACH-000747,-0.5064516706516581
ACH-000748,-0.32112191851247146
ACH-000753,-0.4752069006125024
ACH-000756,-0.5734113719042393
ACH-000757,-0.371162033718024
ACH-000758,-0.2692440473759531
ACH-000760,-0.33445190964148264
ACH-000762,-0.4301595022175618
ACH-000763,-0.25824370527151624
ACH-000764,-0.709532631048727
ACH-000765,-0.4849927908849549
ACH-000766,-0.4777157272428384
ACH-000767,-0.13266478161018586
ACH-000768,-0.3588202792361341
ACH-000769,-0.4359664107313109
ACH-000770,-0.5475046642080539
ACH-000771,-0.3249165913709708
ACH-000773,-0.4668738251220234
ACH-000776,-0.418451398873921
ACH-000777,-0.4881718097000682
ACH-000778,-0.324877399656266
ACH-000781,-0.2558552855142173
ACH-000782,-0.4151454524509508
ACH-000783,-0.6793422038438629
ACH-000784,-0.3725330151033738
ACH-000785,-0.3359890696128042
ACH-000787,-0.2086965991544027
ACH-000788,-0.4940109321693956
ACH-000791,-0.25077061042359106
ACH-000792,-0.5035351461323756
ACH-000794,-0.3044064580406433
ACH-000796,-0.5067229872962045
ACH-000798,-0.2764539886912665
ACH-000799,-0.5607622131452579
ACH-000800,-0.6719431357263962
ACH-000802,-0.2842454188273472
ACH-000804,-0.6410410335474189
ACH-000805,-0.2905763953134745
ACH-000809,-0.4362053583733329
ACH-000810,-0.1729363675954292
ACH-000811,-0.3540436987363569
ACH-000817,-0.2540739175698749
ACH-000819,-0.3664281041585788
ACH-000820,-0.2840892373650016
ACH-000821,-0.6217556059447441
ACH-000822,-0.4580941871238706
ACH-000823,-0.34050526401376
ACH-000824,-0.3894511235278262
ACH-000827,-0.4181973623043624
ACH-000829,-0.28500965989334137
ACH-000831,-0.35559218043094803
ACH-000832,-0.5811146783462983
ACH-000833,-0.5335540675513734
ACH-000834,-0.4343048767611337
ACH-000835,-0.3026062174408594
ACH-000836,-0.3925360848864712
ACH-000837,-0.3610737088395853
ACH-000838,-0.339337430927086
ACH-000839,-0.3548789723843627
ACH-000840,-0.3659097847912218
ACH-000841,-0.3940677597863357
ACH-000843,-0.283931712850204
ACH-000846,-0.6273284611339212
ACH-000847,-0.6170732974281925
ACH-000848,-0.33354987212014536
ACH-000849,-0.32362375172156943
ACH-000851,-0.36494728453055614
ACH-000855,-0.495098238411511
ACH-000856,-0.5264913111239369
ACH-000858,-0.4540704724918786
ACH-000859,-0.3406562222816146
ACH-000861,-0.3970159783546296
ACH-000862,-0.3328920554852421
ACH-000865,-0.4150340475137399
ACH-000866,-0.3102588602698821
ACH-000867,-0.3788150028095269
ACH-000869,-0.44092191035583456
ACH-000872,-0.4274937884089156
ACH-000873,-0.3091767598769046
ACH-000876,-0.3303314308877607
ACH-000878,-0.6125926601395801
ACH-000880,-0.535050111425314
ACH-000881,-0.4141886653375476
ACH-000882,-0.4634226184242226
ACH-000884,-0.5121039327763561
ACH-000885,-0.3157107142653375
ACH-000887,-0.498165328738491
ACH-000889,-0.3552888327099374
ACH-000896,-0.5142157277600721
ACH-000898,-0.5118265496623373
ACH-000900,-0.5941942937337741
ACH-000901,-0.4957332765374512
ACH-000905,-0.4767880014043722
ACH-000906,-0.4266349587131949
ACH-000907,-0.4495906645292505
ACH-000910,-0.3510082507646412
ACH-000911,-0.5215728756271735
ACH-000912,-0.3771978820219505
ACH-000913,-0.3687428505628708
ACH-000915,-0.4994775740537998
ACH-000916,-0.2803094222024841
ACH-000917,-0.5336172767247359
ACH-000920,-0.6048272957726006
ACH-000921,-0.2973906133431939
ACH-000924,-0.39416133881220494
ACH-000926,-0.3288261453333617
ACH-000928,-0.3673830802783759
ACH-000929,-0.6668689999296216
ACH-000932,-0.3640554142567672
ACH-000935,-0.5398244161400283
ACH-000936,-0.4798808048214691
ACH-000937,-0.5565560111391679
ACH-000938,-0.4024033180895836
ACH-000939,-0.3213085606069059
ACH-000941,-0.4275549144322919
ACH-000943,-0.4455696556410047
ACH-000946,-0.4313729244949555
ACH-000947,-0.2460689533535661
ACH-000948,-0.4835657323797288
ACH-000950,-0.3580939942023975
ACH-000953,-0.46853652629212
ACH-000954,-0.5806869649647978
ACH-000957,-0.3310741714834308
ACH-000958,-0.4685795178255054
ACH-000960,-0.3249686154197095
ACH-000963,-0.9341336460517791
ACH-000968,-0.31884242930311146
ACH-000969,-0.4756795828882432
ACH-000972,-0.3408827554882877
ACH-000973,-0.5600996739276657
ACH-000974,-0.41970757767355976
ACH-000978,-0.25941234136435565
ACH-000984,-0.24762818104137155
ACH-000986,-0.4448714319161695
ACH-000988,-0.4896262869002406
ACH-000993,-0.3776945434795475
ACH-000994,-0.5889129807521106
ACH-000996,-0.32920594725611324
ACH-001001,-0.4066093225983011
ACH-001020,-0.5268008019371145
ACH-001028,-0.5216242162939605
ACH-001031,-0.5565023126858119
ACH-001038,-0.5374215980995277
ACH-001048,-0.39989369584688017
ACH-001050,-0.3518019434144497
ACH-001053,-0.4619617438951424
ACH-001054,-0.3563991708239373
ACH-001061,-0.3725663036727709
ACH-001067,-0.2800246139870711
ACH-001075,-0.30228697466331816
ACH-001096,-0.3593394270125568
ACH-001111,-0.30724195747322897
ACH-001119,-0.4945284979737365
ACH-001128,-0.610557378048031
ACH-001134,-0.42607455367837466
ACH-001151,-0.4282259180251914
ACH-001163,-0.4143537087703904
ACH-001164,-0.07412940297751963
ACH-001183,-0.2514429399585951
ACH-001192,-0.25551724600665515
ACH-001193,-0.57411839843149
ACH-001196,-0.24892319679939265
ACH-001197,-0.3313899878206149
ACH-001205,-0.3185526253282549
ACH-001211,-0.33171410301489473
ACH-001212,-0.6376451711040338
ACH-001228,-0.45901514943693494
ACH-001232,-0.4153680123924639
ACH-001239,-0.30455881091308845
ACH-001270,-0.3713659718512592
ACH-001274,-0.4609828660058031
ACH-001275,-0.15524257715903295
ACH-001277,-0.4626922841611798
ACH-001278,-0.5834199202626337
ACH-001280,-0.5025078696472606
ACH-001283,-0.4490672940257488
ACH-001289,-0.5963918753085021
ACH-001300,-0.422181179082146
ACH-001301,-0.3401864952773263
ACH-001302,-0.2437642281555317
ACH-001306,-0.2845549956139431
ACH-001318,-0.5167642410206599
ACH-001322,-0.4155748033678459
ACH-001328,-0.5967933178993895
ACH-001332,-0.4718833093006389
ACH-001336,-0.4969958941491828
ACH-001346,-0.3377587816732687
ACH-001353,-0.3619628678332276
ACH-001354,-0.5035239482156539
ACH-001367,-0.21413109309748452
ACH-001368,-0.4758229204254849
ACH-001374,-0.23387732915812398
ACH-001377,-0.526500417331182
ACH-001380,-0.3769810210684677
ACH-001391,-0.54792187920061
ACH-001408,-0.44707450901084705
ACH-001430,-0.36644176017630026
ACH-001431,-0.2515053296455908
ACH-001450,-0.7344509729148272
ACH-001496,-0.4957230334144642
ACH-001500,-0.5624285340203328
ACH-001523,-0.6319476487580402
ACH-001532,-0.4686613104477889
ACH-001550,-0.313098037349963
ACH-001552,-0.6599604971223749
ACH-001554,-0.3260527875868109
ACH-001654,-0.35935027757122673
ACH-001735,-0.3457796717340544
ACH-001736,-0.4248952594846273
ACH-001737,0.468334385684453
ACH-001740,-0.44148960020490174
ACH-001745,-0.5956626277286773
ACH-001765,-0.4555083621944225
