,KIR3DL1 (3811)
ACH-000004,0.3125376900498765
ACH-000005,0.21892707635854972
ACH-000007,0.0681975880809847
ACH-000009,0.08332841588349932
ACH-000011,0.17095253887872794
ACH-000012,0.11699322547127168
ACH-000013,-0.0258195636975062
ACH-000014,0.20109667574099732
ACH-000015,0.07319907257136025
ACH-000017,0.21085025644960692
ACH-000018,0.09552890585353303
ACH-000019,-0.13798646730001193
ACH-000021,0.05945290022696021
ACH-000022,-0.2553343340082997
ACH-000025,0.24780851374097596
ACH-000028,-0.10114621705995504
ACH-000030,-0.19381927407475932
ACH-000035,-0.049426634552393864
ACH-000036,0.1518232668652479
ACH-000037,0.003156696824794811
ACH-000039,0.20655878180074047
ACH-000040,0.16263763764769668
ACH-000041,0.17493554336709316
ACH-000042,-0.002489225758675655
ACH-000045,-0.049357835894350915
ACH-000047,0.04061802629600804
ACH-000052,0.08274915051862566
ACH-000053,0.09760061472373842
ACH-000054,0.04593115452696361
ACH-000055,-0.2220085293436048
ACH-000060,-0.11519724935368875
ACH-000067,-0.11199773481024416
ACH-000070,0.006971426045828363
ACH-000075,-0.015958172132431656
ACH-000078,0.02276037579572164
ACH-000082,0.05679485022584356
ACH-000085,-0.05561333686909965
ACH-000086,0.16937470916396466
ACH-000087,1.6356810965077993e-05
ACH-000092,-0.08435674185993322
ACH-000095,0.0652186435378777
ACH-000097,-0.10922647561774222
ACH-000098,0.027975035805776118
ACH-000099,0.0112121358691162
ACH-000108,-0.002228316139013435
ACH-000113,-0.17530240475552095
ACH-000116,0.11813271086419873
ACH-000118,0.17425344797309816
ACH-000120,-0.020787695452202708
ACH-000123,0.16633722218548386
ACH-000127,-0.11115239819649464
ACH-000128,0.2435076721409792
ACH-000132,0.13203564654528088
ACH-000133,0.03838608773369764
ACH-000137,0.09320063541638783
ACH-000138,-0.046835420522218466
ACH-000142,-0.21578670455337495
ACH-000143,0.1143185596065241
ACH-000146,0.10401139988284384
ACH-000148,0.09067638342106142
ACH-000150,0.09073717629082777
ACH-000152,0.03453523134481101
ACH-000153,0.09320715468492463
ACH-000159,-0.03235558550694218
ACH-000160,0.04044289114669702
ACH-000163,0.023235867135185672
ACH-000167,0.017993582384759524
ACH-000168,-0.12515716440850969
ACH-000169,0.11201082083067256
ACH-000178,-0.026714369708682646
ACH-000183,0.06477355135646264
ACH-000188,0.02340314784086019
ACH-000189,0.3103324753469187
ACH-000190,-0.06288410981935551
ACH-000198,0.08787546021830618
ACH-000203,0.2864410746276825
ACH-000204,0.320959601550964
ACH-000206,0.0877222394061252
ACH-000207,0.013114652458183737
ACH-000208,-0.017499180101009044
ACH-000210,0.21523552870058152
ACH-000211,0.09563484778705486
ACH-000215,0.03360755618412703
ACH-000221,0.14402882338519968
ACH-000222,-0.16750357486532175
ACH-000223,0.022001727821633187
ACH-000226,-0.05029531289612727
ACH-000227,0.09590727428048314
ACH-000228,0.1868928150620879
ACH-000231,0.16637461883119598
ACH-000232,-0.03872040211205871
ACH-000233,-0.016327079206877308
ACH-000234,-0.056725292455414085
ACH-000235,0.0751547615842252
ACH-000237,0.04131548618056776
ACH-000238,0.1383638816415829
ACH-000242,-0.07458640317150209
ACH-000243,-0.11391554657022734
ACH-000244,-0.009837555744064587
ACH-000246,-0.041806452346263685
ACH-000248,-0.06600607388058066
ACH-000250,0.06751207989890208
ACH-000251,-0.07686284766970013
ACH-000252,0.3348624033911811
ACH-000253,0.0910323269464002
ACH-000255,0.07583279011323872
ACH-000256,-0.11316338609915272
ACH-000257,-0.04643736508669091
ACH-000258,-0.1449078215731716
ACH-000259,0.0591208644761784
ACH-000260,0.0459441316744626
ACH-000261,0.05694425032732985
ACH-000262,-0.02385618125049787
ACH-000263,0.003846285457722467
ACH-000264,0.08066871184757553
ACH-000265,-0.09407834095606188
ACH-000266,0.019095478447637017
ACH-000272,0.08610410601553208
ACH-000274,0.08189035886553125
ACH-000277,-0.06394968267455986
ACH-000278,0.09133275799814794
ACH-000279,0.032727967285656294
ACH-000280,0.10470967672705923
ACH-000281,0.16485319884513136
ACH-000288,0.10204573475729156
ACH-000291,-0.12100607236130975
ACH-000293,-0.0204292337499148
ACH-000294,0.1059677097776045
ACH-000295,-0.1586744274669225
ACH-000296,0.2463735641689775
ACH-000302,-0.21029707799542002
ACH-000304,0.08028145689723329
ACH-000307,-0.03274521475706791
ACH-000308,0.042695524344856385
ACH-000310,0.12243883121446937
ACH-000311,0.01242105487243821
ACH-000312,0.030321200256844923
ACH-000315,0.03681479892200154
ACH-000316,0.013099141825727202
ACH-000317,0.1641733785107052
ACH-000318,0.023144392416764126
ACH-000319,0.06805109293651124
ACH-000320,0.04991607747335036
ACH-000322,0.14954493118444484
ACH-000323,-0.06712135580207801
ACH-000324,0.003026019820291131
ACH-000329,0.06698050642496131
ACH-000330,0.02269847706479718
ACH-000331,0.09858051616170864
ACH-000332,0.01677107182149163
ACH-000334,-0.13039804097710678
ACH-000335,-0.2208570334541312
ACH-000336,0.03920377337838853
ACH-000337,0.039371487677346106
ACH-000338,-0.19726291574555424
ACH-000339,-0.2412801170930365
ACH-000341,0.2539260759846488
ACH-000348,0.0089334728143895
ACH-000350,-0.033696470540168395
ACH-000352,0.1363347685237985
ACH-000356,0.18414541821917474
ACH-000361,0.15999337097972627
ACH-000362,-0.03523798380935112
ACH-000363,-0.002518011793749867
ACH-000364,0.1762979946982402
ACH-000365,0.05210025766801734
ACH-000366,-0.15376753325213638
ACH-000368,0.09773089816006952
ACH-000374,0.10710756495980564
ACH-000375,-0.21592906346314966
ACH-000376,0.24042698772113566
ACH-000381,0.05291758821275356
ACH-000383,0.0491581896031349
ACH-000387,0.06606173648772487
ACH-000389,-0.16056804802312638
ACH-000390,-0.0011803775450313849
ACH-000393,-0.11195765946394333
ACH-000395,-0.31906325855395595
ACH-000396,-0.20964845472360855
ACH-000397,0.027332906367138247
ACH-000401,-0.021064378110917784
ACH-000402,-0.03698749856241701
ACH-000403,0.041037957097853336
ACH-000404,0.2330016111379953
ACH-000406,0.06677456702830427
ACH-000407,0.09217745111118733
ACH-000408,-0.26472832379570005
ACH-000410,0.08191993977866545
ACH-000411,-0.04830192481214115
ACH-000414,-0.19084064559108999
ACH-000415,0.08552144279573158
ACH-000416,0.07121814666880458
ACH-000420,0.06801356856015453
ACH-000421,0.025383056814824785
ACH-000424,0.07957097755822409
ACH-000425,0.0123471260496115
ACH-000426,0.12793973581250473
ACH-000427,-0.029045127192897726
ACH-000433,-0.10523216629724126
ACH-000435,-0.24038885765390794
ACH-000436,0.09808167938524537
ACH-000444,0.0842509291428447
ACH-000445,0.11427136668187925
ACH-000448,0.019174225050344117
ACH-000450,-0.1473388669526689
ACH-000452,0.09305446471499623
ACH-000454,0.1653286830570975
ACH-000458,0.0296758812680341
ACH-000459,0.09560568215865813
ACH-000460,0.12894087743370944
ACH-000461,-0.04530473045915065
ACH-000463,-0.004526930906066032
ACH-000464,0.06444469454474598
ACH-000466,-0.003924001696135071
ACH-000467,0.0007611273502282031
ACH-000468,0.005450493830592328
ACH-000469,0.14570285988668902
ACH-000470,0.1082704990006507
ACH-000471,0.12482459376257628
ACH-000472,-0.009600727905528416
ACH-000473,0.11694004186856295
ACH-000475,0.15953522682545396
ACH-000476,-0.03339595837419313
ACH-000477,-0.17633371922637622
ACH-000479,0.023588612216223367
ACH-000480,0.06492877311964287
ACH-000481,0.13685984035893767
ACH-000483,-0.06265717169087731
ACH-000484,-0.058382360001696824
ACH-000485,0.04449565211447872
ACH-000486,0.08038707523425563
ACH-000487,0.145294724256869
ACH-000488,0.01931676763801646
ACH-000490,0.01953947015386461
ACH-000491,0.18943937253810053
ACH-000495,0.017830264308955915
ACH-000496,0.0228400716456284
ACH-000499,0.10030833968485288
ACH-000500,-0.4303140431007111
ACH-000502,-0.07393577956993475
ACH-000503,0.2134416388473924
ACH-000505,0.11082707249689204
ACH-000507,-0.0651991157533905
ACH-000510,0.06565772637531157
ACH-000511,0.05925162967847285
ACH-000512,0.1485296554395206
ACH-000516,0.04430061756551455
ACH-000517,-0.018216182375116057
ACH-000518,-0.032380664953056415
ACH-000520,-0.10160195416585682
ACH-000521,-0.10182791605431084
ACH-000522,0.07158357376668037
ACH-000524,0.05230997158287798
ACH-000527,0.05080088803791815
ACH-000528,0.027500986072441485
ACH-000537,0.16571175672754318
ACH-000541,0.1892703470966053
ACH-000542,-0.006445833727041525
ACH-000544,-0.13731009534058522
ACH-000545,0.0934591084539424
ACH-000547,0.2302892284607817
ACH-000548,0.038531278863968864
ACH-000549,0.09689963909011873
