,EBF3 (253738)
ACH-000004,-0.10394527581717387
ACH-000005,0.13586409039804612
ACH-000007,-0.12762327616524244
ACH-000009,-0.15461970246619444
ACH-000011,-0.2346166242133769
ACH-000012,-0.051826896512598405
ACH-000013,-0.029716199144396268
ACH-000014,0.00443323800838123
ACH-000015,-0.1082519291694415
ACH-000017,-0.008892489035316099
ACH-000018,-0.1315386579961828
ACH-000019,-0.03230684418278788
ACH-000021,0.05672565332489508
ACH-000022,-0.04256665527592824
ACH-000025,-0.1309401280744893
ACH-000028,0.06382894115587491
ACH-000030,-0.12958207539071678
ACH-000035,0.04030638545414572
ACH-000036,-0.031068463360377514
ACH-000037,-0.08747436311180525
ACH-000039,0.1109663272876788
ACH-000040,-0.07987250089111628
ACH-000041,-0.15386352339398174
ACH-000042,-0.08496845807737988
ACH-000045,-0.1454247345737442
ACH-000047,0.049050298674693536
ACH-000052,-0.3410590831992864
ACH-000053,-0.011898943087261572
ACH-000054,-0.05766309959630199
ACH-000055,-0.025930109848315903
ACH-000060,-0.10376020817586844
ACH-000067,-0.016188788953728012
ACH-000070,-0.010678689202339636
ACH-000075,-0.1588072097170635
ACH-000078,-0.18589463183122348
ACH-000082,-0.3779979757230883
ACH-000085,-0.16246344772852456
ACH-000086,-0.00324092606292106
ACH-000087,-0.23834212050717
ACH-000092,0.04041256634413792
ACH-000095,0.20635310521593733
ACH-000097,-0.0750744141946977
ACH-000098,-0.11762571752829705
ACH-000099,-0.17713556875594022
ACH-000108,-0.0803193382788035
ACH-000113,-0.16505611325425765
ACH-000116,-0.04536785403215573
ACH-000118,-0.09981012733488774
ACH-000120,-0.2089071849008983
ACH-000123,-0.013283901437255987
ACH-000127,-0.13319860969863867
ACH-000128,-0.049839547179364486
ACH-000132,-0.06999211586022651
ACH-000133,-0.15307492079443216
ACH-000137,-0.16202174078785944
ACH-000138,0.09332556229158034
ACH-000142,-0.06873161137783182
ACH-000143,0.14471177261741153
ACH-000146,-0.06118003757650251
ACH-000148,-0.05655563665117615
ACH-000150,0.09320891111875428
ACH-000152,-0.1905742947994592
ACH-000153,-0.09799395657719252
ACH-000159,0.009721129233085612
ACH-000160,-0.025746203247071803
ACH-000163,-0.023947282590964385
ACH-000167,-0.2820424435698126
ACH-000168,-0.1070164490661645
ACH-000169,-0.4508845292323129
ACH-000178,-0.08304277364966989
ACH-000183,-0.06677243400414963
ACH-000188,-0.14160519848529154
ACH-000189,0.2540564260683906
ACH-000190,-0.06282097512027576
ACH-000198,0.11998434153815088
ACH-000203,0.04293466571191593
ACH-000204,-0.014544661855985288
ACH-000206,0.15864238215943618
ACH-000207,-0.01898808737707604
ACH-000208,-0.13999700111553434
ACH-000210,0.028459287661736787
ACH-000211,-0.07063998060487198
ACH-000215,-0.06876866859499531
ACH-000221,-0.09449203887495876
ACH-000222,0.08645399452632425
ACH-000223,-0.1449251351192134
ACH-000226,-0.02055846647730741
ACH-000227,-0.002075529473767609
ACH-000228,-0.0509377640770556
ACH-000231,-0.051748517561913225
ACH-000232,-0.13045886696574185
ACH-000233,0.06558024308750204
ACH-000234,0.0094613896429947
ACH-000235,-0.08372189844489375
ACH-000237,-0.0307337364958746
ACH-000238,-0.14300032375344346
ACH-000242,0.13560410927112831
ACH-000243,0.039095597395350117
ACH-000244,-0.03968203848611937
ACH-000246,-0.018677306972355145
ACH-000248,-0.07395138368575972
ACH-000250,-0.045133282194091545
ACH-000251,-0.1944348427475917
ACH-000252,0.149813643120535
ACH-000253,-0.0720754085471891
ACH-000255,-0.09520583447936508
ACH-000256,0.04594446125189066
ACH-000257,-0.11780840206362896
ACH-000258,0.05143937143716144
ACH-000259,-0.09945750284595016
ACH-000260,-0.0536499592538911
ACH-000261,0.007320992648272763
ACH-000262,-0.16306064366979653
ACH-000263,0.021800312645391538
ACH-000264,-0.02872518702281905
ACH-000265,-0.08298509634054661
ACH-000266,-0.07318614157484847
ACH-000272,-0.019792360202517647
ACH-000274,-0.013637493723700126
ACH-000277,-0.11417121641168852
ACH-000278,0.04280169578385883
ACH-000279,-0.3466714616709377
ACH-000280,-0.05860258436679286
ACH-000281,-0.027971259418584502
ACH-000288,-0.1685933327858248
ACH-000291,-0.06711540789929099
ACH-000293,-0.17370069834629426
ACH-000294,-0.544018864877066
ACH-000295,-0.17074790318552188
ACH-000296,-0.03993674684311595
ACH-000302,-0.08802006384528954
ACH-000304,0.007519079873563816
ACH-000307,-0.10569370505994044
ACH-000308,-0.053954287229837666
ACH-000310,-0.3336576131226044
ACH-000311,-0.07093809315667465
ACH-000312,-0.13224933041954984
ACH-000315,-0.08866450255384391
ACH-000316,-0.10862887211276334
ACH-000317,-0.2181287071543772
ACH-000318,-0.06528344818273582
ACH-000319,-0.07665474122022127
ACH-000320,0.023383570311795474
ACH-000322,-0.2484600133167457
ACH-000323,-0.09233724089924863
ACH-000324,-0.13854371577833702
ACH-000329,-0.058397669461182564
ACH-000330,0.03232900757770616
ACH-000331,-0.004337503815855821
ACH-000332,-0.046646554792226465
ACH-000334,0.04685149622005373
ACH-000335,0.060329055839485765
ACH-000336,0.04117391525061278
ACH-000337,0.07539290075993478
ACH-000338,0.035784521217692884
ACH-000339,-0.037689123677430734
ACH-000341,-0.08459416911753828
ACH-000348,-0.1514845604414315
ACH-000350,-0.2572943817407219
ACH-000352,-0.01978790262821702
ACH-000356,0.023399891202032463
ACH-000361,0.008543478550387054
ACH-000362,-0.17092269822308648
ACH-000363,-0.11989700233332312
ACH-000364,0.14777590417778502
ACH-000365,-0.08013606141307243
ACH-000366,-0.15843254518331149
ACH-000368,-0.1126132243763556
ACH-000374,-0.07491932273031596
ACH-000375,-0.18139383328570224
ACH-000376,0.019500259761647584
ACH-000381,-0.17219037688057626
ACH-000383,-0.15949524007501512
ACH-000387,-0.043826779993345916
ACH-000389,0.08930603780969608
ACH-000390,-0.05938258690924171
ACH-000393,-0.08345907977063367
ACH-000395,-0.1440141186351467
ACH-000396,0.10341101096364087
ACH-000397,0.01857209035419709
ACH-000401,-0.044260874829369495
ACH-000402,-0.004133444928483557
ACH-000403,-0.04832131594155668
ACH-000404,-0.006457813220401288
ACH-000406,-0.0626221212369342
ACH-000407,0.002389382104571477
ACH-000408,0.033434536318250614
ACH-000410,-0.004496465853938777
ACH-000411,-0.055621663148080716
ACH-000414,0.013356413378368608
ACH-000415,-0.0296880326299165
ACH-000416,-0.0498107307020202
ACH-000420,0.006361970404951417
ACH-000421,-0.09218994289701764
ACH-000424,-0.4739478545833315
ACH-000425,-0.10027799627764453
ACH-000426,0.021042292710426798
ACH-000427,0.014445372835962297
ACH-000433,0.001375471682669985
ACH-000435,0.002674158284342754
ACH-000436,0.15970056552527126
ACH-000444,0.005327037813406817
ACH-000445,-0.06269329793830494
