,IGDCC4 (57722)
ACH-000004,-0.12440211289656235
ACH-000005,-0.20670009407973086
ACH-000007,0.053512263077041086
ACH-000009,-0.2573239363774032
ACH-000011,-0.09765449022884101
ACH-000012,-0.12991924597389712
ACH-000013,0.0015578959259551525
ACH-000014,-0.2662150052449403
ACH-000015,-0.19271445439452994
ACH-000017,-0.10283905657705623
ACH-000018,-0.17290741375863494
ACH-000019,-0.2533257373149327
ACH-000021,0.006132440024053796
ACH-000022,-0.17962231422197109
ACH-000025,-0.0007646420521059107
ACH-000028,0.027838209460322703
ACH-000030,-0.07146696094066296
ACH-000035,-0.22389266997704999
ACH-000036,-0.09314142305222736
ACH-000037,-0.3164433724949152
ACH-000039,-0.029063334400516363
ACH-000040,-0.10279175355842984
ACH-000041,-0.04441222109675835
ACH-000042,-0.016357834511864743
ACH-000045,-0.09593583751112712
ACH-000047,-0.17824613500048686
ACH-000052,-0.3251787063566112
ACH-000053,-0.0928289379346123
ACH-000054,-0.05680193616252161
ACH-000055,0.02100533965590217
ACH-000060,-0.14503804759501487
ACH-000067,0.014081182583280354
ACH-000070,-0.16670608978674745
ACH-000075,0.1047874447953862
ACH-000078,-0.08314579783320973
ACH-000082,-0.12059655893632362
ACH-000085,0.07955309979069672
ACH-000086,-0.3539208590105913
ACH-000087,-0.08926875296076746
ACH-000092,-0.09803013976850003
ACH-000095,-0.06762962593248847
ACH-000097,-0.01876662670157113
ACH-000098,-0.011802459105824984
ACH-000099,-0.04610973965932967
ACH-000108,-0.07194569557153885
ACH-000113,-0.2047518938986813
ACH-000116,-0.22236451483828806
ACH-000118,0.01947713061686975
ACH-000120,-0.17881861576368244
ACH-000123,-0.1219194492701212
ACH-000127,-0.08861555247873278
ACH-000128,-0.15317965421287824
ACH-000132,-0.19978548438037505
ACH-000133,-0.0340025779359337
ACH-000137,-0.13025131789837133
ACH-000138,0.1004486242249403
ACH-000142,-0.08139899388117372
ACH-000143,-0.1150018105112306
ACH-000146,-0.1175425664241898
ACH-000148,0.002837932159706554
ACH-000150,0.07235071955887139
ACH-000152,0.020089939350399738
ACH-000153,0.11600414768008732
ACH-000159,0.008423030770799764
ACH-000160,-0.148296171569035
ACH-000163,-0.09199181043280688
ACH-000167,-0.13657365602182833
ACH-000168,-0.14535668373201927
ACH-000169,-0.08519398956678202
ACH-000178,-0.06501000548393268
ACH-000183,0.09666376736101616
ACH-000188,-0.07421271161495352
ACH-000189,0.02035923826434893
ACH-000190,-0.16468170280795122
ACH-000198,-0.09796452348974356
ACH-000203,-0.54642445063593
ACH-000204,-0.20157077127892195
ACH-000206,-0.08837321467739469
ACH-000207,-0.2847996531402029
ACH-000208,-0.11353798774718896
ACH-000210,0.14407645551597045
ACH-000211,-0.09783828742877863
ACH-000215,-0.14121260595421545
ACH-000221,-0.13184563466324756
ACH-000222,-0.14683148868523652
ACH-000223,-0.06628163945361193
ACH-000226,-0.08416386340940643
ACH-000227,-0.06486546196505727
ACH-000228,-0.17473684224154673
ACH-000231,-0.19116880039708348
ACH-000232,0.02581969295817587
ACH-000233,-0.0705044871476952
ACH-000234,-0.21694916284290852
ACH-000235,-0.0990595088685938
ACH-000237,-0.13868984492953496
ACH-000238,-0.2656794944369769
ACH-000242,-0.009876849338420146
ACH-000243,-0.06304855318091694
ACH-000244,-0.22599825064557255
ACH-000246,-0.010799575290364176
ACH-000248,-0.024625697341729685
ACH-000250,-0.07504061247383857
ACH-000251,-0.1658411647269045
ACH-000252,-0.022338971569812863
ACH-000253,-0.08283765127912564
ACH-000255,-0.1168628138635654
ACH-000256,-0.06066544480235536
ACH-000257,-0.3868307468690789
ACH-000258,-0.14580705870240318
ACH-000259,-0.0427152059769954
ACH-000260,-0.1921042237836509
ACH-000261,-0.09843067142213284
ACH-000262,-0.053781890783131635
ACH-000263,0.08866782213294888
ACH-000264,-0.09820778314351382
ACH-000265,-0.1792207435089361
ACH-000266,-0.1559493023697536
ACH-000272,-0.03568105767643849
ACH-000274,-0.10746474170704287
ACH-000277,-0.14629954221165795
ACH-000278,-0.12377577527671366
ACH-000279,-0.08370270664686599
ACH-000280,-0.006865488720640107
ACH-000281,-0.113157789241659
ACH-000288,-0.1176431833118984
ACH-000291,0.013356424251994228
ACH-000293,-0.03823862805887193
ACH-000294,-0.11042605605555024
ACH-000295,-0.13767900520405618
ACH-000296,-0.042859769084361864
ACH-000302,-0.12735472675826434
ACH-000304,-0.180902264955994
ACH-000307,-0.18803002569790486
ACH-000308,-0.12708274207506912
ACH-000310,-0.3580851328617455
ACH-000311,-0.05765483988262455
ACH-000312,-0.1026473145120251
ACH-000315,0.03491521659548195
ACH-000316,-0.040234391238250206
ACH-000317,-0.02588150680382197
ACH-000318,-0.2862765835188723
ACH-000319,-0.06294446422682234
ACH-000320,-0.10835677160746483
ACH-000322,-0.2351743252222914
ACH-000323,-0.04067755284044775
ACH-000324,-0.06397456124338531
ACH-000329,-0.020467166033847937
ACH-000330,-0.16093598008968013
ACH-000331,-0.15426195461449074
ACH-000332,-0.05751183297516501
ACH-000334,0.1266234274914116
ACH-000335,-0.07966846047611621
ACH-000336,-0.030109070306753482
ACH-000337,-0.1168436670701088
ACH-000338,-0.26113731747045005
ACH-000339,-0.03405142556028335
ACH-000341,-0.03273117829399545
ACH-000348,-0.1494519265792138
ACH-000350,-0.1586886350627721
ACH-000352,-0.1203097968643162
ACH-000356,-0.01816933276064706
ACH-000361,-0.04813804175752839
ACH-000362,-0.07955680962215979
ACH-000363,-0.22646772417542416
ACH-000364,-0.02641083725836835
ACH-000365,-0.012209277175730372
ACH-000366,-0.006694250885327827
ACH-000368,-0.10713995014767347
ACH-000374,-0.12349309125368495
ACH-000375,-0.10039776321869352
ACH-000376,-0.14903237100733094
