,OSCAR (126014)
ACH-000004,-0.053413591331385166
ACH-000005,-0.36372181126600217
ACH-000007,0.09303442203017076
ACH-000009,0.02362194384819191
ACH-000011,0.10481792729784707
ACH-000012,-0.04906720247091833
ACH-000013,-0.2526109842022345
ACH-000014,0.023323866153336485
ACH-000015,-0.15379631658970055
ACH-000017,0.019798241409146832
ACH-000018,-0.010008418556816816
ACH-000019,0.03634536298631984
ACH-000021,0.03396402405268169
ACH-000022,0.036427645486413376
ACH-000025,0.03757820542570642
ACH-000028,-0.11654381908060195
ACH-000030,-0.121625107915343
ACH-000035,-0.05938044891290231
ACH-000036,0.0600322753185647
ACH-000037,0.1276236533604343
ACH-000039,-0.09370428168603646
ACH-000040,0.03660674877551723
ACH-000041,0.09042096412004584
ACH-000042,0.014035988012631295
ACH-000045,-0.11326045407864258
ACH-000047,-0.10102848330549696
ACH-000052,-0.12113064952124293
ACH-000053,-0.05141583512776555
ACH-000054,0.02688572066773461
ACH-000055,-0.16651715271226822
ACH-000060,0.2095068288149562
ACH-000067,-0.0671285932938514
ACH-000070,-0.009781388978436638
ACH-000075,-0.009133077953053613
ACH-000078,0.06473407693245373
ACH-000082,0.006066354016017845
ACH-000085,-0.2429447084390321
ACH-000086,-0.04876591057840295
ACH-000087,-0.030074448746878125
ACH-000092,-0.10063189264041424
ACH-000095,-0.0072321635562710125
ACH-000097,-0.02837323930731952
ACH-000098,0.008064978633151473
ACH-000099,0.0769220337869635
ACH-000108,-0.03901705498008902
ACH-000113,-0.1420151026015908
ACH-000116,-0.06031612393551651
ACH-000118,0.01934193785584104
ACH-000120,-0.04465012954773753
ACH-000123,-0.07782181776654874
ACH-000127,0.017043209426230242
ACH-000128,-0.017735615575969584
ACH-000132,0.16754118392735742
ACH-000133,-0.1014579636041827
ACH-000137,0.014573041642773924
ACH-000138,-0.0071434606408189395
ACH-000142,-0.029869806983047482
ACH-000143,0.08987432674001311
ACH-000146,-0.0439224472574115
ACH-000148,-0.04221502813090858
ACH-000150,-0.08919470325026213
ACH-000152,-0.01290333596303561
ACH-000153,0.11456925837437194
ACH-000159,0.07259756032993403
ACH-000160,0.012416131467553194
ACH-000163,0.058637940383762924
ACH-000167,0.06415398823990945
ACH-000168,-0.1808964789546188
ACH-000169,0.1940010623476491
ACH-000178,-0.007120293989539388
ACH-000183,0.086976514926425
ACH-000188,-0.008469089127421697
ACH-000189,0.06969696203483015
ACH-000190,-0.0027029074456167987
ACH-000198,0.010512944312548577
ACH-000203,0.26549706390118066
ACH-000204,0.13833982508510506
ACH-000206,0.12337601733300815
ACH-000207,-0.08455727647669098
ACH-000208,-0.20177929204492887
ACH-000210,0.326273081124246
ACH-000211,0.04048805409122417
ACH-000215,0.011251735261512505
ACH-000221,-0.012732767163041048
ACH-000222,0.05086833390455351
ACH-000223,0.02769268356172201
ACH-000226,0.16960166988869382
ACH-000227,0.1457899718385932
ACH-000228,0.13543271445347754
ACH-000231,0.02681808067545289
ACH-000232,0.02454431535158894
ACH-000233,0.029515029614553268
ACH-000234,-0.16713438303601444
ACH-000235,0.00888863981709722
ACH-000237,-0.11793437170842715
ACH-000238,-0.03786989412186526
ACH-000242,0.08760914873556393
ACH-000243,-0.007237354476095358
ACH-000244,-0.04136271876627088
ACH-000246,-0.023589929364544137
ACH-000248,0.016596264363579194
ACH-000250,-0.0694908732122332
ACH-000251,0.1983727766629519
ACH-000252,-0.10409795294486336
ACH-000253,-0.036024806033265175
ACH-000255,-0.02467071709159819
ACH-000256,0.033374728210126985
ACH-000257,0.11442292825870272
ACH-000258,0.017664846689666062
ACH-000259,0.031131068440358317
ACH-000260,-0.14320049504190832
ACH-000261,-0.030242921085650926
ACH-000262,0.09017260597327924
ACH-000263,-0.1275288574782288
ACH-000264,0.03450971248776125
ACH-000265,-0.13260350089520045
ACH-000266,-0.03696137500763663
ACH-000272,0.07487015684117541
ACH-000274,0.08213781672533797
ACH-000277,-0.26809205384910195
ACH-000278,0.03039645419705435
ACH-000279,0.10724565230186232
ACH-000280,0.0002498218381217333
ACH-000281,0.05787733291226343
ACH-000288,0.10198262378395798
ACH-000291,-0.0417178173139641
ACH-000293,-0.033853094766347215
ACH-000294,-0.0621982269606305
ACH-000295,0.05868297790153752
ACH-000296,0.03624292468499779
ACH-000302,-0.10895818623311453
ACH-000304,-0.12750602693972324
ACH-000307,0.062111897785189975
ACH-000308,-0.056519652099306025
ACH-000310,-0.04302600941601603
