,CSHL1 (1444)
ACH-000004,-0.17687310216191196
ACH-000005,-0.25015712407987434
ACH-000007,0.021334219815513825
ACH-000009,-0.13877643540198115
ACH-000011,-0.0257871786559902
ACH-000012,-0.05810461627778856
ACH-000013,-0.07938231281181653
ACH-000014,-0.06525670800213408
ACH-000015,-0.09580936402071627
ACH-000017,-0.2696313042242273
ACH-000018,-0.1772777242035945
ACH-000019,-0.4026837445961885
ACH-000021,-0.17296411572186882
ACH-000022,-0.06445236509110934
ACH-000025,-0.0626347499047419
ACH-000028,-0.21934853484725608
ACH-000030,-0.013349058712039948
ACH-000035,0.016502576895511337
ACH-000036,-0.038335817531531965
ACH-000037,0.07197226102814605
ACH-000039,-0.028139016784303552
ACH-000040,-0.09611016518337473
ACH-000041,-0.10401826537065792
ACH-000042,-0.014086441263765235
ACH-000045,-0.21315048020329724
ACH-000047,-0.1463767897263404
ACH-000052,-0.050088835827377005
ACH-000053,-0.11979830057866075
ACH-000054,-0.24062801643207
ACH-000055,-0.02177168594936427
ACH-000060,-0.06013327797513126
ACH-000067,-0.11870692891235556
ACH-000070,0.06091172532028687
ACH-000075,-0.0641038334090068
ACH-000078,-0.2860641854612851
ACH-000082,-0.0925852366004824
ACH-000085,-0.2798456258309045
ACH-000086,-0.3077704067166768
ACH-000087,-0.14403323791434647
ACH-000092,-0.10333888178190093
ACH-000095,-0.13814708928557484
ACH-000097,-0.1719430460090587
ACH-000098,-0.17339269766325982
ACH-000099,-0.35829157706608433
ACH-000108,-0.161166479235474
ACH-000113,-0.05825148862477104
ACH-000116,-0.16537682928447656
ACH-000118,-0.41349649822495577
ACH-000120,-0.05924918757412
ACH-000123,-0.08250688622861943
ACH-000127,-0.23716423904159756
ACH-000128,-0.047110161193657234
ACH-000132,-0.10934175860332652
ACH-000133,-0.15034253955856536
ACH-000137,-0.047831421667660176
ACH-000138,-0.15741508080822247
ACH-000142,-0.03277048631876563
ACH-000143,-0.11718443830275133
ACH-000146,-0.059327872497684724
ACH-000148,-0.08179948066262174
ACH-000150,-0.04228069148378018
ACH-000152,-0.10318092863963828
ACH-000153,0.21372065365994072
ACH-000159,-0.18007183071684768
ACH-000160,-0.20415457099321865
ACH-000163,0.022837049940240314
ACH-000167,-0.2696602544923287
ACH-000168,-0.19629959886786244
ACH-000169,-0.0824457530307177
ACH-000178,-0.14497810566527064
ACH-000183,-0.0005876406549205821
ACH-000188,-0.08651613039894263
ACH-000189,-0.11816266266093454
ACH-000190,-0.1407953356387787
ACH-000198,-0.050738083498679504
ACH-000203,-0.29015769129707475
ACH-000204,-0.12879668789841062
