,SKIV2L (6499)
ACH-000310,-0.19333636242126
ACH-000311,-0.16916551541590907
ACH-000312,-0.012668822475012971
ACH-000315,-0.4406053698367031
ACH-000316,-0.2925186308254901
ACH-000317,-0.3790848310161476
ACH-000318,-0.1611548323906913
ACH-000319,-0.018115592305006617
ACH-000320,-0.12515986798454842
ACH-000322,-0.21758092407391505
ACH-000323,-0.149621781295173
ACH-000324,-0.28852369306449344
ACH-000329,-0.13451958687379947
ACH-000330,-0.20944195287445966
ACH-000331,-0.11069807950508544
ACH-000332,-0.1864021233923044
ACH-000334,-0.03814325025970495
ACH-000335,-0.2381459980850153
ACH-000336,-0.3825901757820487
ACH-000337,-0.2616207479201328
ACH-000338,-0.4510549611503867
ACH-000339,-0.12375928619263918
ACH-000341,-0.019324990769077063
ACH-000348,-0.11308902907683002
ACH-000350,-0.0270720855507992
ACH-000352,-0.24201949857947486
ACH-000356,-0.2903082227936203
ACH-000361,-0.08369586997201478
ACH-000362,-0.059150797802117724
ACH-000363,-0.0346372553394016
ACH-000364,-0.2112609835256707
ACH-000365,-0.6641183915245127
ACH-000366,-0.038437267550042814
ACH-000368,-0.027291759418418653
ACH-000374,-0.3789286255093116
ACH-000375,-0.2600851619904917
ACH-000376,-0.21470666445163625
ACH-000381,-0.2624651515249891
ACH-000383,-0.2403126645222661
ACH-000387,-0.134351451434563
ACH-000389,-0.11165527849476732
ACH-000390,-0.1494447779603137
ACH-000393,-0.2116878462126255
ACH-000395,-0.11819908068652073
ACH-000396,-0.14763564149252792
ACH-000397,-0.12576793973383468
ACH-000401,-0.2321854400558712
ACH-000402,-0.09753008068114276
ACH-000403,-0.14314123190808165
ACH-000404,-0.13304085275067304
ACH-000406,-0.16722067766230775
ACH-000407,-0.18021311286937
ACH-000408,-0.4414848624525501
ACH-000410,-0.0939638834727777
ACH-000411,-0.2368855854549965
ACH-000414,-0.10957687873963272
ACH-000415,-0.2746752894962831
ACH-000416,-0.1107389916296128
ACH-000420,-0.3096380066608717
ACH-000421,-0.11437391542959932
ACH-000424,-0.23030376709879946
ACH-000425,-0.1567905663959834
ACH-000426,-0.18930616784727552
ACH-000427,-0.1380549852499252
ACH-000433,-0.20490418911964384
ACH-000435,-0.4016768060466469
ACH-000436,-0.022382683398853197
ACH-000444,-0.17387145159308662
ACH-000445,-0.10670072689959834
ACH-000448,-0.097362519257396
ACH-000450,-0.20322901690643275
ACH-000452,-0.29061586239141635
ACH-000454,-0.3405879222267503
ACH-000458,-0.2403034652473676
ACH-000459,-0.2143719135962024
ACH-000460,-0.08903252384517868
ACH-000461,-0.2777890530025308
ACH-000463,-0.17249352793221878
ACH-000464,-0.1270697474485856
ACH-000466,-0.07184096913187994
ACH-000467,-0.4455770541645359
ACH-000468,-0.2395551246989692
ACH-000469,-0.09707118070081007
ACH-000470,-0.15591057876543432
ACH-000471,-0.11572713439206933
ACH-000472,-0.1916070177580802
ACH-000473,-0.06480112952726896
ACH-000475,-0.1207217060829247
ACH-000476,-0.20821050216355785
ACH-000477,-0.2469340812484835
ACH-000479,-0.04598548715323257
ACH-000480,-0.1870766444026013
ACH-000481,-0.1314699661173045
ACH-000483,-0.175008004342199
ACH-000484,-0.0713279502036886
ACH-000485,-0.17333090687835845
ACH-000486,-0.2363598507526385
ACH-000487,-0.13870833002667546
ACH-000488,-0.12591468730455438
ACH-000490,-0.41011526754486827
ACH-000491,-0.26218721428640684
ACH-000495,-0.18699085838059645
ACH-000496,-0.2045121660521018
ACH-000499,-0.30878816092180245
ACH-000500,-0.25086984036415794
ACH-000502,-0.19658194383997013
ACH-000503,-0.16285040121437844
ACH-000505,-0.29160797229324736
ACH-000507,-0.018288706646616016
ACH-000510,-0.20990404094675594
ACH-000511,-0.10706494744385874
ACH-000512,-0.26301191687332104
ACH-000516,-0.3140563291028077
ACH-000517,-0.17907677025402727
ACH-000518,-0.2862662899331025
ACH-000520,-0.31052032336160096
ACH-000521,-0.2617488494330657
ACH-000522,-0.04726257333210791
ACH-000524,-0.2471047235693204
ACH-000527,-0.254052722505068
ACH-000528,-0.20603031431331992
ACH-000537,-0.21027128394483866
ACH-000541,0.01596599617199118
ACH-000542,-0.18245084363519432
ACH-000544,-0.15259291696422014
ACH-000545,-0.4350191802102881
ACH-000547,-0.2476217604906598
ACH-000548,-0.31164042535379216
ACH-000549,-0.2545520780964077
ACH-000550,-0.2514640454706548
ACH-000552,-0.17183392536250414
ACH-000556,-0.11319672048212072
ACH-000557,0.0045390963136043285
ACH-000569,0.022672255471686872
ACH-000570,-0.231179265583415
ACH-000571,-0.24706305414503826
ACH-000573,-0.2525561508392712
ACH-000576,0.03471315328974958
ACH-000579,-0.2257306281567253
ACH-000580,-0.16323251972113825
ACH-000584,-0.129827488365256
ACH-000585,-0.2908882397202339
ACH-000588,-0.03118464257992765
ACH-000589,-0.16574342128016634
ACH-000591,-0.2715016449006978
ACH-000593,-0.12024780202125936
ACH-000600,-0.24464237547393666
ACH-000601,-0.05391354732734677
ACH-000605,-0.30873280346380066
ACH-000606,-0.3776799488638319
ACH-000608,-0.2957548845227315
ACH-000614,-0.1135850730573582
ACH-000616,-0.1351300553085826
ACH-000618,-0.2363236209727881
ACH-000619,-0.2481641317249291
ACH-000620,-0.1080822284378226
ACH-000621,-0.252293161760664
ACH-000622,-0.1392179772983537
ACH-000623,-0.08988043499123763
ACH-000624,-0.1463512330434617
ACH-000627,-0.19916316230477876
ACH-000630,-0.20696134100167984
ACH-000631,-0.4560469976729484
ACH-000632,-0.2160722426137946
ACH-000633,-0.1782319746883437
ACH-000637,-0.3464387577260528
ACH-000638,-0.09303327925296734
ACH-000646,-0.2073641292985953
ACH-000647,-0.20952846666776268
ACH-000648,-0.1705154313641767
ACH-000649,-0.31260170358145195
ACH-000651,-0.08136377348465647
ACH-000652,-0.15435948198935864
ACH-000653,-0.08862485203981449
ACH-000657,-0.15050727368594852
ACH-000658,-0.0974727041448466
ACH-000661,-0.06187672773398392
ACH-000662,-0.28546772265707104
ACH-000663,-0.21929419549004373
ACH-000665,-0.1653696972736058
ACH-000671,-0.2170137232373245
ACH-000672,-0.1669775794710239
ACH-000673,-0.12519174529858548
ACH-000676,-0.16268652433782627
ACH-000677,-0.1555509372127236
ACH-000681,-0.08082656641133568
ACH-000683,-0.255184510207971
ACH-000684,-0.131174270755752
ACH-000688,-0.26241249590217386
ACH-000693,-0.2453442251935902
ACH-000694,-0.265896437400488
ACH-000695,-0.07750590925205397
ACH-000696,-0.15167190575304507
ACH-000697,0.022098785558723168
ACH-000699,-0.12435711083333917
ACH-000701,-0.2402140068663441
ACH-000706,-0.41540729574888796
ACH-000711,-0.17674498502917108
ACH-000713,-0.3391012453036349
ACH-000714,-0.1634312441542321
ACH-000718,-0.2574646705038534
ACH-000720,-0.2037348853099777
ACH-000721,-0.19717397955265345
ACH-000724,0.00405940115439449
ACH-000725,-0.4401796528698034
ACH-000732,-0.13237969496481578
ACH-000734,-0.08041272635001974
ACH-000735,-0.17882787963337368
ACH-000736,-0.3733815647305037
ACH-000738,-0.2172143850277183
ACH-000746,-0.03985247140592636
ACH-000747,-0.062124367391237785
ACH-000748,-0.11514560538058675
ACH-000753,-0.24129215806684076
ACH-000756,-0.1559441574506414
ACH-000757,-0.2781599635463695
ACH-000758,-0.11641657086095313
ACH-000760,-0.13188601645964906
ACH-000762,-0.2348247325321895
ACH-000763,-0.2649414211953396
ACH-000764,-0.14977103943993747
ACH-000765,-0.2331202167970228
ACH-000766,-0.1508619021570499
ACH-000767,-0.07437972374379592
ACH-000768,-0.11344676884733995
ACH-000769,-0.16948043546385885
ACH-000770,-0.08265804728038144
ACH-000771,-0.3668916761700581
ACH-000773,-0.18016341924688886
ACH-000776,-0.2414971774863276
ACH-000777,-0.15285624233824555
ACH-000778,-0.06246433690068363
ACH-000781,-0.10319864299641532
ACH-000782,-0.14281567081167956
ACH-000783,-0.20640900328316072
ACH-000784,-0.07946785835721315
ACH-000785,-0.17500829826507286
ACH-000787,-0.17628763285245946
ACH-000788,-0.1489199974658799
ACH-000791,-0.1991537908981942
ACH-000792,-0.11948369358247896
ACH-000794,-0.3158191912637012
ACH-000796,-0.019271584579122075
ACH-000798,-0.2746571499883649
ACH-000799,-0.23240389866027694
ACH-000800,-0.2311863365509653
ACH-000802,-0.23367626754463414
ACH-000804,-0.35472966472650075
ACH-000805,-0.6466352170851969
ACH-000809,-0.15247228991577094
ACH-000810,-0.5927450933916155
ACH-000811,-0.21343054531803266
ACH-000817,-0.4244342747804979
ACH-000819,-0.21326016331036715
ACH-000820,-0.4000772663942114
ACH-000821,-0.11676970384303355
ACH-000822,-0.08286431985365207
ACH-000823,-0.1642435732678307
ACH-000824,-0.11899876095675067
ACH-000827,-0.3306838707550294
ACH-000829,-0.18780929972958668
ACH-000831,-0.23199299720876596
ACH-000832,-0.33004807141067466
ACH-000833,-0.06948495692377048
ACH-000834,-0.13908666466497485
ACH-000835,-0.12882113445857246
ACH-000836,-0.1543155175826827
ACH-000837,-0.16209341550539827
ACH-000838,-0.00835058613716418
ACH-000839,-0.3768658352313214
ACH-000840,-0.14526285773819828
ACH-000841,-0.030399938288202755
ACH-000843,-0.6044680575717962
ACH-000846,-0.4244404539561546
ACH-000847,-0.049915598288091584
ACH-000848,-0.35556044763708705
ACH-000849,-0.09396538670490226
ACH-000851,-0.07166723982330048
ACH-000855,-0.15190798396295493
ACH-000856,-0.46189684152446003
ACH-000858,-0.26940427949270346
ACH-000859,-0.346670046463188
ACH-000861,-0.4963770228678132
ACH-000862,-0.2533904270227642
ACH-000865,-0.17960821410238065
ACH-000866,-0.12381143039368335
ACH-000867,-0.3465562326009771
ACH-000869,-0.14351946615460626
ACH-000872,-0.1066850811468706
ACH-000873,-0.2398341421638311
ACH-000876,-0.09444354655945417
ACH-000878,-0.1702792155465902
ACH-000880,-0.2865399420726789
ACH-000881,-0.10283151556541288
ACH-000882,-0.3367571332535243
ACH-000884,-0.05213417650990436
ACH-000885,-0.3006547768788376
ACH-000887,-0.24003385475141084
ACH-000889,-0.25469112592703275
ACH-000896,-0.03122092198535058
ACH-000898,-0.08203143928655647
ACH-000900,-0.13135447376255527
ACH-000901,-0.20764050513945595
ACH-000905,-0.04920236256331343
ACH-000906,-0.1799156308394757
ACH-000907,-0.08987465019159005
ACH-000910,-0.26711045948538154
ACH-000911,-0.1316638764373328
ACH-000912,-0.3408647442678495
ACH-000913,-0.2770178094262899
ACH-000915,-0.21374429372857412
ACH-000916,-0.2989953714823014
ACH-000917,-0.12455703438260075
ACH-000920,-0.33656056598474354
ACH-000921,-0.04265157071661181
ACH-000924,-0.0737049586632778
ACH-000926,-0.21631194505538145
ACH-000928,-0.07426521154894906
ACH-000929,0.008414476182601162
ACH-000932,-0.30479630521665224
ACH-000935,-0.3845806666290051
ACH-000936,-0.2151931668520473
ACH-000937,-0.15366224794985847
ACH-000938,-0.29691285312967697
ACH-000939,-0.07322166178547136
ACH-000941,-0.17702433563379386
ACH-000943,-0.2421412342831496
ACH-000946,-0.15832767441277246
ACH-000947,-0.08499290423193817
ACH-000948,-0.33318956945891764
ACH-000950,-0.2179042063423428
ACH-000953,-0.09499414392775704
ACH-000954,-0.4074614930902537
ACH-000957,-0.17619463866769197
ACH-000958,-0.00745110215641129
ACH-000960,-0.368589948560368
ACH-000963,-0.14770348454412324
ACH-000968,-0.16690734803943802
ACH-000969,-0.17624863373755165
ACH-000972,-0.18259207119281493
ACH-000973,-0.1881355292279879
ACH-000974,-0.16683358717176874
ACH-000978,-0.039682891107214915
ACH-000984,-0.4397690804080256
ACH-000986,-0.3275374958474413
ACH-000988,-0.15569491528331245
ACH-000993,-0.4541977795935069
ACH-000994,-0.38202774676013024
ACH-000996,-0.17006298956876434
ACH-001001,-0.10645341496969744
ACH-001020,-0.21856442143629715
ACH-001028,-0.15800349888660284
ACH-001031,-0.04917565156357176
ACH-001038,-0.11269624204674555
ACH-001048,-0.15296875436742288
ACH-001050,-0.32680712388315103
ACH-001053,-0.17753526580818665
ACH-001054,-0.007163532028402455
ACH-001061,-0.6283230239551435
ACH-001067,-0.13987074917936154
ACH-001075,-0.20385697885784107
ACH-001096,-0.2136969283685234
ACH-001111,-0.4883349099644911
ACH-001119,-0.4372984077842187
ACH-001128,-0.16056601815378296
ACH-001134,-0.1358189654910053
ACH-001151,-0.1911419989906668
ACH-001163,-0.21835261227463468
ACH-001164,-0.2977705121185965
ACH-001183,-0.19430147844996346
ACH-001192,-0.1262300261376289
ACH-001193,-0.2690626217486464
ACH-001196,-0.14223909474099586
ACH-001197,-0.16379890180138568
ACH-001205,-0.2438913945660023
ACH-001211,-0.20875992276515012
ACH-001212,-0.08529271685451079
ACH-001228,-0.18045327210298348
ACH-001232,-0.16554981923547374
ACH-001239,-0.2817012225354843
ACH-001270,-0.2207212079822504
ACH-001274,-0.12705514739510612
ACH-001275,-0.22330323528271795
ACH-001277,-0.2633164641061
ACH-001278,-0.0810350528429822
ACH-001280,-0.1215530805411836
ACH-001283,-0.17035553574544596
ACH-001289,-0.18753843281739052
ACH-001300,-0.2156738643222789
ACH-001301,-0.2558404170260788
ACH-001302,-0.07003399341495095
ACH-001306,-0.12025153394412146
ACH-001318,-0.0950798274232198
ACH-001322,-0.2443642944392776
ACH-001328,-0.2279914303027701
ACH-001332,-0.3478780229798885
ACH-001336,-0.2876924476939711
ACH-001346,-0.3814293880884619
ACH-001353,-0.2666741449483219
ACH-001354,-0.119551132714414
ACH-001367,-0.20736701761839046
ACH-001368,-0.17527176991435842
ACH-001374,-0.06822008975529104
ACH-001377,-0.1097125475194146
ACH-001380,-0.1438997530756176
ACH-001391,-0.3499347537658149
ACH-001408,-0.12925680287447106
ACH-001430,-0.10074825007038016
ACH-001431,-0.07123782956119087
ACH-001450,-0.867993532215311
ACH-001496,-0.02742558634470009
ACH-001500,-0.042805820829375126
ACH-001523,-0.2469163467258201
ACH-001532,-0.09547695185623543
ACH-001550,-0.2318092261433071
ACH-001552,-0.12354295779656127
ACH-001554,-0.3158187134615122
ACH-001654,-0.3837735664165716
ACH-001735,-0.050554687342862385
ACH-001736,-0.209698489003122
ACH-001737,0.04448685078623447
ACH-001740,-0.09714275043167783
ACH-001745,-0.10914075606502192
ACH-001765,-0.3354828473611349
