,IFIH1 (64135)
ACH-000004,-0.12448755570223248
ACH-000005,0.2887269547777593
ACH-000007,-0.07495402474380781
ACH-000009,-0.027198818366991163
ACH-000011,-0.14079144798119522
ACH-000012,0.014298895521475287
ACH-000013,-0.015160860961964328
ACH-000014,0.10419168642266677
ACH-000015,-0.03390959726068817
ACH-000017,-0.16172166735959104
ACH-000018,-0.10029757952648816
ACH-000019,-0.044783160299966165
ACH-000021,0.09075075487628463
ACH-000022,0.09622506853693777
ACH-000025,0.035590438714012955
ACH-000028,0.009381820639847823
ACH-000030,-0.011033223847424268
ACH-000035,-0.16693115430324296
ACH-000036,-0.055475673198376464
ACH-000037,-0.057968589273523476
ACH-000039,0.03238192164624083
ACH-000040,0.01139556254928012
ACH-000041,-0.01831621545335316
ACH-000042,0.06071805312072996
ACH-000045,-0.029779822440893743
ACH-000047,-0.06055394667278645
ACH-000052,-0.1607430439762528
ACH-000053,-0.04319140304550334
ACH-000054,-0.17685292232517585
ACH-000055,0.06152228025686325
ACH-000060,-0.06678843752883834
ACH-000067,-0.20736409269315276
ACH-000070,0.07658501888582411
ACH-000075,0.1112797381402955
ACH-000078,0.06362058510673214
ACH-000082,-0.18991154382531225
ACH-000085,0.16345135796025262
ACH-000086,-0.12368960760107643
ACH-000087,-0.12342149641595447
ACH-000092,-0.1519003212976305
ACH-000095,-0.013538574579231657
ACH-000097,0.08028017176929161
ACH-000098,-0.20970869718427315
ACH-000099,0.07505791130507654
ACH-000108,-0.027372086605484233
ACH-000113,-0.03428960182556469
ACH-000116,-0.07300903811246158
ACH-000118,-0.028205178828735286
ACH-000120,-0.08643783049347484
ACH-000123,-0.10052810365150287
ACH-000127,-0.10289858175267354
ACH-000128,-0.14293158972876402
ACH-000132,-0.14400081502482
ACH-000133,-0.2238189151659136
ACH-000137,-0.15838703081916028
ACH-000138,-0.04315549445093925
ACH-000142,0.09271208180551864
ACH-000143,-0.08134107925137718
ACH-000146,0.002417899140830501
ACH-000148,0.05119423715802063
ACH-000150,0.03165364330642305
ACH-000152,-0.1324661460926985
ACH-000153,0.03526991115010904
ACH-000159,-0.03754977326218025
ACH-000160,-0.0060495027257059155
ACH-000163,-0.11941236893680562
ACH-000167,-0.11274507655461274
ACH-000168,-0.03886480233948395
ACH-000169,0.010160666547460012
ACH-000178,0.08764604938852669
ACH-000183,-0.02859112127016956
ACH-000188,0.008284889989758947
ACH-000189,-0.0039497294669620375
ACH-000190,-0.14799165328419778
ACH-000198,-0.09151025801921282
ACH-000203,0.3626789008859941
ACH-000204,0.20904756548126707
ACH-000206,-0.0855794129592489
