,ZSCAN23 (222696)
ACH-000004,0.21073094980388474
ACH-000005,0.1336673871003442
ACH-000007,0.2579964634524933
ACH-000009,0.10516729369199236
ACH-000011,0.22224337486957785
ACH-000012,0.0337412084348233
ACH-000013,0.17876715750055494
ACH-000014,0.03797120391066893
ACH-000015,0.16321171346879695
ACH-000017,0.18442180666046576
ACH-000018,0.11404816089811975
ACH-000019,0.05345723610262571
ACH-000021,0.20875499475665946
ACH-000022,0.1237074039559828
ACH-000025,0.05193859982956068
ACH-000028,0.15591037214070547
ACH-000030,0.09503307977598424
ACH-000035,0.07870467063783668
ACH-000036,0.10015528089623252
ACH-000037,0.1504425708095401
ACH-000039,0.11579523975209592
ACH-000040,0.09592375403245047
ACH-000041,0.03504926493609374
ACH-000042,0.13495603433045994
ACH-000045,0.07434361396737674
ACH-000047,0.1442255041002813
ACH-000052,0.20308690997605414
ACH-000053,0.07258668162195593
ACH-000054,0.1515353936714179
ACH-000055,0.1929598175508145
ACH-000060,0.024149768440187264
ACH-000067,0.1050300277438169
ACH-000070,0.14897148318597425
ACH-000075,0.20834678855090716
ACH-000078,0.1932061491311392
ACH-000082,-0.001883742572856537
ACH-000085,0.3264007882340166
ACH-000086,0.08472640236628219
ACH-000087,0.07923983326424057
ACH-000092,0.07097194792192008
ACH-000095,0.09024376187643823
ACH-000097,0.04862371569527744
ACH-000098,0.07569250694319664
ACH-000099,0.16105578119813765
ACH-000108,0.2735812628376926
ACH-000113,0.2336931164048356
ACH-000116,0.2481973408623489
ACH-000118,0.2366105100264531
ACH-000120,0.1921138014053481
ACH-000123,0.0713397117190795
ACH-000127,0.121654918106094
ACH-000128,0.2626789798969655
ACH-000132,0.15740365763407035
ACH-000133,0.12261693153025885
ACH-000137,0.07314594307663166
ACH-000138,0.16406392746701373
ACH-000142,0.05464871212743833
ACH-000143,-0.024075521198030653
ACH-000146,0.0173560982063917
ACH-000148,0.1348874208667714
ACH-000150,0.17460033973695213
ACH-000152,0.10886938865228096
ACH-000153,0.11331812743832358
ACH-000159,0.15669201696466575
ACH-000160,0.12544499681144325
ACH-000163,0.09453284108945413
ACH-000167,0.016327136432977243
ACH-000168,0.17741942642724046
ACH-000169,0.17173021677112327
ACH-000178,0.021043523963377816
ACH-000183,0.18961470152087792
ACH-000188,0.2176677735404664
ACH-000189,0.11684023680129495
ACH-000190,0.0791851436141103
ACH-000198,0.20689124173298296
ACH-000203,0.030109240458200813
ACH-000204,0.053498382512363225
ACH-000206,0.1839981332776093
ACH-000207,-0.015451769891089456
ACH-000208,0.33576155834230137
ACH-000210,0.19718269545692588
