,FILIP1L (11259)
ACH-000004,-0.023319516062756125
ACH-000005,-0.15009910849211805
ACH-000007,0.08828892848605342
ACH-000009,0.008885598326241728
ACH-000011,-0.06845794196095134
ACH-000012,-0.0991275652786595
ACH-000013,-1.9241117654112165e-05
ACH-000014,-0.3378577556683074
ACH-000015,-0.05602478988878379
ACH-000017,-0.03637035418443211
ACH-000018,-0.20343476266011226
ACH-000019,-0.013037807171964743
ACH-000021,-0.04230664081185307
ACH-000022,0.016593312637604826
ACH-000025,-0.08563862636576049
ACH-000028,-0.059292100123785475
ACH-000030,0.0023381100126704567
ACH-000035,-0.22350185567201886
ACH-000036,-0.05138314503271522
ACH-000037,-0.010655650394641456
ACH-000039,-0.12184399131813553
ACH-000040,-0.17637299029696468
ACH-000041,-0.05615919752523802
ACH-000042,0.016475467906541044
ACH-000045,-0.16452668131278128
ACH-000047,-0.015431110435345044
ACH-000052,-0.0740801800215769
ACH-000053,-0.14308630268824704
ACH-000054,0.013400474504238688
ACH-000055,-0.056590498654175876
ACH-000060,-0.1588960956214504
ACH-000067,-0.08826866515141381
ACH-000070,0.11380241867066908
ACH-000075,-0.04432457339110327
ACH-000078,-0.10990035660516373
ACH-000082,-0.09497954731412198
ACH-000085,0.02094372344014659
ACH-000086,-0.18789935222515985
ACH-000087,0.0020318827080095647
ACH-000092,-0.11508236098540968
ACH-000095,-0.040349463635346194
ACH-000097,-0.02696576227997616
ACH-000098,0.007688004731571117
ACH-000099,0.01001070448007689
ACH-000108,-0.11191017435254176
ACH-000113,-0.01997182699487853
ACH-000116,-0.08936337112783223
ACH-000118,-0.03845587573936752
ACH-000120,-0.057672357935649836
ACH-000123,-0.0200970715370268
ACH-000127,-0.02096192791438688
ACH-000128,-0.053997831038356536
ACH-000132,-0.08423650242747684
ACH-000133,-0.16241824893899542
ACH-000137,-0.08764158784777835
ACH-000138,-0.11534639867320733
ACH-000142,0.06637978182815976
ACH-000143,-0.1323402942187749
ACH-000146,-0.08587811383361545
ACH-000148,0.0022186198300592824
ACH-000150,0.16329103444673504
ACH-000152,-0.09913298616916448
ACH-000153,-0.0283603451946998
ACH-000159,-0.1547750285838919
ACH-000160,-0.0641186515899427
ACH-000163,-0.06928333008223166
ACH-000167,-0.29064595134750154
ACH-000168,-0.2649509202195678
ACH-000169,0.037633123869916185
