,ENKUR (219670)
ACH-000004,0.09794401404778114
ACH-000005,-0.0014184294495191993
ACH-000007,0.09930242215539364
ACH-000009,0.1011228186185462
ACH-000011,0.054835624422684213
ACH-000012,0.09278730507500793
ACH-000013,0.09085848212740873
ACH-000014,0.10952013588192927
ACH-000015,0.08274312447240023
ACH-000017,0.06616524429214868
ACH-000018,0.2300904749158871
ACH-000019,-0.013949437598575141
ACH-000021,0.01860996287593437
ACH-000022,0.14842875327139993
ACH-000025,0.2819474599769324
ACH-000028,0.1286943296919013
ACH-000030,0.04848072878689468
ACH-000035,0.06912721895794666
ACH-000036,0.05902477480239561
ACH-000037,-0.13459401598493034
ACH-000039,0.08846552801683097
ACH-000040,0.07416420248536984
ACH-000041,0.09565787216167304
ACH-000042,0.21639439016531867
ACH-000045,0.11829218601103543
ACH-000047,0.0486248779976422
ACH-000052,0.3370283501472646
ACH-000053,0.04504985576128503
ACH-000054,0.10661629107780493
ACH-000055,0.17087060072013285
ACH-000060,0.1504011402999031
ACH-000067,0.07273869099222663
ACH-000070,0.12346550317830765
ACH-000075,0.12109303304786645
ACH-000078,0.04973644985084864
ACH-000082,0.1442128748091869
ACH-000085,0.06613022861086842
ACH-000086,0.09873062019381056
ACH-000087,0.17015396127960178
ACH-000092,0.17698398975936808
ACH-000095,0.02675451660009715
ACH-000097,0.0012887326166832712
ACH-000098,0.10987704045994676
ACH-000099,0.13838712896253633
ACH-000108,0.13510785963810565
ACH-000113,0.1806767158175145
ACH-000116,0.1188829854535964
ACH-000118,0.028681885992328723
ACH-000120,0.20871006626826635
ACH-000123,0.09739374501999172
ACH-000127,0.12907729369330095
ACH-000128,0.08476339386818132
ACH-000132,0.024227909872874133
ACH-000133,0.0959959325113072
ACH-000137,-0.02377509834847937
ACH-000138,0.13720636957660565
ACH-000142,0.09168898709303556
ACH-000143,0.14569732513343256
ACH-000146,0.15697668848667307
ACH-000148,0.0339410294104144
ACH-000150,0.11623324848671755
ACH-000152,0.16594886568898615
ACH-000153,0.17238287373231684
ACH-000159,0.13112387252526544
ACH-000160,0.04349939209761772
ACH-000163,0.02563840988589896
ACH-000167,-0.2535070118195379
ACH-000168,0.032396995997938216
ACH-000169,0.2515527682922149
ACH-000178,0.06204406510457
ACH-000183,0.2716988278817325
ACH-000188,0.04246481683231213
ACH-000189,0.2350500209665364
ACH-000190,0.1433735158070986
ACH-000198,0.12163349694347385
ACH-000203,0.13546497868250815
ACH-000204,0.5155669259797968
ACH-000206,0.10302560897744494
ACH-000207,-0.011122202956992757
ACH-000208,-0.05376148625366496
ACH-000210,0.03684463161838752
ACH-000211,0.14515738662823924
ACH-000215,0.17108916633398186
ACH-000221,0.27808111355732024
ACH-000222,0.2018565570338085
ACH-000223,0.027611142925461487
ACH-000226,0.04782540521855883
ACH-000227,0.29721638977283177
ACH-000228,0.011973327252351637
ACH-000231,0.0981079303691081
ACH-000232,0.11189537187942893
ACH-000233,0.11053930970552467
ACH-000234,0.19882502113951125
ACH-000235,0.09497830090977846
ACH-000237,0.025320363606372787
ACH-000238,0.15398427357209646
ACH-000242,-0.07464874774063479
ACH-000243,0.09725014678050853
ACH-000244,0.11814964470392995
ACH-000246,0.16861356804162214
ACH-000248,-0.00603461532996927
ACH-000250,0.1646032056276428
ACH-000251,0.13777980597391576
ACH-000252,0.3424251422874324
ACH-000253,0.15773769152110528
ACH-000255,0.06543323018406172
ACH-000256,0.0620395640730915
ACH-000257,0.08200874707062057
ACH-000258,0.1802388702302357
ACH-000259,0.037869557440605925
ACH-000260,0.192621407775728
ACH-000261,0.13801929146094574
ACH-000262,0.2618748037386017
ACH-000263,0.1155515254796777
ACH-000264,0.10612975235478886
ACH-000265,0.1275332940470102
ACH-000266,0.053703351854497136
ACH-000272,0.16863186564444524
ACH-000274,0.043702827646163005
ACH-000277,0.23429785398113698
ACH-000278,0.12551738451887345
ACH-000279,0.14559150059829226
ACH-000280,0.005353862594567961
ACH-000281,0.17619231318766645
ACH-000288,0.05432004474465228
ACH-000291,0.10359050926728376
ACH-000293,0.22170944323071776
ACH-000294,0.1308422953224366
ACH-000295,0.14930849169228494
ACH-000296,0.08665940354053453
ACH-000302,0.06757317926771605
ACH-000304,0.10449899389569887
ACH-000307,-0.04201826299511762
ACH-000308,0.09345947892787593
ACH-000310,0.019920747875351343
ACH-000311,0.09507078014559596
ACH-000312,0.12204381614441427
ACH-000315,0.5353597012660924
ACH-000316,0.18874930345481766
ACH-000317,-0.006894218736522429
ACH-000318,0.17735678224476786
ACH-000319,0.19435291536807905
ACH-000320,0.2043457949597852
ACH-000322,0.16556515938371494
ACH-000323,0.09968459287572312
ACH-000324,0.25189729963600177
ACH-000329,0.16374307646253686
ACH-000330,0.08563213456485272
ACH-000331,0.11175129701094133
ACH-000332,-0.01065532985092843
ACH-000334,0.01685629507873541
ACH-000335,0.18940912326002607
ACH-000336,0.4882263031188282
ACH-000337,0.17720034559025702
ACH-000338,-0.1135929235744048
ACH-000339,0.1237195088711918
ACH-000341,0.3534316154629311
ACH-000348,0.14088665633623287
ACH-000350,0.01654349707480993
ACH-000352,-0.002538900127039001
ACH-000356,0.2008467125525908
ACH-000361,0.19072518998370552
ACH-000362,0.08119333947104651
ACH-000363,0.0508948049357631
ACH-000364,0.24228604549509025
ACH-000365,0.10283919276659087
ACH-000366,0.040231414265787774
ACH-000368,0.1616931007001979
ACH-000374,0.18413181541443985
ACH-000375,0.06551079369037151
ACH-000376,0.2412496313365265
ACH-000381,0.15945890922564826
ACH-000383,0.09055947164046987
ACH-000387,0.09394348653506908
ACH-000389,0.16694689915224747
ACH-000390,-0.007944836721270325
ACH-000393,0.06412923533623692
ACH-000395,0.170079720877699
ACH-000396,0.17025243688505967
ACH-000397,0.0908334860266513
ACH-000401,0.3390812450260587
ACH-000402,0.22924172579269975
ACH-000403,0.10151592663667988
ACH-000404,0.1260730670455755
ACH-000406,0.08182443242564634
ACH-000407,0.13237586362933332
ACH-000408,0.10271593947285718
ACH-000410,0.17062392397426088
ACH-000411,0.15866572015568378
ACH-000414,0.0950725463185932
ACH-000415,0.030035587502846118
ACH-000416,0.053371401275811726
ACH-000420,0.1984105968933268
ACH-000421,0.1435022710272892
ACH-000424,-0.0618421101795042
ACH-000425,0.08952809100806927
ACH-000426,0.0745355939285235
ACH-000427,0.24387780021777916
ACH-000433,0.06591059122103092
ACH-000435,0.04937933414863586
ACH-000436,0.2822935083113535
ACH-000444,0.15213453315152808
ACH-000445,0.03024858238072978
ACH-000448,0.20217076562754352
ACH-000450,0.243078708980158
ACH-000452,0.08902575014893152
ACH-000454,0.0651479642956093
ACH-000458,0.2353050248030839
ACH-000459,0.22565095441153174
ACH-000460,0.12220442760655136
ACH-000461,0.09479359114392924
ACH-000463,0.04358617889756605
ACH-000464,0.11854250908289644
ACH-000466,0.10218932856669552
ACH-000467,0.1009510092659163
ACH-000468,0.10668968307132816
ACH-000469,0.058389807826974914
ACH-000470,0.03128101011298826
ACH-000471,0.22230243928733676
ACH-000472,0.07436516900821408
ACH-000473,0.045183235720352544
ACH-000475,0.07935700449299077
ACH-000476,0.2027286225058578
ACH-000477,0.2440303024429963
ACH-000479,-0.046357190033910235
ACH-000480,0.06167937800619264
ACH-000481,0.07396666344642915
ACH-000483,-0.1079914633453575
ACH-000484,0.03863721714722898
ACH-000485,0.19745089343190436
ACH-000486,0.09357581923209428
ACH-000487,0.11643711827104762
ACH-000488,0.15164892510277822
ACH-000490,0.14503812980235822
ACH-000491,0.041707078459023265
ACH-000495,0.12440474985029293
ACH-000496,0.03021352455738095
ACH-000499,0.1857596706141672
