,SNRPD1 (6632)
ACH-000004,-1.974736382430557
ACH-000005,-1.5403079149510142
ACH-000007,-1.51716792565429
ACH-000009,-1.5723167041691242
ACH-000011,-1.3092275791942232
ACH-000012,-1.5864475604676866
ACH-000013,-1.855371619697863
ACH-000014,-1.6310107716340918
ACH-000015,-1.4810955761605855
ACH-000017,-1.72475258487182
ACH-000018,-1.490109437817592
ACH-000019,-1.578881962317384
ACH-000021,-1.6211285623187095
ACH-000022,-1.429587244744689
ACH-000025,-1.2672000497144895
ACH-000028,-1.4564930137174048
ACH-000030,-1.6257479670687378
ACH-000035,-1.272742110919875
ACH-000036,-1.5410438062551253
ACH-000037,-1.8186485878302747
ACH-000039,-1.4801001765141668
ACH-000040,-1.4706003860676815
ACH-000041,-1.4656472412741914
ACH-000042,-1.3721644309498962
ACH-000045,-1.446905635340929
ACH-000047,-1.4812402377802787
ACH-000052,-1.3978257373359804
ACH-000053,-1.5709843835675426
ACH-000054,-1.3548176527428921
ACH-000055,-1.3851152631171382
ACH-000060,-1.5866480838825232
ACH-000067,-1.4579678258427151
ACH-000070,-1.6772570193970286
ACH-000075,-1.2890662765045535
ACH-000078,-1.8809515563118988
ACH-000082,-1.5691049264264638
ACH-000085,-1.4515227618966238
ACH-000086,-1.4427738153529055
ACH-000087,-1.4326045523387128
ACH-000092,-1.5952600520492854
ACH-000095,-1.6744373504863457
ACH-000097,-1.4981044776235712
ACH-000098,-1.5606934520418627
ACH-000099,-1.577762717738975
ACH-000108,-1.5753003425678618
ACH-000113,-1.4870439400986333
ACH-000116,-1.5414712397826609
ACH-000118,-1.3013327266036174
ACH-000120,-1.5268675856485163
ACH-000123,-1.5067203851003954
ACH-000127,-1.4683720929755206
ACH-000128,-1.7449784900345306
ACH-000132,-1.6451175938954707
ACH-000133,-1.3279019601414992
ACH-000137,-1.6877793904839271
ACH-000138,-1.4642120065602267
ACH-000142,-1.5690098648569668
ACH-000143,-1.8021863340565418
ACH-000146,-1.6342031815688445
ACH-000148,-1.5592595811694534
ACH-000150,-1.5427859546845255
ACH-000152,-1.4578842815446136
ACH-000153,-1.9578370259249556
ACH-000159,-1.413195947185358
ACH-000160,-2.0276481737764622
ACH-000163,-1.456527501146348
ACH-000167,-2.8001903756161157
ACH-000168,-1.4088780764904458
ACH-000169,-1.4977376060561498
ACH-000178,-1.584364493269549
ACH-000183,-1.6486174834447045
ACH-000188,-1.31983717040545
ACH-000189,-1.869220775886639
ACH-000190,-1.1095619689465186
ACH-000198,-1.5458228455253051
ACH-000203,-1.7076876311676503
ACH-000204,-1.1964980716592055
ACH-000206,-1.7686348422325222
ACH-000207,-1.8138262584600675
ACH-000208,-1.6438795144441656
ACH-000210,-1.5820715120103412
ACH-000211,-1.3916136526272171
ACH-000215,-1.6849307936958706
ACH-000221,-1.7581869664748777
ACH-000222,-1.4319341495582625
ACH-000223,-1.7849596714228422
ACH-000226,-1.5676296343724188
ACH-000227,-1.5442052816111296
ACH-000228,-1.5622971276455515
ACH-000231,-1.4811147411941687
ACH-000232,-1.6765847857444287
ACH-000233,-1.578549761754106
ACH-000234,-1.6098312132112198
ACH-000235,-1.6013463394136118
ACH-000237,-1.5316842763779055
ACH-000238,-1.7024065786888831
ACH-000242,-2.038976803633261
ACH-000243,-1.6113175206117545
ACH-000244,-1.6273496107358365
ACH-000246,-1.5109853285893555
ACH-000248,-1.5473110114882995
ACH-000250,-1.5290862747672551
ACH-000251,-1.3596756975699806
ACH-000252,-1.513115082113757
ACH-000253,-1.6317202511760445
ACH-000255,-1.3579599057977096
ACH-000256,-1.522621155822275
ACH-000257,-1.6370764269660891
ACH-000258,-1.659171588568834
ACH-000259,-1.688133805044152
ACH-000260,-1.5961480610982597
ACH-000261,-1.4812527140135066
ACH-000262,-1.4925222233693909
ACH-000263,-1.587740231943405
ACH-000264,-1.6925228290612415
ACH-000265,-1.4513507651546833
ACH-000266,-1.5192012917746491
ACH-000272,-1.4755745554122512
ACH-000274,-1.6325706672547189
ACH-000277,-1.6546308439791635
ACH-000278,-1.6819739885488898
ACH-000279,-1.5400046870946993
ACH-000280,-1.5925145272582069
ACH-000281,-1.5741847207026043
ACH-000288,-1.5650562758875248
ACH-000291,-1.2882114518337522
ACH-000293,-1.3320742206722975
ACH-000294,-1.4610462480996496
ACH-000295,-1.922664667968197
ACH-000296,-1.8342616949346815
ACH-000302,-1.432678920204305
ACH-000304,-1.4040637384923789
ACH-000307,-1.7287291483566325
ACH-000308,-1.7972853139978888
ACH-000310,-1.721264679582544
ACH-000311,-1.6345060660436932
ACH-000312,-1.6750690817918334
ACH-000315,-1.4194968099075176
ACH-000316,-1.4925959310077193
ACH-000317,-1.185153082405182
ACH-000318,-1.558578999278996
ACH-000319,-1.5326462416196247
ACH-000320,-1.6599967042521493
ACH-000322,-1.5891823799689229
ACH-000323,-1.4673938590742737
ACH-000324,-1.53540884302197
ACH-000329,-1.5264094215240085
ACH-000330,-1.6409398129290125
ACH-000331,-1.4731826308161058
ACH-000332,-1.2356382448818914
ACH-000334,-1.8255049238393048
ACH-000335,-1.4411896300204363
ACH-000336,-1.660065568809791
ACH-000337,-1.6727439346812705
ACH-000338,-1.8315060355431976
ACH-000339,-1.5217639107875074
ACH-000341,-1.5643285867404737
ACH-000348,-1.4826334222552389
ACH-000350,-1.5846446210385214
ACH-000352,-1.7178684360178371
ACH-000356,-1.3882043905359616
ACH-000361,-1.5628193511297102
ACH-000362,-1.6522159078029135
ACH-000363,-1.271347319559961
ACH-000364,-1.4897775405697742
ACH-000365,-1.3700402336480573
ACH-000366,-1.6249291209297283
ACH-000368,-1.7013086412962355
ACH-000374,-1.7215551205181026
ACH-000375,-1.5119659197665205
ACH-000376,-1.3050564349547396
ACH-000381,-1.6135197002738264
ACH-000383,-1.5876407635476582
ACH-000387,-1.5720061832989698
ACH-000389,-1.6641148398823054
ACH-000390,-1.5620948915780046
ACH-000393,-1.420126703160721
ACH-000395,-1.487216794075959
ACH-000396,-1.6729255156798466
ACH-000397,-1.5279506941840837
ACH-000401,-1.6547696137288723
ACH-000402,-1.2535802047772064
ACH-000403,-1.8272418379321616
ACH-000404,-1.0923977603177508
ACH-000406,-1.6304212369719155
ACH-000407,-1.3973311000006512
ACH-000408,-1.8977578281852487
ACH-000410,-1.4280261503862182
ACH-000411,-1.3200504284406402
ACH-000414,-1.3859110177443783
ACH-000415,-1.78614407341007
ACH-000416,-1.4233206875445443
ACH-000420,-1.531306940758869
ACH-000421,-1.4446670781649005
ACH-000424,-1.5606562573270448
ACH-000425,-1.6264859727796008
ACH-000426,-1.0046617780451632
ACH-000427,-1.4390325070300982
ACH-000433,-1.5046504527986193
ACH-000435,-1.4366771368742568
ACH-000436,-1.0512248111495963
ACH-000444,-1.5763646725684657
ACH-000445,-1.2565273473273224
ACH-000448,-1.315311131316914
ACH-000450,-1.299540880303674
ACH-000452,-1.8105436687977905
ACH-000454,-1.3516336785861756
ACH-000458,-1.5125919177968692
ACH-000459,-1.894386722069904
ACH-000460,-1.3957631080815087
ACH-000461,-1.5587128480413899
ACH-000463,-1.4373292776710127
ACH-000464,-1.3650963268445853
ACH-000466,-1.5928790133336144
ACH-000467,-1.580225929543298
ACH-000468,-1.5764749219857317
ACH-000469,-1.6741183004566509
ACH-000470,-1.7217727597889192
ACH-000471,-1.639773928163305
ACH-000472,-1.705425325427352
ACH-000473,-1.592785837509724
ACH-000475,-1.6224784960827048
ACH-000476,-1.5618421739126802
ACH-000477,-1.4339978500636532
ACH-000479,-1.2913144878379814
ACH-000480,-1.5824011158555888
ACH-000481,-1.5394123577305872
ACH-000483,-1.7206676944809616
ACH-000484,-1.6374957577364702
ACH-000485,-1.5963084170715265
ACH-000486,-1.4155537855946392
ACH-000487,-1.4582612802997834
ACH-000488,-1.4768413964925406
ACH-000490,-1.400261322564438
ACH-000491,-1.7148887181929269
ACH-000495,-1.3220149860607364
ACH-000496,-1.2962381119018271
ACH-000499,-1.5845665675615639
ACH-000500,-1.61374170533416
ACH-000502,-1.4928686610798865
ACH-000503,-1.2460949184873442
ACH-000505,-1.411437650855782
ACH-000507,-1.5999092460660231
ACH-000510,-1.4684387601581612
ACH-000511,-1.2728030815752749
ACH-000512,-1.6329902122384679
ACH-000516,-1.510106621126969
ACH-000517,-1.5971024806336571
ACH-000518,-1.7217166332338911
ACH-000520,-1.4553866419951746
ACH-000521,-1.5405937697258902
ACH-000522,-1.6843178349355965
ACH-000524,-1.6319050677677522
ACH-000527,-1.5412258414639337
ACH-000528,-1.6099880841069627
ACH-000537,-1.763894498747374
ACH-000541,-1.592507750111792
ACH-000542,-1.4745203656779762
ACH-000544,-1.4580254382678384
ACH-000545,-1.4612035314228042
ACH-000547,-1.7250603516224223
ACH-000548,-1.379330930121112
ACH-000549,-1.6086156738127029
ACH-000550,-1.6972390206836196
ACH-000552,-1.5879490348336212
ACH-000556,-1.4708682813499951
ACH-000557,-1.5868254269998034
ACH-000569,-1.464271994475872
ACH-000570,-1.4840138329728072
ACH-000571,-1.7166894712178615
ACH-000573,-1.7301051938567975
ACH-000576,-1.1962585874592682
ACH-000579,-1.523931711929864
ACH-000580,-1.5657155102670168
ACH-000584,-1.8174429834793144
ACH-000585,-1.6239741038774904
ACH-000588,-1.5077624430425958
ACH-000589,-1.5144247311095185
ACH-000591,-1.540140393281662
ACH-000593,-1.6675935528471117
ACH-000600,-1.6704447375308622
ACH-000601,-1.4437088902169728
ACH-000605,-1.4601711549958385
ACH-000606,-1.4667097049368505
ACH-000608,-1.9075223168561
ACH-000614,-1.275069709291884
ACH-000616,-1.54167948335129
ACH-000618,-1.6326297015664364
ACH-000619,-1.627795237138131
ACH-000620,-1.5750651700316387
ACH-000621,-1.6437185101114435
ACH-000622,-1.3973954347816957
ACH-000623,-1.672538316874254
ACH-000624,-1.6147025896124363
ACH-000627,-1.4853839869459189
ACH-000630,-1.5783471854197504
ACH-000631,-1.4831821978483153
ACH-000632,-1.5219091393648916
ACH-000633,-1.3695598761636523
ACH-000637,-1.4286160800358854
ACH-000638,-1.4191065948908794
ACH-000646,-1.375785689417687
ACH-000647,-1.4469489886030733
ACH-000648,-1.6691665154847195
ACH-000649,-1.6548996793274309
ACH-000651,-1.619122934617658
ACH-000652,-1.3383558894409509
ACH-000653,-1.3317921134398056
ACH-000657,-1.5971711415081895
ACH-000658,-1.5991341926675555
ACH-000661,-1.935303938787707
ACH-000662,-1.3243306203267975
ACH-000663,-1.2635623690772049
ACH-000665,-1.4762172686542545
ACH-000671,-1.4603204223220418
ACH-000672,-1.3290101809696715
ACH-000673,-1.4850250690684192
ACH-000676,-1.624296026444917
ACH-000677,-1.2956603499570474
ACH-000681,-1.6591127364440728
ACH-000683,-1.6613790009351703
ACH-000684,-1.840435581247468
ACH-000688,-1.6715766780603831
ACH-000693,-1.6316467963034944
ACH-000694,-1.6724986492107243
ACH-000695,-1.1567368065207793
ACH-000696,-1.5960467470036042
ACH-000697,-1.5049607668691758
ACH-000699,-1.3806818527203868
ACH-000701,-1.5761718459058411
ACH-000706,-1.618350311608246
ACH-000711,-1.5371275254246153
ACH-000713,-1.3078265185518887
ACH-000714,-1.3602679165113072
ACH-000718,-1.586820526889221
ACH-000720,-1.4008468395084674
ACH-000721,-1.5019261929155694
ACH-000724,-1.7842813041757808
ACH-000725,-1.7058581245341573
ACH-000732,-1.2795033153428248
ACH-000734,-1.6529486495164918
ACH-000735,-1.4863965066952571
ACH-000736,-1.3590307956473373
ACH-000738,-1.5021682535780103
ACH-000746,-1.7963374407558947
ACH-000747,-1.3540694596905185
ACH-000748,-1.6027454904233287
ACH-000753,-1.6733020900654578
ACH-000756,-1.6129939553853403
ACH-000757,-1.4715122139389332
ACH-000758,-1.5312842722252993
ACH-000760,-1.5310875602292071
ACH-000762,-1.4809842760144962
ACH-000763,-1.2221319300133344
ACH-000764,-1.4213046184650484
ACH-000765,-1.3292524918125457
ACH-000766,-1.5365613823839788
ACH-000767,-1.7421975075776963
ACH-000768,-1.564328784629814
ACH-000769,-1.5203146892317472
ACH-000770,-1.5575357258325284
ACH-000771,-1.4433392674507897
ACH-000773,-1.4432561107522794
ACH-000776,-1.5305598996701613
ACH-000777,-1.7237405484552664
ACH-000778,-1.4884032320689375
ACH-000781,-1.5687302262140006
ACH-000782,-1.4121270925316731
ACH-000783,-1.6276253026855514
ACH-000784,-1.6398270654241611
ACH-000785,-1.7568609207630008
ACH-000787,-1.512428751748056
ACH-000788,-1.675432116222459
ACH-000791,-1.4285793176239892
ACH-000792,-1.678373576403837
ACH-000794,-1.489669453985945
ACH-000796,-1.6462022435214831
ACH-000798,-1.6058089704811027
ACH-000799,-1.5401299110568865
ACH-000800,-1.7611466248219003
ACH-000802,-1.6856806054894915
ACH-000804,-2.1636614616643137
ACH-000805,-1.4106780917959958
ACH-000809,-1.5862277301692451
ACH-000810,-1.4144939096413511
ACH-000811,-1.627882056165504
ACH-000817,-1.3535345944875483
ACH-000819,-1.4989110405804529
ACH-000820,-1.5082591640025789
ACH-000821,-1.213043731648801
ACH-000822,-1.5040762417273008
ACH-000823,-1.6421239099319778
ACH-000824,-1.5440021096994268
ACH-000827,-1.4559110664108768
ACH-000829,-1.6544834875418457
ACH-000831,-1.5143905563090376
ACH-000832,-1.43602643240349
ACH-000833,-1.7083374615079774
ACH-000834,-1.5400023611066544
ACH-000835,-1.5925235440960364
ACH-000836,-1.5305746201798136
ACH-000837,-1.6351870196816882
ACH-000838,-1.5420380494791934
ACH-000839,-1.4556592772231418
ACH-000840,-1.5348874901655187
ACH-000841,-1.6546710335778196
ACH-000843,-1.505396234748975
ACH-000846,-1.6033763229085558
ACH-000847,-1.395155374608574
ACH-000848,-1.7429799224918086
ACH-000849,-1.718347520065676
ACH-000851,-1.636400846704266
ACH-000855,-1.605540780262463
ACH-000856,-1.5918351948871439
ACH-000858,-1.3679531284132227
ACH-000859,-1.4290541874635505
ACH-000861,-1.6287608269410967
ACH-000862,-1.6352658026750018
ACH-000865,-1.4492385299474189
ACH-000866,-1.716824854601036
ACH-000867,-1.5220292127197812
ACH-000869,-1.8349515859342675
ACH-000872,-1.531134969813281
ACH-000873,-1.4164401683022858
ACH-000876,-1.7988028131789022
ACH-000878,-1.6239462898279389
ACH-000880,-1.4246569674577596
ACH-000881,-1.4937019849908502
ACH-000882,-1.4663672275608093
ACH-000884,-1.4859100204941522
ACH-000885,-1.7016219739587009
ACH-000887,-1.4776288668737314
ACH-000889,-1.260451692708824
ACH-000896,-1.5273942759690564
ACH-000898,-1.578796432035689
ACH-000900,-1.4142457272695923
ACH-000901,-1.5603464484274523
ACH-000905,-1.4791571036215674
