,PHF2 (5253)
ACH-000004,-0.11829847221041913
ACH-000005,-0.019099087773439518
ACH-000007,-0.13397114930053047
ACH-000009,-0.19566930716957
ACH-000011,-0.13215777912697338
ACH-000012,-0.2884839660467799
ACH-000013,-0.3685602972249933
ACH-000014,-0.10464425529524372
ACH-000015,-0.4120425478829228
ACH-000017,0.07960859518554937
ACH-000018,-0.039728338668776564
ACH-000019,-0.17815028216486908
ACH-000021,-0.1628673458194195
ACH-000022,-0.1995845043317535
ACH-000025,-0.3290456154925967
ACH-000028,-0.2318342135062991
ACH-000030,-0.15063955537052234
ACH-000035,-0.010722370711664528
ACH-000036,-0.04323713360732488
ACH-000037,-0.22903167132966404
ACH-000039,-0.1400976740349782
ACH-000040,-0.1170260416203194
ACH-000041,-0.3085093482999444
ACH-000042,-0.3281634466036956
ACH-000045,-0.17888012583952922
ACH-000047,-0.2210108277701278
ACH-000052,-0.3847424284902042
ACH-000053,-0.08088346959487212
ACH-000054,-0.12409262445290488
ACH-000055,-0.3227784622517224
ACH-000060,-0.17430710937516508
ACH-000067,-0.24164271529121875
ACH-000070,-0.09638426621797802
ACH-000075,-0.3394584322477641
ACH-000078,-0.09085783827731272
ACH-000082,-0.1419439000295839
ACH-000085,0.08632945324461162
ACH-000086,-0.1843913000540312
ACH-000087,-0.17293876120427154
ACH-000092,-0.10979538496124416
ACH-000095,-0.09406509694063632
ACH-000097,-0.2134953309909485
ACH-000098,-0.023767908084407333
ACH-000099,-0.3402530887245609
ACH-000108,-0.15650338457542715
ACH-000113,-0.11356338718276017
ACH-000116,-0.1481931263563058
ACH-000118,-0.19748489701845487
ACH-000120,-0.21439827394017547
ACH-000123,-0.20240146248872545
ACH-000127,-0.1522783881348751
ACH-000128,-0.19132360491319428
ACH-000132,-0.2509139790182468
ACH-000133,-0.08164614634226243
ACH-000137,-0.1513638900390137
ACH-000138,-0.01874571779758541
ACH-000142,-0.20939881826439413
ACH-000143,-0.3147169730998713
ACH-000146,-0.046052345174098855
ACH-000148,-0.1357857751440526
ACH-000150,-0.09945532016560438
ACH-000152,-0.19086001332987787
ACH-000153,-0.2020539083224876
ACH-000159,-0.1172923400267807
ACH-000160,0.11110091868230992
ACH-000163,-0.21343550919965956
ACH-000167,0.30771006675641194
ACH-000168,-0.13638535782789804
ACH-000169,-0.18296342799533571
ACH-000178,-0.2653303886059995
ACH-000183,-0.2263039587389033
ACH-000188,-0.13021782043503685
ACH-000189,-0.015444311274382097
ACH-000190,0.028780509907208464
ACH-000198,-0.17971088080591482
ACH-000203,-0.27079536367902235
ACH-000204,-0.15234778399049634
ACH-000206,-0.09134987469824653
ACH-000207,-0.05079894088113747
ACH-000208,-0.20044432959363698
ACH-000210,0.021102081540856136
ACH-000211,-0.02194800730718829
ACH-000215,-0.16092673480438752
ACH-000221,-0.3331438795936575
ACH-000222,-0.08496930486863448
ACH-000223,-0.17768985500884632
ACH-000226,-0.21888668863211028
ACH-000227,-0.17875391900099688
ACH-000228,-0.046014482445773344
ACH-000231,-0.06913980580359479
ACH-000232,-0.26165331173209017
ACH-000233,-0.09035182917798794
ACH-000234,-0.10180444481063612
ACH-000235,-0.09843966033131027
ACH-000237,-0.1606038240545193
ACH-000238,-0.18328474991034568
ACH-000242,-0.3452533444371047
ACH-000243,-0.17437506718679158
ACH-000244,-0.3044530011063809
ACH-000246,-0.16214955168946935
ACH-000248,-0.027241539360779967
ACH-000250,-0.14169533964200742
ACH-000251,-0.0729079750522493
ACH-000252,-0.035404330085653225
ACH-000253,-0.2417532647782488
ACH-000255,-0.2626226866960443
ACH-000256,-0.017680298920716816
ACH-000257,-0.3021902177085166
ACH-000258,-0.10833672741072613
ACH-000259,-0.1342202221521027
ACH-000260,-0.2103204164851354
ACH-000261,-0.07941374573851682
ACH-000262,-0.1871226301071844
ACH-000263,0.018959960944817705
ACH-000264,-0.07593995400983826
ACH-000265,0.013280705719802928
ACH-000266,-0.1449422008016578
ACH-000272,-0.18858242733513966
ACH-000274,-0.05592364334781085
ACH-000277,-0.09277560006538282
ACH-000278,-0.035030844130620964
ACH-000279,-0.015586731158950625
ACH-000280,-0.2321362054192349
ACH-000281,-0.226274711283936
ACH-000288,-0.07181400802250618
ACH-000291,-0.23429028181689865
ACH-000293,-0.14580841963308372
ACH-000294,-0.10152943958385542
ACH-000295,-0.2805404962354068
ACH-000296,0.016000445276866726
ACH-000302,-0.15933196947143838
ACH-000304,0.07272707352392366
ACH-000307,-0.21691205157364474
ACH-000308,-0.10901435176959527
ACH-000310,-0.1698223193056636
ACH-000311,-0.184227654380769
ACH-000312,-0.16635721670568082
ACH-000315,-0.18029186775026304
ACH-000316,-0.2432032334629735
ACH-000317,-0.20103187021783
ACH-000318,-0.19922737765133533
ACH-000319,-0.045684095621021895
ACH-000320,-0.16242192333145922
ACH-000322,-0.1967858958792105
ACH-000323,-0.1671117954373729
ACH-000324,-0.20771175978486855
ACH-000329,-0.17663834532070047
ACH-000330,-0.1002338049703313
ACH-000331,-0.19834073471214544
ACH-000332,-0.12222480349601385
ACH-000334,-0.19691527475224105
ACH-000335,-0.264244226034603
ACH-000336,0.00011399261985870656
ACH-000337,-0.19434946639012493
ACH-000338,-0.3134110979712948
ACH-000339,-0.12306794992381735
ACH-000341,-0.08809265195948685
ACH-000348,-0.11239940711346916
ACH-000350,-0.35746038622239457
ACH-000352,-0.17451141387885175
ACH-000356,-0.06493526309018076
ACH-000361,-0.07920649352011733
ACH-000362,-0.08421144443367662
ACH-000363,-0.12833876225542404
ACH-000364,-0.298232183101575
ACH-000365,-0.10471826053719144
ACH-000366,-0.17209924512382324
ACH-000368,-0.28215286803488016
ACH-000374,-0.009620047679105568
ACH-000375,-0.2530661747150438
ACH-000376,-0.06414961046901939
ACH-000381,-0.1474814282399337
ACH-000383,-0.16223853172126246
ACH-000387,-0.1360597132475166
ACH-000389,-0.2482546027707913
ACH-000390,-0.3675176757444448
ACH-000393,-0.1623167381881006
