,MARCH11 (441061)
ACH-000004,-0.09317546282402768
ACH-000005,0.16946860908812186
ACH-000007,-0.003383992885568634
ACH-000009,-0.006480074358391342
ACH-000011,0.1990863662817522
ACH-000012,0.13205657476811594
ACH-000013,0.2184123733487616
ACH-000014,0.2104485863689951
ACH-000015,0.16992857457846594
ACH-000017,0.13372708284719945
ACH-000018,-0.12128073455018255
ACH-000019,0.16796171041574584
ACH-000021,0.10843998365315836
ACH-000022,0.10613536266804502
ACH-000025,0.05686649686457836
ACH-000028,0.14999666225285488
ACH-000030,0.10915149774077834
ACH-000035,0.0007726883271540584
ACH-000036,0.24785351742130265
ACH-000037,-0.08339367840153526
ACH-000039,0.30560916675646965
ACH-000040,0.09673583445677264
ACH-000041,0.21778005059425853
ACH-000042,0.10219734702863054
ACH-000045,0.2462942870998383
ACH-000047,0.17053297113890106
ACH-000052,0.19285705235970296
ACH-000053,0.06554414198183804
ACH-000054,-0.0699357087253883
ACH-000055,-0.007586187704134091
ACH-000060,0.09670697866062936
ACH-000067,0.013776564987148672
ACH-000070,0.134428162852008
ACH-000075,-0.1084012732796676
ACH-000078,6.203906182738393e-05
ACH-000082,0.11030421651109433
ACH-000085,0.17753522881012446
ACH-000086,0.0606198980595456
ACH-000087,0.3141191500953228
ACH-000092,0.09190550698281667
ACH-000095,0.11495012849229493
ACH-000097,0.0037442334850213547
ACH-000098,-0.00701671990640785
ACH-000099,0.0205110626063843
ACH-000108,0.041467049164981964
ACH-000113,0.0933330679804806
ACH-000116,0.004744092654825735
ACH-000118,0.11957990206911095
ACH-000120,0.060574695680945284
ACH-000123,0.09794488655747972
ACH-000127,0.06266340462930868
ACH-000128,0.21742230281301644
ACH-000132,-0.04171629476738909
ACH-000133,0.15329489344194389
ACH-000137,0.03332404150943996
ACH-000138,0.06458612876476852
ACH-000142,0.019666207004628268
ACH-000143,-0.03673390840459847
ACH-000146,0.1901094849571629
ACH-000148,0.12302774307979485
ACH-000150,0.05276695144101578
ACH-000152,0.01731594303526001
ACH-000153,0.054457618722500316
ACH-000159,0.05097594920649209
ACH-000160,0.06308875819731047
ACH-000163,0.14462507617956238
ACH-000167,-0.3051724217128976
ACH-000168,0.2488208093514267
ACH-000169,0.1275477691373336
ACH-000178,0.058855075442279976
ACH-000183,0.11430342557179987
ACH-000188,-0.03472257093255912
ACH-000189,0.307400891198171
ACH-000190,0.038586677938727665
ACH-000198,0.10495390136580146
ACH-000203,0.39518336717662017
ACH-000204,-0.14889646205470766
ACH-000206,0.0770571456981689
ACH-000207,0.1158793176706584
ACH-000208,-0.06760241171076589
ACH-000210,0.1896230850658325
ACH-000211,0.03688537355580538
ACH-000215,0.144796751168982
ACH-000221,0.2212283563824255
ACH-000222,-0.011151323462997518
ACH-000223,0.08032614518413406
ACH-000226,-0.06019105154712887
ACH-000227,-0.08869041741203625
ACH-000228,-0.014757385086765003
ACH-000231,0.10973921846066134
ACH-000232,-0.02240739502591137
ACH-000233,0.11202645961771172
ACH-000234,0.10199416365119872
ACH-000235,0.08723732721782351
ACH-000237,0.05080187947948103
ACH-000238,0.16871357732562614
ACH-000242,0.09778857695460144
ACH-000243,0.04462180131593407
ACH-000244,-0.2906243808820856
ACH-000246,0.0907444049886777
ACH-000248,0.2047687329696464
ACH-000250,0.02089423078125557
ACH-000251,-0.15191314319557814
ACH-000252,0.06389299948986428
ACH-000253,0.1446575778251791
ACH-000255,0.15869772907793753
ACH-000256,0.029292765778897226
ACH-000257,0.2602352763052649
ACH-000258,0.105823557821483
ACH-000259,0.05561468298611425
ACH-000260,0.10846992148482068
ACH-000261,0.14736899324473174
ACH-000262,0.03391493495260718
ACH-000263,0.3689641868340847
ACH-000264,0.035038351436055236
ACH-000265,0.2202109816822523
ACH-000266,0.055142638332406235
ACH-000272,0.06694126814470917
ACH-000274,0.14066426251078235
ACH-000277,0.06330668381887336
ACH-000278,0.07513527243323806
ACH-000279,0.0534913717449237
ACH-000280,0.2268932931217838
ACH-000281,0.10346870437464456
ACH-000288,0.08091119484360555
ACH-000291,0.2086219735458122
ACH-000293,0.026467728576777275
ACH-000294,0.10609995012780747
ACH-000295,0.2282368116060476
ACH-000296,-0.03811981426639163
ACH-000302,0.1853840516826669
ACH-000304,-0.06978042843968682
ACH-000307,0.1295066374674325
ACH-000308,0.09461348391386801
ACH-000310,-0.0065253030046972405
ACH-000311,0.1679431942356949
ACH-000312,-0.016032363202880845
