,AKIP1 (56672)
ACH-000004,-0.0323635725543198
ACH-000005,-0.20501576440644534
ACH-000007,-0.044601645173143765
ACH-000009,-0.019278188126880508
ACH-000011,-0.1515436800061664
ACH-000012,-0.18554363599400486
ACH-000013,-0.08842847437173339
ACH-000014,-0.03047802631401744
ACH-000015,-0.0372691408860511
ACH-000017,0.10605352504315456
ACH-000018,0.0028523601875530182
ACH-000019,-0.1203312509017746
ACH-000021,-0.14613900062777055
ACH-000022,0.019637865437498084
ACH-000025,-0.11924860906414884
ACH-000028,-0.13213875121374907
ACH-000030,-0.17459175178380396
ACH-000035,0.009973358083763576
ACH-000036,-0.16700568159602408
ACH-000037,0.012147494816349129
ACH-000039,-0.013117497380550364
ACH-000040,-0.055613678883445435
ACH-000041,-0.02117044415691833
ACH-000042,-0.11034884119699023
ACH-000045,0.13070739107882054
ACH-000047,-0.0612013676233609
ACH-000052,0.1318730302548089
ACH-000053,-0.11291765401292418
ACH-000054,-0.17552405998447684
ACH-000055,0.04564247181185562
ACH-000060,-0.009809084503768913
ACH-000067,0.03947600113968796
ACH-000070,-0.046098440937644855
ACH-000075,-0.002322959262201744
ACH-000078,-0.20603144746925506
ACH-000082,-0.08667258479337991
ACH-000085,-0.1612465554997167
ACH-000086,-0.08216902012813024
ACH-000087,-0.13958479593242926
ACH-000092,-0.0014784891862339455
ACH-000095,-0.0840433052727586
ACH-000097,-0.13035419283292649
ACH-000098,-0.13195647841276953
ACH-000099,-0.2110947555639513
ACH-000108,-0.012988893514301806
ACH-000113,0.03322550527565715
ACH-000116,-0.010211922968429585
ACH-000118,0.015528206173056863
ACH-000120,-0.019227637723112537
ACH-000123,-0.022888792467436227
ACH-000127,-0.12124766039476265
ACH-000128,-0.13297383590866152
ACH-000132,-0.06381974546753724
ACH-000133,-0.06798056277012163
ACH-000137,-0.0057202939134914895
ACH-000138,-0.07623339558398116
ACH-000142,-0.12231587899300675
ACH-000143,-0.11561805123606575
ACH-000146,0.04173771782036727
ACH-000148,-0.1373363285638454
ACH-000150,-0.061437578260584776
ACH-000152,-0.14001724376436836
ACH-000153,0.0864670048872136
ACH-000159,-0.15165847768366872
ACH-000160,0.05207355322597302
ACH-000163,-0.10891257028312867
ACH-000167,0.07432804942488026
ACH-000168,-0.10219526971339432
ACH-000169,-0.3294391328953128
ACH-000178,-0.03520851140866532
ACH-000183,0.038021601523732164
ACH-000188,-0.07283940423206077
ACH-000189,-0.4375971437380855
ACH-000190,-0.02267963043396146
ACH-000198,-0.0643301793563186
ACH-000203,-0.09674511766371337
ACH-000204,0.06391453638284214
ACH-000206,-0.09010117803385256
ACH-000207,-0.04864253263504882
ACH-000208,0.2242106125830605
ACH-000210,-0.08904039737401234
ACH-000211,-0.0602152282959149
ACH-000215,-0.0954277420089984
ACH-000221,-0.04479472043398587
ACH-000222,-0.1820785717074858
ACH-000223,-0.10612039731404364
ACH-000226,-0.00800899968512616
ACH-000227,-0.20355689441753336
ACH-000228,0.05075247921506898
ACH-000231,-0.02039320968084515
ACH-000232,-0.07032163016930168
ACH-000233,-0.05572737666326814
ACH-000234,0.08858529569571211
ACH-000235,-0.09217779615156496
ACH-000237,-0.034771322387602825
ACH-000238,-0.01394423104014393
ACH-000242,0.05116164200829456
ACH-000243,-0.04647272880351099
ACH-000244,0.08638361964142105
ACH-000246,-0.10775950956200933
ACH-000248,0.0195501568246369
ACH-000250,-0.06199642522413304
ACH-000251,0.1032559991629281
ACH-000252,-0.0892732132745133
ACH-000253,-0.12465066091888903
ACH-000255,-0.14442858774106876
ACH-000256,-0.12761749840865672
ACH-000257,-0.051934322098007364
ACH-000258,-0.3216111375478479
ACH-000259,-0.04588527050899206
ACH-000260,-0.06062947385748064
ACH-000261,-0.2268984555594169
ACH-000262,-0.016052708950219156
ACH-000263,0.17593372063408427
ACH-000264,-0.009666444276411588
ACH-000265,-0.06557796891427152
ACH-000266,-0.02481121219329384
ACH-000272,-0.03852653383081595
ACH-000274,-0.02600062114050377
ACH-000277,0.04383201377639067
ACH-000278,-0.07800405225972122
ACH-000279,-0.029745049586208917
ACH-000280,0.0807819207864828
ACH-000281,0.03435506323003766
ACH-000288,-0.0006634537265667591
ACH-000291,-0.11276336835695401
ACH-000293,-0.015487522726866253
ACH-000294,-0.06681165194279122
ACH-000295,0.04437067179771015
ACH-000296,0.09208257435467096
ACH-000302,0.0811764118063346
