,PRDX5 (25824)
ACH-000004,-0.0624385431602003
ACH-000005,-0.4192275394631586
ACH-000007,-0.2772517084239659
ACH-000009,-0.17598359357167906
ACH-000011,-0.12857195284995734
ACH-000012,-0.05169660631323365
ACH-000013,-0.2134143647504649
ACH-000014,0.0816010968758735
ACH-000015,-0.10406258956049484
ACH-000017,-0.22014877035165525
ACH-000018,-0.2523299970465225
ACH-000019,-0.17480144098502834
ACH-000021,-0.15214337235384762
ACH-000022,-0.13813838906500175
ACH-000025,-0.0984994977571453
ACH-000028,-0.2645395033017397
ACH-000030,-0.14548432148327392
ACH-000035,-0.19913413850388248
ACH-000036,-0.2412792559262449
ACH-000037,-0.3222428202232561
ACH-000039,-0.045738606685690894
ACH-000040,-0.18696540203268694
ACH-000041,-0.14447202117816227
ACH-000042,-0.16871458493524813
ACH-000045,-0.19639346184857426
ACH-000047,-0.07207186032747348
ACH-000052,-0.2165967563722335
ACH-000053,-0.1909889485900152
ACH-000054,-0.14034712767013913
ACH-000055,-0.14597207310762725
ACH-000060,-0.1320480884510821
ACH-000067,-0.1687925083251777
ACH-000070,-0.10521604779249794
ACH-000075,-0.1663454926915353
ACH-000078,-0.1382348949042417
ACH-000082,-0.3147552022252856
ACH-000085,-0.2727000889400665
ACH-000086,-0.2713070384677313
ACH-000087,-0.2896175723895538
ACH-000092,-0.2066093282160121
ACH-000095,-0.06854605578450287
ACH-000097,-0.17056922915268835
ACH-000098,-0.13766118477765274
ACH-000099,-0.20459880414740325
ACH-000108,-0.17361874420033702
ACH-000113,-0.062376558607860184
ACH-000116,-0.3177365469550245
ACH-000118,-0.1604635023821488
ACH-000120,-0.09282124500469498
ACH-000123,-0.21092334596154036
ACH-000127,-0.13166273227059186
ACH-000128,-0.04019293710167044
ACH-000132,-0.21040237298167175
ACH-000133,-0.033106301256886725
ACH-000137,-0.3897469877323033
ACH-000138,-0.17968858290239384
ACH-000142,-0.17101134144781474
ACH-000143,-0.07744051555674658
ACH-000146,-0.1321368463135429
ACH-000148,-0.12641527411680742
ACH-000150,-0.2057211108406854
ACH-000152,-0.045390990744319216
ACH-000153,-0.050257149445250136
ACH-000159,-0.1195949142998754
ACH-000160,-0.15023030032112025
ACH-000163,-0.22600530870982635
ACH-000167,-0.3275690763245994
ACH-000168,0.10340803391713516
ACH-000169,-0.18554494670268293
ACH-000178,-0.17546685867066428
ACH-000183,-0.17555505275749922
ACH-000188,-0.2635622475968405
ACH-000189,-0.15971643929257345
ACH-000190,-0.041443650380328566
ACH-000198,-0.11587283783676434
ACH-000203,-0.7109473823120231
ACH-000204,-0.3320504234562968
ACH-000206,-0.17612854638827533
ACH-000207,-0.26025860737164963
ACH-000208,-0.16792420233529326
ACH-000210,-0.2027912113144197
ACH-000211,-0.13210339478620026
ACH-000215,-0.1834313600167584
ACH-000221,-0.0617806970610133
ACH-000222,-0.2235546721070971
ACH-000223,-0.19510293114772076
ACH-000226,-0.19869127353477206
ACH-000227,-0.2782309887352213
ACH-000228,-0.10851742335925862
ACH-000231,-0.14077696981698992
ACH-000232,-0.18098095880892007
ACH-000233,-0.27616102569971634
ACH-000234,-0.17280484784427586
ACH-000235,-0.15995259042984314
ACH-000237,-0.18361630010876626
ACH-000238,-0.17474884840613347
ACH-000242,-0.311767893429299
ACH-000243,-0.13477719556384668
ACH-000244,-0.29137545467873704
ACH-000246,-0.18781948998966336
ACH-000248,-0.12027830739039135
ACH-000250,-0.2318034185443112
ACH-000251,-0.36374054804340455
ACH-000252,-0.0769636163251529
ACH-000253,-0.21539208907779853
ACH-000255,-0.2908285652157864
ACH-000256,-0.22058356273777904
ACH-000257,0.2645630011800478
ACH-000258,-0.08962001990018291
ACH-000259,-0.22751046806293615
ACH-000260,-0.07420395580201354
ACH-000261,-0.2210459949149104
ACH-000262,-0.1120206532300182
ACH-000263,0.006813469624636768
ACH-000264,-0.2327767924986093
ACH-000265,-0.07397363663690577
ACH-000266,-0.2627165422218375
ACH-000272,-0.06635914032730494
ACH-000274,-0.09368684882122147
ACH-000277,-0.3808597391180583
ACH-000278,-0.0693543854414911
ACH-000279,-0.02576645081255303
ACH-000280,-0.19144634829377255
ACH-000281,-0.21047637905891675
ACH-000288,-0.22197100974973646
ACH-000291,-0.10379482983436633
ACH-000293,-0.23653520776667866
ACH-000294,-0.11749102891185273
ACH-000295,-0.09545925305892043
ACH-000296,0.015962271140905683
ACH-000302,-0.13888443433484338
ACH-000304,-0.08591085765928975
ACH-000307,-0.07771607160740028
ACH-000308,-0.2637560535129483
ACH-000310,-0.22555036958928665
ACH-000311,-0.1307322124458709
ACH-000312,-0.17916312194114578
ACH-000315,-0.17654852691654455
ACH-000316,-0.14890911816976501
ACH-000317,-0.2825408466637773
ACH-000318,-0.3390673862594293
ACH-000319,-0.2261395276739423
ACH-000320,-0.2061010815143854
ACH-000322,-0.3173868037831061
ACH-000323,-0.23882321678102825
ACH-000324,-0.060841938170570015
ACH-000329,-0.04304459182850267
ACH-000330,-0.3002037875574972
ACH-000331,-0.15945055849793244
ACH-000332,-0.3356835457945855
ACH-000334,-0.16993922236715556
ACH-000335,-0.39252255304042205
ACH-000336,-0.14800926447303409
ACH-000337,-0.325508052563648
ACH-000338,-0.9767503774445588
ACH-000339,-0.21666430958585828
ACH-000341,-0.3007208736750845
ACH-000348,-0.07135036408561156
ACH-000350,-0.10997289573618148
ACH-000352,-0.04322030565511872
ACH-000356,-0.2348912107626331
ACH-000361,-0.11065219483635064
ACH-000362,-0.15293083398009044
ACH-000363,-0.2316733313081657
ACH-000364,-0.2724269648570601
ACH-000365,-0.2275710897112078
ACH-000366,-0.3571732731214773
ACH-000368,-0.234104384932645
ACH-000374,-0.3417657984890684
ACH-000375,0.0415927292191376
ACH-000376,-0.24949259023818365
ACH-000381,-0.23100691517274394
ACH-000383,-0.1964343401259379
ACH-000387,-0.08956986058379462
ACH-000389,-0.11530072774949995
ACH-000390,-0.2186191085662508
ACH-000393,-0.13973613275684907
ACH-000395,-0.2547099628364862
ACH-000396,-0.2991227900419383
ACH-000397,-0.14570663000105089
ACH-000401,-0.1868888578315346
ACH-000402,-0.15853377122702034
ACH-000403,-0.2256116513420357
ACH-000404,-0.5981983068236139
ACH-000406,-0.20327202158589147
ACH-000407,-0.221430507309202
ACH-000408,-0.3088135459801637
ACH-000410,-0.28193489084131884
ACH-000411,-0.2592639942826632
ACH-000414,-0.1726908645795257
ACH-000415,-0.3462718234061684
ACH-000416,-0.11615326268574913
ACH-000420,-0.30182890417239977
ACH-000421,-0.1074330879544442
ACH-000424,-0.010551073933343594
ACH-000425,-0.13929599190056655
ACH-000426,0.036373671757949914
ACH-000427,-0.15372855417793602
ACH-000433,-0.2081331992074473
ACH-000435,-0.054845242070984714
ACH-000436,-0.060328244672627686
ACH-000444,-0.0926348603356322
ACH-000445,-0.3442850632156176
ACH-000448,-0.14518207250326734
ACH-000450,-0.32511023936964034
ACH-000452,-0.22433016610950945
ACH-000454,-0.09262146348223896
ACH-000458,-0.2838451135159347
ACH-000459,-0.0878796032059924
ACH-000460,-0.10702154812428596
ACH-000461,-0.4236690771160501
ACH-000463,-0.08838070150377209
ACH-000464,-0.1943291825658285
ACH-000466,-0.3764647299153626
ACH-000467,-0.06352713956915915
ACH-000468,-0.18909114210504288
ACH-000469,-0.2588933755711338
ACH-000470,-0.3268147064697371
ACH-000471,-0.11797606165408454
ACH-000472,-0.21406001121535229
ACH-000473,-0.17437683980635155
ACH-000475,-0.2242279369402303
ACH-000476,-0.08060610619723835
ACH-000477,-0.2819962469862561
ACH-000479,-0.12371065473163567
ACH-000480,-0.18672305674532308
ACH-000481,-0.18969835450854056
ACH-000483,-0.1907165496347777
ACH-000484,-0.3246545232684467
ACH-000485,-0.3613136039694033
ACH-000486,-0.2272500756360296
ACH-000487,-0.2152727916842992
ACH-000488,-0.14136721511323305
ACH-000490,-0.1912012448382084
ACH-000491,-0.14027336286854594
ACH-000495,-0.23634979483793914
ACH-000496,-0.2307718470238976
ACH-000499,-0.08460429798430551
ACH-000500,0.13823413472977572
ACH-000502,-0.22613490345799386
ACH-000503,-0.12096183139592895
ACH-000505,-0.12277179472999356
ACH-000507,-0.27879446681845554
ACH-000510,-0.13752754735100267
ACH-000511,-0.20613493986573408
ACH-000512,-0.13094582938559027
ACH-000516,-0.13372221236350215
ACH-000517,-0.1353503194559066
ACH-000518,-0.10116043673158764
ACH-000520,-0.23903296182976655
ACH-000521,-0.07488139765713242
ACH-000522,-0.11824651736983847
ACH-000524,-0.22323188928795976
ACH-000527,-0.09697481296427253
ACH-000528,-0.09696636920723622
ACH-000537,-0.19410744882140946
ACH-000541,-0.24544465049488434
ACH-000542,-0.14482639332764352
ACH-000544,-0.14999308101096456
ACH-000545,-0.3555860543722663
ACH-000547,-0.13083706292682598
ACH-000548,-0.18550485387321475
ACH-000549,-0.0667357174839132
ACH-000550,-0.043429806096739285
ACH-000552,-0.23582072970113102
ACH-000556,-0.10324236816472564
ACH-000557,-0.10316560295798173
ACH-000569,-0.13893496915817974
ACH-000570,-0.16837706040800532
ACH-000571,-0.06185155500422011
ACH-000573,-0.2569293330852511
ACH-000576,-0.01476970469822019
ACH-000579,-0.13866193781840938
ACH-000580,-0.12133398603450292
ACH-000584,-0.18336794932165454
ACH-000585,-0.2159190959962147
ACH-000588,-0.2732937051816596
ACH-000589,-0.032707067073135664
ACH-000591,-0.2410815492827057
ACH-000593,-0.09415749440667404
ACH-000600,-0.040322633516389886
ACH-000601,-0.14629102365981836
ACH-000605,-0.13573987083984046
ACH-000606,-0.22762049834916634
ACH-000608,-0.13291239863203416
ACH-000614,-0.2670605291057461
ACH-000616,-0.22407672249121666
ACH-000618,-0.250880669810201
ACH-000619,-0.2518163203416539
ACH-000620,-0.16744825683655729
ACH-000621,-0.15689916602280266
ACH-000622,-0.3040060443021679
ACH-000623,-0.07620256335309006
ACH-000624,-0.1535225647873906
ACH-000627,-0.11974281401882107
ACH-000630,-0.19728161022159416
ACH-000631,-0.3923634333187088
ACH-000632,-0.2028965369065248
ACH-000633,-0.15767645505510156
ACH-000637,-0.17035767522869108
ACH-000638,-0.3027647130889974
ACH-000646,-0.1359191766544667
ACH-000647,-0.18067695384374105
ACH-000648,-0.14349497417429
ACH-000649,-0.14668878759434095
ACH-000651,-0.06463717150808976
ACH-000652,-0.024476273234238392
ACH-000653,-0.20990164755373847
ACH-000657,-0.15970691126653952
ACH-000658,-0.1901401091145635
ACH-000661,-0.363606548423368
ACH-000662,-0.12696261468572792
ACH-000663,-0.2318253192802612
ACH-000665,-0.17566725899373004
ACH-000671,-0.1878254967588356
ACH-000672,-0.01729057733240468
ACH-000673,-0.11437808226374888
ACH-000676,-0.15650264277551626
ACH-000677,-0.1390344033289213
ACH-000681,-0.13377856912042255
ACH-000683,-0.1562698960700626
ACH-000684,-0.12451102256057485
ACH-000688,0.09470093247401656
ACH-000693,-0.31848639564871345
ACH-000694,-0.22097480144889525
ACH-000695,-0.09925765796787647
ACH-000696,-0.07023609586505254
ACH-000697,-0.3352454137702543
ACH-000699,-0.2916116076718654
ACH-000701,-0.1224926178065192
ACH-000706,-0.19631967664533234
ACH-000711,-0.14164142326857346
ACH-000713,-0.13634244638057416
ACH-000714,-0.250544763711619
ACH-000718,-0.19704949669870792
ACH-000720,-0.3283923684991992
ACH-000721,-0.09819404692285198
ACH-000724,-0.16540290793104012
ACH-000725,-0.36294124000130795
ACH-000732,-0.16121826679134288
ACH-000734,-0.43173033501158425
ACH-000735,-0.2532199877667728
ACH-000736,-0.3912832236980422
ACH-000738,-0.23191246553067035
ACH-000746,-0.2553754267897079
ACH-000747,-0.25381991923696906
ACH-000748,-0.3228004884063157
ACH-000753,-0.21996103256304395
ACH-000756,-0.13934111005383454
ACH-000757,-0.06834340482036448
ACH-000758,-0.3363452965825588
ACH-000760,-0.293728063246904
ACH-000762,-0.2565380092068693
ACH-000763,-0.3270986542939647
ACH-000764,-0.10313552382579318
ACH-000765,-0.3533214288629144
ACH-000766,-0.19304504709576129
ACH-000767,-0.05873290646442004
ACH-000768,-0.12282134409712135
ACH-000769,-0.20525146141403205
ACH-000770,-0.25641859013078194
ACH-000771,-0.2918248383503089
ACH-000773,-0.06116665129680485
ACH-000776,-0.1997161234885186
ACH-000777,-0.1931843044985596
ACH-000778,-0.2288017378005844
ACH-000781,-0.1959784133209466
ACH-000782,-0.06650362149377056
ACH-000783,-0.20323321181877133
ACH-000784,-0.12491220888254324
ACH-000785,0.008061987330752087
ACH-000787,-0.15619880270663558
ACH-000788,-0.12021170687997455
ACH-000791,-0.17321347056889388
ACH-000792,-0.24819533732417476
ACH-000794,-0.296840799726815
ACH-000796,-0.17469766111901894
ACH-000798,-0.3040922296044913
ACH-000799,-0.22832640498150195
ACH-000800,-0.05392647596305119
ACH-000802,-0.23268990851059715
ACH-000804,-0.3196273503440317
ACH-000805,-0.2131940222511897
ACH-000809,-0.20562411668677444
ACH-000810,-0.3098558121193237
ACH-000811,-0.1515404109569096
ACH-000817,-0.2964737992503088
ACH-000819,-0.2700530407744639
ACH-000820,-0.2617364163520671
ACH-000821,-0.3766039319257315
ACH-000822,-0.22620369776326915
ACH-000823,-0.13646535711935778
ACH-000824,-0.23314546561180646
ACH-000827,-0.2273682325989861
ACH-000829,-0.17726153204435674
ACH-000831,-0.2248990678759457
ACH-000832,-0.19653079323627712
ACH-000833,-0.08399361436711689
ACH-000834,-0.13433036139110555
ACH-000835,0.016515667839043523
ACH-000836,-0.22827347778360024
ACH-000837,-0.16912591330089768
ACH-000838,-0.1790874995259522
ACH-000839,-0.2014334446853788
ACH-000840,-0.3457638334028778
ACH-000841,-0.023140884902135013
ACH-000843,-0.23892213790426864
ACH-000846,-0.07925287062258779
ACH-000847,-0.32003078663055584
ACH-000848,-0.25478554193375114
ACH-000849,-0.07159609354713788
ACH-000851,-0.19491618621318493
ACH-000855,-0.12219715901199753
ACH-000856,-0.1009139452410166
ACH-000858,-0.1623500346672214
ACH-000859,-0.4082826825972332
ACH-000861,-0.30260027188140803
ACH-000862,-0.031692532820164716
ACH-000865,-0.23078541304562486
ACH-000866,-0.20687052315385787
ACH-000867,-0.15672049730228074
ACH-000869,-0.1559269918489755
ACH-000872,-0.03880705951415951
ACH-000873,-0.12102651042561577
ACH-000876,-0.16422600743591675
ACH-000878,-0.02764325466589793
ACH-000880,-0.14583798716454827
ACH-000881,-0.10705634038349976
ACH-000882,-0.1792242012243762
ACH-000884,-0.05727044682154943
ACH-000885,-0.15793221729970325
ACH-000887,-0.25292881170820497
ACH-000889,-0.13650142562453665
ACH-000896,-0.05923447329917313
ACH-000898,-0.2005507562453312
ACH-000900,-0.33579880249213456
ACH-000901,-0.3293660638014709
ACH-000905,-0.2016659515593919
ACH-000906,-0.24238003187129475
ACH-000907,0.016865295672212295
ACH-000910,-0.13661536022920462
ACH-000911,-0.21862069254492425
ACH-000912,-0.31214861266612803
ACH-000913,-0.11827263406883345
ACH-000915,-0.1907373463753628
ACH-000916,0.7052714824252985
ACH-000917,-0.3196654070075878
ACH-000920,-0.04857922288215403
ACH-000921,-0.2021097789943747
ACH-000924,-0.12315453079646148
ACH-000926,-0.20228971436348367
ACH-000928,-0.2475406285156899
ACH-000929,-0.6567460462635191
ACH-000932,-0.220308464693353
ACH-000935,-0.3858263900241346
ACH-000936,-0.07900166703021726
ACH-000937,-0.047339106628217456
ACH-000938,-0.03406448803304277
ACH-000939,-0.3724456299940176
ACH-000941,-0.25773556215573223
ACH-000943,-0.1317757607496482
ACH-000946,-0.23822199530313215
ACH-000947,-0.17437889281316374
ACH-000948,-0.35659106244508576
ACH-000950,-0.23965517939144065
ACH-000953,-0.13522815838349414
ACH-000954,-0.13535256048912145
ACH-000957,-0.3327424309068355
ACH-000958,-0.1983409428385451
ACH-000960,-0.16406364116304115
ACH-000963,-0.3140061958995116
ACH-000968,-0.2186287923266877
ACH-000969,-0.2916581676885588
ACH-000972,-0.3694661770287679
ACH-000973,-0.22027603542218693
ACH-000974,-0.3015992465582355
ACH-000978,-0.14915097043788286
ACH-000984,-0.20855127776233648
ACH-000986,-0.281091439834742
ACH-000988,-0.2667401899888161
ACH-000993,-0.1588999074818851
ACH-000994,-0.2456151610947194
ACH-000996,-0.0977215678726816
ACH-001001,-0.08947668837374358
ACH-001020,-0.18315755386856136
ACH-001028,-0.10235047909942296
ACH-001031,-0.16935312812088088
ACH-001038,-0.16352947143400706
ACH-001048,-0.17615610495950176
ACH-001050,-0.15655089092356625
ACH-001053,-0.3005388547690151
ACH-001054,-0.19988286326668936
ACH-001061,-0.09682852791244892
ACH-001067,0.01912518026981186
ACH-001075,-0.1999390738811303
ACH-001096,-0.2001036696132284
ACH-001111,-0.14160680145642587
ACH-001119,-0.11724579959956563
ACH-001128,-0.2598424303217841
ACH-001134,-0.2749691528752348
ACH-001151,-0.15960412842453667
ACH-001163,-0.23443910472490764
ACH-001164,-0.13581257288577786
ACH-001183,-0.2472133372762049
ACH-001192,-0.09801814057419772
ACH-001193,-0.4430383110627485
ACH-001196,-0.2757852763523519
ACH-001197,-0.13417919757755634
ACH-001205,-0.08980454959422676
ACH-001211,-0.18995949611312551
ACH-001212,-0.2490866499385681
ACH-001228,-0.21865326309024288
ACH-001232,-0.2930430865591776
ACH-001239,-0.0752867752930474
ACH-001270,0.037240437689449256
ACH-001274,-0.21841508674431195
ACH-001275,-0.2855116490388087
ACH-001277,-0.26371426430815376
ACH-001278,-0.09443252574232668
ACH-001280,-0.2488218386469893
ACH-001283,-0.20370520201881095
ACH-001289,-0.28832272656419194
ACH-001300,-0.17082936341272725
ACH-001301,-0.06029509049005712
ACH-001302,-0.17787647445022378
ACH-001306,-0.3974984485724113
ACH-001318,-0.06982283524105069
ACH-001322,-0.3275036973456939
ACH-001328,-0.18033599852216795
ACH-001332,-0.4471671036815595
ACH-001336,-0.19819161247401104
ACH-001346,-0.18576707080769372
ACH-001353,-0.20410328569910532
ACH-001354,-0.3507774706630271
ACH-001367,-0.15866472892110228
ACH-001368,-0.14193342653368513
ACH-001374,0.1863665798042104
ACH-001377,-0.16435749698112967
ACH-001380,-0.11287990049032146
ACH-001391,-0.18865918355675246
ACH-001408,-0.1914669021293675
ACH-001430,0.035000311242819535
