,GPATCH4 (54865)
ACH-000004,-0.12771376857088196
ACH-000005,-0.2397242345885351
ACH-000007,-0.09402706773887988
ACH-000009,-0.301022518347622
ACH-000011,-0.3300884547284021
ACH-000012,-0.2380116357573905
ACH-000013,-0.17784441708238172
ACH-000014,-0.30429112884987525
ACH-000015,-0.16002563965991012
ACH-000017,-0.24916741511003565
ACH-000018,-0.27838157472192393
ACH-000019,-0.1330807766515974
ACH-000021,-0.17391069280765484
ACH-000022,-0.15571179856523892
ACH-000025,-0.26588215402815923
ACH-000028,-0.1438878361892998
ACH-000030,-0.046670302509994016
ACH-000035,-0.29048389561296784
ACH-000036,-0.2665073729842901
ACH-000037,-0.17131480653339268
ACH-000039,-0.012829183626198323
ACH-000040,-0.12783735111217695
ACH-000041,-0.020044436962990683
ACH-000042,-0.08572053977418671
ACH-000045,-0.15440518773674092
ACH-000047,-0.14128583423357685
ACH-000052,-0.2539627025134019
ACH-000053,-0.08614972462395869
ACH-000054,-0.2292963504641199
ACH-000055,-0.4015120562357101
ACH-000060,-0.1438606797541946
ACH-000067,-0.16314487601980834
ACH-000070,-0.21812183139928948
ACH-000075,-0.4625406469450402
ACH-000078,0.0121737710967853
ACH-000082,-0.15498240295939722
ACH-000085,-0.21544924905475124
ACH-000086,-0.4439638770790015
ACH-000087,-0.3138355381580428
ACH-000092,-0.23560682717827924
ACH-000095,-0.16944603505621145
ACH-000097,-0.1518636501697926
ACH-000098,-0.31806411289129216
ACH-000099,-0.12189126483691733
ACH-000108,-0.2555213360280176
ACH-000113,0.05361842295936746
ACH-000116,-0.18204790832982634
ACH-000118,-0.11516020684637515
ACH-000120,-0.15467159070696004
ACH-000123,-0.2292563282226539
ACH-000127,-0.27980163378528594
ACH-000128,-0.13666150476466452
ACH-000132,-0.0553649838841881
ACH-000133,-0.045976553009585565
ACH-000137,-0.1361306425134445
ACH-000138,-0.1753483437373617
ACH-000142,-0.21218249803714545
ACH-000143,-0.12007340222149315
ACH-000146,-0.12973805874483274
ACH-000148,-0.14712831653529504
ACH-000150,-0.3067231034521875
ACH-000152,-0.14779947964929582
ACH-000153,-0.35935669583966445
ACH-000159,-0.2379227234052835
ACH-000160,-0.14395137752277906
ACH-000163,-0.2966144365090884
ACH-000167,-0.014528096723625525
ACH-000168,-0.24166170465230646
ACH-000169,-0.10253857575431737
ACH-000178,-0.17138744562716035
ACH-000183,-0.37040258098162704
ACH-000188,-0.214575056188636
ACH-000189,-0.33163795759818304
ACH-000190,0.009369670892080326
ACH-000198,-0.24800533603840885
ACH-000203,-0.1923236012156052
ACH-000204,-0.4085040222136891
ACH-000206,-0.13032797101921226
ACH-000207,-0.039296911339784635
ACH-000208,-0.2877785485939984
ACH-000210,-0.03274932983298584
ACH-000211,-0.16637042580479172
ACH-000215,-0.22517888392587174
ACH-000221,-0.1021537468473126
ACH-000222,-0.17838284143023225
ACH-000223,-0.17717589497716765
ACH-000226,-0.02690366073020324
ACH-000227,-0.14323384108905513
ACH-000228,-0.188748536792906
ACH-000231,-0.06742350425676724
ACH-000232,-0.2208347472762835
ACH-000233,-0.2247205002850348
ACH-000234,-0.22153626712479102
ACH-000235,-0.2643132409972127
ACH-000237,-0.0948169879558149
ACH-000238,-0.4711108734686636
ACH-000242,-0.2568765212910747
ACH-000243,-0.2561590749108095
ACH-000244,-0.3358427557209103
ACH-000246,-0.2286745626916114
ACH-000248,-0.10485594707020672
ACH-000250,-0.2507172005164477
ACH-000251,-0.10427619747794603
ACH-000252,-0.04673461331597857
ACH-000253,-0.2152328102040028
ACH-000255,-0.3129173306451527
ACH-000256,-0.13909084359294668
ACH-000257,-0.1601220931061186
ACH-000258,-0.11064785184657587
ACH-000259,-0.1257334913100988
ACH-000260,-0.20762996035501
ACH-000261,-0.04318953563062168
ACH-000262,-0.1844242457984849
ACH-000263,0.011857792553817798
ACH-000264,-0.2884547727976451
ACH-000265,-0.2932319391342168
ACH-000266,-0.18554657584437584
ACH-000272,-0.2164084065133128
ACH-000274,0.01046367474801716
ACH-000277,-0.10647057498061067
ACH-000278,-0.07958821527072242
ACH-000279,-0.13430621480788688
ACH-000280,-0.12988508225321266
ACH-000281,-0.2621412294356587
ACH-000288,-0.3088056933448906
ACH-000291,-0.2372774958526949
ACH-000293,-0.17435697503800976
ACH-000294,-0.09623145257443697
ACH-000295,-0.05765332156877711
ACH-000296,-0.10230525074717188
ACH-000302,-0.13902288039271465
ACH-000304,-0.1987636106871742
ACH-000307,-0.2552994651203741
ACH-000308,-0.21606873683405614
ACH-000310,-0.07321025878350383
ACH-000311,-0.3496338154541647
ACH-000312,-0.1139350428049674
ACH-000315,-0.29890260024620263
ACH-000316,-0.21776357067587
ACH-000317,-0.06111108632157908
ACH-000318,-0.21078784470187006
ACH-000319,-0.3772951513765666
ACH-000320,-0.15217945333243826
ACH-000322,-0.21210636780007275
ACH-000323,-0.16043131901998314
ACH-000324,-0.21274828383912853
ACH-000329,-0.1365095074484617
ACH-000330,-0.20137778303948567
ACH-000331,-0.26622175721229313
ACH-000332,-0.24775380076988265
ACH-000334,-0.2419404196705257
ACH-000335,-0.04551850018042696
ACH-000336,-0.3774987613742647
ACH-000337,-0.19083496005352785
ACH-000338,-0.047773863835315775
ACH-000339,-0.0819609518146883
ACH-000341,-0.2761704515355645
ACH-000348,-0.15128279312125611
ACH-000350,-0.1590382395570111
ACH-000352,0.012407510462911378
ACH-000356,-0.376227477423831
ACH-000361,-0.3827341041690055
ACH-000362,-0.06581451551068783
ACH-000363,-0.10723376873875444
ACH-000364,-0.2370460067041273
ACH-000365,-0.005415766469288673
ACH-000366,-0.2256847745030724
ACH-000368,-0.05982715316385592
ACH-000374,-0.009818741237583284
ACH-000375,-0.22248739035327506
ACH-000376,-0.2463273245151236
ACH-000381,-0.2428140283402975
ACH-000383,-0.2662215774676609
ACH-000387,-0.14025665472522808
ACH-000389,-0.3090622524256505
ACH-000390,-0.14398722084930762
ACH-000393,-0.13101744388253272
ACH-000395,-0.0005049057720251712
ACH-000396,-0.005956120883785117
ACH-000397,-0.039399999206161516
ACH-000401,-0.2577719579975263
ACH-000402,-0.4413032253914961
ACH-000403,-0.29548409853366303
ACH-000404,-0.225438887307159
ACH-000406,-0.14271206191066493
ACH-000407,-0.043127103742584216
ACH-000408,-0.28567186884246243
ACH-000410,-0.2370188148629697
ACH-000411,-0.18335456533534314
ACH-000414,-0.13197082203454966
ACH-000415,-0.16628078445921676
ACH-000416,-0.28509538295248965
ACH-000420,-0.16246736266948927
ACH-000421,-0.276563859649484
ACH-000424,-0.22839848199624116
ACH-000425,-0.2057907089606826
ACH-000426,-0.2516455623692121
ACH-000427,-0.055630562005990536
ACH-000433,-0.3734589237493441
ACH-000435,0.0244758356941467
ACH-000436,-0.2628769854017147
ACH-000444,-0.17757257862460527
ACH-000445,-0.2551414698888526
ACH-000448,-0.10965534152228223
ACH-000450,0.00036835742332046184
ACH-000452,-0.13907744579649697
ACH-000454,-0.16346619492345868
ACH-000458,-0.3281698136974311
ACH-000459,-0.1575210104731267
ACH-000460,-0.028784235940515487
ACH-000461,-0.1667784873788372
ACH-000463,-0.18572347984469295
ACH-000464,-0.02585217877940696
ACH-000466,-0.02704908381174832
ACH-000467,-0.2418696856265776
ACH-000468,-0.13402416415177573
ACH-000469,0.04362618680139045
ACH-000470,-0.1944560956701527
ACH-000471,-0.1904550993314353
ACH-000472,-0.1593552994995754
ACH-000473,-0.06046436659765837
ACH-000475,-0.15044463187252402
