,MIOX (55586)
ACH-000004,-0.045239632340230485
ACH-000005,0.18213368656176995
ACH-000007,0.13909677624826478
ACH-000009,0.06792910104694164
ACH-000011,0.14246855394611166
ACH-000012,-0.028050302850028182
ACH-000013,0.02352168292806304
ACH-000014,0.0792435304225331
ACH-000015,-0.02090797692457757
ACH-000017,0.023346704188604874
ACH-000018,0.06637561451540024
ACH-000019,0.09127669414972596
ACH-000021,0.0007126574347138063
ACH-000022,0.025369173743604447
ACH-000025,0.08930823712220406
ACH-000028,0.04151280837575285
ACH-000030,0.002198163867974529
ACH-000035,0.15306714339924993
ACH-000036,0.06750283257868372
ACH-000037,0.16656532681855926
ACH-000039,0.07531960244116075
ACH-000040,-0.07987781557778162
ACH-000041,0.027155671910717646
ACH-000042,0.021838146931964963
ACH-000045,0.026256280070806062
ACH-000047,0.08488825072539001
ACH-000052,-0.11649479705919333
ACH-000053,0.0362700930937624
ACH-000054,0.07357724873575879
ACH-000055,0.11558343047506392
ACH-000060,-0.011737912563089812
ACH-000067,0.04637305356128677
ACH-000070,0.136151734151822
ACH-000075,-0.24888850864164205
ACH-000078,-0.2063358990308541
ACH-000082,0.19355627101807613
ACH-000085,-0.2310387216026159
ACH-000086,0.13816078564171533
ACH-000087,0.055936798719836506
ACH-000092,0.14082561337755958
ACH-000095,0.006787301637644436
ACH-000097,0.007344636092718511
ACH-000098,-0.0025122898611793197
ACH-000099,-0.05956706124809433
ACH-000108,0.06672635760594682
ACH-000113,0.1384288875769386
ACH-000116,0.12937534662556466
ACH-000118,-0.03037625036230729
ACH-000120,-0.022268793392792315
ACH-000123,0.041886554811318366
ACH-000127,0.06654000814225627
ACH-000128,-0.014406165513208757
ACH-000132,0.05124682392056279
ACH-000133,0.06547959122411373
ACH-000137,0.21102358701709434
ACH-000138,0.19606835566676506
ACH-000142,0.07322792806876742
ACH-000143,0.1928211375823034
ACH-000146,-0.09964921033105753
ACH-000148,0.005566975489639646
ACH-000150,-0.05876829395358998
ACH-000152,-0.0025168975730169127
ACH-000153,0.22147504263131412
ACH-000159,-0.023546718549514976
