,BNIPL (149428)
ACH-000004,-0.3695349821286877
ACH-000005,0.1151231504519185
ACH-000007,0.07747615714893401
ACH-000009,-0.27839908204007163
ACH-000011,-0.14267470017089967
ACH-000012,-0.208842899963474
ACH-000013,-0.2581695327159959
ACH-000014,-0.18007393425238494
ACH-000015,-0.09354900133374064
ACH-000017,-0.05986196106783774
ACH-000018,-0.09761520715491144
ACH-000019,-0.3759232694439466
ACH-000021,-0.18594229732607592
ACH-000022,-0.1903760436625031
ACH-000025,-0.3215191382375809
ACH-000028,-0.2260742172424767
ACH-000030,-0.1221125353723716
ACH-000035,-0.291588864104152
ACH-000036,-0.1337046496714259
ACH-000037,-0.16295893190714214
ACH-000039,-0.1327513661544203
ACH-000040,-0.18546746016322527
ACH-000041,-0.1809838759654552
ACH-000042,-0.1375356528628798
ACH-000045,-0.02864530606362762
ACH-000047,-0.09818133005898397
ACH-000052,-0.017064767081954552
ACH-000053,-0.3312231863921101
ACH-000054,-0.0936211280803096
ACH-000055,-0.2387693584577177
ACH-000060,-0.12876460876239784
ACH-000067,-0.07065531179211752
ACH-000070,-0.16318266846124782
ACH-000075,-0.19862527625502732
ACH-000078,-0.14249066513770065
ACH-000082,-0.30044897108052193
ACH-000085,-0.28731034193914395
ACH-000086,-0.3358451688717087
ACH-000087,-0.21868243035941934
ACH-000092,-0.3477354612019337
ACH-000095,-0.2297536313256763
ACH-000097,-0.1542472249288313
ACH-000098,-0.13544837452064762
ACH-000099,-0.13267477910185274
ACH-000108,-0.3384436662817469
ACH-000113,-0.03579575860314736
ACH-000116,-0.16339930065758235
ACH-000118,-0.23291107455443444
ACH-000120,-0.18207877011335025
ACH-000123,-0.16686525957162726
ACH-000127,-0.12052552211952465
ACH-000128,-0.117811242383687
ACH-000132,-0.15769611938430553
ACH-000133,-0.14196668941459262
ACH-000137,-0.20303262891496726
ACH-000138,-0.18264909059989184
ACH-000142,-0.24431877442023636
ACH-000143,-0.11568061066073955
ACH-000146,-0.16817371525449856
ACH-000148,-0.14795809539298427
ACH-000150,-0.1734203656399745
ACH-000152,-0.2808075713966509
ACH-000153,-0.28945625827044824
ACH-000159,-0.15461005453550844
ACH-000160,-0.08934689869692519
ACH-000163,-0.371568493607456
ACH-000167,-0.16024628721851125
ACH-000168,-0.2144750295862896
ACH-000169,-0.06697760830518988
ACH-000178,-0.1442304176461141
ACH-000183,-0.19924856126421203
ACH-000188,-0.13126871329069134
ACH-000189,-0.3459297422889308
ACH-000190,-0.3049180765758114
ACH-000198,-0.18048230688681452
ACH-000203,-0.6130830409338791
ACH-000204,-0.5812439300541079
ACH-000206,-0.1921867995392028
ACH-000207,-0.2578441691608966
ACH-000208,-0.4654089744625237
ACH-000210,0.0776874627887077
ACH-000211,-0.1590578439036755
ACH-000215,-0.2531886704050663
ACH-000221,-0.124459825637925
ACH-000222,-0.22084460451334226
ACH-000223,-0.06385481452763066
ACH-000226,-0.28315663996332724
ACH-000227,-0.0813111595463117
ACH-000228,-0.18876393939883854
ACH-000231,-0.262461597946244
ACH-000232,-0.2378507060192413
ACH-000233,-0.055787339950473816
ACH-000234,-0.24814202278489356
ACH-000235,-0.18670735333354585
ACH-000237,-0.14900665724921533
ACH-000238,-0.06474109596729398
ACH-000242,0.1014813318247739
ACH-000243,-0.1607247916029466
ACH-000244,0.0690198708782417
ACH-000246,-0.033528153777609884
ACH-000248,-0.1356839088735026
ACH-000250,-0.21569065038127344
ACH-000251,-0.3543472672136282
ACH-000252,-0.2509889433688099
ACH-000253,-0.2285837146955148
ACH-000255,-0.2175116281850064
ACH-000256,-0.03649872340277547
ACH-000257,-0.0871477822238161
ACH-000258,-0.3254879028011793
ACH-000259,-0.16335474904706473
ACH-000260,-0.13708495079821198
ACH-000261,-0.03863095981829545
ACH-000262,-0.1907394696303523
ACH-000263,-0.2468549021224725
ACH-000264,-0.3131767690092205
ACH-000265,-0.09224117005347113
ACH-000266,-0.16158202245228584
ACH-000272,-0.13740846398642168
ACH-000274,-0.07875802374864987
ACH-000277,-0.09370474616122186
ACH-000278,-0.3108228365278052
ACH-000279,-0.14230520031884727
ACH-000280,-0.2268097636628845
ACH-000281,-0.17843574407100146
ACH-000288,-0.23791113575211725
ACH-000291,-0.18433756289435355
ACH-000293,-0.2480433269011631
ACH-000294,-0.1117751910276004
ACH-000295,-0.3566391175723022
ACH-000296,-0.2645326596352155
ACH-000302,-0.12719780949266987
ACH-000304,-0.3186947843832047
ACH-000307,-0.0065083588367233535
ACH-000308,-0.2109735977110364
ACH-000310,-0.25038333127063417
ACH-000311,-0.17975816135031925
ACH-000312,-0.2515779103829907
ACH-000315,-0.2362457838045549
ACH-000316,-0.01031273310312325
ACH-000317,-0.17300854152196016
ACH-000318,-0.2352125610923013
ACH-000319,-0.17088032256239438
ACH-000320,-0.17938713980124968
ACH-000322,-0.16241360539716687
ACH-000323,-0.3974372074978017
ACH-000324,-0.12435830280777956
ACH-000329,-0.2100172355200459
ACH-000330,-0.0642628320784561
ACH-000331,-0.2061562493275226
ACH-000332,-0.1938080201625292
ACH-000334,0.11021419298187493
ACH-000335,0.03474061534305309
ACH-000336,-0.19714278146504974
ACH-000337,-0.5446366217031314
ACH-000338,-0.16600210182785033
ACH-000339,-0.025977689009223412
ACH-000341,-0.2881892591778634
ACH-000348,-0.2512324750531945
ACH-000350,-0.15393958019195395
ACH-000352,-0.1948488657281298
ACH-000356,-0.3053927940661594
ACH-000361,-0.08908208917460075
ACH-000362,-0.08102025271713936
ACH-000363,-0.1787322760601345
ACH-000364,-0.2803669369488092
ACH-000365,-0.17199069633378994
ACH-000366,-0.2262346881175011
ACH-000368,-0.2049312763159206
ACH-000374,-0.10763296856978853
ACH-000375,-0.3618149458328867
ACH-000376,-0.1824376512702519
ACH-000381,-0.2787626708332967
ACH-000383,-0.2145965825400301
ACH-000387,-0.1272582531723239
ACH-000389,-0.20598613567976914
ACH-000390,-0.3353500550067424
ACH-000393,-0.1466707263744554
ACH-000395,-0.05331065559001514
ACH-000396,-0.2865984018977958
ACH-000397,-0.2339541826257794
ACH-000401,-0.39303927955691104
ACH-000402,-0.2782869420769487
ACH-000403,-0.13326712802112325
ACH-000404,-0.3083532448180513
ACH-000406,-0.14974054918943627
ACH-000407,-0.28052031136783706
ACH-000408,-0.15969285486526524
ACH-000410,-0.14792303474370064
ACH-000411,-0.11250986967509756
ACH-000414,-0.13595076461669933
ACH-000415,-0.1772772020370157
ACH-000416,-0.2725191038807332
ACH-000420,-0.12350103735190655
ACH-000421,-0.17813542268702973
ACH-000424,-0.33917180804365826
ACH-000425,-0.1692785142535535
ACH-000426,-0.31439395044892043
ACH-000427,-0.17210748545990068
ACH-000433,-0.20137581245210168
ACH-000435,-0.20976453715317545
ACH-000436,-0.4119893677109333
ACH-000444,-0.19128137960504288
ACH-000445,-0.2712448635973589
ACH-000448,-0.20534519515510005
ACH-000450,-0.19196865617428988
ACH-000452,-0.253934580211496
ACH-000454,-0.3954240615708755
ACH-000458,-0.2648419374472933
ACH-000459,-0.14806714945366534
ACH-000460,-0.15938001597478782
ACH-000461,0.003064555636564132
ACH-000463,-0.34434040831218354
ACH-000464,-0.102912940610641
ACH-000466,-0.056801872649187374
ACH-000467,-0.16659412843180746
ACH-000468,-0.2883572646778504
ACH-000469,-0.08882616964363416
ACH-000470,-0.20885398771292726
ACH-000471,-0.10762796596353658
ACH-000472,-0.07424694837867431
ACH-000473,-0.16029181887449814
ACH-000475,-0.17848071122974415
ACH-000476,-0.11197909710337156
ACH-000477,-0.34121883362090794
ACH-000479,-0.3641176990257641
ACH-000480,-0.1301127783108172
ACH-000481,-0.1851242381120798
ACH-000483,-0.2260704130246247
ACH-000484,-0.2724290625579012
ACH-000485,-0.3309473976326517
ACH-000486,-0.17586269600848148
ACH-000487,-0.0916526512946463
ACH-000488,-0.25013694629181626
ACH-000490,-0.1873960094071235
ACH-000491,-0.11881651861028072
ACH-000495,-0.2361009415728184
ACH-000496,-0.2032428133794568
ACH-000499,-0.27165373805390786
ACH-000500,0.2371569197252353
ACH-000502,-0.2075413492586376
ACH-000503,-0.2104651588295488
ACH-000505,-0.1982933429545939
ACH-000507,-0.3570974254648869
ACH-000510,-0.22455605511878587
ACH-000511,-0.18655155356546224
ACH-000512,-0.297920679712342
ACH-000516,-0.24392156208403706
ACH-000517,-0.15327690308394448
ACH-000518,-0.14606427372815126
ACH-000520,-0.0971038977406666
ACH-000521,-0.11134176167050017
ACH-000522,-0.20902217830173034
ACH-000524,-0.13312355908166398
ACH-000527,-0.1828884975609084
ACH-000528,-0.042231053462547824
ACH-000537,-0.15186420887291138
ACH-000541,-0.4772015137352466
ACH-000542,-0.2276442856428137
ACH-000544,-0.19878877427119065
ACH-000545,-0.13963246362957474
ACH-000547,-0.15469410555669566
ACH-000548,-0.1736068336749417
ACH-000549,-0.22977163248358834
ACH-000550,-0.1872930759028719
ACH-000552,-0.2378272917926131
ACH-000556,-0.2174896968970034
ACH-000557,-0.12738568032339948
ACH-000569,-0.2940790579459548
ACH-000570,0.04867916789863753
ACH-000571,-0.23177946757289636
ACH-000573,-0.18765701382877512
ACH-000576,-0.029757991786177936
ACH-000579,-0.1782756703728169
ACH-000580,-0.21417492106607766
ACH-000584,-0.06366715993518278
ACH-000585,-0.1297941648233161
ACH-000588,-0.11853645286687715
ACH-000589,-0.17666951540130169
ACH-000591,0.06681719592122372
ACH-000593,-0.16790699684957885
ACH-000600,-0.10659797408015227
ACH-000601,-0.255114365747004
ACH-000605,-0.2815325425048262
ACH-000606,-0.289150119258722
ACH-000608,-0.13043136329048546
ACH-000614,-0.0777958350136469
ACH-000616,-0.18542950008164494
ACH-000618,-0.17880525080612414
ACH-000619,-0.10157928767289554
ACH-000620,-0.20027705818724145
ACH-000621,-0.0995098528489311
ACH-000622,-0.03884552943622471
ACH-000623,-0.19061506568341066
ACH-000624,-0.15911086317557638
ACH-000627,-0.092203351067275
ACH-000630,-0.15383418313374608
ACH-000631,-0.1743283183985313
ACH-000632,-0.0799956092842472
ACH-000633,-0.20842247298822836
ACH-000637,-0.14469691543345803
ACH-000638,-0.20442040285867685
ACH-000646,-0.146601896985213
ACH-000647,-0.22387336883648848
ACH-000648,-0.13917714812512508
ACH-000649,-0.2895540957774868
ACH-000651,-0.18957802878163785
ACH-000652,-0.07236478749468071
ACH-000653,-0.2866056641655013
ACH-000657,-0.2730801576164846
ACH-000658,-0.2325792213205531
ACH-000661,-0.20320937600014752
ACH-000662,-0.038289375890979784
ACH-000663,-0.08482853743715042
ACH-000665,-0.2407275777443403
ACH-000671,-0.2415904274593572
ACH-000672,0.05365406176065807
ACH-000673,-0.2970867722857335
ACH-000676,-0.2531168700465273
ACH-000677,-0.10316071674221047
ACH-000681,-0.05478097774322849
ACH-000683,-0.27270674992927496
ACH-000684,-0.009124877221543991
ACH-000688,0.0982685416695402
ACH-000693,-0.14634703027079268
ACH-000694,-0.10590828291048676
ACH-000695,-0.3690413204203683
ACH-000696,-0.2567799285768395
ACH-000697,-0.2251420006376518
ACH-000699,-0.16864454714354873
ACH-000701,-0.1057868954355972
ACH-000706,-0.1960199206656007
ACH-000711,-0.1633592116814271
