,ANGEL1 (23357)
ACH-000004,0.07401885401299699
ACH-000005,-0.2121381289918808
ACH-000007,0.053127160376790786
ACH-000009,-0.010769341870148993
ACH-000011,-0.01975493878027986
ACH-000012,-0.013382636335074465
ACH-000013,-0.0006724773914124067
ACH-000014,0.1070914490616288
ACH-000015,-0.09315535644281303
ACH-000017,-0.1671177674666924
ACH-000018,0.03775062289976251
ACH-000019,-0.0974857340505641
ACH-000021,-0.019856066590481298
ACH-000022,-0.08701830661328268
ACH-000025,-0.002189234057664389
ACH-000028,-0.013004940445893379
ACH-000030,0.015898388517402984
ACH-000035,0.11856987380236605
ACH-000036,0.01842850582843973
ACH-000037,0.006958365315801365
ACH-000039,-0.04736132320961031
ACH-000040,-0.06598675743254108
ACH-000041,0.05338378311838846
ACH-000042,-0.10335035800784248
ACH-000045,0.02469618444228141
ACH-000047,-0.04176730526212
ACH-000052,0.011248818337577977
ACH-000053,-0.07409337806007192
ACH-000054,0.03804512207232821
ACH-000055,0.011199160750322146
ACH-000060,-0.3695012736509916
ACH-000067,-0.006756223908763315
ACH-000070,-0.08022052907222389
ACH-000075,0.05726627802863584
ACH-000078,0.021686668195275517
ACH-000082,-0.13906067557128515
ACH-000085,-0.11121175758108033
ACH-000086,0.006900924172499782
ACH-000087,0.036588005941894514
ACH-000092,-0.06606117117794934
ACH-000095,0.08786896967887517
ACH-000097,-0.05442643335916295
ACH-000098,-0.10168199756121177
ACH-000099,-0.06253163930675952
ACH-000108,0.018257424334786384
ACH-000113,-0.006844511754177229
ACH-000116,-0.07588297966273819
ACH-000118,-0.15242293442115462
ACH-000120,0.02947741033780332
ACH-000123,0.026486500281487257
ACH-000127,-0.015280520105355876
ACH-000128,-0.0064944134499472905
ACH-000132,-0.0370787698573675
ACH-000133,-0.04183148694373181
ACH-000137,-0.04425702501358676
ACH-000138,-0.060443804698877765
ACH-000142,-0.03094217804449345
ACH-000143,-0.1312005005720402
ACH-000146,-0.06398978868288853
ACH-000148,-0.03297529590311056
ACH-000150,-0.01988236503688399
ACH-000152,-0.02382981414155556
ACH-000153,-0.06274532590058933
ACH-000159,-0.01218125653936227
ACH-000160,-0.22030444053380188
ACH-000163,-0.0011349685019590378
ACH-000167,-0.3600304326736232
ACH-000168,-0.03527802164217453
ACH-000169,-0.06678718421358147
ACH-000178,-0.094857241776433
ACH-000183,-0.05781179554160677
ACH-000188,0.017307379012125763
ACH-000189,-0.0623273249251798
ACH-000190,-0.02355014872575727
ACH-000198,-0.07297512044328361
ACH-000203,0.1169726721242208
ACH-000204,0.06598417960476986
ACH-000206,-0.1875828506262262
ACH-000207,-0.21498720334528146
ACH-000208,-0.04941609842543338
ACH-000210,-0.22130824812577912
ACH-000211,-0.10953046948953016
ACH-000215,0.012399960103103949
ACH-000221,-0.09157959053137764
ACH-000222,-0.0746564144837982
ACH-000223,-0.0071351142387534264
ACH-000226,-0.11020743297087557
ACH-000227,0.07095081401723558
ACH-000228,-0.0666967344897359
ACH-000231,-0.038038627905702865
ACH-000232,-0.012019646380817605
ACH-000233,-0.1320564127544382
ACH-000234,0.0028453489500060145
ACH-000235,-0.015175561149839237
ACH-000237,-0.0075369368800603685
ACH-000238,-0.07141433609676696
ACH-000242,-0.21767747779810506
ACH-000243,-0.10264022550785334
ACH-000244,-0.12320307897854535
ACH-000246,-0.04157933809345731
ACH-000248,-0.16084177594481922
ACH-000250,-0.0842688280179352
ACH-000251,-0.08093837050814756
ACH-000252,-0.04129295799666728
ACH-000253,-0.13802347764160902
ACH-000255,-0.174607413159323
ACH-000256,-0.18161869163767316
ACH-000257,0.0043577344992132075
ACH-000258,-0.05090000186181029
ACH-000259,-0.12758332443903134
ACH-000260,-0.08219667478917546
ACH-000261,-0.029596848397891968
ACH-000262,-0.16350592274163905
ACH-000263,-0.14929990941635027
ACH-000264,-0.07306313802605444
ACH-000265,-0.06570026130897437
ACH-000266,-0.036236012731430615
ACH-000272,0.028582664057162883
ACH-000274,-0.08645883269165483
ACH-000277,0.0029918900237343093
ACH-000278,-0.041774450787177175
ACH-000279,-0.08609197582077799
ACH-000280,-0.1379867446712009
ACH-000281,-0.0008024159453304779
ACH-000288,-0.12539227834707858
ACH-000291,-0.04506769889606599
ACH-000293,-0.023778255651623833
ACH-000294,0.11816724362139765
ACH-000295,-0.0447562681429612
ACH-000296,0.043660688432310135
ACH-000302,-0.07804535001824388
ACH-000304,0.014808631625542391
ACH-000307,0.06578122490542168
ACH-000308,-0.06078908423625243
ACH-000310,-0.06626808911594526
ACH-000311,-0.13133570564880978
ACH-000312,-0.10893498028442528
ACH-000315,-0.06262377129806725
ACH-000316,0.12774252095094168
ACH-000317,-0.1951308825046814
ACH-000318,-0.0410663503980121
ACH-000319,-0.06949531632914911
ACH-000320,-0.25753671789711585
ACH-000322,0.024088089986090667
ACH-000323,0.008911181759948162
ACH-000324,-0.03765772514601901
ACH-000329,-0.006857975278899863
ACH-000330,0.05169001153564682
ACH-000331,-0.09570954406878927
