,MBD3L2 (125997)
ACH-000004,-0.3795280606447961
ACH-000005,-0.3610744750933784
ACH-000007,-0.21007853524435785
ACH-000009,-0.2347352697304111
ACH-000011,-0.11188787810003496
ACH-000012,-0.3091744468467037
ACH-000013,-0.24971174156821455
ACH-000014,-0.19797031296087697
ACH-000015,-0.313824829969925
ACH-000017,-0.2864050428539592
ACH-000018,-0.4815714375722158
ACH-000019,-0.1973148876606195
ACH-000021,-0.3561849212920978
ACH-000022,-0.36791233317808203
ACH-000025,-0.1975711597093967
ACH-000028,-0.17263222107318946
ACH-000030,-0.2696182069592709
ACH-000035,-0.351168136701072
ACH-000036,-0.4176198086058966
ACH-000037,-0.1269767994103409
ACH-000039,-0.17954822409761373
ACH-000040,-0.2547814256837115
ACH-000041,-0.2770532723197451
ACH-000042,-0.07454737343912249
ACH-000045,-0.15916009638313705
ACH-000047,-0.3237996740419941
ACH-000052,-0.4784782461559612
ACH-000053,-0.33626961069074224
ACH-000054,-0.3936209881414641
ACH-000055,-0.3833001817716011
ACH-000060,-0.29163750863780896
ACH-000067,-0.33400534909472074
ACH-000070,-0.1941719456746281
ACH-000075,-0.3586887329149661
ACH-000078,-0.5047965806174307
ACH-000082,-0.13170346298317862
ACH-000085,-0.2464447118200896
ACH-000086,-0.3228040516108899
ACH-000087,-0.2361371881450313
ACH-000092,-0.27308668167300354
ACH-000095,-0.2515326707716132
ACH-000097,-0.24750273435653825
ACH-000098,-0.5790253063228467
ACH-000099,-0.05126354573901724
ACH-000108,-0.2822602931452412
ACH-000113,-0.3245202352540404
ACH-000116,-0.2393825646708233
ACH-000118,-0.3937182135536336
ACH-000120,0.0
ACH-000123,-0.2309286553368363
ACH-000127,-0.3145114342210114
ACH-000128,-0.2129564633579586
ACH-000132,-0.07187638680596246
ACH-000133,-0.2667755932590237
ACH-000137,-0.33805861727061337
ACH-000138,-0.5270424242075598
ACH-000142,-0.4109700807735199
ACH-000143,-0.05710385524848091
ACH-000146,0.27410396542544513
ACH-000148,-0.10618042912680886
ACH-000150,-0.24975575069564476
ACH-000152,-0.23964329442362065
ACH-000153,0.13857201310435635
ACH-000159,-0.3857023192269104
ACH-000160,0.08742979192759205
ACH-000163,-0.15726299558689205
ACH-000167,-0.0005675720474071643
ACH-000168,-0.18976995022744347
ACH-000169,-0.1725255805939339
ACH-000178,-0.2442908397527073
ACH-000183,-0.3151769946118552
ACH-000188,-0.4445389859717664
ACH-000189,-0.052574984174500204
ACH-000190,0.10776933200464207
ACH-000198,-0.1849805228193104
ACH-000203,-0.13349132327203936
ACH-000204,-0.3141856142009602
ACH-000206,-0.032048500528395155
ACH-000207,-0.054107219326590315
ACH-000208,-0.06690489506772161
ACH-000210,-0.30487360157135224
ACH-000211,-0.3535580568310972
ACH-000215,-0.15791719643878865
ACH-000221,-0.3420716130211247
ACH-000222,-0.24245662507359905
ACH-000223,-0.2843449165206145
ACH-000226,-0.2822981487252607
ACH-000227,0.12719212984627373
ACH-000228,-0.38300572041851744
ACH-000231,-0.11273046540702568
ACH-000232,-0.07306449861160305
ACH-000233,-0.36350042224423695
ACH-000234,-0.17317786235911511
ACH-000235,-0.19168472868155972
ACH-000237,-0.4776362141436018
ACH-000238,-0.17496093515320008
