,TFAP2E (339488)
ACH-000004,0.04834946144363871
ACH-000005,0.03311197537169544
ACH-000007,-0.19956024860471494
ACH-000009,-0.16966802121339095
ACH-000011,-0.18650984001581736
ACH-000012,-0.21388446283322632
ACH-000013,-0.2699470527611554
ACH-000014,-0.16762562156312436
ACH-000015,-0.17481058373564326
ACH-000017,-0.12065037816500353
ACH-000018,-0.2292466915543805
ACH-000019,-0.021027695637903496
ACH-000021,-0.15287816248183314
ACH-000022,-0.20318548957273666
ACH-000025,-0.1782691521847523
ACH-000028,-0.19589417285294036
ACH-000030,-0.10746334778566922
ACH-000035,-0.1673233481842886
ACH-000036,-0.20014047949801547
ACH-000037,-0.058176135782522766
ACH-000039,-0.4199244477152347
ACH-000040,-0.2404160839472531
ACH-000041,-0.19705528545383905
ACH-000042,-0.023413649636760705
ACH-000045,-0.24817410349068256
ACH-000047,-0.09913440205191304
ACH-000052,-0.2905879182132716
ACH-000053,-0.1377859096145016
ACH-000054,-0.11476993690425487
ACH-000055,-0.21925689243848398
ACH-000060,-0.2361286330055733
ACH-000067,-0.2026421158454191
ACH-000070,-0.04628201782460895
ACH-000075,-0.4453157184386619
ACH-000078,-0.12639889718907324
ACH-000082,-0.1475721328682475
ACH-000085,-0.4164677024502837
ACH-000086,-0.14567156131415193
ACH-000087,-0.03172771522929147
ACH-000092,-0.2807763979276772
ACH-000095,-0.22216979369608672
ACH-000097,-0.16890329878070034
ACH-000098,-0.2446758283017453
ACH-000099,-0.17147276683256954
ACH-000108,-0.08951301939780389
ACH-000113,-0.043895823282232065
ACH-000116,-0.12887949647681274
ACH-000118,0.02769371063580809
ACH-000120,-0.013967363586966966
ACH-000123,-0.17472198655775334
ACH-000127,-0.14346885574644871
ACH-000128,-0.4021339913886409
ACH-000132,-0.27516730734517914
ACH-000133,-0.1125567888434982
ACH-000137,-0.3667479338433
ACH-000138,-0.16879687855287934
ACH-000142,-0.20350479601718366
ACH-000143,-0.16125181390330812
ACH-000146,-0.009998724104723116
ACH-000148,-0.17537625892878084
ACH-000150,-0.21224682886513446
ACH-000152,-0.2241315667340532
ACH-000153,-0.23055803428045746
ACH-000159,-0.09313672895133047
ACH-000160,-0.00320551040806058
ACH-000163,-0.2567735742490769
ACH-000167,-0.07320231859427069
ACH-000168,-0.2846261800400245
ACH-000169,-0.2968037162486201
ACH-000178,-0.13140429276021662
ACH-000183,-0.16792317500484294
ACH-000188,-0.21389970094327607
ACH-000189,-0.22515067052823756
ACH-000190,-0.28143429563623584
ACH-000198,-0.11732434051985426
ACH-000203,0.2002932141444912
ACH-000204,-0.17347206335700574
ACH-000206,-0.029286109271264005
ACH-000207,-0.1846699947840728
ACH-000208,-0.15863320354099672
ACH-000210,-0.18051695307376311
ACH-000211,-0.09417645455001723
ACH-000215,-0.2043361785664186
ACH-000221,-0.16324420981055776
ACH-000222,0.0739720701094562
ACH-000223,-0.05265028777887587
ACH-000226,-0.09754544665190544
ACH-000227,-0.19029290874618332
ACH-000228,-0.2573083351744272
ACH-000231,-0.2550358828998769
ACH-000232,-0.12337197616699813
ACH-000233,-0.09296340528064938
ACH-000234,-0.040352773742929324
ACH-000235,-0.0906248958232056
ACH-000237,-0.2383517756296311
ACH-000238,-0.25758129872877245
ACH-000242,0.0710339647669584
ACH-000243,-0.10822175695358913
ACH-000244,-0.001024278243451293
ACH-000246,-0.11715922150889298
ACH-000248,-0.2568571530315195
ACH-000250,-0.15729651697374716
ACH-000251,-0.1464391092088009
ACH-000252,-0.32818687990965023
ACH-000253,-0.283941925685308
ACH-000255,-0.20289310727051574
ACH-000256,-0.19272853198479176
ACH-000257,-0.2985456431218328
ACH-000258,-0.06730197988367302
ACH-000259,-0.11482526614878034
ACH-000260,-0.14894498298437528
ACH-000261,-0.07320506484295784
ACH-000262,-0.22295383995116946
ACH-000263,-0.11897135304520068
ACH-000264,-0.0985996627666378
ACH-000265,-0.09321319621619786
ACH-000266,0.03989083490664068
ACH-000272,-0.11704070620534204
ACH-000274,-0.18511384035546752
ACH-000277,-0.2047145018735728
ACH-000278,0.05190407966525472
ACH-000279,-0.19854670953297227
ACH-000280,-0.15433721815985327
ACH-000281,-0.115802045615906
ACH-000288,-0.23607204471734974
ACH-000291,-0.22416448998316688
ACH-000293,-0.28873682362919545
ACH-000294,-0.18521511963953488
ACH-000295,-0.12873057303812388
ACH-000296,-0.2788611298313863
ACH-000302,-0.19264584552021946
ACH-000304,0.05411461207706442
ACH-000307,-0.14137611904899605
ACH-000308,-0.11608426556115167
ACH-000310,-0.21111036349558412
ACH-000311,-0.08639328371657327
ACH-000312,-0.2532498458533333
ACH-000315,-0.3148816759730078
ACH-000316,-0.2806526969668232
ACH-000317,-0.32340806225139
ACH-000318,-0.08409981101824465
ACH-000319,-0.05604110991324407
ACH-000320,-0.3356218437501252
ACH-000322,-0.20703868591747768
