,VPS28 (51160)
ACH-000004,-0.6264366761853206
ACH-000005,-0.4874098166349245
ACH-000007,-1.0104490764108145
ACH-000009,-0.7023070330942485
ACH-000011,-0.6296961008227243
ACH-000012,-0.9863642456140042
ACH-000013,-0.7780675360385952
ACH-000014,-0.5641252440453223
ACH-000015,-0.7607479779433052
ACH-000017,-0.6818033560091151
ACH-000018,-0.9488972242280976
ACH-000019,-0.5653489010986652
ACH-000021,-0.9032533476533492
ACH-000022,-0.8549112788550904
ACH-000025,-0.6451448770956191
ACH-000028,-0.6982251388545253
ACH-000030,-0.8267727201566084
ACH-000035,-0.65583781792755
ACH-000036,-0.8295556419545264
ACH-000037,-0.6079402424508059
ACH-000039,-0.9337470912046629
ACH-000040,-0.6517735756884372
ACH-000041,-0.6920313007671511
ACH-000042,-0.9149849325535108
ACH-000045,-0.6200823865141603
ACH-000047,-0.9194121158427686
ACH-000052,-0.6502106670138823
ACH-000053,-0.8459379401466147
ACH-000054,-1.0501840217486298
ACH-000055,-1.1151666129283149
ACH-000060,-0.5595263657418797
ACH-000067,-0.9497318783520708
ACH-000070,-0.6308895201064126
ACH-000075,-0.9744162097244212
ACH-000078,-0.6293386125985844
ACH-000082,-0.9784755470256404
ACH-000085,-0.4006155344174409
ACH-000086,-0.7837619626482291
ACH-000087,-0.8539790916047879
ACH-000092,-0.8745625522314853
ACH-000095,-0.7042863196941614
ACH-000097,-0.7068155157119721
ACH-000098,-0.9005563670879825
ACH-000099,-0.6850845927094981
ACH-000108,-0.8288413165548579
ACH-000113,-0.6169170929502624
ACH-000116,-0.7400449035619374
ACH-000118,-0.7447402832887117
ACH-000120,-0.6441054539787029
ACH-000123,-0.7730794294346158
ACH-000127,-0.9469536060617696
ACH-000128,-0.8074331062458383
ACH-000132,-0.5547090850527144
ACH-000133,-0.7256288747749211
ACH-000137,-0.6616390401173873
ACH-000138,-0.7030821592190091
ACH-000142,-0.6768143711245012
ACH-000143,-0.8100369357369659
ACH-000146,-0.747656127502614
ACH-000148,-0.8194786219070306
ACH-000150,-0.7648439843436725
ACH-000152,-0.8441287277784788
ACH-000153,-0.5610325256811732
ACH-000159,-0.9016902232032306
ACH-000160,-1.1479131043263675
ACH-000163,-0.6973605631366581
ACH-000167,-1.170043682328775
ACH-000168,-0.8098478959317065
ACH-000169,-0.9221442017601056
ACH-000178,-0.8086615408384222
ACH-000183,-0.8432367197469667
ACH-000188,-0.6384877480794048
ACH-000189,-0.7174753632644737
ACH-000190,-0.6754493474518645
ACH-000198,-0.8969979959951279
ACH-000203,-0.6388974737924201
ACH-000204,-0.9876712964379132
ACH-000206,-0.8828180972354409
ACH-000207,-0.8448597719450054
ACH-000208,-0.6282627018657722
ACH-000210,-0.8621053100626906
ACH-000211,-0.784808014226738
ACH-000215,-0.7140794912396923
ACH-000221,-0.9190320962967191
ACH-000222,-0.8316531951844309
ACH-000223,-0.6258321871041832
ACH-000226,-0.7070674091807084
