,TRABD2A (129293)
ACH-000004,0.04303056658917338
ACH-000005,0.3722342943592688
ACH-000007,0.0383531850957002
ACH-000009,0.08397309166115256
ACH-000011,0.05625306666342287
ACH-000012,-0.018566424708489997
ACH-000013,-0.04282909700775813
ACH-000014,-0.039692207884552334
ACH-000015,0.08694166675245964
ACH-000017,0.03794553967013574
ACH-000018,-0.11562186199219028
ACH-000019,0.04091971465053957
ACH-000021,-0.11996342675688255
ACH-000022,-0.10346557626014816
ACH-000025,0.12583125468852904
ACH-000028,0.0332144300956148
ACH-000030,0.05504573400820941
ACH-000035,-0.14488223246005252
ACH-000036,0.1665544431572549
ACH-000037,0.05518758995121211
ACH-000039,-0.003055907154135435
ACH-000040,-0.035349976224441707
ACH-000041,0.12411375686965788
ACH-000042,0.004767512160193585
ACH-000045,0.06883683054398093
ACH-000047,0.06064241966787949
ACH-000052,0.017891795005602267
ACH-000053,0.04217463504065733
ACH-000054,0.18107300736661427
ACH-000055,0.0938455884462993
ACH-000060,-0.0235874903795571
ACH-000067,0.08757021365249648
ACH-000070,0.17813944209748633
ACH-000075,0.08286686292824398
ACH-000078,0.08459409687739751
ACH-000082,0.11200635227026948
ACH-000085,0.17588713318315274
ACH-000086,0.058065146144120935
ACH-000087,-0.0006534749443305053
ACH-000092,-0.09712823352049164
ACH-000095,0.1041848714901467
ACH-000097,0.07113271290744662
ACH-000098,0.09401093639546464
ACH-000099,0.08117546923367795
ACH-000108,0.017888846887989338
ACH-000113,0.051017591830318634
ACH-000116,0.037385793969442166
ACH-000118,0.02036423754779389
ACH-000120,0.14501095789332194
ACH-000123,-0.1023900717784063
ACH-000127,-0.005201687395695544
ACH-000128,0.07253419408763317
ACH-000132,-0.03330866622257753
ACH-000133,-0.004578234453603773
ACH-000137,0.06761141722993629
ACH-000138,0.15604554060871628
ACH-000142,-0.05546597210365042
ACH-000143,0.10270754264980908
ACH-000146,0.07694645267184642
ACH-000148,0.1169051586273324
ACH-000150,0.06671511884084062
ACH-000152,0.019928631003225585
ACH-000153,0.33509465547126693
ACH-000159,0.00766692690926176
ACH-000160,0.01574141693125484
ACH-000163,0.03653163752674124
ACH-000167,0.02622460122960696
ACH-000168,0.04957122966870128
ACH-000169,-0.02550238192863532
ACH-000178,0.10198931048775192
ACH-000183,0.03978867345189585
ACH-000188,-0.024132301740382826
ACH-000189,0.041409707233121935
ACH-000190,0.15096882966667105
ACH-000198,0.06620852829029315
ACH-000203,0.28732270215262884
ACH-000204,0.1488691705916795
ACH-000206,0.14056654235178295
ACH-000207,0.021075580596281118
ACH-000208,0.2452645882821764
ACH-000210,0.0614734268015279
ACH-000211,0.08287690066476766
ACH-000215,0.09802874783344087
ACH-000221,-0.03687427623419951
ACH-000222,0.014549887419120009
ACH-000223,0.05612392954621037
ACH-000226,-0.024697594573393062
ACH-000227,0.030067176020669113
ACH-000228,0.013579938307899879
ACH-000231,0.02199342712796651
ACH-000232,0.10683574695736718
ACH-000233,0.0864842613808094
ACH-000234,0.1341364147978946
ACH-000235,0.034587355227022616
ACH-000237,0.10811670318344076
ACH-000238,0.0960792145996726
ACH-000242,0.03214114081997435
ACH-000243,-0.0068184209121361005
ACH-000244,0.1864664542295352
ACH-000246,0.10704568548568368
ACH-000248,0.004469207612749644
ACH-000250,0.06311740612661074
ACH-000251,0.1726698811518972
ACH-000252,-0.1741300538010206
ACH-000253,0.10430852141309904
ACH-000255,-0.02020494696115589
ACH-000256,0.12346824604953388
ACH-000257,-0.037235369561301336
ACH-000258,0.2893290462265398
ACH-000259,-0.00020760398116198868
ACH-000260,0.0723235630107498
ACH-000261,0.05772154637300798
ACH-000262,-0.017336576451285366
ACH-000263,-0.0705438452308662
ACH-000264,0.05801782866887565
ACH-000265,0.06291557535955357
ACH-000266,0.054460398252377085
ACH-000272,0.028318121169498736
ACH-000274,0.10774630383312153
ACH-000277,0.0953867092097442
ACH-000278,0.11907228455156485
ACH-000279,-0.032325339859438924
ACH-000280,0.13037829894766062
ACH-000281,0.07187642303801846
ACH-000288,0.014182037935834137
ACH-000291,-0.01826447587145668
ACH-000293,-0.08092469650517486
ACH-000294,0.01712370103114615
ACH-000295,0.12627676679140584
ACH-000296,0.007526331384023895
ACH-000302,0.09706635539508104
ACH-000304,0.20851653048918256
ACH-000307,0.02793212236562551
ACH-000308,0.05173374810234965
ACH-000310,0.15502463432086985
ACH-000311,0.07009911821351844
ACH-000312,0.001283141539494617
ACH-000315,-0.20828184334235134
ACH-000316,0.2361593564465376
ACH-000317,-0.09026711769605866
ACH-000318,-0.15171200454114994
ACH-000319,0.009576786418288588
ACH-000320,0.2992961319374017
ACH-000322,0.08784792690738974
ACH-000323,0.06536617773588764
ACH-000324,-0.0042767880182678466
ACH-000329,0.15731335439754535
ACH-000330,0.009767814931359165
ACH-000331,-0.0237368994802911
ACH-000332,0.08104257848227918
ACH-000334,-0.008709066876180466
ACH-000335,0.18342969236315174
ACH-000336,-0.05791540913783224
ACH-000337,0.018846461401957733
ACH-000338,0.13488369393201466
ACH-000339,0.09892600105738487
ACH-000341,0.08659260308504561
ACH-000348,0.04480912945694613
ACH-000350,0.08918492411259253
ACH-000352,-0.017535451228250433
ACH-000356,0.10556494161809718
ACH-000361,-0.05872078952208985
ACH-000362,0.019885602476866854
ACH-000363,0.10617796831030972
ACH-000364,-0.10095051506152868
