,CEMP1 (752014)
ACH-000004,-0.021426734451089363
ACH-000005,0.038317252471512436
ACH-000007,-0.05949989534918529
ACH-000009,0.12171537243011148
ACH-000011,-0.04128431200529111
ACH-000012,-0.09760737147143728
ACH-000013,-0.00455940802450224
ACH-000014,0.011158919801568952
ACH-000015,-0.15296400893624715
ACH-000017,0.10455680142499114
ACH-000018,-0.08559829792690136
ACH-000019,-0.025996070938118232
ACH-000021,-0.0989150363335206
ACH-000022,0.016984945064337613
ACH-000025,-0.08046832962933233
ACH-000028,-0.029917559786242918
ACH-000030,0.03283975714287151
ACH-000035,0.024311968074323717
ACH-000036,-0.3125838916333022
ACH-000037,-0.06960982556342503
ACH-000039,-0.013367608816020978
ACH-000040,-0.04590040184151186
ACH-000041,0.056220927467382914
ACH-000042,0.08117231558638488
ACH-000045,-0.03566714189434048
ACH-000047,0.027065648019443018
ACH-000052,-0.01563786130214114
ACH-000053,0.039130150044038484
ACH-000054,-0.004706168260729168
ACH-000055,-0.11570936142197095
ACH-000060,-0.1433746624619242
ACH-000067,-0.11700094576653247
ACH-000070,0.07642158662418241
ACH-000075,0.019643611617698252
ACH-000078,0.005456905889170941
ACH-000082,-0.05081243395950742
ACH-000085,0.0958032076913918
ACH-000086,0.06415104966363555
ACH-000087,-0.13738758067175486
ACH-000092,-0.0946150603726907
ACH-000095,-0.045884864570694614
ACH-000097,-0.0309043037797306
ACH-000098,-0.20761473035520828
ACH-000099,-0.04352942931940644
ACH-000108,-0.10585905301635784
ACH-000113,-0.03598674147683406
ACH-000116,-0.02483210257172648
ACH-000118,0.009288634446973016
ACH-000120,-0.2489790843707079
ACH-000123,-0.15050779730401168
ACH-000127,0.03104121166164345
ACH-000128,-0.052638659669649535
ACH-000132,-0.020581950584494843
ACH-000133,-0.003472944947819232
ACH-000137,0.18334848784835672
ACH-000138,-0.011149084738250574
ACH-000142,-0.014019207427899624
ACH-000143,-0.04793918469677605
ACH-000146,-0.040345879714590326
ACH-000148,-0.09576229355385936
ACH-000150,0.02943684603040668
ACH-000152,-0.19230069863810847
ACH-000153,-0.0012332711895178337
ACH-000159,-0.04305524465675967
ACH-000160,-0.01566839845934203
ACH-000163,0.08087577268320108
ACH-000167,-0.07431359491857988
ACH-000168,-0.1234404835720876
ACH-000169,-0.06752149052265438
ACH-000178,-0.09391964389793626
ACH-000183,-0.010274596531291737
ACH-000188,0.1758612747664185
ACH-000189,-0.18741488218274785
ACH-000190,-0.030529711030494525
ACH-000198,-0.056493661959046884
ACH-000203,0.2092741789580925
ACH-000204,0.10244106744227817
ACH-000206,-0.2859238349245681
ACH-000207,-0.055812155725090073
ACH-000208,-0.05495352907157084
ACH-000210,-0.3804189146682588
ACH-000211,0.021022830123891542
ACH-000215,0.0033135998741781825
ACH-000221,-0.041127745887065886
ACH-000222,0.02747837843624199
ACH-000223,0.06369378064706342
ACH-000226,-0.03266689160658505
ACH-000227,-0.055447570754860634
ACH-000228,0.004423800522798695
ACH-000231,-0.09250364341441514
ACH-000232,0.039344315166042435
ACH-000233,-0.07109351095362389
ACH-000234,-0.0683746528978748
ACH-000235,-0.07184630573472718
ACH-000237,-0.05438156755680155
ACH-000238,0.009531975233073671
ACH-000242,-0.0707632178922913
ACH-000243,-0.009102106375937035
ACH-000244,-0.07937488539473213
ACH-000246,-0.0007157142836216405
ACH-000248,0.1726797997435147
ACH-000250,-0.07914432414950813
ACH-000251,-0.15559553621490332
ACH-000252,0.14334548478281214
ACH-000253,-0.014425004918347719
ACH-000255,0.050705662160814714
ACH-000256,-0.07326297244595385
ACH-000257,0.15678180828761953
ACH-000258,-0.15788804484011498
ACH-000259,-0.0112928533060281
ACH-000260,-0.14239742552907436
ACH-000261,-0.06810175933713165
ACH-000262,-0.3058393738992475
ACH-000263,-0.09114480052925047
ACH-000264,-0.1187409513674471
ACH-000265,-0.10580875434110812
ACH-000266,-0.05443976776126417
ACH-000272,-0.07805036937508286
ACH-000274,-0.14655852939381228
ACH-000277,-0.15347224171829116
ACH-000278,-0.003202810493566555
ACH-000279,0.08738097569837862
ACH-000280,0.007972775026827177
ACH-000281,-0.035647734984277965
ACH-000288,-0.06716963770177127
ACH-000291,-0.026902751420113988
ACH-000293,0.08073803492066613
ACH-000294,-0.12807251888482155
ACH-000295,-0.09204493207911443
ACH-000296,-0.122148937787896
ACH-000302,-0.06823315586523583
ACH-000304,0.10140323410296792
ACH-000307,-0.01149741261444952
ACH-000308,-0.06487919193908523
ACH-000310,0.007908827997840664
ACH-000311,-0.04804557381123157
ACH-000312,0.11503273212464815
ACH-000315,-0.21256018559298934
ACH-000316,-0.1826925765023404
ACH-000317,0.06611989803680661
ACH-000318,-0.060378743778995374
ACH-000319,-0.05166832137088513
ACH-000320,-0.048769653320439386
ACH-000322,-0.25314338635263345
ACH-000323,-0.046394103379742375
ACH-000324,-0.04289683542981351
ACH-000329,-0.05713922023132172
ACH-000330,-0.07157591912288065
ACH-000331,0.053802452773038856
ACH-000332,-0.07541296713976246
ACH-000334,0.0008587131797966309
ACH-000335,0.12400442858855558
ACH-000336,-0.11581347388049106
ACH-000337,-0.0026705294490887385
ACH-000338,0.2202538012437803
ACH-000339,-0.04843002088075465
ACH-000341,0.051264269945364815
ACH-000348,-0.15829342895075202
ACH-000350,-0.07848144007573776
ACH-000352,-0.07272784807486328
ACH-000356,0.011513737754884502
ACH-000361,-0.06599063901537723
ACH-000362,-0.03830812572290173
ACH-000363,-0.09552174336103801
ACH-000364,-0.14170221529674992
ACH-000365,0.040153239882555786
ACH-000366,-0.09844608712648596
ACH-000368,0.027329417449516905
ACH-000374,-0.041535870933000575
ACH-000375,0.13654175529234105
ACH-000376,-0.14094590516615355
ACH-000381,-0.15254109234416505
